,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
36,37,37,David Hearn,88,25.33,77,304
37,38,38,Stewart Cink,72,25.25,50,198
38,39,39,Spencer Levin,113,25.07,85,339
39,T40,T40,Steve Flesch,88,25.0,73,292
40,T40,T40,Jerry Kelly,85,25.0,55,220
41,T40,T40,Bo Van Pelt,92,25.0,69,276
42,43,43,Brendan Steele,89,24.91,66,265
43,44,44,Shane Bertsch,62,24.88,53,213
44,45,45,Brian Gay,90,24.68,78,316
45,46,46,Justin Rose,79,24.64,51,207
46,47,47,Nick Watney,80,24.61,63,256
47,48,48,Robert Allenby,84,24.57,57,232
48,49,49,Jason Dufner,78,24.49,60,245
49,T50,T50,Ben Curtis,66,24.35,56,230
50,T50,T50,Charles Howell III,108,24.35,84,345
51,52,52,Nick O'Hern,89,24.26,74,305
52,53,53,Garrett Willis,71,24.24,56,231
53,54,54,Michael Bradley,74,24.12,62,257
54,55,55,Chris Kirk,87,23.99,71,296
55,56,56,Andres Romero,77,23.88,64,268
56,57,57,Tom Gillis,55,23.86,47,197
57,58,58,Rickie Fowler,84,23.68,63,266
58,59,59,Marc Leishman,87,23.66,66,279
59,60,60,Scott Stallings,84,23.6,76,322
60,61,61,Ryan Moore,79,23.53,44,187
61,62,62,Bill Lunde,92,23.49,74,315
62,63,63,Ben Crane,76,23.48,54,230
63,64,64,Steve Marino,76,23.46,61,260
64,T65,T65,Kevin Streelman,90,23.43,67,286
65,T65,T65,Bubba Watson,85,23.43,56,239
66,67,67,James Driscoll,71,23.42,52,222
67,68,68,J.P. Hayes,56,23.4,44,188
68,69,69,Charlie Wi,83,23.39,69,295
69,T70,T70,Bill Haas,93,23.33,63,270
70,T70,T70,Jim Herman,69,23.33,56,240
71,T72,T72,Briny Baird,60,23.24,43,185
72,T72,T72,Johnson Wagner,81,23.24,56,241
73,74,74,Billy Mayfair,94,23.21,68,293
74,75,75,Aron Price,58,23.2,42,181
75,76,76,Fabián Gómez,84,23.17,57,246
76,77,77,George McNeill,69,23.11,49,212
77,78,78,Ian Poulter,52,23.08,36,156
78,79,79,Kris Blanks,92,23.03,73,317
79,80,80,Cameron Beckman,71,23.02,64,278
80,81,81,Jim Furyk,87,22.81,60,263
81,82,82,Arjun Atwal,91,22.74,68,299
82,T83,T83,Jason Day,76,22.64,48,212
83,T83,T83,Kevin Kisner,70,22.64,48,212
84,85,85,Troy Matteson,91,22.62,83,367
85,86,86,Lee Janzen,62,22.56,44,195
86,87,87,Andres Gonzales,60,22.46,42,187
87,88,88,Anthony Kim,72,22.45,55,245
88,89,89,Kevin Na,84,22.31,54,242
89,90,90,Tag Ridings,87,22.26,69,310
90,91,91,Heath Slocum,89,22.19,67,302
91,92,92,Dustin Johnson,72,22.17,51,230
92,93,93,Matt McQuillan,59,22.03,39,177
93,94,94,Ryuji Imada,83,22.01,59,268
94,95,95,Robert Karlsson,61,21.94,34,155
95,96,96,Alex Cejka,59,21.82,36,165
96,97,97,Padraig Harrington,60,21.71,38,175
97,T98,T98,Chris DiMarco,93,21.7,74,341
98,T98,T98,Martin Laird,77,21.7,51,235
99,100,100,Michael Thompson,79,21.62,56,259
100,101,101,David Mathis,83,21.51,54,251
101,T102,T102,Stephen Ames,69,21.5,46,214
102,T102,T102,Sean O'Hair,71,21.5,46,214
103,104,104,J.B. Holmes,57,21.49,52,242
104,105,105,Chez Reavie,92,21.4,61,285
105,106,106,Davis Love III,70,21.39,40,187
106,107,107,Jeff Overton,92,21.34,67,314
107,108,108,Marc Turnesa,54,21.3,36,169
108,109,109,Vaughn Taylor,89,21.23,76,358
109,110,110,Joe Durant,71,21.19,50,236
110,111,111,Matt Jones,71,21.18,54,255
111,112,112,Harrison Frazar,58,21.03,41,195
112,113,113,Justin Leonard,82,20.95,62,296
113,114,114,Steven Bowditch,86,20.94,76,363
114,115,115,Kevin Stadler,88,20.93,63,301
115,116,116,Stuart Appleby,65,20.83,50,240
116,117,117,Rich Beem,53,20.81,36,173
117,118,118,Jonathan Byrd,83,20.8,52,250
118,119,119,Nate Smith,66,20.79,42,202
119,120,120,Michael Connell,76,20.76,49,236
120,121,121,Cameron Tringale,110,20.72,81,391
121,122,122,Lucas Glover,74,20.67,37,179
122,123,123,Matt Bettencourt,84,20.66,63,305
123,124,124,J.J. Henry,96,20.61,54,262
124,125,125,Chad Campbell,99,20.59,63,306
125,126,126,Roland Thatcher,67,20.56,51,248
126,127,127,Colt Knost,80,20.47,52,254
127,128,128,Scott McCarron,65,20.44,37,181
128,129,129,Y.E. Yang,63,20.42,29,142
129,130,130,Alex Prugh,82,20.39,73,358
130,131,131,Vijay Singh,79,20.35,58,285
131,132,132,Hunter Haas,96,20.32,63,310
132,133,133,William McGirt,103,20.28,72,355
133,T134,T134,David Duval,67,20.24,51,252
134,T134,T134,Adam Scott,60,20.24,34,168
135,136,136,Tim Petrovic,88,20.21,58,287
136,T137,T137,Tim Herron,85,20.0,63,315
137,T137,T137,Brandt Jobe,100,20.0,61,305
138,T137,T137,Sung Kang,63,20.0,39,195
139,T137,T137,Jarrod Lyle,83,20.0,55,275
140,T137,T137,Rod Pampling,72,20.0,41,205
141,T142,T142,Bobby Gates,82,19.92,51,256
142,T142,T142,Joe Ogilvie,75,19.92,53,266
143,144,144,Josh Teater,104,19.8,79,399
144,145,145,Keegan Bradley,91,19.74,61,309
145,146,146,Chris Riley,76,19.7,53,269
146,147,147,Steve Elkington,50,19.63,32,163
147,148,148,Bio Kim,71,19.6,49,250
148,149,149,Chris Stroud,88,19.53,66,338
149,150,150,Kevin Chappell,78,19.44,49,252
150,151,151,Justin Hicks,60,19.41,33,170
151,152,152,Ricky Barnes,78,19.37,43,222
152,153,153,Billy Horschel,75,19.07,49,257
153,154,154,D.A. Points,89,18.99,49,258
154,155,155,D.J. Brigman,67,18.97,33,174
155,156,156,Rocco Mediate,53,18.87,40,212
156,157,157,Brendon de Jonge,105,18.79,62,330
157,158,158,Richard Johnson,64,18.78,37,197
158,159,159,John Merrick,71,18.69,40,214
159,160,160,Gary Woodland,93,18.58,47,253
160,161,161,Ryan Palmer,82,18.53,43,232
161,162,162,Martin Piller,63,18.52,40,216
162,163,163,Ángel Cabrera,50,18.44,26,141
163,164,164,John Senden,94,18.39,48,261
164,165,165,Daniel Summerhays,75,18.18,42,231
165,166,166,John Rollins,85,17.93,52,290
166,167,167,D.J. Trahan,91,17.86,60,336
167,168,168,Nathan Green,81,17.83,41,230
168,169,169,Jhonattan Vegas,84,17.82,49,275
169,170,170,Derek Lamely,65,17.62,43,244
170,171,171,Chris Couch,73,17.5,42,240
171,172,172,Ernie Els,71,17.43,38,218
172,173,173,Sergio Garcia,61,17.42,27,155
173,174,174,Trevor Immelman,84,17.39,48,276
174,175,175,Alexandre Rocha,65,17.16,29,169
175,176,176,Joseph Bramlett,73,17.09,34,199
176,177,177,Jim Renner,65,16.82,37,220
177,178,178,Will Strickler,51,16.76,30,179
178,T179,T179,Retief Goosen,50,16.67,23,138
179,T179,T179,Troy Merritt,63,16.67,40,240
180,T179,T179,Paul Stankowski,78,16.67,40,240
181,182,182,Zack Miller,86,16.44,49,298
182,183,183,Shaun Micheel,77,16.06,35,218
183,184,184,Charl Schwartzel,58,15.75,20,127
184,T185,T185,Scott Gutschewski,67,15.38,30,195
185,T185,T185,Michael Putnam,67,15.38,30,195
