,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
204,205,205,Kevin Na,11,"$146,099",
205,206,206,Rocco Mediate,18,"$145,899",
206,207,207,Glen Day,12,"$134,580",
207,208,208,Loren Roberts,4,"$134,572",
208,209,209,Mike Sposa,25,"$132,131",
209,210,210,Bill Glasson,17,"$127,932",
210,211,211,Dan Forsman,15,"$117,126",
211,212,212,Roger Tambellini,25,"$116,685",
212,213,213,Notah Begay III,12,"$116,034",
213,214,214,Matt Gogel,14,"$108,230",
214,215,215,Tom Byrum,11,"$101,094",
215,216,216,Michael Connell,22,"$97,771",
216,217,217,Grant Waite,8,"$96,950",
217,218,218,Brian Henninger,12,"$96,453",
218,219,219,Alex Aragon,26,"$94,504",
219,220,220,Ryan Hietala,23,"$87,772",
220,221,221,Jay Williamson,18,"$86,150",
221,222,222,"John Engler, Jr.",27,"$72,694",
222,223,223,Scott Gump,10,"$72,248",
223,224,224,Hidemichi Tanaka,31,"$69,435",
224,225,225,Brendan Jones,9,"$68,760",
225,226,226,Len Mattiace,22,"$66,540",
226,227,227,Jon Mills,27,"$65,494",
227,228,228,Garrett Willis,10,"$60,541",
228,229,229,David Frost,7,"$56,960",
229,230,230,Phil Tataurangi,19,"$55,792",
230,231,231,Neal Lancaster,19,"$54,680",
231,232,232,Andrew Magee,19,"$52,711",
232,233,233,Donnie Hammond,11,"$52,693",
233,234,234,Bob Burns,9,"$49,170",
234,235,235,Peter Jacobsen,4,"$46,256",
235,236,236,Michael Bradley,6,"$41,790",
236,237,237,Gary Hallberg,4,"$35,693",
237,238,238,Gavin Coles,5,"$34,674",
238,239,239,Blaine McCallister,10,"$32,190",
239,240,240,Ben Crenshaw,2,"$32,060",
240,241,241,Matt Kuchar,8,"$30,297",
241,242,242,Willie Wood,11,"$27,774",
242,243,243,Jim McGovern,8,"$26,070",
243,244,244,Hank Kuehne,9,"$24,677",
244,245,245,Tom Watson,2,"$21,578",
245,246,246,Boyd Summerhays,13,"$20,794",
246,247,247,Spike McRoy,9,"$18,225",
247,248,248,James McLean,4,"$16,760",
248,249,249,David Edwards,3,"$16,364",
249,250,250,Craig Stadler,4,"$16,259",
250,251,251,David Peoples,4,"$13,988",
251,252,252,Guy Boros,5,"$13,750",
252,253,253,Joey Snyder III,6,"$13,432",
253,254,254,Craig Perks,18,"$11,880",
254,255,255,Joel Edwards,3,"$11,760",
255,256,256,Steven Bowditch,22,"$11,160",
256,257,257,David Gossett,7,"$7,480",
257,258,258,Mike Hulbert,6,"$6,540",
258,T259,T259,Michael Clark II,4,"$6,390",
259,T259,T259,"Jim Gallagher, Jr.",4,"$6,390",
260,T259,T259,Wayne Levi,1,"$6,390",
261,262,262,Chip Beck,1,"$6,180",
262,263,263,"David Berganio, Jr.",2,"$6,060",
