,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
166,T161,T161,Lee Williams,1,0.47,"$29,459","$6,250,000"
167,T168,T168,Paul Azinger,30,0.46,"$702,089","$154,000,000"
168,T168,T168,Olin Browne,30,0.46,"$754,057","$163,600,000"
169,T168,T168,Mark Calcavecchia,27,0.46,"$705,312","$153,000,000"
170,T168,T168,Mathias Grönberg,30,0.46,"$673,999","$147,750,000"
171,T168,T168,J.L. Lewis,17,0.46,"$438,667","$95,600,000"
172,T168,T168,Dicky Pride,9,0.46,"$174,674","$38,100,000"
173,T174,T174,Rich Beem,27,0.45,"$658,223","$145,350,000"
174,T174,T174,Duffy Waldorf,28,0.45,"$625,511","$139,900,000"
175,T176,T176,Scott Gutschewski,19,0.44,"$379,487","$85,900,000"
176,T176,T176,Skip Kendall,22,0.44,"$439,931","$100,350,000"
177,T176,T176,Thaworn Wiratchant,3,0.44,"$86,045","$19,350,000"
178,T179,T179,Marco Dawson,27,0.43,"$545,073","$128,250,000"
179,T179,T179,Louis Oosthuizen,2,0.43,"$61,000","$14,250,000"
180,T179,T179,Jeff Overton,28,0.43,"$577,130","$135,750,000"
181,T182,T182,Bubba Dickerson,32,0.42,"$650,311","$154,750,000"
182,T182,T182,Bernhard Langer,24,0.42,"$561,510","$133,200,000"
183,T182,T182,Graeme McDowell,15,0.42,"$357,901","$85,350,000"
184,T185,T185,Shane Bertsch,34,0.41,"$697,055","$168,450,000"
185,T185,T185,Jay Delsing,14,0.41,"$276,447","$67,000,000"
186,T185,T185,Søren Kjeldsen,1,0.41,"$27,619","$6,750,000"
187,T185,T185,Charl Schwartzel,8,0.41,"$211,281","$51,250,000"
188,T185,T185,Tatsuhiko Takahashi,1,0.41,"$30,750","$7,500,000"
189,T190,T190,Michael Allen,25,0.4,"$470,944","$117,950,000"
190,T190,T190,Cameron Beckman,16,0.4,"$288,426","$71,800,000"
191,T190,T190,Brent Geiberger,30,0.4,"$590,474","$149,250,000"
192,T190,T190,Jay Haas,7,0.4,"$163,398","$40,600,000"
193,T190,T190,Jerry Smith,29,0.4,"$568,212","$141,250,000"
194,T195,T195,Johan Edfors,4,0.39,"$111,000","$28,250,000"
195,T195,T195,Brad Faxon,26,0.39,"$543,679","$141,200,000"
196,T195,T195,Robert Garrigus,28,0.39,"$537,592","$136,750,000"
197,T195,T195,Scott Sterling,1,0.39,"$20,280","$5,200,000"
198,T195,T195,Mark Wilson,24,0.39,"$444,317","$113,300,000"
199,T200,T200,Kris Cox,28,0.38,"$517,834","$136,150,000"
200,T200,T200,Tim Petrovic,30,0.38,"$601,926","$156,700,000"
201,T200,T200,Chris Riley,27,0.38,"$495,313","$129,600,000"
202,T203,T203,John Bickerton,4,0.37,"$104,827","$28,250,000"
203,T203,T203,Alex Cejka,30,0.37,"$525,482","$142,250,000"
204,T205,T205,Danny Ellis,23,0.36,"$382,499","$107,300,000"
205,T205,T205,Gabriel Hjertstedt,16,0.36,"$251,235","$69,700,000"
206,T205,T205,Lee Janzen,28,0.36,"$524,194","$144,400,000"
207,T205,T205,Jonathan Kaye,32,0.36,"$578,712","$160,600,000"
208,T205,T205,Craig Parry,15,0.36,"$283,282","$78,400,000"
209,210,210,Yusaku Miyazato,2,0.35,"$28,162","$8,100,000"
210,T211,T211,Jeff Brehaut,33,0.34,"$558,591","$164,100,000"
211,T211,T211,Simon Khan,2,0.34,"$45,545","$13,250,000"
212,T211,T211,Paul McGinley,9,0.34,"$199,984","$58,800,000"
213,T214,T214,Philip Archer,1,0.33,"$20,482","$6,250,000"
214,T214,T214,Arjun Atwal,33,0.33,"$550,531","$164,950,000"
215,T214,T214,Parker McLachlin,2,0.33,"$34,674","$10,500,000"
216,T217,T217,Henrik Bjornstad,31,0.32,"$491,042","$154,950,000"
217,T217,T217,Carlos Franco,29,0.32,"$454,383","$142,650,000"
218,T217,T217,John Huston,27,0.32,"$431,022","$134,600,000"
219,T217,T217,Andrew Marshall,1,0.32,"$21,577","$6,750,000"
220,T217,T217,David McKenzie,28,0.32,"$425,226","$131,700,000"
221,T222,T222,Robert Gamez,30,0.31,"$493,638","$158,400,000"
222,T222,T222,Franklin Langham,1,0.31,"$16,642","$5,300,000"
223,T222,T222,Don Yrene,2,0.31,"$29,238","$9,500,000"
224,T225,T225,Steve Elkington,17,0.3,"$255,195","$84,800,000"
225,T225,T225,Tag Ridings,33,0.3,"$498,240","$165,300,000"
226,T225,T225,Paul Stankowski,22,0.3,"$319,596","$106,300,000"
227,T225,T225,Azuma Yano,1,0.3,"$14,007","$4,600,000"
228,T229,T229,D.A. Points,28,0.29,"$405,982","$140,050,000"
229,T229,T229,B.J. Staten,18,0.29,"$253,086","$85,900,000"
230,T229,T229,Grant Waite,8,0.29,"$96,950","$33,200,000"
231,T232,T232,Doug Barron,28,0.28,"$388,223","$138,450,000"
232,T232,T232,Robert Damron,31,0.28,"$451,298","$158,750,000"
233,T234,T234,Tommy Armour III,25,0.27,"$352,446","$132,800,000"
234,T234,T234,Gary Hallberg,4,0.27,"$35,692","$13,000,000"
235,T234,T234,Mark Hensby,16,0.27,"$251,883","$94,000,000"
236,T234,T234,Ian Leggatt,29,0.27,"$377,901","$140,950,000"
237,T234,T234,Marco Ruiz,1,0.27,"$18,125","$6,750,000"
238,T239,T239,Glen Day,12,0.26,"$134,580","$51,300,000"
239,T239,T239,Jason Dufner,2,0.26,"$29,459","$11,250,000"
240,T239,T239,Larry Mize,18,0.26,"$217,971","$84,700,000"
241,T239,T239,Toru Taniguchi,2,0.26,"$35,500","$13,750,000"
242,T243,T243,Ben Crenshaw,2,0.25,"$32,060","$13,000,000"
243,T243,T243,David Duval,24,0.25,"$318,275","$129,000,000"
244,T243,T243,Kevin Na,11,0.25,"$146,097","$58,000,000"
245,T243,T243,John Riegger,20,0.25,"$230,764","$91,600,000"
246,T247,T247,Richard Green,4,0.24,"$64,250","$27,000,000"
247,T247,T247,Nick Price,16,0.24,"$208,938","$85,400,000"
248,T247,T247,"Wes Short, Jr.",33,0.24,"$422,505","$175,600,000"
249,T247,T247,Tjaart van der Walt,21,0.24,"$234,916","$95,950,000"
250,T251,T251,Notah Begay III,12,0.23,"$116,033","$49,900,000"
251,T251,T251,Todd Fischer,35,0.23,"$395,814","$175,150,000"
252,T251,T251,Spencer Levin,1,0.23,"$11,520","$5,000,000"
253,T251,T251,Patrick Sheehan,34,0.23,"$386,794","$170,050,000"
254,T251,T251,Bob Tway,25,0.23,"$299,724","$129,300,000"
255,T251,T251,Eli Zackheim,1,0.23,"$6,810","$3,000,000"
256,T257,T257,Stuart Deane,1,0.22,"$13,140","$6,000,000"
257,T257,T257,Steve Jones,27,0.22,"$308,356","$141,150,000"
258,T257,T257,Greg Kraft,26,0.22,"$273,732","$126,950,000"
259,T257,T257,Scott Parel,1,0.22,"$11,660","$5,300,000"
260,T257,T257,Jin Park,1,0.22,"$6,450","$3,000,000"
261,T257,T257,Darron Stiles,15,0.22,"$157,557","$70,300,000"
262,T257,T257,Kane Webber,1,0.22,"$12,045","$5,500,000"
263,T257,T257,Ron Whittaker,28,0.22,"$300,031","$133,750,000"
264,T265,T265,Chip Beck,1,0.21,"$6,180","$3,000,000"
265,T265,T265,Patrick Damron,1,0.21,"$11,660","$5,500,000"
266,T265,T265,Brent Delahoussaye,1,0.21,"$10,550","$5,000,000"
267,T265,T265,Andres Gonzales,1,0.21,"$8,400","$4,000,000"
268,T265,T265,Scott Hend,6,0.21,"$61,162","$28,750,000"
269,T265,T265,Peter Jacobsen,4,0.21,"$46,256","$22,050,000"
270,T265,T265,Wayne Levi,1,0.21,"$6,390","$3,000,000"
271,T265,T265,Scott McCarron,15,0.21,"$175,727","$84,800,000"
272,T265,T265,Vance Veazey,20,0.21,"$207,077","$96,950,000"
273,T265,T265,Casey Wittenberg,1,0.21,"$10,868","$5,200,000"
274,T275,T275,Stephen Dodd,3,0.2,"$41,750","$20,750,000"
275,T275,T275,Brian Henninger,12,0.2,"$96,453","$48,600,000"
276,T275,T275,Jim Kane,1,0.2,"$12,725","$6,500,000"
277,T275,T275,Mark O'Meara,18,0.2,"$203,666","$99,400,000"
278,T275,T275,Chris Parra,1,0.2,"$12,152","$6,200,000"
279,T280,T280,Scott Harrington,1,0.19,"$7,480","$4,000,000"
280,T280,T280,Rob Oppenheim,2,0.19,"$19,500","$10,500,000"
281,T280,T280,David Roesch,1,0.19,"$7,400","$4,000,000"
282,T280,T280,Chris Smith,21,0.19,"$183,410","$97,950,000"
283,T280,T280,Esteban Toledo,2,0.19,"$15,566","$8,400,000"
284,T285,T285,Michael Bradley,6,0.18,"$41,790","$23,700,000"
285,T285,T285,Gonzalo Fernandez-Castaño,5,0.18,"$52,577","$29,250,000"
286,T285,T285,Dan Forsman,15,0.18,"$117,124","$65,600,000"
287,T285,T285,David Frost,7,0.18,"$56,960","$31,800,000"
288,T285,T285,Matt Gogel,14,0.18,"$108,230","$61,700,000"
289,T285,T285,Brendan Jones,9,0.18,"$68,760","$38,300,000"
290,T285,T285,Shiv Kapur,3,0.18,"$35,000","$19,350,000"
291,T285,T285,Sonny Skinner,1,0.18,"$9,646","$5,300,000"
292,T285,T285,Chris Starkjohann,1,0.18,"$8,976","$5,100,000"
293,T285,T285,Simon Wakefield,2,0.18,"$21,577","$12,250,000"
294,T295,T295,Tom Byrum,11,0.17,"$101,094","$59,150,000"
295,T295,T295,Bill Glasson,17,0.17,"$127,930","$74,900,000"
296,T295,T295,Scott Gump,10,0.17,"$72,248","$41,300,000"
297,T295,T295,Yasuharu Imano,2,0.17,"$20,400","$11,850,000"
298,T295,T295,Thomas Levet,18,0.17,"$163,110","$98,450,000"
299,T295,T295,Nicholas Thompson,32,0.17,"$264,716","$153,750,000"
300,T301,T301,John Daly,21,0.16,"$192,134","$116,600,000"
301,T301,T301,Matt Hansen,25,0.16,"$187,251","$116,600,000"
302,T301,T301,Tom Watson,2,0.16,"$21,577","$13,750,000"
303,T304,T304,Bob Burns,9,0.15,"$49,170","$33,800,000"
304,T304,T304,James Driscoll,29,0.15,"$219,903","$150,050,000"
305,T304,T304,Rocco Mediate,18,0.15,"$145,899","$96,300,000"
306,T304,T304,Garrett Willis,10,0.15,"$60,541","$39,200,000"
307,T308,T308,Andrew Buckle,2,0.14,"$18,497","$13,250,000"
308,T308,T308,Gavin Coles,5,0.14,"$34,674","$25,200,000"
309,T308,T308,Jimmy Walker,21,0.14,"$153,950","$108,750,000"
310,311,311,Niclas Fasth,4,0.13,"$35,000","$27,000,000"
311,T312,T312,David Edwards,3,0.12,"$16,363","$13,700,000"
312,T312,T312,Joel Edwards,3,0.12,"$11,760","$10,000,000"
313,T314,T314,Mark Brooks,36,0.11,"$207,956","$180,850,000"
314,T314,T314,Greg Chalmers,28,0.11,"$151,264","$133,000,000"
315,T314,T314,Todd Hamilton,27,0.11,"$165,151","$148,200,000"
316,T314,T314,Donnie Hammond,11,0.11,"$52,693","$46,100,000"
317,T314,T314,Will Moore,2,0.11,"$12,168","$10,950,000"
318,T314,T314,Jason Schultz,28,0.11,"$147,423","$131,800,000"
319,T314,T314,Jeev Milkha Singh,3,0.11,"$16,676","$14,750,000"
320,T314,T314,Mike Sposa,25,0.11,"$132,130","$117,000,000"
321,T314,T314,Kaname Yokoo,2,0.11,"$9,180","$8,100,000"
322,T323,T323,Michael Connell,22,0.1,"$97,769","$100,300,000"
323,T323,T323,Billy Hurley III,6,0.1,"$28,910","$30,300,000"
324,T323,T323,Joel Kribel,2,0.1,"$10,476","$10,500,000"
325,T323,T323,John Mallinger,3,0.1,"$16,354","$16,550,000"
326,T323,T323,Mike Small,9,0.1,"$40,256","$39,300,000"
327,T323,T323,Roger Tambellini,25,0.1,"$116,684","$119,100,000"
328,T329,T329,James McLean,4,0.09,"$16,760","$18,400,000"
329,T329,T329,Jay Williamson,18,0.09,"$86,149","$92,350,000"
330,T331,T331,Alex Aragon,26,0.08,"$94,503","$122,100,000"
331,T331,T331,Ricky Barnes,2,0.08,"$6,946","$8,400,000"
332,T331,T331,Guy Boros,5,0.08,"$13,750","$18,200,000"
333,T331,T331,Keiichiro Fukabori,4,0.08,"$19,147","$23,850,000"
334,T331,T331,Ryan Hietala,23,0.08,"$87,772","$105,800,000"
335,T331,T331,Matt Kuchar,8,0.08,"$30,297","$39,650,000"
336,T331,T331,Blaine McCallister,10,0.08,"$32,190","$41,100,000"
337,T331,T331,Jim McGovern,8,0.08,"$26,070","$32,600,000"
338,T331,T331,Madalitso Muthiya,3,0.08,"$11,100","$14,050,000"
339,T331,T331,David Peoples,4,0.08,"$13,988","$18,200,000"
340,T341,T341,"David Berganio, Jr.",2,0.07,"$6,060","$9,250,000"
341,T341,T341,Matt Every,3,0.07,"$8,505","$12,400,000"
342,T341,T341,Craig Stadler,4,0.07,"$16,258","$22,800,000"
343,T344,T344,"John Engler, Jr.",27,0.06,"$72,694","$130,950,000"
344,T344,T344,Neal Lancaster,19,0.06,"$54,680","$88,200,000"
345,T344,T344,Andrew Magee,19,0.06,"$52,710","$87,900,000"
346,T344,T344,Len Mattiace,22,0.06,"$66,540","$103,450,000"
347,T344,T344,Scott Miller,3,0.06,"$9,588","$15,200,000"
348,T344,T344,Phil Schmitt,2,0.06,"$5,460","$9,000,000"
349,T344,T344,Phil Tataurangi,19,0.06,"$55,792","$94,400,000"
350,T344,T344,Willie Wood,11,0.06,"$27,774","$45,600,000"
351,T352,T352,Michael Clark II,4,0.05,"$6,390","$14,000,000"
352,T352,T352,Hank Kuehne,9,0.05,"$24,676","$50,300,000"
353,T352,T352,Spike McRoy,9,0.05,"$18,225","$34,600,000"
354,T352,T352,Jon Mills,27,0.05,"$65,493","$130,400,000"
355,T352,T352,Joey Snyder III,6,0.05,"$13,432","$29,000,000"
356,T352,T352,Hidemichi Tanaka,31,0.05,"$69,435","$150,600,000"
357,358,358,"Jim Gallagher, Jr.",4,0.04,"$6,390","$15,200,000"
358,T359,T359,David Gossett,7,0.03,"$7,480","$29,600,000"
359,T359,T359,Mike Hulbert,6,0.03,"$6,540","$26,100,000"
360,T359,T359,Boyd Summerhays,13,0.03,"$20,794","$59,600,000"
361,T362,T362,Steven Bowditch,22,0.01,"$11,160","$104,300,000"
362,T362,T362,Craig Perks,18,0.01,"$11,880","$95,100,000"
