,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
43,T43,T43,Retief Goosen,5,2012260
44,T43,T43,J.B. Holmes,5,2012380
45,T43,T43,Brandt Jobe,5,2012220
46,T43,T43,Simon Khan,5,2010310
47,T43,T43,Wayne Levi,5,2001300
48,T43,T43,Sean O'Hair,5,2012380
49,T43,T43,Jeff Overton,5,2012390
50,T43,T43,Brandt Snedeker,5,2012370
51,T43,T43,Richard Sterne,5,2009240
52,T43,T43,Camilo Villegas,5,2012370
53,T54,T54,Ángel Cabrera,4,2012370
54,T54,T54,Will Claxton,4,2012430
55,T54,T54,Ben Curtis,4,2012400
56,T54,T54,Jason Day,4,2012380
57,T54,T54,Jamie Donaldson,4,2012320
58,T54,T54,Bob Estes,4,2012380
59,T54,T54,Rickie Fowler,4,2012380
60,T54,T54,Jim Furyk,4,2012390
61,T54,T54,Sergio Garcia,4,2012370
62,T54,T54,Mathew Goggin,4,2012430
63,T54,T54,Andres Gonzales,4,2011430
64,T54,T54,Nathan Green,4,2012430
65,T54,T54,J.J. Killeen,4,2012430
66,T54,T54,Cliff Kresge,4,2010420
67,T54,T54,Kenichi Kuboya,4,2003470
68,T54,T54,Matt Kuchar,4,2012380
69,T54,T54,Davis Love III,4,2012430
70,T54,T54,Joost Luiten,4,2011310
71,T54,T54,Francesco Molinari,4,2012260
72,T54,T54,Pat Perez,4,2012360
73,T54,T54,Scott Piercy,4,2012390
74,T54,T54,Lee Westwood,4,2012380
75,T76,T76,Mark Anderson,3,2012440
76,T76,T76,Cameron Beckman,3,2012440
77,T76,T76,Charlie Beljan,3,2012440
78,T76,T76,Thomas Bjørn,3,2012320
79,T76,T76,Guy Boros,3,2011300
80,T76,T76,Keegan Bradley,3,2012390
81,T76,T76,Stewart Cink,3,2012430
82,T76,T76,Fred Couples,3,2012150
83,T76,T76,Ken Duke,3,2012430
84,T76,T76,Gonzalo Fernandez-Castaño,3,2012320
85,T76,T76,Ross Fisher,3,2011360
86,T76,T76,Martin Flores,3,2012440
87,T76,T76,Brian Gay,3,2012440
88,T76,T76,Fabián Gómez,3,2011430
89,T76,T76,Peter Hanson,3,2012320
90,T76,T76,Charles Howell III,3,2012440
91,T76,T76,Ryuji Imada,3,2012440
92,T76,T76,Matt Jones,3,2012440
93,T76,T76,Jason Kokrak,3,2012440
94,T76,T76,Scott Langley,3,2012100
95,T76,T76,Hunter Mahan,3,2012390
96,T76,T76,Ben Martin,3,2011430
97,T76,T76,John Merrick,3,2012390
98,T76,T76,Kevin Na,3,2012390
99,T76,T76,Hennie Otto,3,2010350
100,T76,T76,Ryan Palmer,3,2012400
101,T76,T76,Carl Paulson,3,2011450
102,T76,T76,Alexandre Rocha,3,2012440
103,T76,T76,John Rollins,3,2012440
104,T76,T76,Bob Shearer,3,1984320
105,T76,T76,Webb Simpson,3,2012390
106,T76,T76,Henrik Stenson,3,2012380
107,T76,T76,D.J. Trahan,3,2012440
108,T76,T76,Mark Wilson,3,2012390
109,T76,T76,Casey Wittenberg,3,2009480
110,T76,T76,Y.E. Yang,3,2012350
111,T112,T112,Steve Allan,2,2010300
112,T112,T112,Stuart Appleby,2,2012450
113,T112,T112,Alex Aragon,2,2011340
114,T112,T112,Matthew Baldwin,2,2012260
115,T112,T112,Warren Bennett,2,2002310
116,T112,T112,Jason Bohn,2,2012450
117,T112,T112,Roberto Castro,2,2012450
118,T112,T112,Alex Cejka,2,2012450
119,T112,T112,Kevin Chappell,2,2012450
120,T112,T112,SSP Chawrasia,2,2008140
121,T112,T112,Daniel Chopra,2,2012450
122,T112,T112,Gavin Coles,2,2012450
123,T112,T112,Nicolas Colsaerts,2,2012370
124,T112,T112,Ben Crane,2,2012400
125,T112,T112,Marco Dawson,2,2012450
126,T112,T112,Glen Day,2,2012310
127,T112,T112,Chris DiMarco,2,2012450
128,T112,T112,Johan Edfors,2,2011260
129,T112,T112,Danny Ellis,2,2007080
130,T112,T112,Matt Every,2,2012450
131,T112,T112,Yoshinori Fujimoto,2,2012320
132,T112,T112,Tommy Gainey,2,2012450
133,T112,T112,Mathias Grönberg,2,2011340
134,T112,T112,Bill Haas,2,2012390
135,T112,T112,Brian Harman,2,2012450
136,T112,T112,Russell Henley,2,2010260
137,T112,T112,Scott Hoch,2,2008100
138,T112,T112,Beau Hossler,2,2012260
139,T112,T112,Jung-gon Hwang,2,2011310
140,T112,T112,Miguel Angel Jiménez,2,2012320
141,T112,T112,K.T. Kim,2,2012350
142,T112,T112,Marc Leishman,2,2012390
143,T112,T112,Justin Leonard,2,2012450
144,T112,T112,Edward Loar,2,2012450
145,T112,T112,Jarrod Lyle,2,2012070
146,T112,T112,David Lynn,2,2003300
147,T112,T112,Graeme McDowell,2,2012390
148,T112,T112,Mac McLendon,2,1980430
149,T112,T112,Troy Merritt,2,2011440
150,T112,T112,Garth Mulroy,2,2012440
151,T112,T112,Toshinori Muto,2,2012320
152,T112,T112,Jack Newton,2,1982420
153,T112,T112,Alex Noren,2,2012320
154,T112,T112,Thorbjørn Olesen,2,2012320
155,T112,T112,Juvic Pagunsan,2,2012120
156,T112,T112,Brenden Pappas,2,2010460
157,T112,T112,Jae-bum Park,2,2011350
158,T112,T112,Craig Parry,2,2008320
159,T112,T112,Corey Pavin,2,2012020
160,T112,T112,Cameron Percy,2,2011420
161,T112,T112,Alistair Presnell,2,2010120
162,T112,T112,Ted Purdy,2,2012310
163,T112,T112,Jeff Quinney,2,2011440
164,T112,T112,Jonathan Randolph,2,2011300
165,T112,T112,Kyle Reifers,2,2012450
166,T112,T112,Justin Rose,2,2012400
167,T112,T112,John Schroeder,2,1995300
168,T112,T112,Marcel Siem,2,2012350
169,T112,T112,Lee Slattery,2,2012320
170,T112,T112,Bob Smith,2,1985280
171,T112,T112,Scott Stallings,2,2012450
172,T112,T112,Kyle Stanley,2,2012390
173,T112,T112,Brendan Steele,2,2012450
174,T112,T112,Andre Stolz,2,2011300
175,T112,T112,Toru Taniguchi,2,2012350
176,T112,T112,Justin Thomas,2,2009370
177,T112,T112,Michael Thompson,2,2012430
178,T112,T112,Omar Uresti,2,2012250
179,T112,T112,Charles Warren,2,2011290
180,T112,T112,Tom Watson,2,2012290
181,T112,T112,Bubba Watson,2,2012400
182,T112,T112,Boo Weekley,2,2012450
183,T112,T112,Matt Weibring,2,2011300
184,T112,T112,Brett Wetterich,2,2012250
185,T112,T112,Charlie Wi,2,2012400
186,T112,T112,Thaworn Wiratchant,2,2006310
