,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
121,T121,T121,Chris Riley,96,23.61,254,1076,+0.67
122,123,123,Scott Laycock,71,23.63,215,910,+1.40
123,124,124,Stephen Ames,91,23.64,279,1180,+0.79
124,125,125,Todd Fischer,97,23.7,300,1266,+1.83
125,126,126,Lee Janzen,83,23.79,212,891,+1.23
126,T127,T127,Rich Beem,80,23.9,211,883,+1.52
127,T127,T127,Len Mattiace,94,23.9,251,1050,+1.27
128,129,129,David Sutherland,77,23.94,226,944,+0.88
129,130,130,Pat Perez,95,24.01,280,1166,+1.54
130,131,131,Jonathan Kaye,91,24.4,255,1045,+1.61
131,132,132,Kaname Yokoo,56,24.56,168,684,+2.74
132,133,133,Woody Austin,107,24.61,312,1268,+0.32
133,134,134,Mathew Goggin,90,24.63,265,1076,+1.32
134,T135,T135,Robert Allenby,87,24.67,221,896,+1.86
135,T135,T135,Thomas Levet,85,24.67,258,1046,+1.47
136,137,137,Tom Pernice Jr.,105,24.69,323,1308,+0.93
137,138,138,Bob Tway,89,24.71,273,1105,+1.21
138,139,139,Kevin Sutherland,97,24.72,267,1080,+0.97
139,140,140,Ian Leggatt,71,24.77,215,868,+1.44
140,141,141,Anthony Painter,87,24.82,277,1116,+1.84
141,142,142,Retief Goosen,69,24.86,174,700,+0.23
142,143,143,Jason Gore,83,24.89,273,1097,+1.36
143,144,144,Carl Pettersson,80,24.9,261,1048,+1.76
144,145,145,Sergio Garcia,62,24.91,144,578,+1.11
145,146,146,Ben Crane,94,24.96,292,1170,+1.30
146,147,147,Patrick Sheehan,101,25.04,328,1310,+0.91
147,148,148,Mike Weir,80,25.1,195,777,+0.51
148,149,149,Fred Couples,71,25.15,172,684,+1.05
149,150,150,Steve Lowery,86,25.16,241,958,+0.87
150,151,151,Craig Perks,82,25.22,258,1023,+1.16
151,152,152,Steve Flesch,110,25.32,338,1335,+1.42
152,153,153,Stuart Appleby,90,25.35,252,994,+0.75
153,154,154,Jason Buha,61,25.39,195,768,+0.82
154,155,155,Brian Henninger,56,25.43,177,696,+1.02
155,156,156,Charles Howell III,120,25.46,345,1355,+0.41
156,157,157,Paul Azinger,73,25.51,238,933,+1.85
157,158,158,Tiger Woods,74,25.55,186,728,+0.11
158,159,159,Deane Pappas,75,25.68,247,962,+0.49
159,160,160,Ty Tryon,52,25.71,162,630,+1.54
160,161,161,Peter Lonard,96,25.75,273,1060,+1.25
161,T162,T162,Billy Andrade,100,25.79,319,1237,+1.10
162,T162,T162,Greg Chalmers,98,25.79,334,1295,+1.44
163,T164,T164,Ernie Els,65,25.81,159,616,+0.31
164,T164,T164,John Morgan,81,25.81,270,1046,+1.26
165,166,166,Neal Lancaster,110,25.9,368,1421,+0.43
166,167,167,Stewart Cink,104,26.02,319,1226,+0.41
167,T168,T168,K.J. Choi,112,26.25,326,1242,+1.78
168,T168,T168,Vijay Singh,106,26.25,305,1162,-0.16
169,170,170,Vance Veazey,66,26.44,229,866,+1.62
170,171,171,Jason Caron,74,26.45,247,934,+1.58
171,172,172,Scott McCarron,86,26.48,233,880,+0.47
172,173,173,Geoff Ogilvy,86,26.5,273,1030,+0.62
173,174,174,Andy Miller,75,26.57,263,990,+2.02
174,175,175,Andrew Magee,91,26.58,307,1155,+0.81
175,176,176,Mike Sposa,72,26.76,243,908,+0.78
176,177,177,Brenden Pappas,105,26.78,365,1363,E
177,178,178,Brent Geiberger,51,26.93,192,713,+0.99
178,179,179,Paul Gow,62,27.39,218,796,+0.46
179,180,180,Brad Faxon,97,27.57,300,1088,+1.27
180,181,181,Aaron Baddeley,71,28.05,246,877,+0.65
181,182,182,Brett Quigley,92,28.33,319,1126,+1.10
182,183,183,Carlos Franco,99,28.71,364,1268,+0.66
183,184,184,Todd Barranger,78,28.86,282,977,+1.24
184,185,185,Steve Allan,53,29.2,191,654,+1.52
185,186,186,Phil Mickelson,87,30.93,249,805,+0.40
186,187,187,Adam Scott,52,31.09,148,476,+2.23
187,188,188,Hank Kuehne,73,31.2,287,920,-0.31
188,189,189,John Daly,56,31.4,206,656,+1.36
189,190,190,Steve Stricker,59,34.31,268,781,+1.08
