,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
42,T42,T42,Jerry Kelly,30,151,116,35
43,44,44,Duffy Waldorf,25,152,78,74
44,45,45,Tiger Woods,18,153,11,142
45,46,46,Cameron Yancey,23,156,76,80
46,T47,T47,John Huston,23,157,107,50
47,T47,T47,Arron Oberholser,25,157,106,51
48,49,49,Cameron Beckman,26,158,67,91
49,50,50,Ian Leggatt,26,160,28,132
50,51,51,Rocco Mediate,24,161,140,21
51,T52,T52,Jeff Maggert,24,165,158,7
52,T52,T52,Heath Slocum,32,165,150,15
53,T52,T52,Chris Smith,30,165,46,119
54,55,55,Ernie Els,17,166,5,161
55,T56,T56,Brad Elder,20,169,89,80
56,T56,T56,Joey Sindelar,29,169,108,61
57,T56,T56,David Sutherland,25,169,63,106
58,59,59,Retief Goosen,19,171,13,158
59,60,60,J.L. Lewis,31,172,65,107
60,T61,T61,Deane Pappas,24,174,11,163
61,T61,T61,Adam Scott,14,174,15,159
62,T63,T63,Alex Cejka,30,175,110,65
63,T63,T63,Tim Herron,29,175,58,117
64,T63,T63,Per-Ulrik Johansson,31,175,82,93
65,66,66,Bob Tway,26,176,72,104
66,67,67,Charles Howell III,31,177,31,146
67,T68,T68,Tom Lehman,25,178,93,85
68,T68,T68,Paul Stankowski,21,178,39,139
69,70,70,Fred Funk,33,179,178,1
70,T71,T71,Aaron Barber,32,180,131,49
71,T71,T71,Andrew Magee,26,180,14,166
72,T73,T73,Robert Damron,32,181,176,5
73,T73,T73,Brenden Pappas,33,181,9,172
74,T73,T73,Patrick Sheehan,32,181,46,135
75,76,76,Rory Sabbatini,27,182,44,138
76,T77,T77,Notah Begay III,30,183,165,18
77,T77,T77,Richard Johnson,28,183,156,27
78,T77,T77,Jeff Sluman,31,183,138,45
79,T80,T80,K.J. Choi,32,184,30,154
80,T80,T80,Robert Gamez,31,184,85,99
81,T80,T80,Donnie Hammond,27,184,158,26
82,T80,T80,Frank Lickliter II,30,184,130,54
83,84,84,Rich Beem,26,185,41,144
84,T85,T85,Glen Day,31,187,156,31
85,T85,T85,Glen Hnatiuk,29,187,185,2
86,T87,T87,Sergio Garcia,20,188,7,181
87,T87,T87,Hank Kuehne,23,188,1,187
88,T87,T87,Neal Lancaster,35,188,31,157
89,T87,T87,Tim Petrovic,32,188,112,76
90,T91,T91,Tim Clark,25,190,180,10
91,T91,T91,John Daly,22,190,2,188
92,T93,T93,Stuart Appleby,27,191,35,156
93,T93,T93,Olin Browne,34,191,177,14
94,T95,T95,Pat Bates,35,192,164,28
95,T95,T95,Phil Mickelson,23,192,3,189
96,T95,T95,Mark Wilson,30,192,127,65
97,T98,T98,Tom Byrum,31,194,181,13
98,T98,T98,Marco Dawson,31,194,49,145
99,T98,T98,Dan Forsman,27,194,124,70
100,T98,T98,Carlos Franco,30,194,19,175
101,102,102,Shaun Micheel,28,195,71,124
102,103,103,Scott Verplank,26,196,173,23
103,104,104,David Toms,26,197,72,125
104,T105,T105,Doug Barron,32,198,160,38
105,T105,T105,Peter Lonard,26,198,50,148
106,T105,T105,Spike McRoy,35,198,145,53
107,T105,T105,Dicky Pride,23,198,121,77
108,T105,T105,Kevin Sutherland,27,198,72,126
109,T110,T110,Todd Barranger,31,199,17,182
110,T110,T110,Scott McCarron,27,199,31,168
111,112,112,Ty Tryon,21,200,22,178
112,113,113,Akio Sadakata,29,201,118,83
113,T114,T114,Woody Austin,31,202,59,143
114,T114,T114,Gavin Coles,28,202,186,16
115,T114,T114,Mike Weir,21,202,68,134
116,T117,T117,Ben Curtis,21,203,119,84
117,T117,T117,Bob Estes,25,203,147,56
118,119,119,Jason Caron,29,204,25,179
119,120,120,Jason Gore,30,205,21,184
120,T121,T121,Chris Anderson,31,207,144,63
121,T121,T121,John Morgan,29,207,56,151
122,T121,T121,Loren Roberts,24,207,190,17
123,T124,T124,Steve Allan,18,208,59,149
124,T124,T124,Stephen Ames,27,208,99,109
125,T126,T126,Brent Geiberger,16,209,39,170
126,T126,T126,Corey Pavin,26,209,189,20
127,128,128,Jason Buha,25,210,59,151
128,T129,T129,Justin Leonard,23,212,150,62
129,T129,T129,Pat Perez,33,212,89,123
130,T131,T131,Jim Carter,33,213,141,72
131,T131,T131,Steve Lowery,29,213,72,141
132,T131,T131,John Rollins,27,213,115,98
133,T134,T134,Mark Calcavecchia,24,214,87,127
134,T134,T134,Chris DiMarco,27,214,135,79
135,T134,T134,Luke Donald,27,214,174,40
136,137,137,Andy Miller,25,215,44,171
137,138,138,Paul Goydos,25,216,187,29
138,139,139,Geoff Ogilvy,26,217,53,164
139,140,140,Steve Flesch,33,218,100,118
140,141,141,Bob Burns,28,219,160,59
141,T142,T142,Fred Couples,18,222,42,180
142,T142,T142,Jeff Klein,25,222,188,34
143,144,144,Gene Sauers,30,226,169,57
144,T145,T145,Joel Edwards,23,227,133,94
145,T145,T145,John Maginnes,29,227,179,48
146,T147,T147,Thomas Levet,26,228,92,136
147,T147,T147,Nick Price,17,228,143,85
148,149,149,Vance Veazey,26,229,56,173
149,T150,T150,Steven Alker,30,230,183,47
150,T150,T150,Kenichi Kuboya,31,230,135,95
151,T152,T152,Brian Henninger,17,231,103,128
152,T152,T152,Mike Sposa,25,231,76,155
153,T152,T152,Kaname Yokoo,22,231,126,105
154,155,155,Tom Pernice Jr.,31,232,70,162
155,156,156,Ben Crane,27,233,68,165
156,T157,T157,Matt Kuchar,23,239,174,65
157,T157,T157,Esteban Toledo,35,239,170,69
158,159,159,Dean Wilson,27,241,154,87
159,T160,T160,Matt Gogel,25,242,160,82
160,T160,T160,Paul Gow,21,242,96,146
161,T162,T162,Michael Clark II,21,247,146,101
162,T162,T162,J.P. Hayes,25,247,172,75
163,T162,T162,Craig Perks,28,247,62,185
164,T165,T165,Shigeki Maruyama,28,248,152,96
165,T165,T165,Anthony Painter,31,248,89,159
166,167,167,Brett Quigley,27,249,66,183
167,168,168,Scott Laycock,25,251,138,113
168,169,169,Greg Chalmers,32,254,80,174
169,T170,T170,Mark Brooks,31,255,184,71
170,T170,T170,Jesper Parnevik,31,255,135,120
171,172,172,Lee Janzen,25,256,105,151
172,T173,T173,Jay Don Blake,27,257,154,103
173,T173,T173,Chris Riley,29,257,147,110
174,175,175,Stewart Cink,28,258,81,177
175,176,176,"Dave Stockton, Jr.",31,261,121,140
176,177,177,Jay Haas,25,264,149,115
177,T178,T178,David Frost,26,265,168,97
178,T178,T178,Len Mattiace,27,265,153,112
179,T178,T178,Carl Pettersson,26,265,128,137
180,181,181,Aaron Baddeley,20,268,82,186
181,T182,T182,Todd Fischer,32,271,121,150
182,T182,T182,Brian Gay,34,271,160,111
183,184,184,Dudley Hart,22,272,165,107
184,185,185,Billy Andrade,29,279,110,169
185,186,186,Paul Azinger,26,284,117,167
186,187,187,Bernhard Langer,21,296,182,114
187,188,188,Mark O'Meara,25,298,167,131
188,189,189,Steve Stricker,21,299,109,190
189,190,190,Brad Faxon,27,347,171,176
