,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
65,T66,T66,Stuart Appleby,90,+.115
66,T66,T66,Joe Durant,96,+.115
67,T66,T66,Harrison Frazar,88,+.115
68,T66,T66,Arron Oberholser,80,+.115
69,T66,T66,Duffy Waldorf,90,+.115
70,71,71,Mike Weir,80,+.116
71,T72,T72,Donnie Hammond,92,+.118
72,T72,T72,Kent Jones,74,+.118
73,74,74,David Gossett,92,+.119
74,T75,T75,Mike Heinen,89,+.120
75,T75,T75,Mike Sposa,72,+.120
76,T77,T77,Jim Furyk,104,+.126
77,T77,T77,Len Mattiace,94,+.126
78,79,79,Jesper Parnevik,102,+.127
79,T80,T80,Jason Gore,83,+.128
80,T80,T80,Billy Mayfair,105,+.128
81,T80,T80,Brett Quigley,92,+.128
82,83,83,Jonathan Kaye,91,+.131
83,84,84,Tom Pernice Jr.,105,+.132
84,85,85,Todd Barranger,78,+.133
85,T86,T86,Todd Fischer,97,+.136
86,T86,T86,Andy Miller,75,+.136
87,T86,T86,Rod Pampling,87,+.136
88,T89,T89,Glen Day,103,+.138
89,T89,T89,Tom Lehman,87,+.138
90,T91,T91,Paul Gow,62,+.140
91,T91,T91,Chris Smith,92,+.140
92,T91,T91,Kirk Triplett,92,+.140
93,T94,T94,Cameron Beckman,86,+.141
94,T94,T94,Richard Johnson,89,+.141
95,T94,T94,Ian Leggatt,71,+.141
96,97,97,Carl Pettersson,80,+.142
97,T98,T98,Andrew Magee,91,+.144
98,T98,T98,Rory Sabbatini,95,+.144
99,T100,T100,Dudley Hart,66,+.145
100,T100,T100,Bernhard Langer,65,+.145
101,102,102,John Morgan,81,+.146
102,T103,T103,Bob Estes,92,+.148
103,T103,T103,Deane Pappas,75,+.148
104,T103,T103,David Peoples,96,+.148
105,106,106,Shaun Micheel,97,+.150
106,107,107,Mark O'Meara,69,+.151
107,108,108,Billy Andrade,100,+.152
108,T109,T109,Marco Dawson,86,+.154
109,T109,T109,Scott Verplank,97,+.154
110,T111,T111,Kenny Perry,98,+.156
111,T111,T111,Steve Stricker,59,+.156
112,T113,T113,Tim Clark,79,+.158
113,T113,T113,Carl Paulson,101,+.158
114,115,115,Steve Flesch,110,+.159
115,T116,T116,Jason Caron,74,+.161
116,T116,T116,Brian Gay,100,+.161
117,T116,T116,Garrett Willis,97,+.161
118,T119,T119,J.J. Henry,100,+.162
119,T119,T119,Peter Lonard,96,+.162
120,T119,T119,John Rollins,89,+.162
121,T119,T119,Adam Scott,52,+.162
122,123,123,Robert Allenby,87,+.163
123,124,124,Thomas Levet,85,+.167
124,125,125,Jeff Brehaut,110,+.169
125,126,126,Lee Janzen,83,+.170
126,T127,T127,Steve Allan,53,+.171
127,T127,T127,Chris Anderson,96,+.171
128,129,129,Paul Azinger,73,+.172
129,T130,T130,Tom Byrum,97,+.174
130,T130,T130,Hal Sutton,81,+.174
131,132,132,Scott Laycock,71,+.176
132,T133,T133,John Maginnes,87,+.179
133,T133,T133,Rocco Mediate,80,+.179
134,T133,T133,Kenneth Staton,59,+.179
135,T133,T133,Darron Stiles,93,+.179
136,137,137,Brian Henninger,56,+.181
137,T138,T138,Paul Goydos,86,+.184
138,T138,T138,Gene Sauers,87,+.184
139,T138,T138,Cameron Yancey,58,+.184
140,141,141,Steven Alker,87,+.185
141,142,142,Craig Perks,82,+.186
142,143,143,Matt Kuchar,63,+.189
143,T144,T144,Jonathan Byrd,101,+.190
144,T144,T144,Chris DiMarco,98,+.190
145,T144,T144,Hidemichi Tanaka,112,+.190
146,T147,T147,Tommy Armour III,66,+.192
147,T147,T147,Ben Crane,94,+.192
148,149,149,Corey Pavin,88,+.193
149,150,150,Rich Beem,80,+.195
150,151,151,Tim Herron,102,+.199
151,152,152,Frank Lickliter II,94,+.200
152,153,153,Robert Damron,96,+.202
153,154,154,K.J. Choi,112,+.203
154,155,155,J.P. Hayes,79,+.206
155,156,156,Esteban Toledo,109,+.208
156,T157,T157,Mark Brooks,90,+.209
157,T157,T157,"Dave Stockton, Jr.",79,+.209
158,159,159,Michael Clark II,54,+.212
159,T160,T160,Aaron Barber,94,+.213
160,T160,T160,Paul Stankowski,67,+.213
161,162,162,Jay Williamson,93,+.214
162,163,163,Pat Perez,95,+.215
163,T164,T164,Mike Grob,83,+.216
164,T164,T164,Kenichi Kuboya,91,+.216
165,166,166,Jerry Kelly,108,+.221
166,167,167,J.L. Lewis,99,+.224
167,168,168,Per-Ulrik Johansson,96,+.227
168,169,169,Brent Schwarzrock,60,+.228
169,170,170,Fred Funk,112,+.230
170,T171,T171,Greg Chalmers,98,+.235
171,T171,T171,Gavin Coles,69,+.235
172,173,173,Craig Barlow,95,+.242
173,174,174,Doug Barron,90,+.246
174,175,175,Jim Carter,95,+.252
175,176,176,Glen Hnatiuk,92,+.265
176,177,177,Ben Curtis,69,+.266
177,178,178,Robert Gamez,114,+.268
178,179,179,Jay Haas,89,+.269
179,180,180,Joel Edwards,60,+.271
180,181,181,Akio Sadakata,83,+.277
181,182,182,Anthony Painter,87,+.279
182,183,183,Bob Burns,88,+.284
183,184,184,Jeff Klein,60,+.293
184,185,185,Jeff Maggert,81,+.309
185,186,186,Notah Begay III,92,+.310
186,187,187,Luke Donald,88,+.311
187,188,188,Jay Don Blake,77,+.323
188,189,189,Kaname Yokoo,56,+.333
189,190,190,José Coceres,62,+.404
