,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
84,T84,T84,Anthony Painter,87,278.8,276863,993
85,T84,T84,David Sutherland,77,278.8,236721,849
86,T87,T87,Cliff Kresge,102,278.4,305115,1096
87,T87,T87,Duffy Waldorf,90,278.4,262206,942
88,T87,T87,Jay Williamson,93,278.4,308764,1109
89,90,90,Thomas Levet,85,278.3,268854,966
90,T91,T91,Alex Cejka,98,278.2,266805,959
91,T91,T91,David Gossett,92,278.2,312708,1124
92,T93,T93,Aaron Baddeley,71,278.1,208276,749
93,T93,T93,John Huston,76,278.1,243074,874
94,T95,T95,Akio Sadakata,83,278.0,253572,912
95,T95,T95,Bob Tway,89,278.0,280767,1010
96,T97,T97,Steve Flesch,110,277.9,351782,1266
97,T97,T97,Pat Perez,95,277.9,276501,995
98,99,99,Per-Ulrik Johansson,96,277.8,310890,1119
99,T100,T100,Jason Buha,61,277.7,191924,691
100,T100,T100,Tom Gillis,71,277.7,227192,818
101,T100,T100,Arron Oberholser,80,277.7,279377,1006
102,T100,T100,Cameron Yancey,58,277.7,180753,651
103,104,104,Kent Jones,74,277.6,234545,845
104,T105,T105,Chris DiMarco,98,277.4,270160,974
105,T105,T105,Todd Fischer,97,277.4,305433,1101
106,T107,T107,Carl Pettersson,80,277.3,261244,942
107,T107,T107,Steve Stricker,59,277.3,194666,702
108,T109,T109,Ben Curtis,69,277.2,221497,799
109,T109,T109,Jeff Maggert,81,277.2,250609,904
110,111,111,Billy Andrade,100,277.1,316123,1141
111,112,112,Stewart Cink,104,277.0,316930,1144
112,113,113,Billy Mayfair,105,276.9,316228,1142
113,T114,T114,Brian Henninger,56,276.7,185143,669
114,T114,T114,Rocco Mediate,80,276.7,228549,826
115,T114,T114,Kirk Triplett,92,276.7,273075,987
116,T117,T117,Dan Forsman,98,276.6,307554,1112
117,T117,T117,Hal Sutton,81,276.6,249732,903
118,119,119,Jeff Sluman,106,276.5,306035,1107
119,120,120,Jim Furyk,104,276.4,282161,1021
120,121,121,Frank Lickliter II,94,276.3,280401,1015
121,122,122,Peter Jacobsen,75,276.1,230281,834
122,T123,T123,Stephen Ames,91,276.0,298593,1082
123,T123,T123,Mike Grob,83,276.0,267476,969
124,T125,T125,Brad Elder,51,275.9,156426,567
125,T125,T125,Tim Petrovic,108,275.9,319254,1157
126,T127,T127,Jay Haas,89,275.7,256669,931
127,T127,T127,Justin Leonard,80,275.7,225246,817
128,T129,T129,Paul Azinger,73,275.5,228404,829
129,T129,T129,Jesper Parnevik,102,275.5,296973,1078
130,131,131,Shigeki Maruyama,87,275.1,250657,911
131,132,132,Dicky Pride,73,275.0,222215,808
132,133,133,Lee Janzen,83,274.9,216053,786
133,134,134,David Peoples,96,274.6,308644,1124
134,T135,T135,Chris Riley,96,274.5,263484,960
135,T135,T135,Joey Sindelar,93,274.5,303300,1105
136,T135,T135,Kaname Yokoo,56,274.5,172086,627
137,T138,T138,Bob Burns,88,274.4,251884,918
138,T138,T138,Nick Price,65,274.4,177832,648
139,140,140,Skip Kendall,110,274.3,341261,1244
140,T141,T141,José Coceres,62,274.2,197132,719
141,T141,T141,Dean Wilson,82,274.2,260718,951
142,T143,T143,Heath Slocum,101,274.0,340076,1241
143,T143,T143,"Dave Stockton, Jr.",79,274.0,234230,855
144,145,145,Chris Anderson,96,273.9,286749,1047
145,146,146,Bob Estes,92,273.6,262087,958
146,147,147,Glen Day,103,273.4,336577,1231
147,148,148,Hidemichi Tanaka,112,273.3,364860,1335
148,T149,T149,Joel Edwards,60,273.2,216120,791
149,T149,T149,Matt Kuchar,63,273.2,203020,743
150,T151,T151,Aaron Barber,94,273.1,298484,1093
151,T151,T151,Spike McRoy,103,273.1,328018,1201
152,153,153,Brad Faxon,97,272.8,267606,981
153,154,154,Matt Gogel,77,272.7,227936,836
154,T155,T155,Dudley Hart,66,272.5,194839,715
155,T155,T155,Kenichi Kuboya,91,272.5,289924,1064
156,157,157,Scott Laycock,71,272.4,211653,777
157,T158,T158,Michael Clark II,54,272.3,187343,688
158,T158,T158,Donnie Hammond,92,272.3,291883,1072
159,T158,T158,Mark Wilson,82,272.3,258688,950
160,161,161,Doug Barron,90,272.2,292084,1073
161,162,162,Notah Begay III,92,272.1,290036,1066
162,163,163,David Frost,80,272.0,271687,999
163,T164,T164,Pat Bates,111,271.8,351211,1292
164,T164,T164,Scott Verplank,97,271.8,290288,1068
165,166,166,Jay Don Blake,77,271.7,213015,784
166,T167,T167,Fred Funk,112,271.5,330439,1217
167,T167,T167,Len Mattiace,94,271.5,264664,975
168,169,169,Tim Clark,79,271.3,227908,840
169,T170,T170,Robert Damron,96,271.0,302468,1116
170,T170,T170,Brian Gay,100,271.0,297027,1096
171,172,172,J.P. Hayes,79,270.9,234597,866
172,173,173,Luke Donald,88,270.4,277966,1028
173,174,174,Jim Carter,95,270.3,302783,1120
174,175,175,Gene Sauers,87,270.2,268552,994
175,176,176,Mark O'Meara,69,269.9,158415,587
176,177,177,Esteban Toledo,109,269.8,340980,1264
177,178,178,Paul Goydos,86,269.2,268078,996
178,179,179,Bernhard Langer,65,269.0,172150,640
179,180,180,Mark Brooks,90,268.4,261156,973
180,T181,T181,Tom Byrum,97,268.3,279335,1041
181,T181,T181,Richard Johnson,89,268.3,275502,1027
182,183,183,John Maginnes,87,268.1,250641,935
183,184,184,Olin Browne,113,267.3,336264,1258
184,185,185,Glen Hnatiuk,92,267.0,297941,1116
185,186,186,Steven Alker,87,266.0,258057,970
186,187,187,Gavin Coles,69,264.9,200262,756
187,188,188,Jeff Klein,60,264.8,181680,686
188,189,189,Corey Pavin,88,263.8,252712,958
189,190,190,Loren Roberts,87,262.3,227707,868
