,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
57,58,58,Shaun Micheel,97,125,102,23
58,T59,T59,Carlos Franco,99,127,98,29
59,T59,T59,Fred Funk,112,127,70,57
60,61,61,Alex Cejka,98,129,63,66
61,62,62,Marco Dawson,86,130,98,32
62,T63,T63,Glen Day,103,131,85,46
63,T63,T63,Brenden Pappas,105,131,73,58
64,T65,T65,Pat Bates,111,132,95,37
65,T65,T65,Spike McRoy,103,132,105,27
66,67,67,Arron Oberholser,80,134,47,87
67,68,68,J.L. Lewis,99,142,60,82
68,T69,T69,David Toms,90,144,104,40
69,T69,T69,Jay Williamson,93,144,28,116
70,T71,T71,K.J. Choi,112,147,80,67
71,T71,T71,Robert Gamez,114,147,80,67
72,73,73,Garrett Willis,97,148,20,128
73,T74,T74,Jeff Maggert,81,149,52,97
74,T74,T74,Kevin Sutherland,97,149,105,44
75,T76,T76,Tim Herron,102,150,63,87
76,T76,T76,Neal Lancaster,110,150,87,63
77,78,78,Aaron Barber,94,152,71,81
78,79,79,Darren Clarke,61,154,15,139
79,T80,T80,Per-Ulrik Johansson,96,156,63,93
80,T80,T80,Scott Verplank,97,156,103,53
81,T82,T82,Stephen Ames,91,158,124,34
82,T82,T82,Glen Hnatiuk,92,158,85,73
83,84,84,Woody Austin,107,162,114,48
84,85,85,Sergio Garcia,62,165,87,78
85,86,86,Olin Browne,113,169,93,76
86,87,87,Jonathan Byrd,101,171,35,136
87,88,88,Donnie Hammond,92,176,80,96
88,89,89,Bob Estes,92,177,117,60
89,90,90,Patrick Sheehan,101,178,73,105
90,91,91,Tim Petrovic,108,179,87,92
91,92,92,Frank Lickliter II,94,182,80,102
92,T93,T93,Stuart Appleby,90,188,93,95
93,T93,T93,Akio Sadakata,83,188,113,75
94,95,95,Hank Kuehne,73,189,87,102
95,96,96,Tim Clark,79,192,91,101
96,97,97,Chris DiMarco,98,195,134,61
97,98,98,Thomas Levet,85,196,147,49
98,99,99,Mike Weir,80,199,114,85
99,100,100,Brad Elder,51,202,56,146
100,101,101,Phil Mickelson,87,203,95,108
101,102,102,Dicky Pride,73,204,105,99
102,103,103,Richard Johnson,89,207,77,130
103,104,104,Steve Flesch,110,210,140,70
104,105,105,Rory Sabbatini,95,213,76,137
105,106,106,Notah Begay III,92,220,77,143
106,T107,T107,John Daly,56,223,91,132
107,T107,T107,Robert Damron,96,223,73,150
108,T109,T109,José Coceres,62,224,40,184
109,T109,T109,Peter Lonard,96,224,105,119
110,111,111,Luke Donald,88,228,134,94
111,T112,T112,Justin Leonard,80,229,129,100
112,T112,T112,Adam Scott,52,229,61,168
113,T114,T114,Ben Curtis,69,231,117,114
114,T114,T114,Deane Pappas,75,231,61,170
115,116,116,Mark Wilson,82,234,95,139
116,T117,T117,Rich Beem,80,236,84,152
117,T117,T117,Cameron Yancey,58,236,46,190
118,119,119,Brent Geiberger,51,237,126,111
119,120,120,Michael Clark II,54,239,162,77
120,T121,T121,Steve Lowery,86,241,131,110
121,T121,T121,Esteban Toledo,109,241,157,84
122,123,123,J.P. Hayes,79,245,162,83
123,124,124,Geoff Ogilvy,86,247,139,108
124,125,125,Paul Goydos,86,252,138,114
125,T126,T126,Jason Buha,61,253,128,125
126,T126,T126,Brett Quigley,92,253,167,86
127,T128,T128,Chris Anderson,96,254,121,133
128,T128,T128,Tom Byrum,97,254,98,156
129,T128,T128,Scott McCarron,86,254,110,144
130,131,131,Mike Sposa,72,256,152,104
131,132,132,Mark Calcavecchia,84,260,134,126
132,T133,T133,Doug Barron,90,263,105,158
133,T133,T133,Joel Edwards,60,263,145,118
134,135,135,Paul Gow,62,267,160,107
135,136,136,Fred Couples,71,269,142,127
136,137,137,Shigeki Maruyama,87,271,165,106
137,T138,T138,Stewart Cink,104,273,175,98
138,T138,T138,Loren Roberts,87,273,121,152
139,T140,T140,Ben Crane,94,278,156,122
140,T140,T140,Tom Pernice Jr.,105,278,155,123
141,142,142,Kenichi Kuboya,91,280,150,130
142,143,143,Gene Sauers,87,282,144,138
143,T144,T144,Bob Burns,88,283,141,142
144,T144,T144,Jesper Parnevik,102,283,170,113
145,146,146,Lee Janzen,83,284,172,112
146,147,147,John Morgan,81,285,121,164
147,T148,T148,Jim Carter,95,288,131,157
148,T148,T148,Pat Perez,95,288,129,159
149,T150,T150,Todd Barranger,78,290,110,180
150,T150,T150,Matt Kuchar,63,290,157,133
151,152,152,Steve Allan,53,291,124,167
152,T153,T153,Jason Caron,74,292,119,173
153,T153,T153,John Maginnes,87,292,145,147
154,155,155,Jay Don Blake,77,293,173,120
155,156,156,Jay Haas,89,294,177,117
156,T157,T157,John Rollins,89,300,131,169
157,T157,T157,Dean Wilson,82,300,159,141
158,T159,T159,Gavin Coles,69,301,114,187
159,T159,T159,Jason Gore,83,301,120,181
160,T159,T159,Nick Price,65,301,147,154
161,T159,T159,Ty Tryon,52,301,112,189
162,T163,T163,Dudley Hart,66,304,184,120
163,T163,T163,Corey Pavin,88,304,126,178
164,165,165,Matt Gogel,77,305,160,145
165,166,166,Carl Pettersson,80,306,178,128
166,167,167,Andy Miller,75,308,137,171
167,168,168,Billy Andrade,100,309,185,124
168,169,169,Brian Henninger,56,313,152,161
169,170,170,Vance Veazey,66,314,149,165
170,T171,T171,Scott Laycock,71,317,168,149
171,T171,T171,Craig Perks,82,317,162,155
172,173,173,Paul Azinger,73,321,186,135
173,174,174,Steven Alker,87,325,150,175
174,175,175,David Frost,80,329,178,151
175,T176,T176,Todd Fischer,97,330,182,148
176,T176,T176,Jeff Klein,60,330,142,188
177,178,178,Kaname Yokoo,56,337,152,185
178,179,179,"Dave Stockton, Jr.",79,338,176,162
179,180,180,Mark Brooks,90,342,170,172
180,181,181,Greg Chalmers,98,343,169,174
181,182,182,Brian Gay,100,345,182,163
182,183,183,Anthony Painter,87,347,165,182
183,184,184,Chris Riley,96,349,173,176
184,185,185,Brad Faxon,97,350,190,160
185,186,186,Bernhard Langer,65,353,187,166
186,187,187,Len Mattiace,94,355,178,177
187,188,188,Aaron Baddeley,71,364,181,183
188,189,189,Mark O'Meara,69,367,188,179
189,190,190,Steve Stricker,59,375,189,186
