,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
91,92,92,Doug Barron,90,5.69,68,1196,+0.32
92,T93,T93,Mark Calcavecchia,84,5.71,56,981,+0.25
93,T93,T93,Scott Laycock,71,5.71,52,910,+0.25
94,95,95,Tiger Woods,74,5.77,42,728,+0.02
95,96,96,John Maginnes,87,5.81,63,1084,+0.21
96,97,97,Charles Howell III,120,5.83,79,1355,+0.41
97,98,98,Steve Lowery,86,5.85,56,958,+0.30
98,99,99,Brandt Jobe,77,5.9,60,1017,+0.28
99,100,100,Kenichi Kuboya,91,5.91,69,1168,+0.65
100,101,101,Dicky Pride,73,5.96,53,890,+0.40
101,T102,T102,John Huston,76,5.99,60,1002,+0.35
102,T102,T102,Kaname Yokoo,56,5.99,41,684,+0.49
103,104,104,Brian Gay,100,6.03,75,1243,+0.35
104,105,105,Woody Austin,107,6.07,77,1268,+0.29
105,T106,T106,Bob Burns,88,6.11,65,1064,+0.42
106,T106,T106,Brent Schwarzrock,60,6.11,47,769,+0.30
107,108,108,David Sutherland,77,6.14,58,944,+0.33
108,109,109,Shaun Micheel,97,6.15,77,1252,+0.18
109,110,110,Justin Leonard,80,6.17,56,908,+0.16
110,111,111,J.L. Lewis,99,6.18,75,1214,+0.28
111,112,112,Brad Faxon,97,6.25,68,1088,+0.19
112,113,113,Gene Sauers,87,6.28,71,1131,+0.31
113,114,114,Thomas Levet,85,6.31,66,1046,+0.52
114,115,115,Mark Wilson,82,6.33,67,1058,+0.28
115,116,116,J.J. Henry,100,6.44,86,1335,+0.35
116,117,117,Ian Leggatt,71,6.45,56,868,+0.48
117,T118,T118,John Rollins,89,6.49,60,924,+0.12
118,T118,T118,Patrick Sheehan,101,6.49,85,1310,+0.36
119,120,120,Davis Love III,85,6.52,58,890,+0.19
120,121,121,David Gossett,92,6.53,80,1225,+0.30
121,122,122,Steven Alker,87,6.56,74,1128,+0.39
122,123,123,Frank Lickliter II,94,6.59,75,1138,+0.39
123,124,124,Per-Ulrik Johansson,96,6.61,83,1255,+0.24
124,125,125,Bernhard Langer,65,6.63,48,724,+0.38
125,126,126,Rod Pampling,87,6.69,68,1016,+0.16
126,127,127,Joey Sindelar,93,6.7,83,1238,+0.17
127,128,128,Craig Barlow,95,6.72,85,1264,+0.29
128,129,129,Darron Stiles,93,6.73,76,1129,+0.22
129,130,130,Harrison Frazar,88,6.75,78,1156,+0.15
130,131,131,Chris Anderson,96,6.76,82,1213,+0.35
131,132,132,Mathew Goggin,90,6.78,73,1076,+0.34
132,133,133,Alex Cejka,98,6.83,75,1098,+0.28
133,134,134,Carlos Franco,99,6.86,87,1268,+0.30
134,135,135,Luke Donald,88,6.88,79,1148,+0.25
135,136,136,Jesper Parnevik,102,6.92,84,1213,+0.21
136,137,137,Rich Beem,80,7.02,62,883,+0.24
137,138,138,J.P. Hayes,79,7.05,72,1021,+0.11
138,139,139,Kevin Sutherland,97,7.13,77,1080,+0.16
139,140,140,Scott McCarron,86,7.16,63,880,+0.27
140,141,141,Carl Pettersson,80,7.25,76,1048,+0.25
141,142,142,Stewart Cink,104,7.26,89,1226,+0.37
142,143,143,Chris Smith,92,7.33,86,1174,+0.26
143,144,144,Neal Lancaster,110,7.39,105,1421,+0.22
144,145,145,Ernie Els,65,7.47,46,616,+0.15
145,146,146,Cameron Beckman,86,7.5,87,1160,+0.21
146,T147,T147,Billy Andrade,100,7.52,93,1237,+0.28
147,T147,T147,Brian Bateman,70,7.52,65,864,+0.52
148,T147,T147,Dudley Hart,66,7.52,63,838,+0.29
149,150,150,Akio Sadakata,83,7.54,80,1061,+0.40
150,151,151,Retief Goosen,69,7.57,53,700,+0.08
151,152,152,Lee Janzen,83,7.63,68,891,+0.44
152,153,153,Tom Pernice Jr.,105,7.72,101,1308,+0.15
153,154,154,John Morgan,81,7.74,81,1046,+0.48
154,T155,T155,Brad Elder,51,7.8,49,628,+0.55
155,T155,T155,Pat Perez,95,7.8,91,1166,+0.42
156,157,157,Shigeki Maruyama,87,7.81,82,1050,+0.15
157,158,158,Brent Geiberger,51,7.85,56,713,+0.27
158,T159,T159,Anthony Painter,87,7.89,88,1116,+0.47
159,T159,T159,Rory Sabbatini,95,7.89,87,1102,+0.32
160,161,161,Andy Miller,75,7.98,79,990,+0.39
161,162,162,Marco Dawson,86,8.02,84,1047,+0.25
162,T163,T163,Todd Fischer,97,8.06,102,1266,+0.29
163,T163,T163,Geoff Ogilvy,86,8.06,83,1030,+0.20
164,165,165,Jason Buha,61,8.33,64,768,+0.55
165,166,166,Paul Azinger,73,8.36,78,933,+0.35
166,167,167,Jonathan Byrd,101,8.37,102,1218,+0.09
167,T168,T168,Andrew Magee,91,8.66,100,1155,+0.13
168,T168,T168,Vance Veazey,66,8.66,75,866,+0.49
169,170,170,Ben Crane,94,8.72,102,1170,+0.31
170,T171,T171,Jay Don Blake,77,8.73,79,905,+0.35
171,T171,T171,Deane Pappas,75,8.73,84,962,+0.45
172,173,173,"Dave Stockton, Jr.",79,8.76,88,1004,+0.35
173,174,174,Brenden Pappas,105,8.88,121,1363,+0.45
174,175,175,Greg Chalmers,98,9.03,117,1295,+0.45
175,176,176,Brett Quigley,92,9.06,102,1126,+0.32
176,177,177,Paul Stankowski,67,9.09,80,880,+0.34
177,178,178,Fred Couples,71,9.21,63,684,-0.08
178,179,179,Mark O'Meara,69,9.24,64,693,+0.55
179,180,180,Jason Caron,74,9.64,90,934,+0.56
180,181,181,Todd Barranger,78,9.93,97,977,+0.57
181,182,182,Sergio Garcia,62,10.21,59,578,+0.19
182,183,183,Aaron Baddeley,71,10.6,93,877,+0.33
183,184,184,Craig Perks,82,11.34,116,1023,+0.32
184,185,185,Ty Tryon,52,11.43,72,630,+0.38
185,186,186,Steve Stricker,59,12.04,94,781,+0.29
186,187,187,Phil Mickelson,87,12.8,103,805,+0.22
187,188,188,Jason Gore,83,13.49,148,1097,+0.43
188,189,189,John Daly,56,13.72,90,656,+0.42
189,190,190,Hank Kuehne,73,14.24,131,920,+0.30
