,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
152,153,153,Tim Herron,102,12.34,156,1264,+0.20
153,154,154,Mark O'Meara,69,12.41,86,693,+0.15
154,T155,T155,Tommy Armour III,66,12.5,99,792,+0.19
155,T155,T155,Brian Bateman,70,12.5,108,864,+0.08
156,157,157,Steve Allan,53,12.54,82,654,+0.17
157,158,158,Thomas Levet,85,12.62,132,1046,+0.17
158,159,159,Kevin Sutherland,97,12.78,138,1080,+0.02
159,160,160,Carl Pettersson,80,12.79,134,1048,+0.14
160,161,161,Rich Beem,80,12.8,113,883,+0.19
161,162,162,Peter Lonard,96,12.83,136,1060,+0.16
162,163,163,Brenden Pappas,105,12.84,175,1363,-0.01
163,164,164,Len Mattiace,94,12.86,135,1050,+0.13
164,165,165,Aaron Baddeley,71,12.88,113,877,E
165,166,166,Neal Lancaster,110,12.95,184,1421,+0.03
166,167,167,Woody Austin,107,13.01,165,1268,+0.05
167,168,168,Mathew Goggin,90,13.1,141,1076,+0.11
168,169,169,Jonathan Kaye,91,13.11,137,1045,+0.13
169,170,170,Stewart Cink,104,13.13,161,1226,+0.04
170,171,171,Dean Wilson,82,13.14,134,1020,+0.03
171,172,172,Steve Flesch,110,13.18,176,1335,+0.16
172,173,173,Brett Quigley,92,13.23,149,1126,+0.13
173,174,174,Tiger Woods,74,13.46,98,728,-0.01
174,175,175,Sergio Garcia,62,13.49,78,578,+0.10
175,176,176,Scott McCarron,86,13.52,119,880,+0.06
176,177,177,Paul Azinger,73,13.72,128,933,+0.17
177,178,178,John Morgan,81,13.77,144,1046,+0.15
178,179,179,Arron Oberholser,80,13.78,148,1074,+0.11
179,180,180,Brad Faxon,97,13.79,150,1088,+0.09
180,T181,T181,Paul Stankowski,67,13.86,122,880,+0.21
181,T181,T181,Vance Veazey,66,13.86,120,866,+0.08
182,183,183,Stuart Appleby,90,13.98,139,994,+0.12
183,184,184,Adam Scott,52,14.29,68,476,+0.16
184,185,185,Mike Sposa,72,14.65,133,908,+0.12
185,186,186,Hank Kuehne,73,15.43,142,920,-0.05
186,187,187,Andy Miller,75,15.56,154,990,+0.14
187,188,188,Steve Stricker,59,15.62,122,781,+0.16
188,189,189,Carlos Franco,99,15.85,201,1268,+0.06
189,190,190,Phil Mickelson,87,17.02,137,805,+0.01
