,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
32,33,33,Kris Cox,83,288.2,289316,1004
33,34,34,Craig Barlow,77,288.1,233903,812
34,35,35,Jonathan Byrd,66,288.0,215686,749
35,36,36,Jon Mills,68,287.9,217653,756
36,37,37,Geoff Ogilvy,76,287.6,210549,732
37,38,38,Roger Tambellini,64,287.5,212715,740
38,39,39,Mathew Goggin,72,287.3,233249,812
39,T40,T40,Retief Goosen,68,287.1,184346,642
40,T40,T40,Nick Watney,97,287.1,344512,1200
41,42,42,Sergio Garcia,59,287.0,157831,550
42,43,43,Will MacKenzie,91,286.7,299341,1044
43,44,44,Ryan Palmer,101,286.6,327890,1144
44,T45,T45,Jonathan Kaye,95,286.4,343993,1201
45,T45,T45,Kenny Perry,73,286.4,240548,840
46,47,47,Bill Haas,99,286.2,350825,1226
47,T48,T48,Charles Howell III,96,286.1,315551,1103
48,T48,T48,John Rollins,93,286.1,303247,1060
49,T50,T50,Henrik Bjornstad,97,286.0,355817,1244
50,T50,T50,Pat Perez,50,286.0,168145,588
51,52,52,Brandt Jobe,91,285.8,278969,976
52,53,53,Bo Van Pelt,102,285.7,358833,1256
53,54,54,Trevor Immelman,86,285.6,290473,1017
54,55,55,Eric Axley,91,285.4,313892,1100
55,56,56,J.J. Henry,96,285.3,306418,1074
56,57,57,Rory Sabbatini,84,285.2,254436,892
57,58,58,"Wes Short, Jr.",96,285.0,339682,1192
58,59,59,Paul Stankowski,70,284.9,250134,878
59,60,60,Jimmy Walker,60,284.7,222036,780
60,T61,T61,Robert Allenby,79,284.6,237944,836
61,T61,T61,John Senden,96,284.6,313906,1103
62,63,63,Stuart Appleby,83,284.5,254878,896
63,64,64,Tim Herron,82,284.4,245697,864
64,65,65,Greg Owen,79,284.1,245995,866
65,66,66,Sean O'Hair,100,283.8,302548,1066
66,T67,T67,Marco Dawson,87,283.6,304256,1073
67,T67,T67,David Duval,71,283.6,210444,742
68,69,69,Danny Ellis,68,283.4,237485,838
69,T70,T70,Carlos Franco,86,283.1,304034,1074
70,T70,T70,Hunter Mahan,98,283.1,350494,1238
71,T72,T72,Jeff Gove,91,283.0,318961,1127
72,T72,T72,Jason Schultz,77,283.0,256390,906
73,T74,T74,Bob May,65,282.7,211473,748
74,T74,T74,Kevin Sutherland,100,282.7,342579,1212
75,T76,T76,Ernie Els,69,282.6,184799,654
76,T76,T76,Joe Ogilvie,95,282.6,308335,1091
77,T76,T76,Jesper Parnevik,84,282.6,287724,1018
78,T79,T79,Brian Bateman,69,282.4,231887,821
79,T79,T79,Chad Campbell,91,282.4,263788,934
80,T81,T81,David Howell,52,282.3,118554,420
81,T81,T81,John Huston,74,282.3,255189,904
82,T81,T81,D.J. Trahan,92,282.3,299235,1060
83,T84,T84,Alex Cejka,93,282.2,314900,1116
84,T84,T84,Padraig Harrington,54,282.2,150117,532
85,T86,T86,Stewart Cink,93,282.1,286062,1014
86,T86,T86,Rod Pampling,89,282.1,255539,906
87,T88,T88,Michael Allen,84,282.0,284236,1008
88,T88,T88,Justin Rose,98,282.0,338171,1199
89,90,90,Freddie Jacobson,56,281.9,213126,756
90,91,91,David Toms,76,281.7,245669,872
91,T92,T92,Brian Davis,92,281.3,318403,1132
92,T92,T92,Vaughn Taylor,88,281.3,303292,1078
93,T94,T94,Jason Bohn,104,281.2,349247,1242
94,T94,T94,Ryan Moore,68,281.2,227514,809
95,T94,T94,Brett Quigley,109,281.2,368131,1309
96,97,97,José María Olazábal,62,280.9,153069,545
97,T98,T98,Arron Oberholser,82,280.8,243735,868
98,T98,T98,Ted Purdy,103,280.8,314516,1120
99,T100,T100,Stephen Ames,63,280.7,172920,616
100,T100,T100,Frank Lickliter II,99,280.7,331833,1182
101,T100,T100,Vance Veazey,59,280.7,212236,756
102,T103,T103,K.J. Choi,93,280.5,309136,1102
103,T103,T103,Joe Durant,101,280.5,374789,1336
104,T103,T103,Tom Lehman,70,280.5,183454,654
105,T106,T106,Carl Pettersson,95,280.3,294857,1052
106,T106,T106,Patrick Sheehan,104,280.3,340045,1213
107,T108,T108,Zach Johnson,98,280.2,300898,1074
108,T108,T108,Ian Leggatt,80,280.2,273504,976
109,110,110,Thomas Levet,53,280.1,188200,672
110,111,111,Arjun Atwal,97,279.9,319647,1142
111,T112,T112,"John Engler, Jr.",69,279.8,246243,880
112,T112,T112,Steve Lowery,99,279.8,323481,1156
113,T112,T112,D.A. Points,82,279.8,277539,992
114,115,115,Shigeki Maruyama,94,279.7,312092,1116
115,116,116,Greg Chalmers,71,279.6,222535,796
116,117,117,Brent Geiberger,99,279.4,350140,1253
117,118,118,Woody Austin,107,279.3,361090,1293
118,T119,T119,David McKenzie,82,279.2,268556,962
119,T119,T119,Duffy Waldorf,96,279.2,318307,1140
120,121,121,Briny Baird,81,278.8,272066,976
121,T122,T122,David Branshaw,98,278.7,337238,1210
122,T122,T122,J.P. Hayes,55,278.7,193986,696
123,T122,T122,Kent Jones,103,278.7,341071,1224
124,T122,T122,Len Mattiace,59,278.7,201530,723
125,T122,T122,Mike Sposa,68,278.7,225785,810
126,127,127,Bob Tway,81,278.6,260802,936
127,T128,T128,Todd Hamilton,72,278.5,217768,782
128,T128,T128,Shaun Micheel,96,278.5,301885,1084
129,T130,T130,Tommy Armour III,65,278.2,204776,736
130,T130,T130,Jeff Brehaut,100,278.2,329330,1184
131,132,132,Mark Calcavecchia,94,277.9,306207,1102
132,133,133,Paul Azinger,87,277.8,309520,1114
133,134,134,Bernhard Langer,77,277.7,227985,821
134,T135,T135,Aaron Baddeley,78,277.6,263701,950
135,T135,T135,Mike Weir,88,277.6,243735,878
136,T137,T137,Ben Crane,85,277.3,236524,853
137,T137,T137,Peter Lonard,77,277.3,255964,923
138,T137,T137,Ian Poulter,53,277.3,163072,588
139,T137,T137,Heath Slocum,96,277.3,325509,1174
140,141,141,Luke Donald,66,277.2,166854,602
141,142,142,Steve Flesch,119,277.1,398186,1437
142,T143,T143,Steve Elkington,52,277.0,177262,640
143,T143,T143,Chris Riley,86,277.0,265899,960
144,145,145,Steve Stricker,64,276.9,199903,722
145,146,146,Jeff Maggert,81,276.8,262930,950
146,T147,T147,Jim Furyk,89,276.7,264572,956
147,T147,T147,Ryuji Imada,105,276.7,334855,1210
148,T147,T147,Billy Mayfair,94,276.7,297752,1076
149,T150,T150,Robert Damron,91,276.4,315960,1143
150,T150,T150,Daisuke Maruyama,83,276.4,269794,976
151,152,152,Justin Leonard,83,276.3,251182,909
152,153,153,Bob Estes,85,276.2,287787,1042
153,154,154,Tjaart van der Walt,60,276.1,200471,726
154,T155,T155,Billy Andrade,78,276.0,230219,834
155,T155,T155,Bart Bryant,87,276.0,274060,993
156,T155,T155,J.L. Lewis,57,276.0,193232,700
157,158,158,Dean Wilson,115,275.9,357041,1294
158,159,159,Skip Kendall,72,275.8,226117,820
159,T160,T160,Dudley Hart,83,275.6,272580,989
160,T160,T160,Lee Janzen,79,275.6,260144,944
161,162,162,Joey Sindelar,90,275.5,291510,1058
162,163,163,Tim Petrovic,95,275.4,319447,1160
163,T164,T164,Kirk Triplett,58,275.2,188808,686
164,T164,T164,Mark Wilson,79,275.2,276054,1003
165,166,166,Tom Pernice Jr.,108,275.1,332829,1210
166,167,167,Omar Uresti,61,274.9,195191,710
167,168,168,Michael Connell,51,274.8,161058,586
168,169,169,Chris DiMarco,83,274.7,234568,854
169,170,170,Ben Curtis,86,274.6,256513,934
170,171,171,Robert Gamez,94,274.5,314521,1146
171,172,172,Nathan Green,108,274.4,359420,1310
172,173,173,Richard Johnson,94,274.2,324066,1182
173,174,174,Ron Whittaker,81,273.7,271012,990
174,175,175,Hidemichi Tanaka,74,273.5,248353,908
175,176,176,Jeff Sluman,101,273.2,315285,1154
176,177,177,Greg Kraft,79,272.9,255459,936
177,178,178,Tim Clark,80,272.8,220384,808
178,T179,T179,Shane Bertsch,104,272.2,340552,1251
179,T179,T179,Paul Goydos,72,272.2,242254,890
180,181,181,Olin Browne,108,272.1,328161,1206
181,T182,T182,Todd Fischer,101,271.8,340332,1252
182,T182,T182,Steve Jones,83,271.8,262011,964
183,T182,T182,Jerry Kelly,100,271.8,317948,1170
184,185,185,Doug Barron,74,271.6,253941,935
185,186,186,Scott Verplank,88,271.3,256129,944
186,T187,T187,John Cook,67,270.1,206339,764
187,T187,T187,Brian Gay,107,270.1,375454,1390
188,T187,T187,Larry Mize,53,270.1,153960,570
189,190,190,Mark Brooks,90,270.0,278607,1032
190,191,191,Jerry Smith,94,269.8,316256,1172
191,192,192,Stephen Leaney,84,269.5,288359,1070
192,193,193,Mark O'Meara,52,269.1,134529,500
193,194,194,Fred Funk,106,268.9,318616,1185
194,195,195,Brad Faxon,78,266.3,272155,1022
195,196,196,Corey Pavin,74,259.8,206293,794
