,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
86,T83,T83,Arron Oberholser,82,389,World Golf Championships-Bridgestone Invitational,4,8,36
87,T83,T83,Gabriel Hjertstedt,46,389,Reno-Tahoe Open,2,10,660
88,T83,T83,Ted Purdy,103,389,Mercedes Championships,1,18,656
89,T83,T83,Robert Garrigus,85,389,Bob Hope Chrysler Classic,5,9,723
90,T83,T83,Jason Bohn,104,389,Mercedes Championships,2,12,656
91,T83,T83,Alex Aragon,63,389,EDS Byron Nelson Championship,2,4,19
92,T83,T83,Jeremy Tucker,2,389,Sony Open in Hawaii,2,1,6
93,T94,T94,J.P. Hayes,55,388,Valero Texas Open,4,1,625
94,T94,T94,Justin Rose,98,388,Valero Texas Open,4,1,625
95,T94,T94,Patrick Sheehan,104,388,Bob Hope Chrysler Classic,2,9,723
96,T94,T16,Scott Hend,16,388,The Honda Classic,3,17,710
97,T94,T94,Ryan Hietala,61,388,B.C. Open presented by Turning Stone Resort,1,2,730
98,T94,T33,Bubba Watson,83,388,Sony Open in Hawaii,4,1,6
99,T100,T43,Tim Petrovic,95,387,Mercedes Championships,1,18,656
100,T100,T100,Paul Goydos,72,387,Valero Texas Open,1,11,625
101,T100,8,Charley Hoffman,100,387,Valero Texas Open,4,1,625
102,T100,T47,Michael Campbell,27,387,Mercedes Championships,1,18,656
103,T100,T100,Mathew Goggin,72,387,Bob Hope Chrysler Classic,2,18,723
104,T100,T10,Lucas Glover,105,387,Bob Hope Chrysler Classic,5,9,723
105,T100,7,J.B. Holmes,81,387,World Golf Championships-Bridgestone Invitational,3,9,36
106,T100,T56,Camilo Villegas,95,387,The Honda Classic,3,10,710
107,T108,T108,Kenny Perry,73,386,Mercedes Championships,4,12,656
108,T108,T108,Paul Stankowski,70,386,Reno-Tahoe Open,1,9,660
109,T108,T23,Carlos Franco,86,386,The Honda Classic,1,17,710
110,T108,T108,Mathias Grönberg,92,386,The Honda Classic,2,17,710
111,T108,T108,Arjun Atwal,97,386,Bob Hope Chrysler Classic,5,9,723
112,T108,T108,Brian Davis,92,386,Reno-Tahoe Open,1,9,660
113,T108,T108,Jonathan Byrd,66,386,The Honda Classic,2,6,710
114,T108,5,Bubba Dickerson,98,386,Valero Texas Open,2,11,625
115,T116,T116,Fred Couples,52,385,The Honda Classic,2,17,710
116,T116,T116,Blaine McCallister,29,385,Valero Texas Open,4,1,625
117,T116,9,"Wes Short, Jr.",96,385,Valero Texas Open,4,1,625
118,T116,T94,J.P. Hayes,55,385,Valero Texas Open,4,14,625
119,T116,T53,Tiger Woods,55,385,World Golf Championships-Bridgestone Invitational,1,16,36
120,T116,T116,Jesper Parnevik,84,385,Bob Hope Chrysler Classic,5,9,723
121,T116,T116,José Coceres,38,385,Valero Texas Open,2,11,625
122,T116,T2,Stuart Appleby,83,385,Nissan Open,1,3,500
123,T116,T116,Henrik Bjornstad,97,385,The Honda Classic,1,17,710
124,T116,T116,Charl Schwartzel,28,385,World Golf Championships-Bridgestone Invitational,2,16,36
125,T116,T47,Nicholas Thompson,96,385,Valero Texas Open,4,14,625
126,T127,T36,Bob Burns,23,384,Valero Texas Open,3,1,625
127,T127,9,"Wes Short, Jr.",96,384,Mercedes Championships,4,17,656
128,T127,T127,David Duval,71,384,Bob Hope Chrysler Classic,5,9,723
129,T127,8,Charley Hoffman,100,384,The Honda Classic,2,17,710
130,T127,T47,Michael Campbell,27,384,Mercedes Championships,2,12,656
131,T127,T23,Henrik Stenson,34,384,World Golf Championships-Bridgestone Invitational,1,16,36
132,T127,T83,Ted Purdy,103,384,Valero Texas Open,4,1,625
133,T127,T33,Bubba Watson,83,384,Sony Open in Hawaii,3,1,6
134,T127,T127,Jason Day,23,384,Valero Texas Open,2,11,625
135,T136,T136,Mark Calcavecchia,94,383,Mercedes Championships,4,12,656
136,T136,T31,Vijay Singh,103,383,Mercedes Championships,4,18,656
137,T136,T136,Justin Leonard,83,383,Mercedes Championships,1,18,656
138,T136,T136,John Senden,96,383,Valero Texas Open,4,1,625
139,T136,T14,Sergio Garcia,59,383,Mercedes Championships,2,17,656
140,T136,T10,Lucas Glover,105,383,World Golf Championships-Bridgestone Invitational,2,16,36
141,T136,T66,Johan Edfors,12,383,World Golf Championships-Bridgestone Invitational,3,16,36
142,T136,7,J.B. Holmes,81,383,World Golf Championships-Bridgestone Invitational,2,8,36
143,T136,T136,Anthony Kim,8,383,Valero Texas Open,4,1,625
144,T145,T53,David Toms,76,382,Mercedes Championships,4,12,656
145,T145,T145,Duffy Waldorf,96,382,Reno-Tahoe Open,1,10,660
146,T145,T145,Marco Dawson,87,382,Valero Texas Open,4,14,625
147,T145,8,Charley Hoffman,100,382,The Honda Classic,3,17,710
148,T145,T14,Sergio Garcia,59,382,Mercedes Championships,2,12,656
149,T145,T145,Joe Ogilvie,95,382,Reno-Tahoe Open,2,8,660
150,T145,T83,Ted Purdy,103,382,Mercedes Championships,4,12,656
151,T145,T116,Henrik Bjornstad,97,382,Valero Texas Open,2,11,625
152,T145,T47,Eric Axley,91,382,Valero Texas Open,1,11,625
153,T145,T16,Scott Hend,16,382,The Honda Classic,2,12,710
154,T145,T16,Scott Hend,16,382,John Deere Classic,1,2,669
155,T145,T145,Hunter Mahan,98,382,Valero Texas Open,2,1,625
156,T145,T13,Carl Pettersson,95,382,Mercedes Championships,3,12,656
157,T158,T158,Olin Browne,108,381,Mercedes Championships,4,12,656
158,T158,T158,Joey Sindelar,90,381,84 LUMBER Classic,2,6,696
159,T158,T31,Vijay Singh,103,381,Mercedes Championships,3,18,656
160,T158,T158,Jeff Gove,91,381,Sony Open in Hawaii,1,1,6
161,T158,T158,David Branshaw,98,381,Bob Hope Chrysler Classic,5,9,723
162,T158,T83,Ted Purdy,103,381,Mercedes Championships,4,17,656
163,T158,T47,Eric Axley,91,381,Valero Texas Open,3,11,625
164,T158,T158,Charles Warren,93,381,FBR Open,2,13,510
165,T158,T158,Ian Poulter,53,381,World Golf Championships-Bridgestone Invitational,2,16,36
166,T158,T13,Carl Pettersson,95,381,Mercedes Championships,2,17,656
167,T158,T33,Bubba Watson,83,381,Reno-Tahoe Open,2,15,660
168,T158,7,J.B. Holmes,81,381,84 LUMBER Classic,1,5,696
169,T170,T170,Gary Hallberg,12,380,Valero Texas Open,4,14,625
170,T170,T36,Bob Burns,23,380,Valero Texas Open,4,14,625
171,T170,T170,Robert Damron,91,380,Valero Texas Open,4,1,625
172,T170,T2,Stuart Appleby,83,380,Mercedes Championships,4,17,656
173,T170,T43,Hank Kuehne,25,380,Bob Hope Chrysler Classic,3,8,723
174,T170,T170,K.J. Choi,93,380,World Golf Championships-Bridgestone Invitational,2,18,36
175,T170,T33,Bubba Watson,83,380,Sony Open in Hawaii,2,8,6
176,T170,T33,Bubba Watson,83,380,BellSouth Classic,2,14,638
177,T170,T33,Bubba Watson,83,380,Reno-Tahoe Open,1,17,660
178,T170,7,J.B. Holmes,81,380,BellSouth Classic,1,5,638
179,T170,7,J.B. Holmes,81,380,World Golf Championships-Bridgestone Invitational,4,16,36
180,T181,T29,Davis Love III,85,379,The Honda Classic,1,17,710
181,T181,T53,David Toms,76,379,Mercedes Championships,3,18,656
182,T181,T181,Jerry Kelly,100,379,Valero Texas Open,4,1,625
183,T181,T2,Stuart Appleby,83,379,Mercedes Championships,3,12,656
184,T181,T2,Ángel Cabrera,40,379,World Golf Championships-Bridgestone Invitational,2,8,36
185,T181,T108,Arjun Atwal,97,379,Valero Texas Open,4,14,625
186,T181,T158,David Branshaw,98,379,Chrysler Classic of Tucson,4,13,101
187,T181,6,Harrison Frazar,95,379,Valero Texas Open,2,1,625
188,T181,T145,Joe Ogilvie,95,379,Valero Texas Open,2,11,625
189,T181,T1,Jason Gore,86,379,World Golf Championships-Bridgestone Invitational,2,16,36
190,T181,T66,Johan Edfors,12,379,World Golf Championships-Bridgestone Invitational,2,16,36
191,T181,7,J.B. Holmes,81,379,World Golf Championships-Bridgestone Invitational,3,8,36
192,T181,T47,Nicholas Thompson,96,379,Valero Texas Open,1,11,625
193,T194,T194,Michael Bradley,15,378,B.C. Open presented by Turning Stone Resort,1,2,730
194,T194,T194,Bart Bryant,87,378,Sony Open in Hawaii,1,1,6
195,T194,T136,Mark Calcavecchia,94,378,Mercedes Championships,2,12,656
196,T194,T116,Fred Couples,52,378,The Honda Classic,2,6,710
197,T194,T31,Vijay Singh,103,378,Mercedes Championships,1,7,656
198,T194,9,"Wes Short, Jr.",96,378,Mercedes Championships,2,12,656
199,T194,T194,Steve Flesch,119,378,Valero Texas Open,4,14,625
