,Percentage_of_Yardage_covered_by_Tee_Shots_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL DISTANCE
109,T109,T109,Carl Pettersson,95,61.49,294816.0,479432
110,111,111,Woody Austin,107,61.48,361080.9,587345
111,112,112,"John Engler, Jr.",69,61.45,246242.8,400735
112,T113,T113,Greg Chalmers,71,61.44,222535.4,362228
113,T113,T113,José María Olazábal,62,61.44,153068.7,249138
114,115,115,Peter Lonard,77,61.43,255935.8,416618
115,116,116,Brent Geiberger,99,61.4,350117.3,570239
116,117,117,Len Mattiace,59,61.39,201528.9,328288
117,118,118,Paul Azinger,87,61.37,309519.7,504341
118,119,119,Stephen Ames,63,61.33,172920.4,281928
119,120,120,David McKenzie,82,61.32,268537.6,437895
120,121,121,Vance Veazey,59,61.31,212236.0,346167
121,T122,T122,Bernhard Langer,77,61.28,227981.4,372013
122,T122,T122,Shigeki Maruyama,94,61.28,312078.6,509263
123,124,124,Briny Baird,81,61.24,272065.8,444244
124,125,125,Mike Sposa,68,61.23,225784.5,368770
125,126,126,Duffy Waldorf,96,61.21,318307.0,520053
126,T127,T127,Thomas Levet,53,61.16,188200.1,307706
127,T127,T127,D.A. Points,82,61.16,277528.3,453810
128,T129,T129,Steve Flesch,119,61.13,398181.3,651412
129,T129,T129,Todd Hamilton,72,61.13,217733.4,356190
130,131,131,Jim Furyk,89,61.11,264571.5,432919
131,132,132,Kent Jones,103,61.1,341048.4,558164
132,133,133,David Branshaw,98,61.09,337202.4,552001
133,134,134,Jeff Brehaut,100,61.08,329330.4,539202
134,135,135,Billy Andrade,78,61.06,230165.1,376963
135,136,136,Heath Slocum,96,61.04,325466.0,533211
136,137,137,Steve Stricker,64,61.03,199903.2,327538
137,138,138,Tommy Armour III,65,61.01,204771.1,335617
138,139,139,Mark Calcavecchia,94,60.98,306207.2,502138
139,140,140,Ben Crane,85,60.97,236523.9,387964
140,141,141,Ian Poulter,53,60.96,163072.1,267494
141,T142,T142,Omar Uresti,61,60.95,195190.6,320263
142,T142,T142,Tjaart van der Walt,60,60.95,200467.4,328900
143,144,144,Justin Leonard,83,60.93,251181.9,412233
144,145,145,Bart Bryant,87,60.89,274058.8,450077
145,T146,T146,Aaron Baddeley,78,60.88,263683.9,433092
146,T146,T146,Steve Elkington,52,60.88,177252.0,291140
147,T146,T146,Dudley Hart,83,60.88,272577.4,447709
148,149,149,Shaun Micheel,96,60.87,301884.8,495979
149,150,150,Billy Mayfair,94,60.86,297720.2,489199
150,151,151,Jeff Maggert,81,60.84,262915.8,432158
151,T152,T152,Ryuji Imada,105,60.81,334855.1,550697
152,T152,T152,Chris Riley,86,60.81,265899.1,437230
153,154,154,Robert Damron,91,60.78,315955.3,519812
154,T155,T155,Tom Pernice Jr.,108,60.77,332821.6,547644
155,T155,T155,Joey Sindelar,90,60.77,291504.8,479713
156,T155,T155,Mike Weir,88,60.77,243734.9,401074
157,T155,T155,Dean Wilson,115,60.77,357040.7,587482
158,T159,T159,Bob Estes,85,60.76,287786.9,473662
159,T159,T159,Tim Petrovic,95,60.76,319446.5,525752
160,161,161,J.L. Lewis,57,60.72,193231.9,318222
161,162,162,Daisuke Maruyama,83,60.7,269736.0,444370
162,163,163,Robert Gamez,94,60.64,314491.1,518586
163,164,164,Kirk Triplett,58,60.63,188797.3,311390
164,165,165,Luke Donald,66,60.6,166853.7,275341
165,166,166,Michael Connell,51,60.55,161057.5,266003
166,167,167,Mark Wilson,79,60.5,276053.6,456270
167,T168,T168,Ben Curtis,86,60.39,256503.9,424725
168,T168,T168,Nathan Green,108,60.39,359420.3,595164
169,T170,T170,Chris DiMarco,83,60.36,234567.7,388627
170,T170,T170,Skip Kendall,72,60.36,226100.0,374608
171,172,172,Ron Whittaker,81,60.22,271011.1,450065
172,173,173,Lee Janzen,79,60.21,260130.6,432037
173,T174,T174,Richard Johnson,94,60.2,324065.8,538335
174,T174,T174,Jeff Sluman,101,60.2,315284.7,523709
175,176,176,Olin Browne,108,60.06,328157.4,546372
176,177,177,Greg Kraft,79,59.92,255457.2,426351
177,178,178,Hidemichi Tanaka,74,59.87,248352.7,414843
178,179,179,Jerry Kelly,100,59.86,317947.9,531159
179,180,180,Fred Funk,106,59.79,318614.9,532913
180,181,181,Doug Barron,74,59.77,253939.3,424843
181,182,182,Shane Bertsch,104,59.75,340532.1,569883
182,183,183,Steve Jones,83,59.67,262010.9,439130
183,184,184,Paul Goydos,72,59.59,242243.0,406487
184,185,185,Scott Verplank,88,59.57,256122.3,429950
185,186,186,John Cook,67,59.55,206339.4,346506
186,187,187,Todd Fischer,101,59.52,340327.1,571784
187,188,188,Tim Clark,80,59.5,220383.5,370399
188,189,189,Jerry Smith,94,59.43,316255.9,532105
189,190,190,Brian Gay,107,59.39,375453.5,632169
190,191,191,Mark Brooks,90,59.34,278607.4,469522
191,192,192,Larry Mize,53,59.3,153959.9,259613
192,193,193,Stephen Leaney,84,59.18,288359.0,487218
193,194,194,Brad Faxon,78,58.83,272135.3,462571
194,195,195,Mark O'Meara,52,58.69,134528.5,229219
195,196,196,Corey Pavin,74,57.82,206292.9,356767
