,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
69,70,70,Ryan Hietala,61,+.098
70,71,71,John Rollins,93,+.101
71,72,72,Kenny Perry,73,+.102
72,T73,T73,Kris Cox,83,+.104
73,T73,T73,Will MacKenzie,91,+.104
74,T73,T73,Kevin Sutherland,100,+.104
75,76,76,Steve Lowery,99,+.108
76,T77,T77,Danny Ellis,68,+.109
77,T77,T77,Lucas Glover,105,+.109
78,T77,T77,Sean O'Hair,100,+.109
79,T77,T77,Tag Ridings,103,+.109
80,T81,T81,Bart Bryant,87,+.110
81,T81,T81,Chad Campbell,91,+.110
82,T81,T81,Ryuji Imada,105,+.110
83,T81,T81,Ian Leggatt,80,+.110
84,T85,T85,Sergio Garcia,59,+.111
85,T85,T85,Lee Janzen,79,+.111
86,T87,T87,Brian Bateman,69,+.113
87,T87,T87,Mathias Grönberg,92,+.113
88,T89,T89,Harrison Frazar,95,+.114
89,T89,T89,Vaughn Taylor,88,+.114
90,T89,T89,Nick Watney,97,+.114
91,92,92,Padraig Harrington,54,+.115
92,93,93,Patrick Sheehan,104,+.116
93,94,94,Arjun Atwal,97,+.117
94,T95,T95,Tommy Armour III,65,+.118
95,T95,T95,Bernhard Langer,77,+.118
96,T95,T95,Rory Sabbatini,84,+.118
97,T98,T98,Brian Gay,107,+.120
98,T98,T98,Dean Wilson,115,+.120
99,100,100,John Huston,74,+.121
100,T101,T101,James Driscoll,80,+.123
101,T101,T101,Steve Stricker,64,+.123
102,T103,T103,Chris Couch,75,+.124
103,T103,T103,Charles Howell III,96,+.124
104,T105,T105,K.J. Choi,93,+.126
105,T105,T105,Nathan Green,108,+.126
106,T105,T105,Arron Oberholser,82,+.126
107,T105,T105,Jeff Overton,95,+.126
108,T105,T105,Tim Petrovic,95,+.126
109,T110,T110,John Daly,51,+.129
110,T110,T110,David Duval,71,+.129
111,T110,T110,Dudley Hart,83,+.129
112,T110,T110,Mark Wilson,79,+.129
113,114,114,Alex Cejka,93,+.132
114,115,115,Robert Damron,91,+.133
115,116,116,Tom Lehman,70,+.134
116,117,117,Shigeki Maruyama,94,+.135
117,118,118,Doug Barron,74,+.137
118,T119,T119,Craig Barlow,77,+.138
119,T119,T119,Henrik Bjornstad,97,+.138
120,T119,T119,Ben Crane,85,+.138
121,T122,T122,Paul Azinger,87,+.141
122,T122,T122,Stephen Leaney,84,+.141
123,T122,T122,Mark O'Meara,52,+.141
124,125,125,Jason Schultz,77,+.145
125,126,126,Brett Wetterich,82,+.147
126,T127,T127,Steve Flesch,119,+.149
127,T127,T127,Bob Tway,81,+.149
128,129,129,Nicholas Thompson,96,+.150
129,130,130,Woody Austin,107,+.153
130,T131,T131,Aaron Baddeley,78,+.154
131,T131,T131,Greg Chalmers,71,+.154
132,T131,T131,Tim Clark,80,+.154
133,134,134,Corey Pavin,74,+.155
134,135,135,Chris Smith,67,+.157
135,136,136,Jason Bohn,104,+.159
136,137,137,Zach Johnson,98,+.161
137,T138,T138,Brian Davis,92,+.167
138,T138,T138,Joe Durant,101,+.167
139,T138,T138,J.L. Lewis,57,+.167
140,141,141,Brad Faxon,78,+.168
141,142,142,Michael Connell,51,+.170
142,T143,T143,Fred Funk,106,+.174
143,T143,T143,Mathew Goggin,72,+.174
144,145,145,Stuart Appleby,83,+.175
145,146,146,Kirk Triplett,58,+.176
146,147,147,Mark Brooks,90,+.177
147,T148,T148,Rich Beem,85,+.181
148,T148,T148,Tom Pernice Jr.,108,+.181
149,T150,T150,Carl Pettersson,95,+.184
150,T150,T150,Scott Verplank,88,+.184
151,152,152,Roger Tambellini,64,+.186
152,T153,T153,Shane Bertsch,104,+.188
153,T153,T153,Brandt Jobe,91,+.188
154,T153,T153,Jerry Smith,94,+.188
155,156,156,Joey Sindelar,90,+.192
156,157,157,John Cook,67,+.195
157,158,158,Justin Leonard,83,+.196
158,159,159,Alex Aragon,63,+.197
159,T160,T160,Ben Curtis,86,+.200
160,T160,T160,Skip Kendall,72,+.200
161,162,162,David McKenzie,82,+.201
162,T163,T163,Scott Gutschewski,53,+.205
163,T163,T163,Richard Johnson,94,+.205
164,165,165,Daisuke Maruyama,83,+.209
165,166,166,Paul Goydos,72,+.210
166,T167,T167,David Branshaw,98,+.218
167,T167,T167,Rod Pampling,89,+.218
168,169,169,Peter Lonard,77,+.219
169,T170,T170,J.P. Hayes,55,+.220
170,T170,T170,Hunter Mahan,98,+.220
171,172,172,Hidemichi Tanaka,74,+.221
172,173,173,Jerry Kelly,100,+.222
173,174,174,Thomas Levet,53,+.223
174,175,175,Jon Mills,68,+.225
175,176,176,Heath Slocum,96,+.226
176,177,177,Ryan Palmer,101,+.227
177,178,178,J.B. Holmes,81,+.233
178,179,179,Ron Whittaker,81,+.235
179,180,180,Geoff Ogilvy,76,+.236
180,181,181,Greg Kraft,79,+.238
181,182,182,Olin Browne,108,+.239
182,183,183,Omar Uresti,61,+.243
183,184,184,D.J. Trahan,92,+.245
184,185,185,Luke Donald,66,+.246
185,186,186,Todd Hamilton,72,+.248
186,187,187,Bubba Dickerson,98,+.250
187,188,188,D.A. Points,82,+.252
188,189,189,Jeff Maggert,81,+.259
189,190,190,Mike Sposa,68,+.266
190,191,191,Chris Riley,86,+.282
191,192,192,David Howell,52,+.297
192,193,193,"John Engler, Jr.",69,+.300
193,194,194,"Wes Short, Jr.",96,+.303
194,195,195,Robert Gamez,94,+.326
195,196,196,Larry Mize,53,+.370
