,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
51,T52,T52,Jason Bohn,104,0.262,23.34,89
52,T52,T52,Charles Howell III,96,0.262,20.683000000000003,79
53,54,54,Jesper Parnevik,84,0.259,18.879,73
54,55,55,Rory Sabbatini,84,0.258,16.499000000000002,64
55,56,56,Jeff Gove,91,0.255,20.66,81
56,57,57,K.J. Choi,93,0.253,19.969,79
57,58,58,Steve Lowery,99,0.247,20.494,83
58,59,59,Henrik Bjornstad,97,0.24600000000000002,21.884,89
59,60,60,Duffy Waldorf,96,0.242,19.808,82
60,61,61,Briny Baird,81,0.235,16.474,70
61,62,62,Sean O'Hair,100,0.23399999999999999,17.82,76
62,63,63,Padraig Harrington,54,0.233,8.835,38
63,64,64,Bubba Dickerson,98,0.231,19.867,86
64,T65,T65,Retief Goosen,68,0.22899999999999998,10.526,46
65,T65,T65,Will MacKenzie,91,0.22899999999999998,17.178,75
66,67,67,J.J. Henry,96,0.223,17.133,77
67,68,68,David Branshaw,98,0.21,18.249000000000002,87
68,69,69,Kevin Sutherland,100,0.203,17.625,87
69,70,70,Brandt Jobe,91,0.2,13.975,70
70,71,71,John Daly,51,0.196,8.017999999999999,41
71,72,72,Tommy Armour III,65,0.195,10.354000000000001,53
72,73,73,Billy Mayfair,94,0.192,14.755,77
73,74,74,Jason Gore,86,0.191,13.757,72
74,75,75,David Howell,52,0.185,5.553,30
75,76,76,Roger Tambellini,64,0.163,8.663,53
76,77,77,Fred Funk,106,0.159,13.552,85
77,78,78,Thomas Levet,53,0.157,7.537000000000001,48
78,79,79,Mike Weir,88,0.142,8.941,63
79,80,80,Frank Lickliter II,99,0.14,11.939,85
80,81,81,Geoff Ogilvy,76,0.13699999999999998,7.103,52
81,82,82,Troy Matteson,101,0.135,11.895999999999999,88
82,T83,T83,Eric Axley,91,0.131,10.359000000000002,79
83,T83,T83,Omar Uresti,61,0.131,6.705,51
84,85,85,Ted Purdy,103,0.11900000000000001,9.558,80
85,T86,T86,Tim Herron,82,0.115,7.124,62
86,T86,T86,Carl Pettersson,95,0.115,8.617,75
87,88,88,Skip Kendall,72,0.11,6.487,59
88,89,89,Jeff Maggert,81,0.10800000000000001,7.355,68
89,T90,T90,Peter Lonard,77,0.095,6.272,66
90,T90,T90,Arron Oberholser,82,0.095,5.919,62
91,T92,T92,Jeff Brehaut,100,0.07400000000000001,6.305,85
92,T92,T92,Luke Donald,66,0.07400000000000001,3.1839999999999997,43
93,94,94,Kris Cox,83,0.07,5.01,72
94,T95,T95,Daisuke Maruyama,83,0.069,4.829,70
95,T95,T95,Scott Verplank,88,0.069,4.7219999999999995,68
96,97,97,Tom Pernice Jr.,108,0.068,5.917999999999999,87
97,98,98,Stephen Ames,63,0.06,2.66,44
98,99,99,Bill Haas,99,0.054000000000000006,4.716,88
99,100,100,Justin Rose,98,0.052000000000000005,4.462,86
100,101,101,Rod Pampling,89,0.046,2.9619999999999997,65
101,102,102,Alex Cejka,93,0.042,3.321,80
102,103,103,Brent Geiberger,99,0.039,3.5189999999999997,90
103,104,104,Bob May,65,0.033,1.781,54
104,105,105,Daniel Chopra,110,0.032,2.923,90
105,106,106,Kent Jones,103,0.026000000000000002,2.306,88
106,107,107,Brett Quigley,109,0.025,2.373,94
107,108,108,Joe Ogilvie,95,0.013999999999999999,1.105,78
108,109,109,Steve Stricker,64,0.006,0.306,52
109,110,110,Paul Stankowski,70,0.001,0.040999999999999995,63
110,111,111,Robert Gamez,94,-0.001,-0.07200000000000001,82
111,112,112,Jerry Kelly,100,-0.012,-1.0490000000000002,84
112,113,113,Brian Bateman,69,-0.013000000000000001,-0.75,59
113,114,114,Patrick Sheehan,104,-0.013999999999999999,-1.182,87
114,115,115,Tjaart van der Walt,60,-0.016,-0.8490000000000001,52
115,116,116,Olin Browne,108,-0.02,-1.704,86
116,117,117,Joey Sindelar,90,-0.022000000000000002,-1.6980000000000002,76
117,118,118,Richard Johnson,94,-0.024,-2.042,85
118,119,119,Tag Ridings,103,-0.025,-2.231,90
119,120,120,David McKenzie,82,-0.027000000000000003,-1.8459999999999999,69
120,121,121,Danny Ellis,68,-0.031,-1.844,60
121,122,122,Vaughn Taylor,88,-0.039,-2.977,77
122,123,123,James Driscoll,80,-0.047,-3.597,76
123,124,124,Mike Sposa,68,-0.049,-2.8360000000000003,58
124,125,125,Pat Perez,50,-0.053,-2.233,42
125,126,126,Kirk Triplett,58,-0.057,-2.8080000000000003,49
126,127,127,J.L. Lewis,57,-0.066,-3.3,50
127,128,128,Ryan Hietala,61,-0.067,-3.425,51
128,129,129,Craig Barlow,77,-0.075,-4.357,58
129,130,130,Chris Riley,86,-0.077,-5.2829999999999995,69
130,131,131,"Wes Short, Jr.",96,-0.08900000000000001,-7.544,85
131,132,132,Jon Mills,68,-0.09,-4.86,54
132,133,133,Steve Flesch,119,-0.102,-10.470999999999998,103
133,134,134,Aaron Baddeley,78,-0.106,-7.215,68
134,135,135,Greg Kraft,79,-0.113,-7.557,67
135,136,136,Marco Dawson,87,-0.114,-8.806000000000001,77
136,137,137,Ben Curtis,86,-0.11800000000000001,-7.931,67
137,138,138,José María Olazábal,62,-0.122,-4.746,39
138,139,139,Mark Calcavecchia,94,-0.129,-10.175,79
139,T140,T140,Stewart Cink,93,-0.139,-10.183,73
140,T140,T140,Freddie Jacobson,56,-0.139,-7.496,54
141,142,142,Shaun Micheel,96,-0.153,-11.92,78
142,143,143,Justin Leonard,83,-0.154,-10.037,65
143,144,144,Tim Clark,80,-0.16399999999999998,-9.521,58
144,145,145,Ryuji Imada,105,-0.165,-14.360999999999999,87
145,146,146,John Huston,74,-0.168,-10.927999999999999,65
146,147,147,Chad Campbell,91,-0.16899999999999998,-11.296,67
147,148,148,Woody Austin,107,-0.174,-16.173,93
148,149,149,Steve Jones,83,-0.175,-12.085999999999999,69
149,150,150,Paul Goydos,72,-0.18899999999999997,-12.117,64
150,151,151,Tim Petrovic,95,-0.192,-15.972000000000001,83
151,152,152,Shigeki Maruyama,94,-0.207,-16.566,80
152,153,153,Shane Bertsch,104,-0.222,-19.973,90
153,154,154,Bernhard Langer,77,-0.22899999999999998,-13.491,59
154,155,155,Ben Crane,85,-0.233,-14.239,61
155,156,156,J.P. Hayes,55,-0.237,-11.850999999999999,50
156,157,157,Nathan Green,108,-0.239,-22.485,94
157,158,158,John Cook,67,-0.243,-13.355,55
158,159,159,Arjun Atwal,97,-0.251,-20.555999999999997,82
159,160,160,Robert Damron,91,-0.253,-20.753,82
160,161,161,Jeff Sluman,101,-0.258,-21.384,83
161,162,162,Carlos Franco,86,-0.272,-20.921999999999997,77
162,163,163,Mark Wilson,79,-0.27399999999999997,-19.74,72
163,T164,T164,Michael Allen,84,-0.282,-20.305999999999997,72
164,T164,T164,Doug Barron,74,-0.282,-18.925,67
165,166,166,Brian Gay,107,-0.28300000000000003,-28.273000000000003,100
166,167,167,Ron Whittaker,81,-0.29,-20.62,71
167,168,168,D.A. Points,82,-0.29100000000000004,-20.695,71
168,169,169,Mark Brooks,90,-0.3,-22.173000000000002,74
169,T170,T170,Billy Andrade,78,-0.301,-18.04,60
170,T170,T170,Bob Estes,85,-0.301,-22.595,75
171,172,172,Jason Schultz,77,-0.303,-19.719,65
172,173,173,Larry Mize,53,-0.309,-12.673,41
173,174,174,Paul Azinger,87,-0.32,-25.592,80
174,175,175,Dean Wilson,115,-0.344,-31.945999999999998,93
175,T176,T176,Chris DiMarco,83,-0.345,-21.038,61
176,T176,T176,Ian Leggatt,80,-0.345,-24.144000000000002,70
177,178,178,Dudley Hart,83,-0.365,-25.932,71
178,179,179,Alex Aragon,63,-0.37200000000000005,-20.078,54
179,180,180,Bob Tway,81,-0.40299999999999997,-27.015,67
180,181,181,Jerry Smith,94,-0.435,-36.54,84
181,182,182,Vance Veazey,59,-0.442,-23.88,54
182,183,183,Len Mattiace,59,-0.449,-23.366,52
183,184,184,"John Engler, Jr.",69,-0.46299999999999997,-29.14,63
184,185,185,Stephen Leaney,84,-0.48,-36.978,77
185,186,186,Michael Connell,51,-0.486,-20.412,42
186,187,187,Todd Hamilton,72,-0.49200000000000005,-27.537,56
187,188,188,Todd Fischer,101,-0.5770000000000001,-51.934,90
188,189,189,Lee Janzen,79,-0.5870000000000001,-39.891999999999996,68
189,190,190,David Duval,71,-0.67,-35.519,53
190,191,191,Jimmy Walker,60,-0.685,-38.355,56
191,192,192,Mark O'Meara,52,-0.779,-28.055,36
192,193,193,Greg Chalmers,71,-0.797,-45.406000000000006,57
193,194,194,Corey Pavin,74,-0.861,-49.097,57
194,195,195,Brad Faxon,78,-0.903,-65.898,73
195,196,196,Hidemichi Tanaka,74,-1.08,-70.227,65
