,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
63,64,64,Todd Fischer,101,5.75,72,1252,+0.264
64,65,65,Brandt Jobe,91,5.74,56,976,+0.196
65,66,66,Steve Flesch,119,5.71,82,1437,-0.024
66,67,67,Tom Pernice Jr.,108,5.7,69,1210,E
67,T68,T68,Jon Mills,68,5.69,43,756,+0.070
68,T68,T68,Kevin Sutherland,100,5.69,69,1212,+0.043
69,70,70,Mike Sposa,68,5.68,46,810,+0.130
70,71,71,Sergio Garcia,59,5.64,31,550,+0.194
71,72,72,Jeff Sluman,101,5.63,65,1154,+0.015
72,73,73,John Senden,96,5.62,62,1103,+0.113
73,T74,T74,J.P. Hayes,55,5.6,39,696,-0.077
74,T74,T74,Kenny Perry,73,5.6,47,840,+0.149
75,76,76,J.L. Lewis,57,5.57,39,700,+0.179
76,77,77,Shigeki Maruyama,94,5.56,62,1116,+0.274
77,78,78,Jason Schultz,77,5.52,50,906,+0.180
78,79,79,Omar Uresti,61,5.49,39,710,+0.179
79,T80,T80,Greg Kraft,79,5.45,51,936,+0.020
80,T80,T80,Heath Slocum,96,5.45,64,1174,+0.109
81,82,82,Patrick Sheehan,104,5.44,66,1213,+0.273
82,83,83,Hidemichi Tanaka,74,5.4,49,908,+0.510
83,84,84,Kent Jones,103,5.39,66,1224,+0.045
84,T85,T85,Woody Austin,107,5.34,69,1293,+0.159
85,T85,T85,Bob Tway,81,5.34,50,936,+0.240
86,T87,T87,Tommy Armour III,65,5.3,39,736,E
87,T87,T87,Bill Haas,99,5.3,65,1226,+0.215
88,T87,T87,Scott Verplank,88,5.3,50,944,+0.080
89,90,90,Eric Axley,91,5.27,58,1100,+0.224
90,T91,T91,J.J. Henry,96,5.21,56,1074,+0.107
91,T91,T91,Jesper Parnevik,84,5.21,53,1018,+0.321
92,93,93,Ernie Els,69,5.2,34,654,-0.059
93,94,94,Tjaart van der Walt,60,5.1,37,726,+0.054
94,95,95,Bob May,65,5.08,38,748,E
95,T96,T96,Jeff Brehaut,100,5.07,60,1184,+0.133
96,T96,T96,Jonathan Byrd,66,5.07,38,749,E
97,98,98,Henrik Bjornstad,97,5.06,63,1244,+0.095
98,99,99,D.A. Points,82,5.04,50,992,+0.280
99,100,100,Doug Barron,74,5.03,47,935,+0.383
100,101,101,D.J. Trahan,92,5.0,53,1060,E
101,102,102,Kirk Triplett,58,4.96,34,686,+0.235
102,T103,T103,Paul Goydos,72,4.94,44,890,-0.023
103,T103,T103,Bo Van Pelt,102,4.94,62,1256,+0.161
104,105,105,Mathew Goggin,72,4.93,40,812,+0.300
105,106,106,Stuart Appleby,83,4.91,44,896,+0.114
106,T107,T107,Aaron Baddeley,78,4.84,46,950,+0.022
107,T107,T107,Jeff Maggert,81,4.84,46,950,+0.239
108,T109,T109,Daisuke Maruyama,83,4.82,47,976,+0.234
109,T109,T109,Rory Sabbatini,84,4.82,43,892,+0.349
110,T109,T109,Vaughn Taylor,88,4.82,52,1078,+0.115
111,T109,T109,Duffy Waldorf,96,4.82,55,1140,+0.091
112,113,113,Justin Rose,98,4.75,57,1199,+0.228
113,114,114,Jimmy Walker,60,4.74,37,780,+0.081
114,115,115,Steve Stricker,64,4.71,34,722,-0.059
115,116,116,Padraig Harrington,54,4.7,25,532,+0.080
116,117,117,Billy Andrade,78,4.68,39,834,+0.333
117,118,118,John Huston,74,4.65,42,904,+0.214
118,119,119,Robert Damron,91,4.64,53,1143,+0.019
119,T120,T120,Daniel Chopra,110,4.63,58,1254,+0.241
120,T120,T120,Ryan Hietala,61,4.63,33,712,+0.061
121,122,122,Thomas Levet,53,4.61,31,672,+0.226
122,123,123,Troy Matteson,101,4.56,56,1227,+0.125
123,124,124,Charles Howell III,96,4.53,50,1103,+0.160
124,125,125,Hunter Mahan,98,4.52,56,1238,+0.125
125,T126,T126,Alex Aragon,63,4.51,34,754,+0.088
126,T126,T126,Tim Herron,82,4.51,39,864,+0.128
127,T126,T126,Skip Kendall,72,4.51,37,820,-0.216
128,129,129,Freddie Jacobson,56,4.5,34,756,+0.088
129,130,130,Arron Oberholser,82,4.49,39,868,+0.077
130,131,131,Matt Hansen,68,4.46,36,808,+0.056
131,132,132,Brett Quigley,109,4.43,58,1309,-0.017
132,133,133,Nick Watney,97,4.42,53,1200,+0.038
133,134,134,Tag Ridings,103,4.4,55,1251,+0.255
134,T135,T135,Billy Mayfair,94,4.37,47,1076,+0.149
135,T135,T135,David McKenzie,82,4.37,42,962,+0.214
136,T135,T135,Vance Veazey,59,4.37,33,756,+0.212
137,138,138,John Daly,51,4.36,25,574,+0.240
138,139,139,Stewart Cink,93,4.34,44,1014,-0.023
139,140,140,Mike Weir,88,4.33,38,878,+0.053
140,141,141,Brent Geiberger,99,4.31,54,1253,+0.204
141,T142,T142,Danny Ellis,68,4.3,36,838,+0.167
142,T142,T142,Rod Pampling,89,4.3,39,906,+0.179
143,144,144,"Wes Short, Jr.",96,4.28,51,1192,+0.314
144,145,145,Joe Durant,101,4.27,57,1336,+0.088
145,146,146,Tim Clark,80,4.21,34,808,+0.412
146,147,147,Ryan Moore,68,4.2,34,809,+0.294
147,148,148,Roger Tambellini,64,4.19,31,740,+0.161
148,149,149,Luke Donald,66,4.15,25,602,+0.120
149,150,150,Will MacKenzie,91,4.12,43,1044,+0.047
150,151,151,Stephen Ames,63,4.06,25,616,-0.040
151,152,152,Scott Gutschewski,53,3.98,25,628,+0.400
152,153,153,Robert Garrigus,85,3.97,41,1034,+0.463
153,154,154,Geoff Ogilvy,76,3.96,29,732,+0.207
154,155,155,Jeff Gove,91,3.9,44,1127,+0.136
155,T156,T156,Brian Davis,92,3.89,44,1132,+0.045
156,T156,T156,Frank Lickliter II,99,3.89,46,1182,+0.283
157,158,158,Davis Love III,85,3.88,31,798,+0.161
158,159,159,Trevor Immelman,86,3.83,39,1017,E
159,160,160,Chris Smith,67,3.79,31,819,+0.032
160,161,161,Greg Chalmers,71,3.77,30,796,+0.233
161,162,162,Kris Cox,83,3.69,37,1004,+0.324
162,T163,T163,James Driscoll,80,3.68,39,1060,+0.462
163,T163,T163,John Rollins,93,3.68,39,1060,+0.256
164,165,165,José María Olazábal,62,3.67,20,545,+0.350
165,166,166,Marco Dawson,87,3.63,39,1073,+0.282
166,167,167,Retief Goosen,68,3.58,23,642,+0.043
167,168,168,Ian Poulter,53,3.57,21,588,-0.048
168,169,169,David Toms,76,3.56,31,872,+0.161
169,170,170,Charley Hoffman,100,3.55,44,1238,+0.114
170,171,171,Harrison Frazar,95,3.53,37,1048,+0.081
171,172,172,Lucas Glover,105,3.49,42,1204,+0.048
172,173,173,Bubba Dickerson,98,3.42,41,1199,+0.366
173,174,174,Ryan Palmer,101,3.41,39,1144,+0.308
174,175,175,Vijay Singh,103,3.4,40,1176,+0.250
175,176,176,Adam Scott,70,3.38,24,711,-0.042
176,T177,T177,Fred Couples,52,3.35,15,448,+0.067
177,T177,T177,Brett Wetterich,82,3.35,34,1014,+0.059
178,179,179,Jonathan Kaye,95,3.33,40,1201,+0.175
179,180,180,Mathias Grönberg,92,3.26,36,1103,+0.250
180,181,181,Alex Cejka,93,3.23,36,1116,+0.083
181,182,182,Camilo Villegas,95,3.15,36,1144,+0.306
182,183,183,David Howell,52,3.1,13,420,+0.462
183,184,184,Chris Couch,75,3.0,28,932,+0.429
184,185,185,Jeff Overton,95,2.88,35,1216,+0.229
185,186,186,Joe Ogilvie,95,2.84,31,1091,+0.194
186,187,187,Zach Johnson,98,2.79,30,1074,E
187,188,188,J.B. Holmes,81,2.73,24,880,+0.292
188,189,189,Tiger Woods,55,2.7,14,518,-0.071
189,190,190,Robert Allenby,79,2.63,22,836,+0.227
190,191,191,Charles Warren,93,2.57,29,1128,-0.069
191,192,192,Greg Owen,79,2.54,22,866,+0.409
192,193,193,Rich Beem,85,2.42,22,908,+0.182
193,194,194,Nicholas Thompson,96,2.02,22,1088,+0.318
194,195,195,Phil Mickelson,74,1.98,13,658,+0.077
195,196,196,Craig Barlow,77,1.72,14,812,+0.429
