,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
59,60,60,Brent Geiberger,99,22.99,311,1353,1.77
60,61,61,Zach Johnson,98,23.07,251,1088,1.67
61,62,62,Marco Dawson,87,23.08,280,1213,0.46
62,63,63,Bubba Dickerson,98,23.09,309,1338,1.72
63,64,64,Todd Fischer,101,23.11,318,1376,0.91
64,65,65,Stephen Leaney,84,23.22,271,1167,1.7
65,T66,T66,Robert Allenby,79,23.24,198,852,0.51
66,T66,T66,Eric Axley,91,23.24,288,1239,0.69
67,68,68,Mark Wilson,79,23.32,247,1059,1.5
68,T69,T69,J.L. Lewis,57,23.37,186,796,2.15
69,T69,T69,Mike Sposa,68,23.37,212,907,1.65
70,71,71,Brian Gay,107,23.39,348,1488,1.41
71,72,72,Ryan Moore,68,23.47,200,852,1.8
72,73,73,Ben Curtis,86,23.48,236,1005,1.4
73,74,74,Jonathan Byrd,66,23.52,202,859,0.5
74,75,75,Arjun Atwal,97,23.68,313,1322,1.53
75,76,76,Joe Ogilvie,95,23.71,295,1244,0.78
76,77,77,John Senden,96,23.72,288,1214,0.49
77,78,78,Mathias Grönberg,92,23.73,295,1243,1.02
78,79,79,Steve Flesch,119,23.9,370,1548,1.51
79,80,80,Mark Calcavecchia,94,23.91,280,1171,1.07
80,81,81,Bernhard Langer,77,23.94,220,919,1.09
81,82,82,Justin Rose,98,23.97,304,1268,0.66
82,83,83,Tim Petrovic,95,24.17,307,1270,1.17
83,84,84,Jon Mills,68,24.4,225,922,2.18
84,85,85,Billy Andrade,78,24.47,231,944,0.65
85,86,86,Kenny Perry,73,24.54,213,868,1.36
86,87,87,Ryan Palmer,101,24.62,326,1324,1.81
87,T88,T88,Steve Jones,83,24.63,268,1088,1.75
88,T88,T88,Kevin Sutherland,100,24.63,329,1336,1.25
89,90,90,Chris DiMarco,83,24.7,228,923,1.27
90,91,91,Jonathan Kaye,95,24.75,318,1285,1.1
91,92,92,Jeff Gove,91,24.77,300,1211,0.53
92,93,93,Sean O'Hair,100,24.91,293,1176,1.19
93,94,94,Paul Stankowski,70,25.03,244,975,0.57
94,95,95,Tom Pernice Jr.,108,25.11,335,1334,1.07
95,96,96,Robert Damron,91,25.16,319,1268,1.38
96,97,97,Jeff Sluman,101,25.24,319,1264,1.32
97,98,98,Bob Tway,81,25.27,261,1033,1.38
98,99,99,Padraig Harrington,54,25.38,135,532,0.81
99,100,100,D.A. Points,82,25.45,284,1116,2.18
100,101,101,Michael Connell,51,25.56,171,669,2.05
101,102,102,Harrison Frazar,95,25.62,311,1214,1.0
102,103,103,Bob May,65,25.67,221,861,0.54
103,104,104,Mathew Goggin,72,25.7,237,922,1.6
104,105,105,José María Olazábal,62,25.72,151,587,1.19
105,106,106,Vaughn Taylor,88,25.8,289,1120,1.21
106,107,107,David Howell,52,25.81,112,434,2.68
107,108,108,Lucas Glover,105,25.84,329,1273,1.4
108,109,109,Dean Wilson,115,25.89,378,1460,0.63
109,T110,T110,Steve Lowery,99,25.91,328,1266,1.37
110,T110,T110,Hidemichi Tanaka,74,25.91,264,1019,2.54
111,112,112,Rich Beem,85,25.93,257,991,1.4
112,113,113,Bob Estes,85,25.96,292,1125,0.51
113,114,114,Nathan Green,108,26.06,356,1366,0.9
114,115,115,Charles Warren,93,26.07,312,1197,0.54
115,116,116,Nick Watney,97,26.21,347,1324,0.78
116,117,117,Mike Weir,88,26.25,252,960,1.07
117,118,118,Jesper Parnevik,84,26.27,300,1142,0.37
118,119,119,Troy Matteson,101,26.28,370,1408,0.73
119,120,120,Brian Bateman,69,26.41,239,905,1.55
120,121,121,Danny Ellis,68,26.43,236,893,1.02
121,122,122,Peter Lonard,77,26.47,252,952,2.06
122,123,123,Freddie Jacobson,56,26.56,208,783,1.01
123,T124,T124,Bill Haas,99,26.57,355,1336,0.65
124,T124,T124,Pat Perez,50,26.57,178,670,0.73
125,126,126,Paul Azinger,87,26.58,315,1185,0.92
126,127,127,Henrik Bjornstad,97,26.6,353,1327,1.3
127,128,128,Chris Couch,75,26.7,271,1015,1.55
128,129,129,Craig Barlow,77,26.71,250,936,1.52
129,130,130,Daniel Chopra,110,26.81,385,1436,0.1
130,131,131,Woody Austin,107,26.94,371,1377,1.21
131,132,132,Tom Lehman,70,26.97,195,723,1.28
132,133,133,Matt Hansen,68,26.99,248,919,0.85
133,134,134,Phil Mickelson,74,27.03,200,740,0.25
134,135,135,Brett Wetterich,82,27.05,293,1083,0.99
135,136,136,K.J. Choi,93,27.1,310,1144,1.26
136,137,137,Thomas Levet,53,27.11,186,686,2.15
137,138,138,Mark O'Meara,52,27.21,166,610,1.08
138,T139,T139,Jason Gore,86,27.23,305,1120,1.05
139,T139,T139,Dudley Hart,83,27.23,311,1142,1.41
140,141,141,Sergio Garcia,59,27.34,158,578,1.39
141,142,142,Shigeki Maruyama,94,27.36,336,1228,1.04
142,143,143,Michael Allen,84,27.43,322,1174,0.78
143,144,144,Ian Leggatt,80,27.48,291,1059,1.44
144,T145,T145,Stephen Ames,63,27.57,185,671,1.57
145,T145,T145,Kris Cox,83,27.57,311,1128,1.0
146,147,147,Robert Garrigus,85,27.63,320,1158,1.06
147,148,148,Roger Tambellini,64,27.65,235,850,1.19
148,149,149,Ryuji Imada,105,27.69,378,1365,0.98
149,150,150,Davis Love III,85,27.74,248,894,0.6
150,151,151,"Wes Short, Jr.",96,27.85,359,1289,2.34
151,T152,T152,Brandt Jobe,91,27.86,295,1059,1.29
152,T152,T152,Bo Van Pelt,102,27.86,373,1339,0.7
153,154,154,John Huston,74,27.87,279,1001,1.36
154,155,155,Todd Hamilton,72,27.98,242,865,2.15
155,156,156,Lee Janzen,79,28.0,299,1068,1.57
156,157,157,Greg Chalmers,71,28.02,262,935,1.83
157,158,158,Geoff Ogilvy,76,28.03,213,760,1.64
158,159,159,Brett Quigley,109,28.06,387,1379,0.39
159,160,160,Trevor Immelman,86,28.4,301,1060,0.27
160,161,161,Shaun Micheel,96,28.45,328,1153,1.01
161,162,162,Vance Veazey,59,28.48,235,825,0.64
162,163,163,John Daly,51,28.57,172,602,1.57
163,164,164,Camilo Villegas,95,28.69,348,1213,0.34
164,165,165,Carl Pettersson,95,28.72,326,1135,1.29
165,166,166,Aaron Baddeley,78,28.73,281,978,1.39
166,167,167,Jason Schultz,77,28.8,301,1045,1.5
167,168,168,Carlos Franco,86,28.86,346,1199,1.24
168,169,169,Arron Oberholser,82,28.92,271,937,1.22
169,170,170,Tim Herron,82,29.15,272,933,1.36
170,171,171,Charley Hoffman,100,29.21,383,1311,0.84
171,172,172,Rod Pampling,89,29.23,285,975,1.54
172,173,173,Len Mattiace,59,29.27,240,820,1.25
173,174,174,Fred Couples,52,29.38,156,531,0.32
174,175,175,Tiger Woods,55,29.51,157,532,-0.7
175,T176,T176,Stewart Cink,93,29.57,304,1028,1.02
176,T176,T176,Vijay Singh,103,29.57,364,1231,0.08
177,178,178,Adam Scott,70,29.61,215,726,1.12
178,179,179,Alex Aragon,63,29.85,254,851,1.22
179,180,180,Jeff Overton,95,29.87,388,1299,0.7
180,181,181,Ryan Hietala,61,29.89,246,823,1.26
181,182,182,"John Engler, Jr.",69,29.95,280,935,2.61
182,183,183,Rory Sabbatini,84,30.06,297,988,1.21
183,184,184,J.B. Holmes,81,30.1,282,937,1.42
184,185,185,J.J. Henry,96,30.41,360,1184,1.25
185,186,186,Tag Ridings,103,30.57,416,1361,1.25
186,187,187,Chad Campbell,91,30.58,311,1017,1.41
187,188,188,Brad Faxon,78,31.04,330,1063,1.48
188,189,189,Charles Howell III,96,31.28,371,1186,0.7
189,190,190,David Duval,71,31.66,252,796,1.71
190,191,191,Stuart Appleby,83,31.82,294,924,0.92
191,192,192,Ernie Els,69,32.34,216,668,0.32
192,193,193,Bubba Watson,83,34.3,377,1099,0.45
193,194,194,Jimmy Walker,60,34.53,279,808,1.04
194,195,195,Retief Goosen,68,35.05,225,642,0.89
195,196,196,James Driscoll,80,35.66,398,1116,1.11
