,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
91,92,92,Corey Pavin,74,83.06,809,974
92,T93,T93,Trevor Immelman,86,83.0,996,1200
93,T93,T93,Ted Purdy,103,83.0,1172,1412
94,95,95,Chris DiMarco,83,82.95,905,1091
95,96,96,Bob May,65,82.93,714,861
96,T97,T97,Tom Pernice Jr.,108,82.92,1199,1446
97,T97,T97,Vijay Singh,103,82.92,1160,1399
98,99,99,J.L. Lewis,57,82.91,660,796
99,100,100,Luke Donald,66,82.86,730,881
100,101,101,Henrik Bjornstad,97,82.82,1099,1327
101,102,102,Matt Hansen,68,82.81,761,919
102,103,103,Mike Weir,88,82.77,980,1184
103,104,104,Bernhard Langer,77,82.65,829,1003
104,105,105,Shaun Micheel,96,82.6,1068,1293
105,106,106,Davis Love III,85,82.58,877,1062
106,107,107,Jesper Parnevik,84,82.56,966,1170
107,108,108,Will MacKenzie,91,82.52,1010,1224
108,109,109,Troy Matteson,101,82.39,1160,1408
109,110,110,Thomas Levet,53,82.35,588,714
110,T111,T111,Todd Fischer,101,82.34,1133,1376
111,T111,T111,Camilo Villegas,95,82.34,1068,1297
112,T113,T113,Freddie Jacobson,56,82.25,644,783
113,T113,T113,Dean Wilson,115,82.25,1270,1544
114,T115,T115,Doug Barron,74,82.22,837,1018
115,T115,T115,Bo Van Pelt,102,82.22,1170,1423
116,117,117,Charles Howell III,96,82.2,1067,1298
117,118,118,Peter Lonard,77,82.05,873,1064
118,119,119,Robert Damron,91,82.02,1040,1268
119,120,120,Shigeki Maruyama,94,82.01,1053,1284
120,121,121,Sean O'Hair,100,82.0,1125,1372
121,122,122,Phil Mickelson,74,81.95,790,964
122,123,123,Ryan Moore,68,81.94,744,908
123,T124,T124,Sergio Garcia,59,81.91,634,774
124,T124,T124,Brandt Jobe,91,81.91,1005,1227
125,126,126,Stephen Ames,63,81.89,710,867
126,T127,T127,J.J. Henry,96,81.87,1061,1296
127,T127,T127,Ian Leggatt,80,81.87,867,1059
128,129,129,Kris Cox,83,81.83,923,1128
129,130,130,D.A. Points,82,81.81,913,1116
130,131,131,Charley Hoffman,100,81.78,1118,1367
131,132,132,Arjun Atwal,97,81.77,1081,1322
132,133,133,D.J. Trahan,92,81.74,1025,1254
133,134,134,Jeff Overton,95,81.68,1061,1299
134,135,135,Harrison Frazar,95,81.65,1037,1270
135,136,136,Danny Ellis,68,81.63,729,893
136,137,137,Chris Couch,75,81.59,851,1043
137,T138,T138,Rory Sabbatini,84,81.49,942,1156
138,T138,T138,Vaughn Taylor,88,81.49,1004,1232
139,140,140,Brett Quigley,109,81.41,1191,1463
140,T141,T141,Fred Couples,52,81.4,569,699
141,T141,T141,Geoff Ogilvy,76,81.4,801,984
142,143,143,Ryan Palmer,101,81.38,1123,1380
143,T144,T144,Paul Azinger,87,81.37,987,1213
144,T144,T144,Adam Scott,70,81.37,773,950
145,146,146,Chad Campbell,91,81.29,986,1213
146,147,147,Steve Jones,83,81.21,929,1144
147,148,148,Tim Petrovic,95,81.1,1030,1270
148,149,149,Vance Veazey,59,81.09,669,825
149,150,150,Tom Lehman,70,81.08,677,835
150,151,151,Daniel Chopra,110,81.03,1209,1492
151,152,152,Brian Bateman,69,80.99,733,905
152,153,153,Jason Schultz,77,80.96,846,1045
153,154,154,Jason Gore,86,80.95,952,1176
154,155,155,Bill Haas,99,80.91,1081,1336
155,156,156,Roger Tambellini,64,80.71,686,850
156,157,157,Bob Tway,81,80.62,878,1089
157,158,158,Michael Connell,51,80.57,539,669
158,159,159,Bubba Watson,83,80.44,884,1099
159,160,160,Mark O'Meara,52,80.4,558,694
160,T161,T161,Ryuji Imada,105,80.37,1142,1421
161,T161,T161,Len Mattiace,59,80.37,659,820
162,163,163,Dudley Hart,83,80.36,929,1156
163,164,164,Robert Garrigus,85,80.22,929,1158
164,165,165,Carl Pettersson,95,80.2,1045,1303
165,166,166,Woody Austin,107,80.19,1194,1489
166,167,167,"Wes Short, Jr.",96,80.18,1056,1317
167,168,168,Carlos Franco,86,80.07,960,1199
168,169,169,Ben Crane,85,80.05,895,1118
169,170,170,Rod Pampling,89,79.93,936,1171
170,171,171,John Huston,74,79.92,800,1001
171,172,172,José María Olazábal,62,79.9,648,811
172,173,173,David Howell,52,79.84,503,630
173,174,174,Craig Barlow,77,79.51,811,1020
174,175,175,Michael Allen,84,79.47,933,1174
175,176,176,J.B. Holmes,81,79.39,855,1077
176,177,177,Stuart Appleby,83,79.3,866,1092
177,178,178,Aaron Baddeley,78,79.0,839,1062
178,179,179,Stewart Cink,93,78.84,965,1224
179,T180,T180,Tim Herron,82,78.74,889,1129
180,T180,T180,Ryan Hietala,61,78.74,648,823
181,182,182,Retief Goosen,68,78.64,659,838
182,183,183,Alex Aragon,63,78.61,669,851
183,184,184,Lee Janzen,79,78.1,856,1096
184,185,185,Jon Mills,68,77.87,718,922
185,186,186,Tag Ridings,103,77.7,1080,1390
186,187,187,Ernie Els,69,77.69,693,892
187,188,188,James Driscoll,80,77.42,864,1116
188,189,189,Brad Faxon,78,77.36,844,1091
189,190,190,"John Engler, Jr.",69,77.33,723,935
190,191,191,Jimmy Walker,60,76.86,621,808
191,192,192,Hidemichi Tanaka,74,76.74,782,1019
192,193,193,Todd Hamilton,72,76.42,768,1005
193,194,194,John Daly,51,76.09,522,686
194,195,195,Greg Chalmers,71,75.61,707,935
195,196,196,David Duval,71,74.51,719,965
