,Hit_Fairway_Percentage_RANK THIS WEEK,Hit_Fairway_Percentage_RANK LAST WEEK,Hit_Fairway_Percentage_PLAYER NAME,Hit_Fairway_Percentage_ROUNDS,Hit_Fairway_Percentage_%,Hit_Fairway_Percentage_FAIRWAYS HIT,Hit_Fairway_Percentage_POSSIBLE FAIRWAYS,Hit_Fairway_Percentage_RELATIVE TO PAR
59,60,60,Padraig Harrington,54,66.35,353,532,-0.21
60,61,61,Jeff Brehaut,100,66.32,886,1336,-0.14
61,62,62,Chris Smith,67,66.13,617,933,-0.14
62,63,63,Steve Flesch,119,66.09,1023,1548,-0.17
63,T64,T64,Ben Crane,85,66.0,627,950,-0.17
64,T64,T64,Ted Purdy,103,66.0,821,1244,-0.17
65,66,66,Jeff Gove,91,65.98,799,1211,-0.15
66,67,67,K.J. Choi,93,65.91,754,1144,-0.18
67,68,68,Tom Pernice Jr.,108,65.82,878,1334,-0.14
68,69,69,Stephen Leaney,84,65.81,768,1167,-0.17
69,70,70,Mike Sposa,68,65.71,596,907,-0.11
70,71,71,Jonathan Kaye,95,65.53,842,1285,-0.14
71,72,72,Patrick Sheehan,104,65.35,911,1394,-0.13
72,73,73,Peter Lonard,77,65.23,621,952,-0.08
73,74,74,D.J. Trahan,92,65.17,799,1226,-0.16
74,75,75,Mark Calcavecchia,94,65.16,763,1171,-0.11
75,76,76,Scott Gutschewski,53,65.12,463,711,-0.2
76,77,77,Jeff Sluman,101,65.11,823,1264,-0.17
77,78,78,Bob Estes,85,65.07,732,1125,-0.18
78,79,79,Todd Fischer,101,64.97,894,1376,-0.14
79,T80,T80,John Senden,96,64.91,788,1214,-0.2
80,T80,T80,Charles Warren,93,64.91,777,1197,-0.18
81,82,82,John Rollins,93,64.8,786,1213,-0.22
82,83,83,Chris DiMarco,83,64.79,598,923,-0.16
83,84,84,J.L. Lewis,57,64.7,515,796,-0.1
84,85,85,Kevin Sutherland,100,64.67,864,1336,-0.18
85,86,86,Lucas Glover,105,64.49,821,1273,-0.24
86,87,87,Jonathan Byrd,66,64.26,552,859,-0.21
87,88,88,Justin Rose,98,64.12,813,1268,-0.21
88,89,89,Joe Ogilvie,95,64.07,797,1244,-0.17
89,90,90,David Howell,52,64.06,278,434,-0.19
90,91,91,Tim Petrovic,95,63.94,812,1270,-0.13
91,92,92,Eric Axley,91,63.92,792,1239,-0.18
92,93,93,Dean Wilson,115,63.9,933,1460,-0.16
93,94,94,Thomas Levet,53,63.7,437,686,-0.07
94,95,95,Nathan Green,108,63.69,870,1366,-0.18
95,96,96,Mathew Goggin,72,63.67,587,922,-0.15
96,97,97,Vaughn Taylor,88,63.57,712,1120,-0.21
97,98,98,Mike Weir,88,63.54,610,960,-0.18
98,99,99,Arjun Atwal,97,63.46,839,1322,-0.16
99,100,100,Sean O'Hair,100,63.35,745,1176,-0.1
100,101,101,Will MacKenzie,91,63.15,773,1224,-0.21
101,102,102,Paul Azinger,87,63.12,748,1185,-0.17
102,103,103,Robert Damron,91,63.09,800,1268,-0.15
103,104,104,Bubba Dickerson,98,63.0,843,1338,-0.15
104,105,105,Mathias Grönberg,92,62.99,783,1243,-0.14
105,106,106,Adam Scott,70,62.95,457,726,-0.22
106,107,107,Henrik Bjornstad,97,62.92,835,1327,-0.12
107,108,108,Bernhard Langer,77,62.89,578,919,-0.19
108,109,109,Freddie Jacobson,56,62.71,491,783,-0.16
109,110,110,D.A. Points,82,62.63,699,1116,-0.18
110,111,111,Rich Beem,85,62.56,620,991,-0.2
111,112,112,Steve Lowery,99,62.48,791,1266,-0.19
112,113,113,Trevor Immelman,86,62.45,662,1060,-0.23
113,114,114,Ryan Palmer,101,62.39,826,1324,-0.19
114,115,115,Tom Lehman,70,62.38,451,723,-0.12
115,116,116,Brett Wetterich,82,62.23,674,1083,-0.19
116,117,117,Arron Oberholser,82,62.22,583,937,-0.19
117,118,118,Nick Watney,97,62.16,823,1324,-0.2
118,119,119,Stephen Ames,63,62.15,417,671,-0.25
119,120,120,Brandt Jobe,91,62.13,658,1059,-0.19
120,121,121,Chris Couch,75,61.97,629,1015,-0.17
121,122,122,Bob May,65,61.9,533,861,-0.16
122,123,123,Billy Andrade,78,61.86,584,944,-0.13
123,124,124,Bob Tway,81,61.67,637,1033,-0.19
124,125,125,Carl Pettersson,95,61.59,699,1135,-0.17
125,126,126,Jesper Parnevik,84,61.56,703,1142,-0.18
126,127,127,Paul Stankowski,70,61.44,599,975,-0.13
127,128,128,Bo Van Pelt,102,61.39,822,1339,-0.18
128,129,129,Shigeki Maruyama,94,61.32,753,1228,-0.18
129,130,130,Michael Connell,51,61.29,410,669,-0.12
130,131,131,Ian Leggatt,80,61.28,649,1059,-0.15
131,132,132,Marco Dawson,87,61.25,743,1213,-0.18
132,133,133,José María Olazábal,62,61.16,359,587,-0.15
133,134,134,Shaun Micheel,96,61.14,705,1153,-0.19
134,135,135,Harrison Frazar,95,61.12,742,1214,-0.23
135,136,136,Sergio Garcia,59,61.07,353,578,-0.19
136,137,137,Geoff Ogilvy,76,61.05,464,760,-0.21
137,138,138,Aaron Baddeley,78,61.04,597,978,-0.15
138,139,139,Woody Austin,107,61.0,840,1377,-0.18
139,140,140,Jason Gore,86,60.8,681,1120,-0.12
140,141,141,Danny Ellis,68,60.58,541,893,-0.13
141,142,142,Tiger Woods,55,60.53,322,532,-0.34
142,143,143,Brian Bateman,69,60.22,545,905,-0.17
143,144,144,Stewart Cink,93,60.21,619,1028,-0.21
144,145,145,Matt Hansen,68,60.17,553,919,-0.13
145,146,146,J.J. Henry,96,59.88,709,1184,-0.2
146,147,147,Kris Cox,83,59.75,674,1128,-0.17
147,148,148,Craig Barlow,77,59.72,559,936,-0.26
148,149,149,Vijay Singh,103,59.63,734,1231,-0.23
149,T150,T150,Davis Love III,85,59.62,533,894,-0.18
150,T150,T150,Jason Schultz,77,59.62,623,1045,-0.14
151,152,152,Troy Matteson,101,59.52,838,1408,-0.18
152,153,153,Hidemichi Tanaka,74,59.47,606,1019,-0.08
153,T154,T154,Phil Mickelson,74,59.46,440,740,-0.29
154,T154,T154,Brett Quigley,109,59.46,820,1379,-0.21
155,156,156,Pat Perez,50,59.4,398,670,-0.16
156,T157,T157,Dudley Hart,83,59.28,677,1142,-0.17
157,T157,T157,Rod Pampling,89,59.28,578,975,-0.23
158,159,159,Ryuji Imada,105,59.27,809,1365,-0.19
159,160,160,John Huston,74,59.24,593,1001,-0.17
160,161,161,Camilo Villegas,95,59.11,717,1213,-0.21
161,162,162,Stuart Appleby,83,58.98,545,924,-0.21
162,163,163,Charley Hoffman,100,58.96,773,1311,-0.23
163,164,164,Tim Herron,82,58.63,547,933,-0.17
164,165,165,Chad Campbell,91,58.6,596,1017,-0.19
165,166,166,"Wes Short, Jr.",96,58.49,754,1289,-0.12
166,167,167,Jeff Overton,95,58.43,759,1299,-0.16
167,168,168,Bill Haas,99,58.31,779,1336,-0.18
168,169,169,"John Engler, Jr.",69,58.29,545,935,-0.1
169,170,170,Michael Allen,84,58.18,683,1174,-0.18
170,171,171,Brad Faxon,78,58.04,617,1063,-0.1
171,172,172,Roger Tambellini,64,57.76,491,850,-0.1
172,173,173,Vance Veazey,59,57.7,476,825,-0.13
173,174,174,Mark O'Meara,52,57.54,351,610,-0.09
174,175,175,Robert Garrigus,85,57.51,666,1158,-0.21
175,T176,T176,Ernie Els,69,57.34,383,668,-0.21
176,T176,T176,Charles Howell III,96,57.34,680,1186,-0.17
177,178,178,Retief Goosen,68,57.32,368,642,-0.23
178,179,179,Jon Mills,68,57.27,528,922,-0.13
179,180,180,Len Mattiace,59,57.07,468,820,-0.08
180,181,181,Daniel Chopra,110,56.82,816,1436,-0.23
181,182,182,Rory Sabbatini,84,56.78,561,988,-0.16
182,183,183,Lee Janzen,79,56.65,605,1068,-0.14
183,184,184,Todd Hamilton,72,56.18,486,865,-0.11
184,185,185,Carlos Franco,86,55.96,671,1199,-0.16
185,186,186,J.B. Holmes,81,55.18,517,937,-0.23
186,187,187,Tag Ridings,103,54.59,743,1361,-0.17
187,188,188,John Daly,51,54.15,326,602,-0.13
188,189,189,Greg Chalmers,71,54.12,506,935,-0.15
189,190,190,Fred Couples,52,54.05,287,531,-0.11
190,191,191,David Duval,71,53.02,422,796,-0.17
191,192,192,Bubba Watson,83,52.14,573,1099,-0.24
192,193,193,Alex Aragon,63,51.12,435,851,-0.11
193,194,194,Ryan Hietala,61,50.91,419,823,-0.14
194,195,195,James Driscoll,80,50.9,568,1116,-0.11
195,196,196,Jimmy Walker,60,49.88,403,808,-0.17
