,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
44,45,45,Daisuke Maruyama,83,107,39,68
45,46,46,J.J. Henry,96,108,86,22
46,47,47,Bubba Dickerson,98,109,19,90
47,T48,T48,Chris Couch,75,112,40,72
48,T48,T48,Skip Kendall,72,112,69,43
49,50,50,Jason Bohn,104,117,33,84
50,T51,T51,Jeff Brehaut,100,118,77,41
51,T51,T51,Billy Mayfair,94,118,63,55
52,T51,T51,David Toms,76,118,47,71
53,T54,T54,Brian Davis,92,119,22,97
54,T54,T54,Charley Hoffman,100,119,66,53
55,T56,T56,Bo Van Pelt,102,120,60,60
56,T56,T56,Nick Watney,97,120,24,96
57,58,58,Padraig Harrington,54,122,13,109
58,T59,T59,Eric Axley,91,124,36,88
59,T59,T59,Kent Jones,103,124,32,92
60,61,61,Omar Uresti,61,130,66,64
61,62,62,Troy Matteson,101,138,72,66
62,63,63,Mark Wilson,79,139,113,26
63,64,64,Joey Sindelar,90,141,124,17
64,T65,T65,Sergio Garcia,59,142,105,37
65,T65,T65,Bubba Watson,83,142,92,50
66,67,67,Kris Cox,83,143,80,63
67,68,68,Stephen Ames,63,145,87,58
68,69,69,Jerry Kelly,100,147,101,46
69,70,70,Paul Stankowski,70,148,64,84
70,71,71,Henrik Bjornstad,97,155,30,125
71,72,72,Brent Geiberger,99,156,44,112
72,73,73,Richard Johnson,94,157,80,77
73,74,74,Sean O'Hair,100,161,44,117
74,T75,T75,Harrison Frazar,95,163,28,135
75,T75,T75,Fred Funk,106,163,98,65
76,T77,T77,Vijay Singh,103,164,133,31
77,T77,T77,Scott Verplank,88,164,87,77
78,79,79,Ryan Moore,68,165,15,150
79,T80,T80,Steve Flesch,119,166,87,79
80,T80,T80,David McKenzie,82,166,80,86
81,82,82,Jeff Maggert,81,167,69,98
82,83,83,Shaun Micheel,96,168,132,36
83,84,84,Ron Whittaker,81,169,94,75
84,T85,T85,John Cook,67,170,103,67
85,T85,T85,J.P. Hayes,55,170,43,127
86,T87,T87,Jerry Smith,94,171,116,55
87,T87,T87,Camilo Villegas,95,171,69,102
88,89,89,Bob Estes,85,172,121,51
89,90,90,Arron Oberholser,82,173,162,11
90,91,91,Luke Donald,66,174,100,74
91,T92,T92,Ryan Palmer,101,176,47,129
92,T92,T92,Kirk Triplett,58,176,72,104
93,94,94,Tjaart van der Walt,60,184,62,122
94,95,95,Chad Campbell,91,186,148,38
95,T96,T96,Thomas Levet,53,187,105,82
96,T96,T96,Jeff Overton,95,187,85,102
97,98,98,J.B. Holmes,81,188,87,101
98,99,99,D.J. Trahan,92,190,53,137
99,100,100,Robert Garrigus,85,193,74,119
100,101,101,Roger Tambellini,64,196,101,95
101,102,102,Pat Perez,50,198,80,118
102,103,103,Brett Quigley,109,200,169,31
103,T104,T104,Joe Ogilvie,95,203,92,111
104,T104,T104,Patrick Sheehan,104,203,64,139
105,106,106,Brian Bateman,69,204,84,120
106,107,107,Fred Couples,52,208,108,100
107,T108,T108,Jason Gore,86,209,51,158
108,T108,T108,Larry Mize,53,209,77,132
109,110,110,Stephen Leaney,84,211,166,45
110,111,111,Chris Riley,86,214,41,173
111,112,112,Paul Goydos,72,216,112,104
112,113,113,Retief Goosen,68,218,126,92
113,T114,T114,Billy Andrade,78,219,157,62
114,T114,T114,Geoff Ogilvy,76,219,59,160
115,116,116,Olin Browne,108,220,94,126
116,117,117,Robert Gamez,94,223,108,115
117,118,118,Tim Clark,80,224,144,80
118,T119,T119,Marco Dawson,87,226,113,113
119,T119,T119,Steve Lowery,99,226,134,92
120,121,121,Mike Weir,88,228,169,59
121,122,122,Charles Howell III,96,233,150,83
122,T123,T123,Craig Barlow,77,234,147,87
123,T123,T123,Chris DiMarco,83,234,174,60
124,T123,T123,Freddie Jacobson,56,234,96,138
125,126,126,Arjun Atwal,97,240,105,135
126,T127,T127,Bernhard Langer,77,248,159,89
127,T127,T127,Jesper Parnevik,84,248,124,124
128,129,129,Tom Pernice Jr.,108,251,131,120
129,130,130,Justin Leonard,83,252,103,149
130,T131,T131,Bill Haas,99,253,126,127
131,T131,T131,Tom Lehman,70,253,172,81
132,133,133,Stewart Cink,93,256,142,114
133,134,134,Ben Curtis,86,257,150,107
134,135,135,Tommy Armour III,65,259,117,142
135,136,136,Mike Sposa,68,263,108,155
136,137,137,Vaughn Taylor,88,264,130,134
137,138,138,José María Olazábal,62,268,177,91
138,T139,T139,David Howell,52,269,117,152
139,T139,T139,Dean Wilson,115,269,163,106
140,141,141,Daniel Chopra,110,270,122,148
141,T142,T142,Shane Bertsch,104,273,134,139
142,T142,T142,Ian Leggatt,80,273,122,151
143,144,144,Jeff Sluman,101,274,166,108
144,145,145,D.A. Points,82,278,117,161
145,146,146,John Daly,51,280,96,184
146,147,147,Tag Ridings,103,281,98,183
147,148,148,Carlos Franco,86,284,174,110
148,149,149,Ernie Els,69,286,143,143
149,150,150,Danny Ellis,68,287,117,170
150,151,151,Brian Gay,107,289,136,153
151,152,152,Greg Kraft,79,290,126,164
152,153,153,Jon Mills,68,291,126,165
153,154,154,Jason Schultz,77,293,140,153
154,155,155,Ryan Hietala,61,294,108,186
155,156,156,Mark Brooks,90,297,136,161
156,157,157,Corey Pavin,74,300,155,145
157,158,158,"Wes Short, Jr.",96,301,171,130
158,T159,T159,Alex Aragon,63,305,115,190
159,T159,T159,Tim Herron,82,305,136,169
160,T159,T159,Ryuji Imada,105,305,189,116
161,T162,T162,Stuart Appleby,83,307,160,147
162,T162,T162,Shigeki Maruyama,94,307,163,144
163,T162,T162,Rory Sabbatini,84,307,185,122
164,165,165,Mark Calcavecchia,94,313,136,177
165,166,166,Bob Tway,81,315,184,131
166,167,167,Woody Austin,107,316,149,167
167,168,168,Ben Crane,85,318,140,178
168,T169,T169,Michael Connell,51,321,188,133
169,T169,T169,John Huston,74,321,150,171
170,171,171,Paul Azinger,87,324,150,174
171,172,172,Robert Damron,91,327,181,146
172,T173,T173,Dudley Hart,83,328,187,141
173,T173,T173,Peter Lonard,77,328,173,155
174,175,175,Doug Barron,74,330,145,185
175,176,176,Michael Allen,84,331,165,166
176,T177,T177,David Duval,71,332,145,187
177,T177,T177,Rod Pampling,89,332,160,172
178,179,179,Jimmy Walker,60,333,154,179
179,180,180,Nathan Green,108,335,177,158
180,181,181,James Driscoll,80,339,158,181
181,T182,T182,J.L. Lewis,57,341,174,167
182,T182,T182,Carl Pettersson,95,341,166,175
183,184,184,Steve Jones,83,342,179,163
184,185,185,Aaron Baddeley,78,348,155,193
185,186,186,Lee Janzen,79,351,194,157
186,187,187,Todd Fischer,101,357,181,176
187,188,188,Tim Petrovic,95,362,180,182
188,189,189,Vance Veazey,59,370,190,180
189,190,190,"John Engler, Jr.",69,374,186,188
190,191,191,Len Mattiace,59,375,183,192
191,192,192,Greg Chalmers,71,382,191,191
192,193,193,Mark O'Meara,52,384,195,189
193,194,194,Hidemichi Tanaka,74,387,192,195
194,195,195,Todd Hamilton,72,389,193,196
195,196,196,Brad Faxon,78,390,196,194
