,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
122,123,123,Justin Rose,98,6.47,82,1268,+0.61
123,124,124,"John Engler, Jr.",69,6.52,61,935,+0.41
124,125,125,Brett Quigley,109,6.53,90,1379,+0.32
125,126,126,D.A. Points,82,6.54,73,1116,+0.41
126,127,127,Geoff Ogilvy,76,6.58,50,760,+0.54
127,128,128,Brett Wetterich,82,6.65,72,1083,+0.22
128,T129,T129,Joe Ogilvie,95,6.83,85,1244,+0.21
129,T129,T129,"Wes Short, Jr.",96,6.83,88,1289,+0.27
130,131,131,Mathias Grönberg,92,6.84,85,1243,+0.19
131,132,132,D.J. Trahan,92,6.85,84,1226,+0.21
132,133,133,Nick Watney,97,6.87,91,1324,+0.31
133,134,134,Arjun Atwal,97,6.88,91,1322,+0.41
134,135,135,Chris Couch,75,6.9,70,1015,+0.30
135,136,136,Jeff Overton,95,6.93,90,1299,+0.21
136,137,137,José María Olazábal,62,6.98,41,587,+0.24
137,138,138,Jason Schultz,77,7.08,74,1045,+0.36
138,139,139,Camilo Villegas,95,7.09,86,1213,+0.48
139,140,140,Alex Cejka,93,7.1,90,1268,+0.32
140,T141,T141,Charley Hoffman,100,7.17,94,1311,+0.23
141,T141,T141,John Rollins,93,7.17,87,1213,+0.25
142,143,143,John Huston,74,7.19,72,1001,+0.44
143,144,144,Bob May,65,7.2,62,861,+0.31
144,145,145,Scott Gutschewski,53,7.31,52,711,+0.40
145,146,146,Tiger Woods,55,7.33,39,532,+0.03
146,T147,T147,Danny Ellis,68,7.39,66,893,+0.35
147,T147,T147,Patrick Sheehan,104,7.39,103,1394,+0.26
148,149,149,Tim Petrovic,95,7.4,94,1270,+0.44
149,150,150,Jonathan Byrd,66,7.45,64,859,+0.09
150,151,151,Ian Leggatt,80,7.46,79,1059,+0.67
151,T152,T152,Craig Barlow,77,7.48,70,936,+0.30
152,T152,T152,Sean O'Hair,100,7.48,88,1176,+0.30
153,T152,T152,Ryan Palmer,101,7.48,99,1324,+0.20
154,T155,T155,Eric Axley,91,7.51,93,1239,+0.48
155,T155,T155,Bernhard Langer,77,7.51,69,919,+0.09
156,157,157,Len Mattiace,59,7.56,62,820,+0.50
157,158,158,Rory Sabbatini,84,7.59,75,988,+0.13
158,159,159,James Driscoll,80,7.62,85,1116,+0.46
159,160,160,Phil Mickelson,74,7.7,57,740,+0.28
160,161,161,Paul Stankowski,70,7.79,76,975,+0.37
161,T162,T162,Billy Andrade,78,7.84,74,944,+0.24
162,T162,T162,Carlos Franco,86,7.84,94,1199,+0.37
163,164,164,Jason Gore,86,7.86,88,1120,+0.38
164,165,165,Bubba Dickerson,98,7.92,106,1338,+0.31
165,166,166,Dudley Hart,83,7.97,91,1142,+0.29
166,T167,T167,Michael Allen,84,8.01,94,1174,+0.40
167,T167,T167,Bill Haas,99,8.01,107,1336,+0.21
168,169,169,Bob Tway,81,8.03,83,1033,+0.46
169,170,170,Pat Perez,50,8.06,54,670,+0.37
170,171,171,Brian Bateman,69,8.07,73,905,+0.45
171,172,172,Matt Hansen,68,8.16,75,919,+0.31
172,173,173,Michael Connell,51,8.22,55,669,+0.47
173,174,174,Kris Cox,83,8.24,93,1128,+0.32
174,175,175,Will MacKenzie,91,8.5,104,1224,+0.27
175,176,176,Troy Matteson,101,8.59,121,1408,+0.25
176,177,177,Bubba Watson,83,8.64,95,1099,+0.15
177,178,178,Jimmy Walker,60,8.66,70,808,+0.50
178,179,179,Roger Tambellini,64,8.71,74,850,+0.43
179,180,180,Marco Dawson,87,8.74,106,1213,+0.39
180,181,181,Harrison Frazar,95,9.06,110,1214,+0.24
181,182,182,Daniel Chopra,110,9.19,132,1436,+0.26
182,183,183,Hidemichi Tanaka,74,9.22,94,1019,+0.60
183,184,184,David Duval,71,9.42,75,796,+0.48
184,185,185,Todd Hamilton,72,9.6,83,865,+0.42
185,186,186,Mark O'Meara,52,9.67,59,610,+0.17
186,187,187,J.B. Holmes,81,9.71,91,937,+0.36
187,188,188,Fred Couples,52,9.98,53,531,+0.02
188,189,189,Tag Ridings,103,10.07,137,1361,+0.44
189,190,190,Lee Janzen,79,10.39,111,1068,+0.41
190,191,191,Robert Garrigus,85,10.54,122,1158,+0.50
191,192,192,Jon Mills,68,11.06,102,922,+0.37
192,193,193,Greg Chalmers,71,11.12,104,935,+0.51
193,194,194,John Daly,51,11.3,68,602,+0.44
194,195,195,Alex Aragon,63,13.28,113,851,+0.42
195,196,196,Ryan Hietala,61,13.37,110,823,+0.25
