,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
154,T155,T155,Steve Flesch,27,2.97,261,88
155,T155,T155,Scott Gutschewski,23,2.97,199,67
156,T157,T157,Colt Knost,27,2.99,239,80
157,T157,T157,Jhonattan Vegas,25,2.99,251,84
158,T159,T159,Shaun Micheel,27,3.0,231,77
159,T159,T159,Daniel Summerhays,29,3.0,225,75
160,T161,T161,David Duval,24,3.01,202,67
161,T161,T161,Alex Prugh,29,3.01,247,82
162,T161,T161,Camilo Villegas,25,3.01,205,68
163,164,164,Stuart Appleby,24,3.02,196,65
164,T165,T165,Cameron Beckman,25,3.04,216,71
165,T165,T165,Kevin Kisner,24,3.04,213,70
166,167,167,Bobby Gates,29,3.05,250,82
167,T168,T168,Andres Gonzales,21,3.07,184,60
168,T168,T168,Ben Martin,25,3.07,227,74
169,170,170,Ángel Cabrera,17,3.08,154,50
170,T171,T171,Steven Bowditch,28,3.09,266,86
171,T171,T171,Marc Turnesa,20,3.09,167,54
172,173,173,Rich Beem,21,3.13,166,53
173,174,174,Harrison Frazar,19,3.14,182,58
174,175,175,Bio Kim,25,3.17,225,71
175,176,176,Jarrod Lyle,29,3.19,265,83
176,177,177,J.P. Hayes,19,3.2,179,56
177,T178,T178,Joseph Bramlett,25,3.21,234,73
178,T178,T178,Sean O'Hair,24,3.21,225,70
179,180,180,D.J. Brigman,23,3.22,216,67
180,181,181,Justin Hicks,23,3.23,194,60
181,182,182,Martin Piller,23,3.24,204,63
182,183,183,Zack Miller,30,3.27,281,86
183,184,184,Will Strickler,19,3.35,171,51
184,185,185,Derek Lamely,26,3.38,220,65
185,186,186,Rocco Mediate,23,3.47,184,53
