,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
48,T43,T43,Jhonattan Vegas,84,70.0,1610,23
49,T50,T50,Kris Blanks,92,70.05,1331,19
50,T50,T50,J.J. Henry,96,70.05,1331,19
51,52,52,Kevin Na,84,70.07,981,14
52,53,53,Will Strickler,51,70.1,701,10
53,54,54,William McGirt,103,70.12,1753,25
54,T55,T55,Jason Bohn,74,70.13,1122,16
55,T55,T55,Troy Matteson,91,70.13,1052,15
56,T57,T57,Brian Gay,90,70.15,912,13
57,T57,T57,Chris Kirk,87,70.15,912,13
58,T57,T57,Kevin Streelman,90,70.15,1403,20
59,T60,T60,K.J. Choi,77,70.17,1263,18
60,T60,T60,David Duval,67,70.17,842,12
61,62,62,Woody Austin,59,70.2,1053,15
62,63,63,Bubba Watson,85,70.21,1334,19
63,64,64,Keegan Bradley,91,70.26,1335,19
64,65,65,Trevor Immelman,84,70.3,1406,20
65,66,66,Spencer Levin,113,70.31,1125,16
66,67,67,Vijay Singh,79,70.35,1196,17
67,T68,T68,Briny Baird,60,70.36,774,11
68,T68,T68,Dean Wilson,62,70.36,985,14
69,70,70,Jim Renner,65,70.42,845,12
70,T71,T71,Stewart Cink,72,70.43,986,14
71,T71,T71,Tim Petrovic,88,70.43,1479,21
72,T73,T73,Joe Ogilvie,75,70.47,1057,15
73,T73,T73,Scott Piercy,78,70.47,1057,15
74,75,75,Cameron Tringale,110,70.48,1621,23
75,T76,T76,Carl Pettersson,95,70.5,1128,16
76,T76,T76,Michael Thompson,79,70.5,1269,18
77,T78,T78,Blake Adams,116,70.53,1340,19
78,T78,T78,Heath Slocum,89,70.53,1340,19
79,80,80,George McNeill,69,70.54,917,13
80,T81,T81,Padraig Harrington,60,70.57,988,14
81,T81,T81,Tim Herron,85,70.57,1482,21
82,T81,T81,Ian Poulter,52,70.57,494,7
83,84,84,Steve Elkington,50,70.62,918,13
84,85,85,Ernie Els,71,70.63,1342,19
85,86,86,Charley Hoffman,93,70.64,989,14
86,T87,T87,James Driscoll,71,70.65,1201,17
87,T87,T87,Pat Perez,76,70.65,1201,17
88,T89,T89,Robert Garrigus,83,70.67,848,12
89,T89,T89,Davis Love III,70,70.67,1060,15
90,T89,T89,Chris Riley,76,70.67,1484,21
91,T92,T92,Stephen Ames,69,70.68,1555,22
92,T92,T92,Joe Durant,71,70.68,1343,19
93,94,94,Chris DiMarco,93,70.7,1414,20
94,T95,T95,Chez Reavie,92,70.71,990,14
95,T95,T95,Chris Stroud,88,70.71,990,14
96,97,97,Hunter Mahan,92,70.74,1344,19
97,T98,T98,David Hearn,88,70.75,1698,24
98,T98,T98,Kent Jones,76,70.75,1132,16
99,T100,T100,Michael Bradley,74,70.78,637,9
100,T100,T100,Bo Van Pelt,92,70.78,637,9
101,102,102,Colt Knost,80,70.79,1699,24
102,103,103,Josh Teater,104,70.8,1416,20
103,104,104,Steve Marino,76,70.81,1133,16
104,105,105,Charlie Wi,83,70.82,1558,22
105,T106,T106,Paul Goydos,81,70.83,1629,23
106,T106,T106,Nate Smith,66,70.83,850,12
107,T108,T108,Ben Martin,74,70.85,921,13
108,T108,T108,John Rollins,85,70.85,921,13
109,110,110,D.J. Trahan,91,70.86,992,14
110,T111,T111,Arjun Atwal,91,70.88,1205,17
111,T111,T111,Jonathan Byrd,83,70.88,1205,17
112,113,113,Justin Leonard,82,70.9,1489,21
113,114,114,Adam Scott,60,70.91,780,11
114,115,115,Anthony Kim,72,70.93,993,14
115,116,116,Steve Flesch,88,70.96,1916,27
116,T117,T117,Robert Karlsson,61,71.0,497,7
117,T117,T117,Geoff Ogilvy,69,71.0,781,11
118,T117,T117,Ryan Palmer,82,71.0,710,10
119,T117,T117,Scott Stallings,84,71.0,781,11
120,T117,T117,Johnson Wagner,81,71.0,923,13
121,T122,T122,Michael Connell,76,71.05,1350,19
122,T122,T122,Zack Miller,86,71.05,1350,19
123,124,124,Scott McCarron,65,71.06,1279,18
124,T125,T125,Aaron Baddeley,77,71.08,853,12
125,T125,T125,Ryan Moore,79,71.08,924,13
126,T127,T127,Stuart Appleby,65,71.11,640,9
127,T127,T127,Joseph Bramlett,73,71.11,1280,18
128,T129,T129,Ben Curtis,66,71.13,569,8
129,T129,T129,Alex Prugh,82,71.13,1067,15
130,T129,T129,Alexandre Rocha,65,71.13,1138,16
131,132,132,Tag Ridings,87,71.14,1494,21
132,133,133,Justin Rose,79,71.15,925,13
133,134,134,Kevin Chappell,78,71.21,1353,19
134,135,135,Nick O'Hern,89,71.22,1282,18
135,T136,T136,Billy Horschel,75,71.24,1211,17
136,T136,T136,Bryce Molder,82,71.24,1211,17
137,138,138,Andres Gonzales,60,71.25,855,12
138,139,139,Freddie Jacobson,92,71.31,927,13
139,T140,T140,Harrison Frazar,58,71.33,642,9
140,T140,T140,Garrett Willis,71,71.33,856,12
141,T142,T142,Kevin Kisner,70,71.38,928,13
142,T142,T142,Jimmy Walker,79,71.38,928,13
143,T144,T144,Jim Herman,69,71.4,714,10
144,T144,T144,Charl Schwartzel,58,71.4,357,5
145,146,146,Troy Merritt,63,71.42,857,12
146,147,147,Ryuji Imada,83,71.46,929,13
147,T148,T148,Cameron Beckman,71,71.5,1144,16
148,T148,T148,Retief Goosen,50,71.5,572,8
149,T148,T148,Bill Lunde,92,71.5,1287,18
150,151,151,Sung Kang,63,71.53,1073,15
151,152,152,Boo Weekley,66,71.54,930,13
152,153,153,Ángel Cabrera,50,71.56,644,9
153,154,154,Jarrod Lyle,83,71.57,1503,21
154,155,155,Aron Price,58,71.58,859,12
155,156,156,Rocco Mediate,53,71.62,931,13
156,157,157,Shane Bertsch,62,71.63,1146,16
157,158,158,Marc Turnesa,54,71.64,788,11
158,159,159,Dustin Johnson,72,71.67,860,12
159,T160,T160,Matt Jones,71,71.7,717,10
160,T160,T160,Graeme McDowell,50,71.7,717,10
161,162,162,Matt Bettencourt,84,71.71,1004,14
162,163,163,Fabián Gómez,84,71.72,1291,18
163,164,164,David Mathis,83,71.73,1076,15
164,165,165,D.J. Brigman,67,71.75,1148,16
165,166,166,Andres Romero,77,71.8,1077,15
166,T167,T167,Matt McQuillan,59,71.83,431,6
167,T167,T167,Kevin Stadler,88,71.83,1293,18
168,T169,T169,Bio Kim,71,71.9,719,10
169,T169,T169,Sean O'Hair,71,71.9,719,10
170,171,171,Nathan Green,81,71.92,935,13
171,172,172,Scott Gutschewski,67,72.0,1152,16
172,173,173,Steven Bowditch,86,72.06,1225,17
173,174,174,Richard Johnson,64,72.09,793,11
174,175,175,Michael Putnam,67,72.13,1082,15
175,176,176,Bobby Gates,82,72.14,1010,14
176,177,177,Daniel Summerhays,75,72.47,1232,17
177,T178,T178,J.P. Hayes,56,72.57,1016,14
178,T178,T178,J.B. Holmes,57,72.57,508,7
179,180,180,Justin Hicks,60,72.67,654,9
180,181,181,Rich Beem,53,72.73,800,11
181,T182,T182,Derek Lamely,65,72.75,1164,16
182,T182,T182,Marc Leishman,87,72.75,873,12
183,184,184,Shaun Micheel,77,72.76,1237,17
184,185,185,Martin Piller,63,73.0,949,13
185,186,186,Camilo Villegas,69,73.36,1027,14
