,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
91,T91,T91,Graeme McDowell,50,35.53,1670,47
92,T91,T91,Mark Wilson,89,35.53,3091,87
93,T94,T94,Michael Bradley,74,35.54,2630,74
94,T94,T94,Lucas Glover,74,35.54,2630,74
95,T94,T94,Hunter Haas,96,35.54,3412,96
96,T94,T94,Rod Pampling,72,35.54,2559,72
97,T94,T94,Cameron Tringale,110,35.54,3909,110
98,99,99,Greg Chalmers,88,35.55,3128,88
99,T100,T100,Ben Curtis,66,35.56,2347,66
100,T100,T100,Matt McQuillan,59,35.56,2098,59
101,T100,T100,Paul Stankowski,78,35.56,2774,78
102,103,103,David Mathis,83,35.58,2953,83
103,T104,T104,Chris DiMarco,93,35.59,3310,93
104,T104,T104,Harrison Frazar,58,35.59,2064,58
105,T104,T104,Billy Horschel,75,35.59,2669,75
106,T107,T107,Keegan Bradley,91,35.6,3240,91
107,T107,T107,Michael Putnam,67,35.6,2385,67
108,T109,T109,Tim Herron,85,35.61,3027,85
109,T109,T109,Dustin Johnson,72,35.61,2528,71
110,T109,T109,Ryan Palmer,82,35.61,2849,80
111,112,112,Michael Thompson,79,35.62,2814,79
112,T113,T113,Jim Furyk,87,35.63,3064,86
113,T113,T113,Padraig Harrington,60,35.63,2102,59
114,T113,T113,Charley Hoffman,93,35.63,3278,92
115,T113,T113,Pat Perez,76,35.63,2708,76
116,T113,T113,Scott Piercy,78,35.63,2779,78
117,T113,T113,Tag Ridings,87,35.63,3100,87
118,T119,T119,Stephen Ames,69,35.64,2459,69
119,T119,T119,Troy Matteson,91,35.64,3243,91
120,T121,T121,Ricky Barnes,78,35.65,2781,78
121,T121,T121,Jason Bohn,74,35.65,2638,74
122,T121,T121,Kevin Chappell,78,35.65,2781,78
123,T121,T121,D.A. Points,89,35.65,3173,89
124,T121,T121,Alexandre Rocha,65,35.65,2317,65
125,126,126,Justin Leonard,82,35.66,2924,82
126,T127,T127,Ernie Els,71,35.67,2461,69
127,T127,T127,Kent Jones,76,35.67,2711,76
128,T127,T127,D.J. Trahan,91,35.67,3246,91
129,T130,T130,Joe Durant,71,35.68,2533,71
130,T130,T130,Lee Janzen,62,35.68,2212,62
131,T130,T130,Y.E. Yang,63,35.68,2105,59
132,T133,T133,Rickie Fowler,84,35.69,2891,81
133,T133,T133,Robert Karlsson,61,35.69,2106,59
134,T133,T133,Aron Price,58,35.69,2070,58
135,T136,T136,Ángel Cabrera,50,35.7,1785,50
136,T136,T136,Josh Teater,104,35.7,3713,104
137,T138,T138,Steven Bowditch,86,35.72,3072,86
138,T138,T138,Nathan Green,81,35.72,2893,81
139,T140,T140,Joe Ogilvie,75,35.73,2680,75
140,T140,T140,Jhonattan Vegas,84,35.73,3001,84
141,142,142,Jeff Overton,92,35.74,3252,91
142,T143,T143,Joseph Bramlett,73,35.75,2610,73
143,T143,T143,D.J. Brigman,67,35.75,2395,67
144,T143,T143,Matt Jones,71,35.75,2538,71
145,T143,T143,Garrett Willis,71,35.75,2538,71
146,T147,T147,Alex Cejka,59,35.76,2110,59
147,T147,T147,Steve Flesch,88,35.76,3147,88
148,T147,T147,Scott Gutschewski,67,35.76,2396,67
149,T150,T150,Arjun Atwal,91,35.78,3256,91
150,T150,T150,Zack Miller,86,35.78,3077,86
151,T152,T152,Bobby Gates,82,35.83,2938,82
152,T152,T152,Kevin Kisner,70,35.83,2508,70
153,T152,T152,Jarrod Lyle,83,35.83,2974,83
154,T155,T155,Steve Elkington,50,35.86,1793,50
155,T155,T155,Fabián Gómez,84,35.86,3012,84
156,T155,T155,Paul Goydos,81,35.86,2905,81
157,T158,T158,Michael Connell,76,35.87,2726,76
158,T158,T158,Anthony Kim,72,35.87,2547,71
159,160,160,Roland Thatcher,67,35.88,2404,67
160,161,161,Ben Martin,74,35.89,2656,74
161,T162,T162,Andres Gonzales,60,35.9,2154,60
162,T162,T162,Marc Leishman,87,35.9,3123,87
163,T162,T162,Sean O'Hair,71,35.9,2513,70
164,165,165,Retief Goosen,50,35.92,1760,49
165,T166,T166,Stuart Appleby,65,35.94,2336,65
166,T166,T166,Shaun Micheel,77,35.94,2767,77
167,T168,T168,Colt Knost,80,35.96,2877,80
168,T168,T168,Alex Prugh,82,35.96,2949,82
169,T168,T168,Camilo Villegas,69,35.96,2445,68
170,171,171,James Driscoll,71,36.01,2557,71
171,172,172,Matt Bettencourt,84,36.04,3027,84
172,T173,T173,Tom Gillis,55,36.05,1983,55
173,T173,T173,Richard Johnson,64,36.05,2307,64
174,175,175,Marc Turnesa,54,36.07,1948,54
175,T176,T176,Derek Lamely,65,36.09,2346,65
176,T176,T176,Nate Smith,66,36.09,2382,66
177,178,178,Martin Piller,63,36.11,2275,63
178,179,179,Daniel Summerhays,75,36.2,2715,75
179,T180,T180,J.P. Hayes,56,36.25,2030,56
180,T180,T180,Justin Hicks,60,36.25,2175,60
181,T180,T180,Bio Kim,71,36.25,2574,71
182,T183,T183,David Duval,67,36.33,2434,67
183,T183,T183,Troy Merritt,63,36.33,2289,63
184,185,185,Rocco Mediate,53,36.55,1937,53
185,186,186,Rich Beem,53,36.68,1944,53
