,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
75,76,76,Joe Ogilvie,75,3.57,268,75
76,77,77,Woody Austin,59,3.56,210,59
77,T78,T78,Cameron Beckman,71,3.55,252,71
78,T78,T78,Jonathan Byrd,83,3.55,291,82
79,T78,T78,Tim Herron,85,3.55,302,85
80,T78,T78,Anthony Kim,72,3.55,252,71
81,T82,T82,Arjun Atwal,91,3.54,322,91
82,T82,T82,Fabián Gómez,84,3.54,297,84
83,T84,T84,Shane Bertsch,62,3.53,219,62
84,T84,T84,Steve Flesch,88,3.53,311,88
85,T84,T84,Zach Johnson,79,3.53,275,78
86,T84,T84,Robert Karlsson,61,3.53,208,59
87,T84,T84,Paul Stankowski,78,3.53,275,78
88,T84,T84,Brendan Steele,89,3.53,314,89
89,T90,T90,Billy Horschel,75,3.52,264,75
90,T90,T90,Michael Thompson,79,3.52,278,79
91,T92,T92,Ian Poulter,52,3.51,179,51
92,T92,T92,Scott Stallings,84,3.51,295,84
93,T92,T92,Chris Stroud,88,3.51,309,88
94,T95,T95,Robert Allenby,84,3.49,290,83
95,T95,T95,Chad Campbell,99,3.49,346,99
96,T95,T95,Matt Jones,71,3.49,248,71
97,T95,T95,Jeff Overton,92,3.49,318,91
98,T95,T95,Y.E. Yang,63,3.49,206,59
99,T100,T100,Briny Baird,60,3.48,209,60
100,T100,T100,Ben Crane,76,3.48,254,73
101,T100,T100,Bio Kim,71,3.48,247,71
102,T100,T100,Kevin Streelman,90,3.48,313,90
103,T100,T100,Vaughn Taylor,89,3.48,310,89
104,T100,T100,Garrett Willis,71,3.48,247,71
105,T106,T106,Charles Howell III,108,3.47,375,108
106,T106,T106,Marc Leishman,87,3.47,302,87
107,T106,T106,Jimmy Walker,79,3.47,274,79
108,109,109,Cameron Tringale,110,3.46,381,110
109,T110,T110,K.J. Choi,77,3.45,259,75
110,T110,T110,Nick O'Hern,89,3.45,307,89
111,T110,T110,Jim Renner,65,3.45,224,65
112,T113,T113,Matt Bettencourt,84,3.44,289,84
113,T113,T113,Alex Cejka,59,3.44,203,59
114,T113,T113,Davis Love III,70,3.44,241,70
115,T113,T113,Rod Pampling,72,3.44,248,72
116,T117,T117,Michael Bradley,74,3.43,254,74
117,T117,T117,Ryuji Imada,83,3.43,285,83
118,T117,T117,David Mathis,83,3.43,285,83
119,T120,T120,Stephen Ames,69,3.42,236,69
120,T120,T120,Kris Blanks,92,3.42,315,92
121,122,122,Heath Slocum,89,3.4,299,88
122,T123,T123,Sergio Garcia,61,3.39,207,61
123,T123,T123,Tim Petrovic,88,3.39,298,88
124,T125,T125,Chris DiMarco,93,3.38,314,93
125,T125,T125,Harrison Frazar,58,3.38,196,58
126,T125,T125,David Hearn,88,3.38,297,88
127,T128,T128,Matt McQuillan,59,3.37,199,59
128,T128,T128,Camilo Villegas,69,3.37,229,68
129,T128,T128,Mark Wilson,89,3.37,293,87
130,T131,T131,Ricky Barnes,78,3.36,262,78
131,T131,T131,Padraig Harrington,60,3.36,198,59
132,133,133,Kevin Chappell,78,3.35,261,78
133,T134,T134,David Duval,67,3.34,224,67
134,T134,T134,Jerry Kelly,85,3.34,284,85
135,T134,T134,Derek Lamely,65,3.34,217,65
136,T134,T134,Alex Prugh,82,3.34,274,82
137,T138,T138,Joseph Bramlett,73,3.33,243,73
138,T138,T138,Andres Gonzales,60,3.33,200,60
139,T138,T138,William McGirt,103,3.33,343,103
140,T138,T138,D.J. Trahan,91,3.33,303,91
141,142,142,Paul Goydos,81,3.32,269,81
142,T143,T143,Jim Furyk,87,3.31,285,86
143,T143,T143,Zack Miller,86,3.31,285,86
144,T143,T143,Tag Ridings,87,3.31,288,87
145,T143,T143,Johnson Wagner,81,3.31,268,81
146,T147,T147,Jim Herman,69,3.3,228,69
147,T147,T147,Sung Kang,63,3.3,208,63
148,T149,T149,Ernie Els,71,3.29,227,69
149,T149,T149,J.J. Henry,96,3.29,316,96
150,T151,T151,Bobby Gates,82,3.28,269,82
151,T151,T151,Nathan Green,81,3.28,266,81
152,T151,T151,Scott McCarron,65,3.28,213,65
153,T154,T154,Michael Putnam,67,3.27,219,67
154,T154,T154,Roland Thatcher,67,3.27,219,67
155,156,156,Greg Chalmers,88,3.26,287,88
156,T157,T157,Stuart Appleby,65,3.22,209,65
157,T157,T157,Kent Jones,76,3.22,245,76
158,159,159,D.J. Brigman,67,3.21,215,67
159,T160,T160,Ben Curtis,66,3.2,211,66
160,T160,T160,Tom Gillis,55,3.2,176,55
161,T160,T160,Trevor Immelman,84,3.2,269,84
162,T163,T163,Scott Gutschewski,67,3.19,214,67
163,T163,T163,Sean O'Hair,71,3.19,223,70
164,T163,T163,Dean Wilson,62,3.19,198,62
165,166,166,Chris Riley,76,3.18,242,76
166,167,167,Kevin Kisner,70,3.17,222,70
167,T168,T168,Steve Elkington,50,3.16,158,50
168,T168,T168,Jarrod Lyle,83,3.16,262,83
169,170,170,Nate Smith,66,3.15,208,66
170,171,171,Will Strickler,51,3.12,159,51
171,172,172,J.P. Hayes,56,3.11,174,56
172,T173,T173,Michael Connell,76,3.09,235,76
173,T173,T173,Marc Turnesa,54,3.09,167,54
174,T175,T175,Martin Piller,63,3.08,194,63
175,T175,T175,Alexandre Rocha,65,3.08,200,65
176,T177,T177,Joe Durant,71,3.06,217,71
177,T177,T177,Rocco Mediate,53,3.06,162,53
178,179,179,Colt Knost,80,3.04,243,80
179,180,180,Justin Hicks,60,2.97,178,60
180,181,181,Justin Leonard,82,2.96,243,82
181,182,182,Troy Merritt,63,2.94,185,63
182,183,183,Shaun Micheel,77,2.92,225,77
183,184,184,Richard Johnson,64,2.84,182,64
184,185,185,Daniel Summerhays,75,2.76,207,75
185,186,186,Rich Beem,53,2.75,146,53
