,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
95,T96,T96,Marc Leishman,87,17.05,267,1566
96,T96,T96,Tim Petrovic,88,17.05,270,1584
97,98,98,Jimmy Walker,79,17.09,243,1422
98,99,99,Sung Kang,63,17.11,194,1134
99,100,100,Ryuji Imada,83,17.14,256,1494
100,101,101,Keegan Bradley,91,17.22,282,1638
101,T102,T102,Padraig Harrington,60,17.23,183,1062
102,T102,T102,George McNeill,69,17.23,214,1242
103,104,104,Garrett Willis,71,17.29,221,1278
104,105,105,Stewart Cink,72,17.3,218,1260
105,106,106,Aron Price,58,17.34,181,1044
106,107,107,Alexandre Rocha,65,17.35,203,1170
107,108,108,Ernie Els,71,17.39,216,1242
108,109,109,Tommy Gainey,104,17.41,326,1872
109,110,110,Scott Piercy,78,17.45,245,1404
110,111,111,Retief Goosen,50,17.46,154,882
111,112,112,Geoff Ogilvy,69,17.51,208,1188
112,113,113,Jim Renner,65,17.52,205,1170
113,T114,T114,D.A. Points,89,17.6,282,1602
114,T114,T114,Brendan Steele,89,17.6,282,1602
115,116,116,Scott McCarron,65,17.61,206,1170
116,117,117,Steve Marino,76,17.62,241,1368
117,118,118,Charley Hoffman,93,17.63,292,1656
118,119,119,Vijay Singh,79,17.65,251,1422
119,120,120,Kevin Chappell,78,17.66,248,1404
120,121,121,Billy Horschel,75,17.7,239,1350
121,122,122,Bubba Watson,85,17.72,252,1422
122,123,123,Roland Thatcher,67,17.74,214,1206
123,124,124,Josh Teater,104,17.84,334,1872
124,125,125,Boo Weekley,66,17.85,212,1188
125,126,126,Kyle Stanley,98,17.86,315,1764
126,127,127,Kent Jones,76,17.91,245,1368
127,128,128,J.B. Holmes,57,17.92,171,954
128,129,129,Joe Ogilvie,75,17.93,242,1350
129,T130,T130,Ricky Barnes,78,18.02,253,1404
130,T130,T130,Lucas Glover,74,18.02,240,1332
131,132,132,Matt Jones,71,18.08,231,1278
132,133,133,Graeme McDowell,50,18.09,153,846
133,134,134,Nathan Green,81,18.11,264,1458
134,T135,T135,Kevin Stadler,88,18.12,287,1584
135,T135,T135,Scott Stallings,84,18.12,274,1512
136,T137,T137,Richard Johnson,64,18.14,209,1152
137,T137,T137,Tag Ridings,87,18.14,284,1566
138,139,139,Jeff Overton,92,18.19,298,1638
139,140,140,James Driscoll,71,18.31,234,1278
140,141,141,Matt McQuillan,59,18.36,195,1062
141,142,142,Shaun Micheel,77,18.4,255,1386
142,143,143,Nate Smith,66,18.43,219,1188
143,144,144,Rickie Fowler,84,18.45,269,1458
144,145,145,Dustin Johnson,72,18.47,236,1278
145,T146,T146,Paul Goydos,81,18.52,270,1458
146,T146,T146,Troy Merritt,63,18.52,210,1134
147,T148,T148,Anthony Kim,72,18.54,237,1278
148,T148,T148,Colt Knost,80,18.54,267,1440
149,150,150,Tom Gillis,55,18.59,184,990
150,151,151,Robert Garrigus,83,18.61,278,1494
151,152,152,Cameron Beckman,71,18.62,238,1278
152,153,153,Scott Gutschewski,67,18.74,226,1206
153,154,154,Lee Janzen,62,18.82,210,1116
154,155,155,Fabián Gómez,84,18.85,285,1512
155,156,156,Arjun Atwal,91,18.86,309,1638
156,157,157,Andres Romero,77,18.9,262,1386
157,158,158,Jhonattan Vegas,84,18.92,286,1512
158,T159,T159,Steve Flesch,88,19.07,302,1584
159,T159,T159,Andres Gonzales,60,19.07,206,1080
160,161,161,Matt Bettencourt,84,19.11,289,1512
161,162,162,Camilo Villegas,69,19.12,234,1224
162,163,163,Ben Martin,74,19.14,255,1332
163,164,164,Ángel Cabrera,50,19.22,173,900
164,165,165,Stuart Appleby,65,19.23,225,1170
165,166,166,Marc Turnesa,54,19.24,187,972
166,167,167,Bobby Gates,82,19.31,285,1476
167,168,168,Kevin Kisner,70,19.37,244,1260
168,T169,T169,Jarrod Lyle,83,19.41,290,1494
169,T169,T169,Daniel Summerhays,75,19.41,262,1350
170,171,171,J.P. Hayes,56,19.54,197,1008
171,172,172,Joseph Bramlett,73,19.56,257,1314
172,173,173,Sean O'Hair,71,19.68,248,1260
173,174,174,Alex Prugh,82,19.72,291,1476
174,175,175,David Duval,67,19.73,238,1206
175,176,176,Harrison Frazar,58,20.11,210,1044
176,177,177,Steven Bowditch,86,20.22,313,1548
177,178,178,Bio Kim,71,20.27,259,1278
178,179,179,D.J. Brigman,67,20.32,245,1206
179,180,180,Zack Miller,86,20.74,321,1548
180,181,181,Rich Beem,53,20.86,199,954
181,182,182,Justin Hicks,60,20.93,226,1080
182,183,183,Martin Piller,63,21.25,241,1134
183,184,184,Will Strickler,51,21.35,196,918
184,185,185,Rocco Mediate,53,21.7,207,954
185,186,186,Derek Lamely,65,21.71,254,1170
