,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
83,T84,T84,Joseph Bramlett,73,219.0,1314,6
84,T84,T84,Jason Day,76,219.0,1314,6
85,86,86,Cameron Tringale,110,220.0,1980,9
86,87,87,Jim Furyk,87,221.1,1548,7
87,T88,T88,Chris Kirk,87,223.7,1566,7
88,T88,T88,Marc Leishman,87,223.7,1566,7
89,T90,T90,K.J. Choi,77,225.0,1350,6
90,T90,T90,Billy Horschel,75,225.0,1350,6
91,92,92,Pat Perez,76,228.0,1368,6
92,93,93,Aaron Baddeley,77,231.0,1386,6
93,94,94,Jim Renner,65,234.0,1170,5
94,95,95,Brendon de Jonge,105,236.3,1890,8
95,96,96,Roland Thatcher,67,241.2,1206,5
96,97,97,Nathan Green,81,243.0,1458,6
97,98,98,Alex Prugh,82,246.0,1476,6
98,T99,T99,J.P. Hayes,56,252.0,1008,4
99,T99,T99,Trevor Immelman,84,252.0,1512,6
100,T99,T99,Charl Schwartzel,58,252.0,1008,4
101,T99,T99,Scott Stallings,84,252.0,1512,6
102,103,103,Jerry Kelly,85,255.0,1530,6
103,T104,T104,James Driscoll,71,255.6,1278,5
104,T104,T104,Matt Jones,71,255.6,1278,5
105,T104,T104,Anthony Kim,72,255.6,1278,5
106,T104,T104,Bio Kim,71,255.6,1278,5
107,108,108,Rod Pampling,72,259.2,1296,5
108,109,109,Mark Wilson,89,261.0,1566,6
109,110,110,Ben Crane,76,262.8,1314,5
110,111,111,David Hearn,88,264.0,1584,6
111,112,112,Vaughn Taylor,89,267.0,1602,6
112,113,113,Tommy Gainey,104,267.4,1872,7
113,114,114,Kevin Streelman,90,270.0,1620,6
114,115,115,Chez Reavie,92,276.0,1656,6
115,116,116,Dean Wilson,62,279.0,1116,4
116,117,117,Jason Dufner,78,280.8,1404,5
117,118,118,Martin Piller,63,283.5,1134,4
118,119,119,Spencer Levin,113,290.6,2034,7
119,120,120,Stuart Appleby,65,292.5,1170,4
120,121,121,Robert Allenby,84,298.8,1494,5
121,122,122,David Duval,67,301.5,1206,4
122,123,123,Ian Poulter,52,306.0,918,3
123,124,124,William McGirt,103,309.0,1854,6
124,125,125,Jim Herman,69,310.5,1242,4
125,126,126,Stewart Cink,72,315.0,1260,4
126,T127,T127,Matt Kuchar,94,316.8,1584,5
127,T127,T127,Heath Slocum,89,316.8,1584,5
128,129,129,Cameron Beckman,71,319.5,1278,4
129,130,130,Nick O'Hern,89,320.4,1602,5
130,131,131,Marc Turnesa,54,324.0,972,3
131,132,132,Tom Gillis,55,330.0,990,3
132,T133,T133,Freddie Jacobson,92,331.2,1656,5
133,T133,T133,Bill Lunde,92,331.2,1656,5
134,135,135,Chris DiMarco,93,334.8,1674,5
135,136,136,Ryan Moore,79,337.5,1350,4
136,137,137,Kent Jones,76,342.0,1368,4
137,138,138,J.J. Henry,96,345.6,1728,5
138,139,139,Shaun Micheel,77,346.5,1386,4
139,T140,T140,Blake Adams,116,348.0,2088,6
140,T140,T140,Harrison Frazar,58,348.0,1044,3
141,T142,T142,Padraig Harrington,60,354.0,1062,3
142,T142,T142,Y.E. Yang,63,354.0,1062,3
143,T144,T144,Vijay Singh,79,355.5,1422,4
144,T144,T144,Michael Thompson,79,355.5,1422,4
145,T146,T146,Briny Baird,60,360.0,1080,3
146,T146,T146,Brandt Jobe,100,360.0,1800,5
147,T146,T146,Colt Knost,80,360.0,1440,4
148,149,149,Justin Leonard,82,369.0,1476,4
149,150,150,Brian Davis,105,378.0,1890,5
150,151,151,Richard Johnson,64,384.0,1152,3
151,152,152,Alexandre Rocha,65,390.0,1170,3
152,153,153,Luke Donald,73,402.0,1206,3
153,154,154,Ernie Els,71,414.0,1242,3
154,155,155,Joe Durant,71,426.0,1278,3
155,156,156,Hunter Haas,96,432.0,1728,4
156,157,157,Retief Goosen,50,441.0,882,2
157,158,158,Chad Campbell,99,445.5,1782,4
158,159,159,Chris Riley,76,456.0,1368,3
159,160,160,Rocco Mediate,53,477.0,954,2
160,161,161,Ryan Palmer,82,480.0,1440,3
161,T162,T162,Ryuji Imada,83,498.0,1494,3
162,T162,T162,David Mathis,83,498.0,1494,3
163,T162,T162,Charlie Wi,83,498.0,1494,3
164,165,165,Rory Sabbatini,85,510.0,1530,3
165,166,166,Aron Price,58,522.0,1044,2
166,167,167,Steve Flesch,88,528.0,1584,3
167,168,168,Woody Austin,59,531.0,1062,2
168,T169,T169,Brian Gay,90,540.0,1620,3
169,T169,T169,Justin Hicks,60,540.0,1080,2
170,171,171,Arjun Atwal,91,546.0,1638,3
171,172,172,Davis Love III,70,630.0,1260,2
172,173,173,Michael Connell,76,684.0,1368,2
173,174,174,Paul Stankowski,78,702.0,1404,2
174,175,175,Johnson Wagner,81,729.0,1458,2
175,176,176,Bryce Molder,82,738.0,1476,2
176,177,177,Tim Herron,85,765.0,1530,2
177,178,178,Steve Elkington,50,900.0,900,1
178,T179,T179,Ben Curtis,66,1188.0,1188,1
179,T179,T179,Geoff Ogilvy,69,1188.0,1188,1
180,181,181,Michael Putnam,67,1206.0,1206,1
181,182,182,Stephen Ames,69,1242.0,1242,1
182,183,183,Garrett Willis,71,1278.0,1278,1
183,184,184,Paul Goydos,81,1458.0,1458,1
184,185,185,Tim Petrovic,88,1584.0,1584,1
