,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
67,68,68,Charl Schwartzel,58,20.54,207,1008
68,69,69,Joe Ogilvie,75,20.52,277,1350
69,70,70,Billy Mayfair,94,20.51,347,1692
70,71,71,Jason Bohn,74,20.5,273,1332
71,72,72,Ryan Palmer,82,20.49,295,1440
72,73,73,Brian Gay,90,20.43,331,1620
73,74,74,Ryan Moore,79,20.37,275,1350
74,75,75,James Driscoll,71,20.34,260,1278
75,76,76,Brendan Steele,89,20.29,325,1602
76,T77,T77,Jonathan Byrd,83,20.26,299,1476
77,T77,T77,Spencer Levin,113,20.26,412,2034
78,T79,T79,Fabián Gómez,84,20.24,306,1512
79,T79,T79,Robert Karlsson,61,20.24,215,1062
80,T81,T81,Shane Bertsch,62,20.16,225,1116
81,T81,T81,Zach Johnson,79,20.16,283,1404
82,83,83,Anthony Kim,72,20.11,257,1278
83,84,84,Chris Stroud,88,20.08,318,1584
84,85,85,Cameron Beckman,71,20.03,256,1278
85,86,86,Billy Horschel,75,20.0,270,1350
86,T87,T87,Woody Austin,59,19.96,212,1062
87,T87,T87,Jeff Overton,92,19.96,327,1638
88,89,89,Scott Stallings,84,19.91,301,1512
89,90,90,Jimmy Walker,79,19.9,283,1422
90,91,91,Tim Herron,85,19.87,304,1530
91,92,92,Arjun Atwal,91,19.84,325,1638
92,T93,T93,Ian Poulter,52,19.83,182,918
93,T93,T93,Michael Thompson,79,19.83,282,1422
94,95,95,Steve Flesch,88,19.82,314,1584
95,96,96,Matt Jones,71,19.8,253,1278
96,T97,T97,Robert Allenby,84,19.75,295,1494
97,T97,T97,Charles Howell III,108,19.75,384,1944
98,99,99,Michael Bradley,74,19.74,263,1332
99,T100,T100,Marc Leishman,87,19.73,309,1566
100,T100,T100,Paul Stankowski,78,19.73,277,1404
101,T100,T100,Vaughn Taylor,89,19.73,316,1602
102,103,103,Bio Kim,71,19.72,252,1278
103,T104,T104,Matt Bettencourt,84,19.71,298,1512
104,T104,T104,Ben Crane,76,19.71,259,1314
105,106,106,Cameron Tringale,110,19.7,390,1980
106,107,107,Kevin Streelman,90,19.69,319,1620
107,108,108,Y.E. Yang,63,19.68,209,1062
108,109,109,Sergio Garcia,61,19.67,216,1098
109,110,110,Sung Kang,63,19.66,223,1134
110,111,111,Chad Campbell,99,19.64,350,1782
111,T112,T112,Briny Baird,60,19.63,212,1080
112,T112,T112,K.J. Choi,77,19.63,265,1350
113,114,114,Alex Cejka,59,19.59,208,1062
114,T115,T115,Kris Blanks,92,19.57,324,1656
115,T115,T115,Derek Lamely,65,19.57,229,1170
116,T115,T115,Jim Renner,65,19.57,229,1170
117,118,118,Rod Pampling,72,19.52,253,1296
118,119,119,Nick O'Hern,89,19.48,312,1602
119,120,120,Garrett Willis,71,19.41,248,1278
120,121,121,Bobby Gates,82,19.38,286,1476
121,T122,T122,Ricky Barnes,78,19.3,271,1404
122,T122,T122,Kevin Chappell,78,19.3,271,1404
123,T124,T124,Davis Love III,70,19.29,243,1260
124,T124,T124,D.J. Trahan,91,19.29,316,1638
125,T126,T126,Ryuji Imada,83,19.28,288,1494
126,T126,T126,David Mathis,83,19.28,288,1494
127,128,128,Matt McQuillan,59,19.21,204,1062
128,129,129,Camilo Villegas,69,19.2,235,1224
129,130,130,Heath Slocum,89,19.19,304,1584
130,131,131,David Hearn,88,19.13,303,1584
131,132,132,Mark Wilson,89,19.09,299,1566
132,133,133,Stephen Ames,69,19.08,237,1242
133,T134,T134,Chris DiMarco,93,19.06,319,1674
134,T134,T134,Harrison Frazar,58,19.06,199,1044
135,T134,T134,Scott McCarron,65,19.06,223,1170
136,137,137,Tag Ridings,87,19.03,298,1566
137,138,138,Greg Chalmers,88,19.0,301,1584
138,139,139,Zack Miller,86,18.99,294,1548
139,140,140,Andres Gonzales,60,18.98,205,1080
140,141,141,Alex Prugh,82,18.97,280,1476
141,T142,T142,Joseph Bramlett,73,18.95,249,1314
142,T142,T142,Jerry Kelly,85,18.95,290,1530
143,144,144,Padraig Harrington,60,18.93,201,1062
144,145,145,David Duval,67,18.91,228,1206
145,146,146,Tim Petrovic,88,18.88,299,1584
146,147,147,Jim Furyk,87,18.86,292,1548
147,148,148,William McGirt,103,18.82,349,1854
148,149,149,Jim Herman,69,18.68,232,1242
149,150,150,Nathan Green,81,18.66,272,1458
150,151,151,J.J. Henry,96,18.58,321,1728
151,152,152,Roland Thatcher,67,18.57,224,1206
152,T153,T153,Ernie Els,71,18.52,230,1242
153,T153,T153,Paul Goydos,81,18.52,270,1458
154,T153,T153,Johnson Wagner,81,18.52,270,1458
155,T156,T156,D.J. Brigman,67,18.33,221,1206
156,T156,T156,Scott Gutschewski,67,18.33,221,1206
157,158,158,Will Strickler,51,18.3,168,918
158,159,159,Nate Smith,66,18.27,217,1188
159,160,160,Michael Putnam,67,18.24,220,1206
160,161,161,Stuart Appleby,65,18.21,213,1170
161,162,162,Kent Jones,76,18.2,249,1368
162,163,163,Trevor Immelman,84,18.19,275,1512
163,T164,T164,Kevin Kisner,70,18.17,229,1260
164,T164,T164,Sean O'Hair,71,18.17,229,1260
165,166,166,Jarrod Lyle,83,18.14,271,1494
166,167,167,Dean Wilson,62,18.1,202,1116
167,168,168,Tom Gillis,55,18.08,179,990
168,169,169,Chris Riley,76,17.91,245,1368
169,170,170,Ben Curtis,66,17.85,212,1188
170,171,171,Steve Elkington,50,17.67,159,900
171,172,172,J.P. Hayes,56,17.66,178,1008
172,173,173,Marc Turnesa,54,17.49,170,972
173,174,174,Martin Piller,63,17.46,198,1134
174,175,175,Alexandre Rocha,65,17.35,203,1170
175,176,176,Michael Connell,76,17.32,237,1368
176,177,177,Joe Durant,71,17.21,220,1278
177,178,178,Rocco Mediate,53,17.19,164,954
178,179,179,Colt Knost,80,17.15,247,1440
179,180,180,Troy Merritt,63,16.93,192,1134
180,181,181,Justin Leonard,82,16.73,247,1476
181,182,182,Justin Hicks,60,16.67,180,1080
182,183,183,Shaun Micheel,77,16.52,229,1386
183,184,184,Richard Johnson,64,16.06,185,1152
184,185,185,Daniel Summerhays,75,16.0,216,1350
185,186,186,Rich Beem,53,15.3,146,954
