,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
163,T164,T164,Alex Cejka,59,203
164,T164,T164,Charl Schwartzel,58,203
165,T166,T166,Andres Gonzales,60,200
166,T166,T166,Alexandre Rocha,65,200
167,168,168,Matt McQuillan,59,199
168,T169,T169,Padraig Harrington,60,198
169,T169,T169,Dean Wilson,62,198
170,171,171,Harrison Frazar,58,196
171,172,172,Martin Piller,63,194
172,173,173,Ángel Cabrera,50,188
173,174,174,Troy Merritt,63,185
174,175,175,Richard Johnson,64,182
175,176,176,Retief Goosen,50,181
176,177,177,Ian Poulter,52,179
177,178,178,Justin Hicks,60,178
178,179,179,Tom Gillis,55,176
179,180,180,J.P. Hayes,56,174
180,181,181,Graeme McDowell,50,170
181,182,182,Marc Turnesa,54,167
182,183,183,Rocco Mediate,53,162
183,184,184,Will Strickler,51,159
184,185,185,Steve Elkington,50,158
185,186,186,Rich Beem,53,146
