,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
130,T130,T130,Keegan Bradley,28,47.06
131,T130,T130,Ryan Palmer,24,47.06
132,T133,T133,David Mathis,25,46.67
133,T133,T133,John Merrick,21,46.67
134,T133,T133,Bryce Molder,27,46.67
135,T136,T136,Matt Bettencourt,30,46.15
136,T136,T136,Padraig Harrington,18,46.15
137,T136,T136,Adam Scott,18,46.15
138,T139,T139,Anthony Kim,26,45.45
139,T139,T139,Alex Prugh,29,45.45
140,T139,T139,Boo Weekley,23,45.45
141,T139,T139,Garrett Willis,24,45.45
142,143,143,John Senden,26,45.0
143,144,144,Mark Wilson,26,44.44
144,145,145,D.J. Trahan,30,43.75
145,146,146,Justin Leonard,26,42.86
146,T147,T147,Zack Miller,30,41.67
147,T147,T147,Michael Putnam,21,41.67
148,149,149,Kris Blanks,29,41.18
149,T150,T150,Brendon de Jonge,30,40.91
150,T150,T150,Cameron Tringale,32,40.91
151,T152,T152,Alex Cejka,21,40.0
152,T152,T152,Harrison Frazar,19,40.0
153,T152,T152,Matt Jones,25,40.0
154,T152,T152,Kevin Kisner,24,40.0
155,T152,T152,Steve Marino,23,40.0
156,T152,T152,Nick O'Hern,29,40.0
157,158,158,Robert Karlsson,18,38.46
158,T159,T159,Arjun Atwal,29,37.5
159,T159,T159,Ángel Cabrera,17,37.5
160,T159,T159,Chris Couch,21,37.5
161,T159,T159,Nate Smith,24,37.5
162,T159,T159,Daniel Summerhays,29,37.5
163,164,164,William McGirt,32,36.84
164,165,165,Cameron Beckman,25,36.36
165,T166,T166,Andres Romero,22,35.29
166,T166,T166,Vaughn Taylor,27,35.29
167,T166,T166,Charlie Wi,25,35.29
168,T169,T169,Stephen Ames,22,33.33
169,T169,T169,Michael Connell,26,33.33
170,T169,T169,Scott Gutschewski,23,33.33
171,T169,T169,David Hearn,26,33.33
172,T169,T169,Jim Herman,22,33.33
173,T169,T169,Colt Knost,27,33.33
174,T169,T169,Sean O'Hair,24,33.33
175,T176,T176,Nathan Green,26,30.77
176,T176,T176,Chris Riley,25,30.77
177,178,178,Steve Elkington,17,28.57
178,T179,T179,Andres Gonzales,21,25.0
179,T179,T179,Shaun Micheel,27,25.0
180,181,181,Davis Love III,22,23.08
181,T182,T182,Rich Beem,21,20.0
182,T182,T182,Alexandre Rocha,22,20.0
183,T182,T182,Dean Wilson,22,20.0
184,185,185,Rocco Mediate,23,16.67
185,186,186,J.P. Hayes,19,14.29
