,Early_Scoring_Average_RANK THIS WEEK,Early_Scoring_Average_RANK LAST WEEK,Early_Scoring_Average_PLAYER NAME,Early_Scoring_Average_ROUNDS,Early_Scoring_Average_AVG,Early_Scoring_Average_TOTAL STROKES,Early_Scoring_Average_TOTAL EARLY ROUNDS
35,T36,T36,Blake Adams,116,70.15,4560,65
36,T36,T36,Charl Schwartzel,58,70.15,1894,27
37,38,38,Brandt Jobe,100,70.18,3509,50
38,39,39,Jerry Kelly,85,70.2,2878,41
39,40,40,Billy Mayfair,94,70.23,3652,52
40,41,41,David Hearn,88,70.27,3373,48
41,42,42,Scott Piercy,78,70.28,2811,40
42,T43,T43,Robert Allenby,84,70.29,3374,48
43,T43,T43,Martin Laird,77,70.29,2390,34
44,T43,T43,Kevin Na,84,70.29,3163,45
45,46,46,Jason Dufner,78,70.31,2461,35
46,47,47,Justin Rose,79,70.32,3094,44
47,48,48,Carl Pettersson,95,70.35,3447,49
48,49,49,Retief Goosen,50,70.36,1970,28
49,T50,T50,Shane Bertsch,62,70.37,2111,30
50,T50,T50,Keegan Bradley,91,70.37,3026,43
51,T52,T52,Charley Hoffman,93,70.4,3661,52
52,T52,T52,John Rollins,85,70.4,3027,43
53,T54,T54,Briny Baird,60,70.44,2254,32
54,T54,T54,Lucas Glover,74,70.44,2395,34
55,T54,T54,William McGirt,103,70.44,3522,50
56,T54,T54,Brendan Steele,89,70.44,3029,43
57,58,58,Cameron Tringale,110,70.45,3875,55
58,T59,T59,Bryce Molder,82,70.46,2607,37
59,T59,T59,Johnson Wagner,81,70.46,2889,41
60,61,61,Bubba Watson,85,70.48,2960,42
61,T62,T62,James Driscoll,71,70.49,2890,41
62,T62,T62,Vijay Singh,79,70.49,2749,39
63,T62,T62,Vaughn Taylor,89,70.49,3031,43
64,T65,T65,Chris Riley,76,70.51,3032,43
65,T65,T65,Mark Wilson,89,70.51,3032,43
66,T67,T67,Tim Herron,85,70.52,3103,44
67,T67,T67,Adam Scott,60,70.52,1481,21
68,69,69,Stewart Cink,72,70.54,2610,37
69,T70,T70,Woody Austin,59,70.56,2399,34
70,T70,T70,Charlie Wi,83,70.56,3175,45
71,T72,T72,Davis Love III,70,70.58,2188,31
72,T72,T72,D.J. Trahan,91,70.58,3176,45
73,74,74,Geoff Ogilvy,69,70.6,2471,35
74,75,75,Sung Kang,63,70.61,2330,33
75,76,76,Michael Thompson,79,70.62,2613,37
76,T77,T77,Greg Chalmers,88,70.64,3320,47
77,T77,T77,Pat Perez,76,70.64,3108,44
78,79,79,Hunter Haas,96,70.65,3391,48
79,80,80,Jonathan Byrd,83,70.66,3109,44
80,81,81,Trevor Immelman,84,70.67,3039,43
81,82,82,Troy Matteson,91,70.68,3110,44
82,T83,T83,Ben Curtis,66,70.69,2545,36
83,T83,T83,Nick O'Hern,89,70.69,2757,39
84,T85,T85,Joe Ogilvie,75,70.7,2828,40
85,T85,T85,Aron Price,58,70.7,2121,30
86,87,87,Chez Reavie,92,70.71,3394,48
87,88,88,Josh Teater,104,70.72,4031,57
88,T89,T89,Nathan Green,81,70.73,3112,44
89,T89,T89,Ryan Moore,79,70.73,2617,37
90,T89,T89,Kevin Streelman,90,70.73,3678,52
91,T89,T89,Y.E. Yang,63,70.73,2122,30
92,T93,T93,Ángel Cabrera,50,70.75,1698,24
93,T93,T93,Kevin Chappell,78,70.75,2547,36
94,95,95,Paul Stankowski,78,70.77,3114,44
95,96,96,Chris DiMarco,93,70.79,3681,52
96,T97,T97,Kris Blanks,92,70.8,3257,46
97,T97,T97,Roland Thatcher,67,70.8,2478,35
98,T99,T99,Dustin Johnson,72,70.81,2266,32
99,T99,T99,Marc Leishman,87,70.81,3328,47
100,101,101,Joe Durant,71,70.83,2833,40
101,102,102,Jason Bohn,74,70.84,3117,44
102,T103,T103,Ian Poulter,52,70.85,1913,27
103,T103,T103,Boo Weekley,66,70.85,2834,40
104,T105,T105,Michael Bradley,74,70.86,2976,42
105,T105,T105,Bill Lunde,92,70.86,3614,51
106,T107,T107,Stephen Ames,69,70.87,2764,39
107,T107,T107,D.A. Points,89,70.87,3189,45
108,T109,T109,Kent Jones,76,70.88,3048,43
109,T109,T109,Dean Wilson,62,70.88,2268,32
110,111,111,Jim Furyk,87,70.89,2481,35
111,112,112,Steven Bowditch,86,70.91,3049,43
112,113,113,Tag Ridings,87,70.92,3617,51
113,114,114,Cameron Beckman,71,70.93,2837,40
114,T115,T115,K.J. Choi,77,70.94,2341,33
115,T115,T115,Steve Marino,76,70.94,2554,36
116,T117,T117,Aaron Baddeley,77,70.97,2271,32
117,T117,T117,Tom Gillis,55,70.97,2413,34
118,T117,T117,Anthony Kim,72,70.97,2768,39
119,T117,T117,George McNeill,69,70.97,2555,36
120,T121,T121,Ricky Barnes,78,71.0,2627,37
121,T121,T121,Jhonattan Vegas,84,71.0,3053,43
122,123,123,Ben Martin,74,71.03,2486,35
123,124,124,Scott McCarron,65,71.05,2842,40
124,125,125,Nate Smith,66,71.06,2203,31
125,T126,T126,Andres Gonzales,60,71.09,2488,35
126,T126,T126,David Mathis,83,71.09,3057,43
127,T128,T128,Justin Leonard,82,71.13,2774,39
128,T128,T128,Andres Romero,77,71.13,2774,39
129,T130,T130,Scott Stallings,84,71.14,3059,43
130,T130,T130,Jimmy Walker,79,71.14,2988,42
131,T132,T132,Matt Bettencourt,84,71.16,3060,43
132,T132,T132,Padraig Harrington,60,71.16,2277,32
133,T134,T134,Alex Cejka,59,71.18,2420,34
134,T134,T134,Steve Flesch,88,71.18,3488,49
135,T136,T136,Stuart Appleby,65,71.2,2136,30
136,T136,T136,Robert Karlsson,61,71.2,2136,30
137,T138,T138,Billy Horschel,75,71.21,2777,39
138,T138,T138,Matt Jones,71,71.21,2421,34
139,T140,T140,Steve Elkington,50,71.23,1852,26
140,T140,T140,Robert Garrigus,83,71.23,3134,44
141,T142,T142,Scott Gutschewski,67,71.24,2636,37
142,T142,T142,Lee Janzen,62,71.24,2636,37
143,T142,T142,Graeme McDowell,50,71.24,1781,25
144,T142,T142,Garrett Willis,71,71.24,2422,34
145,T146,T146,Joseph Bramlett,73,71.26,3064,43
146,T146,T146,Harrison Frazar,58,71.26,2209,31
147,148,148,Jim Herman,69,71.27,2138,30
148,149,149,Michael Connell,76,71.28,2851,40
149,150,150,Jeff Overton,92,71.29,3707,52
150,151,151,Ryuji Imada,83,71.3,3137,44
151,152,152,Tim Petrovic,88,71.31,3209,45
152,153,153,Ernie Els,71,71.33,2782,39
153,154,154,Sean O'Hair,71,71.36,2569,36
154,T155,T155,Bobby Gates,82,71.4,2999,42
155,T155,T155,Alex Prugh,82,71.4,3356,47
156,157,157,Michael Putnam,67,71.41,2785,39
157,158,158,Colt Knost,80,71.42,3071,43
158,159,159,Tommy Gainey,104,71.43,3500,49
159,160,160,Jim Renner,65,71.45,2358,33
160,161,161,Will Strickler,51,71.52,2074,29
161,162,162,D.J. Brigman,67,71.54,2790,39
162,163,163,Arjun Atwal,91,71.55,3649,51
163,164,164,Alexandre Rocha,65,71.56,2576,36
164,165,165,Bio Kim,71,71.58,2577,36
165,166,166,Kevin Kisner,70,71.63,2722,38
166,167,167,Troy Merritt,63,71.64,2579,36
167,168,168,J.P. Hayes,56,71.65,1863,26
168,T169,T169,Fabián Gómez,84,71.7,2868,40
169,T169,T169,Kevin Stadler,88,71.7,3298,46
170,171,171,David Duval,67,71.81,2585,36
171,172,172,Matt McQuillan,59,71.84,1796,25
172,173,173,Justin Hicks,60,71.85,1868,26
173,T174,T174,J.B. Holmes,57,71.88,1869,26
174,T174,T174,Jarrod Lyle,83,71.88,2875,40
175,176,176,Marc Turnesa,54,71.93,2158,30
176,177,177,Camilo Villegas,69,71.97,2303,32
177,178,178,Shaun Micheel,77,72.04,3242,45
178,179,179,Paul Goydos,81,72.07,2955,41
179,180,180,Derek Lamely,65,72.11,2596,36
180,181,181,Richard Johnson,64,72.14,2669,37
181,182,182,Zack Miller,86,72.15,3391,47
182,183,183,Rocco Mediate,53,72.47,2174,30
183,184,184,Daniel Summerhays,75,72.8,2912,40
184,185,185,Martin Piller,63,72.87,2186,30
185,186,186,Rich Beem,53,72.93,1969,27
