,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
90,T90,T90,Sung Kang,63,+.20,70.9,71.1
91,92,92,Aron Price,58,+.19,70.6,70.79
92,T93,T93,George McNeill,69,+.18,70.59,70.77
93,T93,T93,Chris Stroud,88,+.18,70.6,70.78
94,T95,T95,Anthony Kim,72,+.17,71.18,71.35
95,T95,T95,Graeme McDowell,50,+.17,71.19,71.36
96,97,97,Tommy Gainey,104,+.16,70.79,70.95
97,98,98,Woody Austin,59,+.15,70.64,70.79
98,T99,T99,Jeff Overton,92,+.14,71.0,71.14
99,T99,T99,Vaughn Taylor,89,+.14,70.8,70.94
100,T101,T101,Kris Blanks,92,+.13,70.65,70.78
101,T101,T101,Alex Cejka,59,+.13,71.25,71.38
102,T103,T103,Chris DiMarco,93,+.12,70.83,70.95
103,T103,T103,Padraig Harrington,60,+.12,70.88,71.0
104,105,105,D.J. Trahan,91,+.11,70.7,70.81
105,T106,T106,Shane Bertsch,62,+.10,70.55,70.65
106,T106,T106,Ben Curtis,66,+.10,70.91,71.01
107,T106,T106,Marc Leishman,87,+.10,71.07,71.17
108,T106,T106,Michael Thompson,79,+.10,70.7,70.8
109,110,110,David Mathis,83,+.09,70.83,70.92
110,111,111,Brendan Steele,89,+.08,70.98,71.06
111,T112,T112,Michael Bradley,74,+.07,70.77,70.84
112,T112,T112,Jhonattan Vegas,84,+.07,70.88,70.95
113,T114,T114,Ernie Els,71,+.03,71.2,71.23
114,T114,T114,Michael Putnam,67,+.03,71.15,71.18
115,T116,T116,Justin Leonard,82,+.02,71.1,71.12
116,T116,T116,Troy Matteson,91,+.02,70.95,70.97
117,118,118,Camilo Villegas,69,E,71.4,71.4
118,T119,T119,Heath Slocum,89,-.01,70.64,70.63
119,T119,T119,Josh Teater,104,-.01,70.87,70.86
120,121,121,Scott Stallings,84,-.02,71.04,71.02
121,122,122,Stephen Ames,69,-.05,70.87,70.82
122,T123,T123,Chris Riley,76,-.06,70.97,70.91
123,T123,T123,Paul Stankowski,78,-.06,71.0,70.94
124,125,125,Ryuji Imada,83,-.08,71.01,70.93
125,126,126,Jason Bohn,74,-.09,70.73,70.64
126,T127,T127,Kevin Chappell,78,-.10,71.14,71.04
127,T127,T127,Sean O'Hair,71,-.10,71.29,71.19
128,T127,T127,Dean Wilson,62,-.10,71.1,71.0
129,130,130,Boo Weekley,66,-.11,70.8,70.69
130,T131,T131,Harrison Frazar,58,-.12,71.45,71.33
131,T131,T131,Kevin Stadler,88,-.12,71.01,70.89
132,133,133,James Driscoll,71,-.13,71.18,71.05
133,134,134,Scott McCarron,65,-.14,71.09,70.95
134,135,135,Joe Ogilvie,75,-.16,70.8,70.64
135,136,136,Kent Jones,76,-.19,71.04,70.85
136,T137,T137,Ben Martin,74,-.20,71.24,71.04
137,T137,T137,Jim Renner,65,-.20,71.09,70.89
138,139,139,Tim Petrovic,88,-.21,71.09,70.88
139,140,140,Jim Herman,69,-.22,71.1,70.88
140,141,141,Steve Flesch,88,-.24,71.2,70.96
141,T142,T142,Steven Bowditch,86,-.25,71.2,70.95
142,T142,T142,Matt Jones,71,-.25,71.25,71.0
143,144,144,Steve Elkington,50,-.28,71.16,70.88
144,145,145,Alexandre Rocha,65,-.30,71.35,71.05
145,146,146,Tag Ridings,87,-.31,71.16,70.85
146,147,147,Nathan Green,81,-.33,71.22,70.89
147,148,148,Michael Connell,76,-.38,71.26,70.88
148,T149,T149,Billy Horschel,75,-.39,71.2,70.81
149,T149,T149,Lee Janzen,62,-.39,71.24,70.85
150,T151,T151,Arjun Atwal,91,-.40,71.44,71.04
151,T151,T151,Joe Durant,71,-.40,71.27,70.87
152,153,153,Scott Gutschewski,67,-.42,71.58,71.16
153,154,154,Roland Thatcher,67,-.43,71.36,70.93
154,155,155,Garrett Willis,71,-.44,71.31,70.87
155,156,156,Bobby Gates,82,-.45,71.43,70.98
156,157,157,Fabián Gómez,84,-.47,71.4,70.93
157,158,158,Tom Gillis,55,-.48,71.47,70.99
158,T159,T159,Jarrod Lyle,83,-.53,71.55,71.02
159,T159,T159,Marc Turnesa,54,-.53,71.72,71.19
160,161,161,Cameron Beckman,71,-.54,71.11,70.57
161,162,162,Bio Kim,71,-.57,71.68,71.11
162,163,163,Paul Goydos,81,-.58,71.62,71.04
163,T164,T164,Stuart Appleby,65,-.59,71.65,71.06
164,T164,T164,Andres Gonzales,60,-.59,71.42,70.83
165,166,166,Matt McQuillan,59,-.61,71.25,70.64
166,167,167,Joseph Bramlett,73,-.62,71.48,70.86
167,168,168,Matt Bettencourt,84,-.63,71.52,70.89
168,169,169,Shaun Micheel,77,-.64,71.69,71.05
169,170,170,David Duval,67,-.71,71.85,71.14
170,171,171,Colt Knost,80,-.72,71.65,70.93
171,172,172,Alex Prugh,82,-.73,71.85,71.12
172,173,173,Nate Smith,66,-.74,71.53,70.79
173,174,174,J.P. Hayes,56,-.78,71.91,71.13
174,175,175,Richard Johnson,64,-.79,71.81,71.02
175,176,176,Kevin Kisner,70,-.80,71.64,70.84
176,177,177,Zack Miller,86,-.82,71.84,71.02
177,178,178,D.J. Brigman,67,-.85,71.72,70.87
178,179,179,Justin Hicks,60,-.99,72.35,71.36
179,180,180,Troy Merritt,63,-1.00,71.87,70.87
180,181,181,Will Strickler,51,-1.12,72.04,70.92
181,182,182,Derek Lamely,65,-1.35,72.14,70.79
182,183,183,Daniel Summerhays,75,-1.36,72.25,70.89
183,184,184,Martin Piller,63,-1.43,72.43,71.0
184,185,185,Rocco Mediate,53,-1.60,72.68,71.08
185,186,186,Rich Beem,53,-1.61,72.87,71.26
