,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
125,126,126,Will MacKenzie,75,82.5,40,33
126,T127,T127,Scott Gutschewski,86,82.22,45,37
127,T127,T127,Brett Wetterich,76,82.22,45,37
128,T129,T129,Fred Funk,102,82.05,39,32
129,T129,T129,Davis Love III,80,82.05,39,32
130,T129,T129,Kevin Na,88,82.05,39,32
131,T132,T132,Stuart Appleby,84,81.82,33,27
132,T132,T132,Aaron Baddeley,84,81.82,33,27
133,T132,T132,Thomas Levet,54,81.82,11,9
134,T132,T132,Heath Slocum,103,81.82,55,45
135,T132,T132,Darron Stiles,78,81.82,44,36
136,137,137,Billy Mayfair,114,81.67,60,49
137,138,138,Lucas Glover,88,81.63,49,40
138,139,139,Billy Andrade,83,81.58,38,31
139,140,140,Joey Sindelar,104,81.54,65,53
140,141,141,Chad Campbell,95,81.4,43,35
141,142,142,Ryuji Imada,78,81.25,32,26
142,T143,T143,Bradley Hughes,52,80.95,21,17
143,T143,T143,Stephen Leaney,89,80.95,42,34
144,145,145,Tom Pernice Jr.,111,80.85,47,38
145,146,146,Steve Lowery,100,80.77,52,42
146,147,147,Justin Rose,99,80.65,62,50
147,148,148,Phil Mickelson,81,80.56,36,29
148,149,149,Scott Verplank,87,80.49,41,33
149,150,150,Daniel Chopra,108,80.39,51,41
150,T151,T151,Steve Allan,102,80.0,55,44
151,T151,T151,Chris Anderson,66,80.0,30,24
152,T151,T151,Arjun Atwal,65,80.0,40,32
153,T151,T151,John Daly,78,80.0,30,24
154,T151,T151,Sergio Garcia,73,80.0,40,32
155,T151,T151,Paul Gow,78,80.0,40,32
156,T151,T151,Michael Long,72,80.0,25,20
157,158,158,Doug Barron,70,79.55,44,35
158,159,159,Brian Gay,101,79.49,39,31
159,160,160,Bernhard Langer,67,79.17,24,19
160,161,161,Hank Kuehne,84,78.95,38,30
161,T162,T162,Glen Hnatiuk,59,78.38,37,29
162,T162,T162,Nick Watney,91,78.38,37,29
163,164,164,Jay Haas,54,78.26,23,18
164,165,165,Harrison Frazar,105,78.18,55,43
165,T166,T166,Jason Allred,75,77.78,27,21
166,T166,T166,Scott McCarron,78,77.78,36,28
167,168,168,Carlos Franco,78,77.42,31,24
168,169,169,Andrew Magee,82,77.14,35,27
169,170,170,Steve Flesch,90,76.92,26,20
170,171,171,Jason Bohn,91,76.79,56,43
171,172,172,Frank Lickliter II,100,76.74,43,33
172,173,173,Paul Claxton,79,76.67,30,23
173,174,174,John Senden,101,76.47,51,39
174,T175,T175,Justin Leonard,78,76.32,38,29
175,T175,T175,Greg Owen,84,76.32,38,29
176,T175,T175,D.J. Trahan,81,76.32,38,29
177,178,178,Chris Smith,93,76.19,42,32
178,T179,T179,Paul Azinger,66,76.0,25,19
179,T179,T179,Brent Geiberger,61,76.0,25,19
180,181,181,Rory Sabbatini,81,75.86,29,22
181,182,182,Hideto Tanihara,50,75.0,24,18
182,183,183,Danny Briggs,70,74.19,31,23
183,T184,T184,J.L. Lewis,98,74.07,54,40
184,T184,T184,Jay Williamson,53,74.07,27,20
185,T186,T186,Brian Davis,75,74.0,50,37
186,T186,T186,Rod Pampling,89,74.0,50,37
187,188,188,José María Olazábal,55,73.91,23,17
188,189,189,Pat Perez,89,73.68,38,28
189,190,190,Shaun Micheel,81,73.33,30,22
190,191,191,Omar Uresti,84,72.92,48,35
191,192,192,Craig Barlow,81,71.88,32,23
192,193,193,Mike Weir,71,71.43,21,15
193,194,194,D.J. Brigman,76,70.83,24,17
194,195,195,D.A. Points,94,70.0,40,28
195,196,196,John Huston,90,69.81,53,37
196,197,197,Glen Day,80,69.23,39,27
197,198,198,Lee Westwood,50,65.0,20,13
198,199,199,Dan Forsman,52,63.64,22,14
199,200,200,Alex Cejka,84,63.33,30,19
200,201,201,Jim Carter,62,61.29,31,19
201,202,202,Matt Kuchar,60,61.11,18,11
