,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
79,T47,T47,Brett Wetterich,76,"2' 6""",751,1904.25
80,T47,T47,Jay Williamson,53,"2' 6""",495,1247.0
81,T47,T47,Mark Wilson,74,"2' 6""",677,1693.5
82,T83,T83,Michael Allen,90,"2' 7""",807,2061.0
83,T83,T83,Billy Andrade,83,"2' 7""",759,1938.5829999999999
84,T83,T83,Tommy Armour III,103,"2' 7""",1037,2671.083
85,T83,T83,Paul Azinger,66,"2' 7""",603,1565.9170000000001
86,T83,T83,Craig Barlow,81,"2' 7""",710,1813.5
87,T83,T83,Cameron Beckman,96,"2' 7""",892,2312.333
88,T83,T83,Rich Beem,66,"2' 7""",524,1367.0829999999999
89,T83,T83,Bart Bryant,91,"2' 7""",844,2201.0
90,T83,T83,Jonathan Byrd,103,"2' 7""",1012,2623.667
91,T83,T83,Tom Byrum,83,"2' 7""",839,2176.083
92,T83,T83,Jim Carter,62,"2' 7""",614,1568.8329999999999
93,T83,T83,Robert Damron,89,"2' 7""",862,2242.417
94,T83,T83,Brian Davis,75,"2' 7""",655,1717.9170000000001
95,T83,T83,James Driscoll,73,"2' 7""",661,1690.4170000000001
96,T83,T83,John Elliott,58,"2' 7""",558,1424.75
97,T83,T83,Brad Faxon,75,"2' 7""",563,1444.9170000000001
98,T83,T83,Dan Forsman,52,"2' 7""",511,1319.1670000000001
99,T83,T83,Jim Furyk,94,"2' 7""",748,1949.0
100,T83,T83,Matt Gogel,78,"2' 7""",726,1857.3329999999999
101,T83,T83,Padraig Harrington,50,"2' 7""",425,1091.833
102,T83,T83,David Hearn,68,"2' 7""",702,1794.4170000000001
103,T83,T83,Freddie Jacobson,72,"2' 7""",571,1466.8329999999999
104,T83,T83,Brandt Jobe,96,"2' 7""",882,2313.167
105,T83,T83,Steve Jones,56,"2' 7""",511,1311.6670000000001
106,T83,T83,Kent Jones,99,"2' 7""",941,2446.417
107,T83,T83,Hank Kuehne,84,"2' 7""",784,2037.6670000000001
108,T83,T83,Neal Lancaster,95,"2' 7""",913,2362.25
109,T83,T83,Franklin Langham,91,"2' 7""",838,2144.75
110,T83,T83,Michael Long,72,"2' 7""",722,1877.25
111,T83,T83,Hunter Mahan,103,"2' 7""",1013,2658.417
112,T83,T83,Rocco Mediate,73,"2' 7""",714,1824.5829999999999
113,T83,T83,Larry Mize,54,"2' 7""",480,1249.583
114,T83,T83,Dennis Paulson,63,"2' 7""",640,1643.0
115,T83,T83,Phillip Price,77,"2' 7""",657,1679.4170000000001
116,T83,T83,Adam Scott,72,"2' 7""",561,1446.1670000000001
117,T83,T83,Vijay Singh,111,"2' 7""",913,2348.417
118,T83,T83,Joey Snyder III,102,"2' 7""",1053,2725.333
119,T83,T83,Kevin Stadler,96,"2' 7""",888,2276.583
120,T83,T83,Duffy Waldorf,86,"2' 7""",760,1949.9170000000001
121,T83,T83,Mike Weir,71,"2' 7""",485,1272.5
122,T83,T83,Lee Westwood,50,"2' 7""",364,945.75
123,T83,T83,Charlie Wi,67,"2' 7""",592,1535.5
124,T125,T125,Stephen Ames,82,"2' 8""",619,1653.5
125,T125,T125,Chris Anderson,66,"2' 8""",614,1616.9170000000001
126,T125,T125,Stuart Appleby,84,"2' 8""",681,1788.5829999999999
127,T125,T125,Woody Austin,100,"2' 8""",954,2569.5
128,T125,T125,Briny Baird,98,"2' 8""",1005,2658.417
129,T125,T125,Mark Calcavecchia,92,"2' 8""",805,2162.667
130,T125,T125,Chad Campbell,95,"2' 8""",832,2232.75
131,T125,T125,Daniel Chopra,108,"2' 8""",957,2570.083
132,T125,T125,Tim Clark,92,"2' 8""",663,1776.4170000000001
133,T125,T125,Matt Davidson,53,"2' 8""",538,1426.0829999999999
134,T125,T125,Joe Durant,81,"2' 8""",785,2117.333
135,T125,T125,Steve Elkington,67,"2' 8""",625,1646.9170000000001
136,T125,T125,Steve Flesch,90,"2' 8""",683,1807.4170000000001
137,T125,T125,Harrison Frazar,105,"2' 8""",1009,2725.75
138,T125,T125,Robert Gamez,91,"2' 8""",835,2223.833
139,T125,T125,Mathias Grönberg,60,"2' 8""",593,1565.75
140,T125,T125,Dudley Hart,84,"2' 8""",756,2019.75
141,T125,T125,J.P. Hayes,63,"2' 8""",530,1401.25
142,T125,T125,Lee Janzen,75,"2' 8""",632,1681.6670000000001
143,T125,T125,Bernhard Langer,67,"2' 8""",473,1249.083
144,T125,T125,Stephen Leaney,89,"2' 8""",840,2265.583
145,T125,T125,Arron Oberholser,65,"2' 8""",560,1490.0
146,T125,T125,Geoff Ogilvy,97,"2' 8""",772,2071.917
147,T125,T125,Rod Pampling,89,"2' 8""",742,1964.5
148,T125,T125,Craig Perks,67,"2' 8""",675,1818.3329999999999
149,T125,T125,Kenny Perry,82,"2' 8""",657,1725.4170000000001
150,T125,T125,D.A. Points,94,"2' 8""",910,2449.417
151,T125,T125,Ted Purdy,122,"2' 8""",1120,2997.667
152,T125,T125,Tag Ridings,93,"2' 8""",855,2265.167
153,T125,T125,John Rollins,97,"2' 8""",914,2455.333
154,T125,T125,Justin Rose,99,"2' 8""",949,2506.0
155,T125,T125,John Senden,101,"2' 8""",1028,2773.583
156,T125,T125,Patrick Sheehan,114,"2' 8""",1005,2682.0
157,T125,T125,Heath Slocum,103,"2' 8""",987,2596.75
158,T125,T125,Darron Stiles,78,"2' 8""",723,1950.4170000000001
159,T125,T125,David Toms,87,"2' 8""",662,1747.25
160,T125,T125,Kirk Triplett,55,"2' 8""",468,1242.167
161,T125,T125,Tjaart van der Walt,56,"2' 8""",600,1615.0829999999999
162,T125,T125,Nick Watney,91,"2' 8""",864,2338.917
163,T164,T164,Jeff Brehaut,71,"2' 9""",713,1939.25
164,T164,T164,Danny Briggs,70,"2' 9""",681,1887.9170000000001
165,T164,T164,D.J. Brigman,76,"2' 9""",692,1920.9170000000001
166,T164,T164,José Coceres,56,"2' 9""",536,1484.0
167,T164,T164,Gavin Coles,70,"2' 9""",656,1782.1670000000001
168,T164,T164,Ben Crane,78,"2' 9""",632,1740.9170000000001
169,T164,T164,Fred Funk,102,"2' 9""",903,2460.25
170,T164,T164,Tom Gillis,77,"2' 9""",751,2035.9170000000001
171,T164,T164,Bill Glasson,54,"2' 9""",479,1301.167
172,T164,T164,Lucas Glover,88,"2' 9""",857,2323.417
173,T164,T164,Scott Gutschewski,86,"2' 9""",783,2162.833
174,T164,T164,J.L. Lewis,98,"2' 9""",869,2414.25
175,T164,T164,Steve Lowery,100,"2' 9""",907,2469.083
176,T164,T164,Will MacKenzie,75,"2' 9""",745,2031.4170000000001
177,T164,T164,Andrew Magee,82,"2' 9""",768,2116.917
178,T164,T164,Billy Mayfair,114,"2' 9""",1134,3079.167
179,T164,T164,Kevin Na,88,"2' 9""",793,2159.167
180,T164,T164,Joe Ogilvie,103,"2' 9""",774,2137.25
181,T164,T164,Ryan Palmer,101,"2' 9""",857,2351.75
182,T164,T164,Brenden Pappas,51,"2' 9""",508,1377.0829999999999
183,T164,T164,Rory Sabbatini,81,"2' 9""",626,1735.6670000000001
184,T164,T164,Chris Smith,93,"2' 9""",1009,2792.083
185,T164,T164,Kevin Sutherland,89,"2' 9""",809,2222.167
186,T164,T164,Roland Thatcher,75,"2' 9""",766,2093.583
187,T164,T164,D.J. Trahan,81,"2' 9""",785,2174.5
188,T164,T164,Charles Warren,89,"2' 9""",898,2450.583
189,T190,T190,Steve Allan,102,"2' 10""",944,2693.583
190,T190,T190,Mark Hensby,70,"2' 10""",534,1500.1670000000001
191,T190,T190,Brendan Jones,81,"2' 10""",792,2246.75
192,T190,T190,Sean O'Hair,103,"2' 10""",921,2600.333
193,T190,T190,Greg Owen,84,"2' 10""",771,2157.167
194,T190,T190,Pat Perez,89,"2' 10""",742,2120.75
195,T190,T190,Bo Van Pelt,112,"2' 10""",1005,2806.917
196,T197,T197,Scott Hend,75,"2' 11""",691,2029.8329999999999
197,T197,T197,Len Mattiace,86,"2' 11""",776,2235.167
198,T197,T197,Phil Mickelson,81,"2' 11""",505,1470.25
199,T200,T200,Thomas Levet,54,"3' 0""",397,1181.667
200,T200,T200,Jeff Maggert,79,"3' 0""",647,1932.1670000000001
201,T200,T200,Ian Poulter,62,"3' 0""",394,1173.083
