,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
98,T99,T99,Ben Curtis,65,99.72,702,18,682
99,T99,T99,Kevin Na,88,99.72,1081,35,1043
100,101,101,Rich Beem,66,99.71,681,22,657
101,102,102,Duffy Waldorf,86,99.7,991,29,959
102,103,103,Scott Gutschewski,86,99.69,981,32,946
103,104,104,Chris DiMarco,83,99.64,826,22,801
104,105,105,Davis Love III,80,99.62,781,26,752
105,T106,T106,Rod Pampling,89,99.59,980,30,946
106,T106,T106,Adam Scott,72,99.59,737,22,712
107,108,108,Ryuji Imada,78,99.58,944,25,915
108,109,109,Rocco Mediate,73,99.57,927,27,896
109,110,110,Craig Barlow,81,99.56,904,34,866
110,T111,T111,Brandt Jobe,96,99.55,1118,32,1081
111,T111,T111,Tim Petrovic,97,99.55,1101,35,1061
112,113,113,Carl Pettersson,109,99.54,1315,39,1270
113,114,114,Stephen Ames,82,99.52,842,23,815
114,115,115,Jeff Hart,63,99.51,812,23,785
115,T116,T116,Rob Rashell,65,99.48,762,25,733
116,T116,T116,Hidemichi Tanaka,106,99.48,1339,40,1292
117,118,118,Tommy Armour III,103,99.47,1313,33,1273
118,119,119,José María Olazábal,55,99.46,556,16,537
119,120,120,J.P. Hayes,63,99.45,728,23,701
120,121,121,Mark Calcavecchia,92,99.44,1062,31,1025
121,T122,T122,Brian Bateman,98,99.43,1226,45,1174
122,T122,T122,Danny Briggs,70,99.43,873,33,835
123,T124,T124,Robert Allenby,95,99.41,1024,32,986
124,T124,T124,Billy Andrade,83,99.41,1011,29,976
125,126,126,Dennis Paulson,63,99.39,816,27,784
126,127,127,Darron Stiles,78,99.37,946,28,912
127,128,128,Scott Verplank,87,99.34,909,23,880
128,129,129,Hank Kuehne,84,99.32,1028,32,989
129,130,130,Glen Hnatiuk,59,99.31,725,21,699
130,T131,T131,Daniel Chopra,108,99.29,1267,34,1224
131,T131,T131,Vaughn Taylor,99,99.29,1265,42,1214
132,133,133,Todd Fischer,99,99.27,1227,33,1185
133,134,134,Franklin Langham,91,99.26,1079,29,1042
134,135,135,Joey Sindelar,104,99.23,1425,40,1374
135,136,136,Tom Lehman,69,99.19,743,22,715
136,137,137,Carlos Franco,78,99.16,951,29,914
137,T138,T138,Glen Day,80,99.15,1053,34,1010
138,T138,T138,Kevin Sutherland,89,99.15,1065,25,1031
139,140,140,Woody Austin,100,99.13,1262,38,1213
140,141,141,Pat Perez,89,99.12,1019,30,980
141,T142,T142,Cameron Beckman,96,99.08,1194,34,1149
142,T142,T142,Justin Leonard,78,99.08,757,19,731
143,144,144,Jeff Maggert,79,99.04,834,18,808
144,145,145,Jonathan Kaye,77,99.02,917,24,884
145,146,146,Billy Mayfair,114,99.01,1417,47,1356
146,147,147,Tim Clark,92,99.0,900,29,862
147,148,148,Jason Allred,75,98.98,884,28,847
148,149,149,Matt Kuchar,60,98.97,779,20,751
149,T150,T150,Steve Jones,56,98.94,663,14,642
150,T150,T150,Charles Warren,89,98.94,1137,38,1087
151,152,152,Jay Haas,54,98.92,556,17,533
152,153,153,Mark Wilson,74,98.88,890,24,856
153,154,154,Frank Lickliter II,100,98.86,1229,45,1170
154,155,155,Mark Brooks,72,98.76,890,21,858
155,T156,T156,Steve Flesch,90,98.75,877,28,838
156,T156,T156,Paul Gow,78,98.75,959,29,918
157,158,158,John Rollins,97,98.72,1174,25,1134
158,159,159,Skip Kendall,80,98.7,1000,28,959
159,160,160,Andrew Magee,82,98.69,993,25,955
160,161,161,Justin Bolli,65,98.67,825,19,795
161,162,162,Bill Glasson,54,98.66,599,9,582
162,163,163,Rory Sabbatini,81,98.64,807,30,766
163,164,164,D.A. Points,94,98.63,1167,32,1119
164,165,165,Craig Perks,67,98.59,850,21,817
165,166,166,Justin Rose,99,98.57,1262,44,1200
166,T167,T167,Paul Azinger,66,98.52,810,18,780
167,T167,T167,Greg Owen,84,98.52,1015,29,971
168,169,169,Hideto Tanihara,50,98.5,665,17,638
169,T170,T170,Robert Damron,89,98.49,1129,32,1080
170,T170,T170,Bob Heintz,67,98.49,863,28,822
171,T170,T170,Joe Ogilvie,103,98.49,1059,34,1009
172,173,173,Roland Thatcher,75,98.44,962,26,921
173,174,174,Thomas Levet,54,98.43,510,20,482
174,175,175,Stephen Leaney,89,98.42,1076,33,1026
175,176,176,D.J. Trahan,81,98.41,1008,37,955
176,177,177,Marco Dawson,82,98.37,1104,33,1053
177,178,178,Lee Westwood,50,98.34,482,14,460
178,179,179,Paul Claxton,79,98.33,958,31,911
179,180,180,Bradley Hughes,52,98.31,712,18,682
180,181,181,Doug Barron,70,98.27,927,19,892
181,182,182,Ted Purdy,122,98.26,1436,37,1374
182,183,183,Matt Davidson,53,98.25,687,13,662
183,T184,T184,John Daly,78,98.24,796,16,766
184,T184,T184,Chris Riley,67,98.24,624,14,599
185,T184,T184,Brett Wetterich,76,98.24,967,21,929
186,187,187,Neal Lancaster,95,98.18,1208,28,1158
187,188,188,Jason Bohn,91,98.11,1161,19,1120
188,189,189,Steve Allan,102,98.07,1246,40,1182
189,190,190,Scott Hend,75,98.03,915,28,869
190,191,191,Omar Uresti,84,97.75,1065,27,1014
191,192,192,D.J. Brigman,76,97.62,884,23,840
192,193,193,Will MacKenzie,75,97.54,977,24,929
193,194,194,David Hearn,68,97.35,905,26,855
194,195,195,Sergio Garcia,73,97.24,760,17,722
195,196,196,José Coceres,56,97.14,735,18,696
196,197,197,John Huston,90,97.13,1148,30,1085
197,198,198,Joe Durant,81,97.06,1019,22,967
198,199,199,Alex Cejka,84,96.9,1000,27,942
199,200,200,Jim Carter,62,96.85,794,13,756
200,201,201,Brian Davis,75,96.6,912,23,858
201,202,202,Fred Couples,72,95.01,641,15,594
