,Total_1_Putts_-_Inside_5_RANK THIS WEEK,Total_1_Putts_-_Inside_5_RANK LAST WEEK,Total_1_Putts_-_Inside_5_PLAYER NAME,Total_1_Putts_-_Inside_5_ROUNDS,Total_1_Putts_-_Inside_5_TOTAL,Total_1_Putts_-_Inside_5_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_Inside_5_PCT OF ALL 1-PUTTS
55,T54,T54,Charles Warren,89,271,533,50.8
56,T57,T57,Briny Baird,98,269,586,45.9
57,T57,T57,Todd Hamilton,94,269,534,50.4
58,T57,T57,Franklin Langham,91,269,510,52.7
59,T57,T57,Joey Snyder III,102,269,565,47.6
60,T61,T61,Marco Dawson,82,267,552,48.4
61,T61,T61,Fred Funk,102,267,563,47.4
62,63,63,J.L. Lewis,98,266,578,46.0
63,64,64,Billy Andrade,83,264,546,48.4
64,T65,T65,Lucas Glover,88,262,532,49.2
65,T65,T65,Hunter Haas,83,262,523,50.1
66,67,67,Omar Uresti,84,261,505,51.7
67,T68,T68,Len Mattiace,86,260,574,45.3
68,T68,T68,Dean Wilson,86,260,560,46.4
69,70,70,Brandt Jobe,96,258,563,45.8
70,71,71,Hank Kuehne,84,255,538,47.4
71,72,72,Tim Petrovic,97,253,546,46.3
72,T73,T73,Olin Browne,99,251,570,44.0
73,T73,T73,Ben Crane,78,251,524,47.9
74,T73,T73,Dudley Hart,84,251,526,47.7
75,T73,T73,Rod Pampling,89,251,485,51.8
76,T73,T73,Duffy Waldorf,86,251,498,50.4
77,78,78,Greg Owen,84,249,486,51.2
78,79,79,Ryuji Imada,78,248,470,52.8
79,T80,T80,Brendan Jones,81,246,495,49.7
80,T80,T80,Stephen Leaney,89,246,502,49.0
81,T80,T80,Jesper Parnevik,84,246,492,50.0
82,T83,T83,Jim Furyk,94,245,525,46.7
83,T83,T83,Ryan Palmer,101,245,578,42.4
84,T85,T85,Tim Clark,92,244,478,51.0
85,T85,T85,Brian Davis,75,244,473,51.6
86,87,87,Chris Smith,93,243,507,47.9
87,T88,T88,Paul Gow,78,241,471,51.2
88,T88,T88,Phillip Price,77,241,470,51.3
89,T90,T90,Mark Brooks,72,238,440,54.1
90,T90,T90,Bart Bryant,91,238,521,45.7
91,T90,T90,Darron Stiles,78,238,502,47.4
92,T93,T93,Joe Durant,81,235,435,54.0
93,T93,T93,Scott Hend,75,235,449,52.3
94,T93,T93,Jonathan Kaye,77,235,447,52.6
95,96,96,James Driscoll,73,234,448,52.2
96,T97,T97,Matt Gogel,78,233,469,49.7
97,T97,T97,Andrew Magee,82,233,471,49.5
98,T99,T99,Skip Kendall,80,231,481,48.0
99,T99,T99,Corey Pavin,77,231,455,50.8
100,T99,T99,Steve Stricker,62,231,479,48.2
101,102,102,Tom Gillis,77,230,465,49.5
102,T103,T103,Stephen Ames,82,229,461,49.7
103,T103,T103,Stewart Cink,98,229,513,44.6
104,T103,T103,Will MacKenzie,75,229,466,49.1
105,106,106,Tom Byrum,83,227,510,44.5
106,T107,T107,Doug Barron,70,226,443,51.0
107,T107,T107,Scott Gutschewski,86,226,477,47.4
108,T107,T107,Bob Heintz,67,226,478,47.3
109,T107,T107,D.J. Trahan,81,226,461,49.0
110,T111,T111,Charles Howell III,95,223,493,45.2
111,T111,T111,Rocco Mediate,73,223,445,50.1
112,T113,T113,Carlos Franco,78,222,461,48.2
113,T113,T113,Peter Lonard,85,222,444,50.0
114,T113,T113,Brett Wetterich,76,222,452,49.1
115,T113,T113,Charlie Wi,67,222,476,46.6
116,T117,T117,Chad Campbell,95,221,509,43.4
117,T117,T117,Paul Claxton,79,221,436,50.7
118,119,119,Bob Tway,87,220,478,46.0
119,120,120,Scott Verplank,87,218,473,46.1
120,T121,T121,Stuart Appleby,84,216,440,49.1
121,T121,T121,Paul Azinger,66,216,435,49.7
122,T123,T123,Alex Cejka,84,215,456,47.1
123,T123,T123,Chris DiMarco,83,215,438,49.1
124,T123,T123,Brad Faxon,75,215,451,47.7
125,T123,T123,Mathias Grönberg,60,215,394,54.6
126,T123,T123,Mark Wilson,74,215,448,48.0
127,128,128,Gavin Coles,70,213,460,46.3
128,129,129,Justin Bolli,65,212,417,50.8
129,T130,T130,John Daly,78,211,401,52.6
130,T130,T130,Michael Long,72,211,411,51.3
131,T130,T130,Jeff Maggert,79,211,421,50.1
132,T133,T133,Chris Anderson,66,210,421,49.9
133,T133,T133,J.P. Hayes,63,210,412,51.0
134,135,135,Tiger Woods,76,209,428,48.8
135,136,136,Lee Janzen,75,208,423,49.2
136,137,137,Roland Thatcher,75,207,433,47.8
137,138,138,Scott McCarron,78,206,424,48.6
138,139,139,Mario Tiziani,67,205,417,49.2
139,T140,T140,Robert Allenby,95,203,467,43.5
140,T140,T140,Steve Flesch,90,203,443,45.8
141,T140,T140,Rob Rashell,65,203,397,51.1
142,T143,T143,Jeff Brehaut,71,202,409,49.4
143,T143,T143,Danny Briggs,70,202,412,49.0
144,T145,T145,Jason Allred,75,201,435,46.2
145,T145,T145,José Coceres,56,201,395,50.9
146,T147,T147,Arjun Atwal,65,199,456,43.6
147,T147,T147,Craig Barlow,81,199,421,47.3
148,T147,T147,Shaun Micheel,81,199,435,45.7
149,150,150,Mike Weir,71,198,348,56.9
150,151,151,D.J. Brigman,76,197,401,49.1
151,152,152,David Toms,87,194,455,42.6
152,T153,T153,John Cook,72,193,408,47.3
153,T153,T153,Jeff Hart,63,193,389,49.6
154,T153,T153,Justin Leonard,78,193,396,48.7
155,T153,T153,Kenny Perry,82,193,410,47.1
156,157,157,K.J. Choi,78,192,389,49.4
157,158,158,Craig Perks,67,190,367,51.8
158,159,159,Phil Mickelson,81,188,382,49.2
159,160,160,Matt Kuchar,60,187,391,47.8
160,T161,T161,David Hearn,68,186,384,48.4
161,T161,T161,Davis Love III,80,186,398,46.7
162,163,163,Adam Scott,72,185,362,51.1
163,T164,T164,Mark O'Meara,66,184,393,46.8
164,T164,T164,Dennis Paulson,63,184,361,51.0
165,T166,T166,Ben Curtis,65,183,346,52.9
166,T166,T166,Tom Lehman,69,183,333,55.0
167,168,168,John Elliott,58,181,349,51.9
168,169,169,Rory Sabbatini,81,180,434,41.5
169,170,170,Jim Carter,62,179,352,50.9
170,171,171,Chris Riley,67,177,313,56.5
171,T172,T172,Steve Elkington,67,176,354,49.7
172,T172,T172,Mark Hensby,70,176,347,50.7
173,174,174,Freddie Jacobson,72,175,413,42.4
174,175,175,Arron Oberholser,65,174,348,50.0
175,T176,T176,Bernhard Langer,67,173,336,51.5
176,T176,T176,Tjaart van der Walt,56,173,363,47.7
177,178,178,Brenden Pappas,51,171,358,47.8
178,179,179,Loren Roberts,54,170,344,49.4
179,180,180,Sergio Garcia,73,169,343,49.3
180,T181,T181,Rich Beem,66,166,326,50.9
181,T181,T181,Brent Geiberger,61,166,350,47.4
182,T183,T183,Steve Jones,56,164,307,53.4
183,T183,T183,Jay Williamson,53,164,330,49.7
184,185,185,Glen Hnatiuk,59,162,324,50.0
185,186,186,Matt Davidson,53,161,350,46.0
186,187,187,Hideto Tanihara,50,160,287,55.7
187,188,188,Larry Mize,54,155,340,45.6
188,189,189,Richard Johnson,50,154,333,46.2
189,190,190,José María Olazábal,55,152,317,47.9
190,191,191,Dan Forsman,52,149,329,45.3
191,192,192,Retief Goosen,71,148,293,50.5
192,193,193,Kirk Triplett,55,143,314,45.5
193,194,194,Jay Haas,54,140,271,51.7
194,195,195,Bradley Hughes,52,139,292,47.6
195,196,196,Bill Glasson,54,138,299,46.2
196,T197,T197,Fred Couples,72,134,286,46.9
197,T197,T197,Luke Donald,67,134,277,48.4
198,199,199,Padraig Harrington,50,129,290,44.5
199,200,200,Lee Westwood,50,119,225,52.9
200,201,201,Thomas Levet,54,115,238,48.3
201,202,202,Ian Poulter,62,110,248,44.4
