,Birdie_or_Better_Conversion_Percentage_RANK THIS WEEK,Birdie_or_Better_Conversion_Percentage_RANK LAST WEEK,Birdie_or_Better_Conversion_Percentage_PLAYER NAME,Birdie_or_Better_Conversion_Percentage_ROUNDS,Birdie_or_Better_Conversion_Percentage_%,Birdie_or_Better_Conversion_Percentage_# BIRDIES,Birdie_or_Better_Conversion_Percentage_GREENS HIT
94,95,95,Sean O'Hair,103,29.07,348,1197
95,96,96,John Elliott,58,29.03,173,596
96,T97,T97,Billy Mayfair,114,28.99,398,1373
97,T97,T97,Greg Owen,84,28.99,280,966
98,99,99,Mark Wilson,74,28.95,240,829
99,T100,T100,Justin Bolli,65,28.94,200,691
100,T100,T100,Glen Day,80,28.94,250,864
101,T102,T102,Steve Allan,102,28.89,325,1125
102,T102,T102,Padraig Harrington,50,28.89,156,540
103,104,104,Joey Sindelar,104,28.84,370,1283
104,105,105,Brian Gay,101,28.83,320,1110
105,T106,T106,Bob Estes,92,28.79,308,1070
106,T106,T106,Kirk Triplett,55,28.79,173,601
107,108,108,Jason Bohn,91,28.78,310,1077
108,109,109,Andrew Magee,82,28.77,246,855
109,110,110,Jeff Maggert,79,28.75,251,873
110,111,111,John Senden,101,28.74,348,1211
111,112,112,K.J. Choi,78,28.71,242,843
112,113,113,Hidemichi Tanaka,106,28.68,351,1224
113,114,114,Briny Baird,98,28.62,342,1195
114,115,115,Todd Hamilton,94,28.56,297,1040
115,116,116,J.L. Lewis,98,28.52,332,1164
116,117,117,Chad Campbell,95,28.51,323,1133
117,118,118,Stephen Ames,82,28.49,251,881
118,119,119,D.J. Trahan,81,28.48,266,934
119,120,120,Adam Scott,72,28.47,234,822
120,121,121,Jeff Brehaut,71,28.44,240,844
121,122,122,Justin Rose,99,28.42,330,1161
122,123,123,Corey Pavin,77,28.41,233,820
123,124,124,Jay Haas,54,28.4,161,567
124,125,125,Peter Lonard,85,28.38,275,969
125,126,126,Stuart Appleby,84,28.35,273,963
126,T127,T127,Sergio Garcia,73,28.28,248,877
127,T127,T127,Charles Howell III,95,28.28,302,1068
128,129,129,James Driscoll,73,28.2,227,805
129,130,130,Bob Tway,87,28.17,284,1008
130,131,131,D.A. Points,94,28.16,296,1051
131,132,132,Jay Williamson,53,28.12,169,601
132,T133,T133,Tom Gillis,77,28.09,243,865
133,T133,T133,Paul Gow,78,28.09,232,826
134,T133,T133,Brendan Jones,81,28.09,266,947
135,136,136,Gavin Coles,70,28.08,219,780
136,137,137,Mathias Grönberg,60,28.04,189,674
137,138,138,John Cook,72,28.02,225,803
138,T139,T139,Doug Barron,70,28.0,236,843
139,T139,T139,Lee Westwood,50,28.0,154,550
140,141,141,José Coceres,56,27.99,164,586
141,142,142,Ian Poulter,62,27.97,174,622
142,143,143,Omar Uresti,84,27.96,281,1005
143,144,144,Kevin Sutherland,89,27.88,293,1051
144,145,145,Stephen Leaney,89,27.85,286,1027
145,146,146,Heath Slocum,103,27.83,339,1218
146,147,147,Matt Gogel,78,27.78,237,853
147,T148,T148,Len Mattiace,86,27.77,233,839
148,T148,T148,Loren Roberts,54,27.77,173,623
149,150,150,Rocco Mediate,73,27.74,238,858
150,151,151,Olin Browne,99,27.71,327,1180
151,T152,T152,Steve Flesch,90,27.65,266,962
152,T152,T152,Tim Petrovic,97,27.65,300,1085
153,154,154,Jeff Sluman,94,27.56,312,1132
154,155,155,Carlos Franco,78,27.54,249,904
155,156,156,Arron Oberholser,65,27.51,208,756
156,157,157,Bernhard Langer,67,27.49,215,782
157,T158,T158,Mario Tiziani,67,27.48,213,775
158,T158,T158,Tjaart van der Walt,56,27.48,183,666
159,160,160,Jason Allred,75,27.47,214,779
160,161,161,J.J. Henry,102,27.45,344,1253
161,162,162,Jerry Kelly,101,27.27,321,1177
162,163,163,Robert Damron,89,27.23,278,1021
163,164,164,Joey Snyder III,102,27.2,327,1202
164,165,165,Mike Weir,71,27.17,200,736
165,166,166,Shaun Micheel,81,27.16,251,924
166,167,167,Larry Mize,54,27.14,152,560
167,168,168,David Hearn,68,27.13,226,833
168,169,169,Tom Lehman,69,27.09,220,812
169,170,170,Dennis Paulson,63,27.05,191,706
170,171,171,Matt Davidson,53,26.91,155,576
171,172,172,Joe Durant,81,26.79,277,1034
172,173,173,Roland Thatcher,75,26.75,244,912
173,174,174,Luke Donald,67,26.63,196,736
174,T175,T175,D.J. Brigman,76,26.55,219,825
175,T175,T175,Mark O'Meara,66,26.55,188,708
176,177,177,Tommy Armour III,103,26.52,335,1263
177,178,178,Rob Rashell,65,26.3,182,692
178,179,179,Paul Claxton,79,26.22,241,919
179,180,180,Matt Kuchar,60,26.14,177,677
180,181,181,Michael Long,72,26.11,212,812
181,182,182,Rich Beem,66,26.1,184,705
182,183,183,Glen Hnatiuk,59,26.08,175,671
183,184,184,Chris Riley,67,26.06,178,683
184,185,185,Steve Elkington,67,26.05,211,810
185,186,186,Craig Perks,67,26.03,189,726
186,187,187,Tom Byrum,83,25.93,251,968
187,188,188,Skip Kendall,80,25.91,228,880
188,189,189,Alex Cejka,84,25.87,246,951
189,190,190,Brent Geiberger,61,25.85,174,673
190,191,191,Mark Brooks,72,25.78,199,772
191,192,192,Danny Briggs,70,25.61,200,781
192,193,193,Ben Curtis,65,25.48,184,722
193,194,194,Thomas Levet,54,25.0,146,584
194,195,195,Fred Funk,102,24.96,300,1202
195,196,196,Franklin Langham,91,24.87,243,977
196,197,197,Bradley Hughes,52,24.63,149,605
197,198,198,Hideto Tanihara,50,24.62,129,524
198,199,199,Jeff Hart,63,24.34,167,686
199,200,200,Bill Glasson,54,24.25,145,598
200,201,201,Steve Jones,56,22.6,134,593
201,202,202,Jim Carter,62,21.77,145,666
