,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
61,T61,T61,Heath Slocum,103,96.89,1253,1214
62,T63,T63,Padraig Harrington,50,96.88,545,528
63,T63,T63,Bernhard Langer,67,96.88,641,621
64,T63,T63,Jeff Maggert,79,96.88,834,808
65,66,66,Steve Lowery,100,96.86,1210,1172
66,T67,T67,Michael Long,72,96.84,917,888
67,T67,T67,Jeff Sluman,94,96.84,1204,1166
68,69,69,Steve Jones,56,96.83,663,642
69,70,70,Kent Jones,99,96.82,1195,1157
70,T71,T71,Kevin Sutherland,89,96.81,1065,1031
71,T71,T71,Scott Verplank,87,96.81,909,880
72,73,73,Stephen Ames,82,96.79,842,815
73,74,74,Chad Campbell,95,96.78,1026,993
74,T75,T75,J.J. Henry,102,96.77,1268,1227
75,T75,T75,Kenny Perry,82,96.77,835,808
76,T75,T75,Duffy Waldorf,86,96.77,991,959
77,78,78,Nick Watney,91,96.76,1110,1074
78,T79,T79,Tim Herron,100,96.73,1070,1035
79,T79,T79,Corey Pavin,77,96.73,857,829
80,81,81,Brendan Jones,81,96.71,1004,971
81,82,82,Mike Weir,71,96.7,667,645
82,83,83,Brandt Jobe,96,96.69,1118,1081
83,84,84,Jeff Hart,63,96.67,812,785
84,85,85,Rocco Mediate,73,96.66,927,896
85,86,86,Tom Byrum,83,96.65,1044,1009
86,87,87,Joey Snyder III,102,96.63,1306,1262
87,T88,T88,Daniel Chopra,108,96.61,1267,1224
88,T88,T88,Adam Scott,72,96.61,737,712
89,90,90,John Rollins,97,96.59,1174,1134
90,T91,T91,Todd Fischer,99,96.58,1227,1185
91,T91,T91,Mark O'Meara,66,96.58,702,678
92,T91,T91,José María Olazábal,55,96.58,556,537
93,T91,T91,Carl Pettersson,109,96.58,1315,1270
94,T95,T95,Franklin Langham,91,96.57,1079,1042
95,T95,T95,Justin Leonard,78,96.57,757,731
96,T97,T97,Billy Andrade,83,96.54,1011,976
97,T97,T97,Aaron Baddeley,84,96.54,1012,977
98,99,99,Rod Pampling,89,96.53,980,946
99,T100,T100,Mark Calcavecchia,92,96.52,1062,1025
100,T100,T100,Lucas Glover,88,96.52,1093,1055
101,T102,T102,Len Mattiace,86,96.5,999,964
102,T102,T102,Bo Van Pelt,112,96.5,1285,1240
103,T104,T104,Stuart Appleby,84,96.49,883,852
104,T104,T104,Hidemichi Tanaka,106,96.49,1339,1292
105,T106,T106,Rich Beem,66,96.48,681,657
106,T106,T106,Kevin Na,88,96.48,1081,1043
107,T106,T106,Jay Williamson,53,96.48,654,631
108,T109,T109,Jason Bohn,91,96.47,1161,1120
109,T109,T109,Jonathan Byrd,103,96.47,1331,1284
110,T109,T109,Kevin Stadler,96,96.47,1163,1122
111,T112,T112,Scott Gutschewski,86,96.43,981,946
112,T112,T112,Charles Howell III,95,96.43,1008,972
113,T114,T114,Brenden Pappas,51,96.42,671,647
114,T114,T114,Joey Sindelar,104,96.42,1425,1374
115,T116,T116,Glen Hnatiuk,59,96.41,725,699
116,T116,T116,Matt Kuchar,60,96.41,779,751
117,T116,T116,Sean O'Hair,103,96.41,1171,1129
118,T116,T116,Darron Stiles,78,96.41,946,912
119,T120,T120,Briny Baird,98,96.4,1249,1204
120,T120,T120,Mark Brooks,72,96.4,890,858
121,T120,T120,Jonathan Kaye,77,96.4,917,884
122,T123,T123,Mathias Grönberg,60,96.39,804,775
123,T123,T123,Todd Hamilton,94,96.39,1052,1014
124,T125,T125,Harrison Frazar,105,96.37,1295,1248
125,T125,T125,Tim Petrovic,97,96.37,1101,1061
126,T127,T127,Justin Bolli,65,96.36,825,795
127,T127,T127,Matt Davidson,53,96.36,687,662
128,T129,T129,Hunter Haas,83,96.34,1010,973
129,T129,T129,Peter Lonard,85,96.34,955,920
130,131,131,Shaun Micheel,81,96.33,899,866
131,132,132,Arjun Atwal,65,96.32,816,786
132,T133,T133,Paul Azinger,66,96.3,810,780
133,T133,T133,John Elliott,58,96.3,729,702
134,T133,T133,J.L. Lewis,98,96.3,1107,1066
135,T136,T136,Robert Allenby,95,96.29,1024,986
136,T136,T136,J.P. Hayes,63,96.29,728,701
137,T136,T136,Davis Love III,80,96.29,781,752
138,T139,T139,Cameron Beckman,96,96.23,1194,1149
139,T139,T139,John Daly,78,96.23,796,766
140,T139,T139,Tom Lehman,69,96.23,743,715
141,142,142,Doug Barron,70,96.22,927,892
142,143,143,Hank Kuehne,84,96.21,1028,989
143,144,144,Rob Rashell,65,96.19,762,733
144,145,145,Mark Wilson,74,96.18,890,856
145,T146,T146,Lee Janzen,75,96.17,835,803
146,T146,T146,Andrew Magee,82,96.17,993,955
147,T146,T146,Pat Perez,89,96.17,1019,980
148,T149,T149,Woody Austin,100,96.12,1262,1213
149,T149,T149,Craig Perks,67,96.12,850,817
150,151,151,Carlos Franco,78,96.11,951,914
151,152,152,Dennis Paulson,63,96.08,816,784
152,153,153,Brett Wetterich,76,96.07,967,929
153,154,154,Chris Riley,67,95.99,624,599
154,155,155,Vaughn Taylor,99,95.97,1265,1214
155,156,156,Chris Smith,93,95.96,1238,1188
156,157,157,Hideto Tanihara,50,95.94,665,638
157,158,158,Glen Day,80,95.92,1053,1010
158,159,159,Skip Kendall,80,95.9,1000,959
159,160,160,D.A. Points,94,95.89,1167,1119
160,T161,T161,Jay Haas,54,95.86,556,533
161,T161,T161,Neal Lancaster,95,95.86,1208,1158
162,163,163,Jason Allred,75,95.81,884,847
163,164,164,Craig Barlow,81,95.8,904,866
164,165,165,Bradley Hughes,52,95.79,712,682
165,166,166,Tim Clark,92,95.78,900,862
166,167,167,Brian Bateman,98,95.76,1226,1174
167,168,168,Roland Thatcher,75,95.74,962,921
168,169,169,Paul Gow,78,95.72,959,918
169,170,170,Billy Mayfair,114,95.7,1417,1356
170,171,171,Ted Purdy,122,95.68,1436,1374
171,172,172,Greg Owen,84,95.67,1015,971
172,173,173,Robert Damron,89,95.66,1129,1080
173,174,174,Danny Briggs,70,95.65,873,835
174,175,175,Charles Warren,89,95.6,1137,1087
175,176,176,Steve Flesch,90,95.55,877,838
176,177,177,Lee Westwood,50,95.44,482,460
177,178,178,Marco Dawson,82,95.38,1104,1053
178,179,179,Stephen Leaney,89,95.35,1076,1026
179,180,180,Joe Ogilvie,103,95.28,1059,1009
180,181,181,Bob Heintz,67,95.25,863,822
181,T182,T182,Jim Carter,62,95.21,794,756
182,T182,T182,Omar Uresti,84,95.21,1065,1014
183,184,184,Frank Lickliter II,100,95.2,1229,1170
184,185,185,Dan Forsman,52,95.13,657,625
185,T186,T186,Paul Claxton,79,95.09,958,911
186,T186,T186,Will MacKenzie,75,95.09,977,929
187,T186,T186,Justin Rose,99,95.09,1262,1200
188,189,189,D.J. Brigman,76,95.02,884,840
189,190,190,Sergio Garcia,73,95.0,760,722
190,191,191,Scott Hend,75,94.97,915,869
191,192,192,Rory Sabbatini,81,94.92,807,766
192,193,193,Joe Durant,81,94.9,1019,967
193,194,194,Steve Allan,102,94.86,1246,1182
194,195,195,D.J. Trahan,81,94.74,1008,955
195,196,196,José Coceres,56,94.69,735,696
196,T197,T197,John Huston,90,94.51,1148,1085
197,T197,T197,Thomas Levet,54,94.51,510,482
198,199,199,David Hearn,68,94.48,905,855
199,200,200,Alex Cejka,84,94.2,1000,942
200,201,201,Brian Davis,75,94.08,912,858
201,202,202,Fred Couples,72,92.67,641,594
