,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
142,T142,T142,Billy Mayfair,114,36.48,197,540
143,T144,T144,Danny Briggs,70,36.42,177,486
144,T144,T144,Justin Rose,99,36.42,177,486
145,146,146,Ben Curtis,65,36.34,157,432
146,T147,T147,Jay Haas,54,36.3,98,270
147,T147,T147,Charles Warren,89,36.3,196,540
148,149,149,Kevin Stadler,96,36.28,209,576
149,150,150,Loren Roberts,54,36.27,111,306
150,151,151,Tjaart van der Walt,56,36.26,124,342
151,152,152,David Toms,87,36.24,137,378
152,153,153,Stephen Leaney,89,36.21,176,486
153,154,154,Michael Allen,90,36.11,195,540
154,T155,T155,Robert Allenby,95,36.02,188,522
155,T155,T155,Kent Jones,99,36.02,201,558
156,T157,T157,Brendan Jones,81,36.01,175,486
157,T157,T157,Duffy Waldorf,86,36.01,175,486
158,159,159,Michael Long,72,36.0,162,450
159,160,160,Olin Browne,99,35.91,181,504
160,T161,T161,Will MacKenzie,75,35.88,155,432
161,T161,T161,Scott Verplank,87,35.88,155,432
162,163,163,D.A. Points,94,35.76,206,576
163,164,164,Dennis Paulson,63,35.75,148,414
164,165,165,Neal Lancaster,95,35.66,199,558
165,166,166,Zach Johnson,96,35.63,186,522
166,T167,T167,Jeff Brehaut,71,35.61,141,396
167,T167,T167,Jonathan Kaye,77,35.61,141,396
168,T167,T167,Kenny Perry,82,35.61,141,396
169,170,170,John Cook,72,35.56,160,450
170,T171,T171,Chad Campbell,95,35.47,166,468
171,T171,T171,Craig Perks,67,35.47,166,468
172,173,173,Sean O'Hair,103,35.39,172,486
173,T174,T174,Tom Lehman,69,35.38,121,342
174,T174,T174,Hideto Tanihara,50,35.38,121,342
175,176,176,Jerry Kelly,101,35.37,191,540
176,T177,T177,Justin Leonard,78,35.35,140,396
177,T177,T177,Bo Van Pelt,112,35.35,210,594
178,179,179,Tom Gillis,77,35.19,171,486
179,180,180,Thomas Levet,54,35.09,120,342
180,181,181,Greg Owen,84,35.02,145,414
181,182,182,Joey Snyder III,102,35.0,189,540
182,183,183,Lucas Glover,88,34.98,170,486
183,184,184,Rich Beem,66,34.89,157,450
184,185,185,Sergio Garcia,73,34.88,113,324
185,186,186,Brett Wetterich,76,34.77,169,486
186,187,187,D.J. Trahan,81,34.62,162,468
187,188,188,Jeff Hart,63,34.6,137,396
188,189,189,Mark Wilson,74,34.49,149,432
189,190,190,Frank Lickliter II,100,34.41,192,558
190,191,191,Scott Gutschewski,86,34.19,160,468
191,192,192,Fred Couples,72,33.61,121,360
192,193,193,Doug Barron,70,33.56,145,432
193,194,194,Shaun Micheel,81,33.53,169,504
194,195,195,D.J. Brigman,76,33.11,149,450
195,196,196,David Hearn,68,33.1,143,432
196,197,197,Chris Smith,93,32.99,190,576
197,198,198,Joe Durant,81,32.67,147,450
198,199,199,Roland Thatcher,75,32.41,140,432
199,200,200,Glen Hnatiuk,59,32.22,116,360
200,201,201,John Senden,101,32.14,162,504
201,202,202,Bradley Hughes,52,30.83,111,360
