,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
163,164,164,Paul Claxton,79,-0.266,-17.567999999999998,66
164,165,165,Craig Barlow,81,-0.27,-17.296,64
165,166,166,Frank Lickliter II,100,-0.278,-23.895,86
166,167,167,Michael Long,72,-0.294,-18.824,64
167,168,168,José Coceres,56,-0.306,-16.226,53
168,169,169,Ryuji Imada,78,-0.308,-20.622,67
169,170,170,Chris Smith,93,-0.309,-26.609,86
170,171,171,D.J. Trahan,81,-0.313,-22.256999999999998,71
171,172,172,John Daly,78,-0.324,-18.121,56
172,T173,T173,Tom Lehman,69,-0.332,-16.599,50
173,T173,T173,Andrew Magee,82,-0.332,-23.599,71
174,175,175,Joey Sindelar,104,-0.335,-33.201,99
175,176,176,Mark Brooks,72,-0.35700000000000004,-22.462,63
176,177,177,Omar Uresti,84,-0.37,-27.412,74
177,178,178,Chris Riley,67,-0.38299999999999995,-16.47,43
178,179,179,Brian Davis,75,-0.384,-24.572,64
179,180,180,Lee Westwood,50,-0.387,-12.777999999999999,33
180,181,181,Greg Owen,84,-0.389,-27.633000000000003,71
181,182,182,Rich Beem,66,-0.4,-19.182000000000002,48
182,183,183,Paul Gow,78,-0.402,-27.325,68
183,184,184,D.A. Points,94,-0.40299999999999997,-33.464,83
184,185,185,Dennis Paulson,63,-0.42700000000000005,-24.348000000000003,57
185,186,186,Rocco Mediate,73,-0.439,-28.945999999999998,66
186,187,187,Brett Wetterich,76,-0.44,-29.904,68
187,188,188,Robert Damron,89,-0.45,-35.998000000000005,80
188,189,189,Will MacKenzie,75,-0.45399999999999996,-30.843000000000004,68
189,190,190,Steve Jones,56,-0.46399999999999997,-21.333000000000002,46
190,191,191,Scott Hend,75,-0.483,-31.39,65
191,192,192,Bradley Hughes,52,-0.527,-25.84,49
192,193,193,Fred Couples,72,-0.546,-24.002,44
193,194,194,Roland Thatcher,75,-0.581,-39.479,68
194,195,195,Hideto Tanihara,50,-0.586,-26.363000000000003,45
195,T196,T196,Jim Carter,62,-0.599,-32.919000000000004,55
196,T196,T196,Alex Cejka,84,-0.599,-41.937,70
197,198,198,Craig Perks,67,-0.645,-38.044000000000004,59
198,199,199,D.J. Brigman,76,-0.715,-44.32899999999999,62
199,200,200,David Hearn,68,-0.763,-46.541000000000004,61
200,201,201,Joe Durant,81,-0.782,-53.946000000000005,69
201,202,202,Thomas Levet,54,-0.8490000000000001,-30.578000000000003,36
