,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
106,T104,T104,Rod Pampling,89,29.23,2455,84,23
107,T108,T108,Robert Damron,89,29.25,2603,89,22
108,T108,T108,Vijay Singh,111,29.25,3188,109,24
109,T108,T108,Hideto Tanihara,50,29.25,1404,48,23
110,T111,T111,John Cook,72,29.26,2048,70,22
111,T111,T111,Jeff Hart,63,29.26,1785,61,24
112,T111,T111,Franklin Langham,91,29.26,2546,87,22
113,T111,T111,Jeff Sluman,94,29.26,2750,94,24
114,T111,T111,Mario Tiziani,67,29.26,1902,65,25
115,T116,T116,Jason Allred,75,29.27,2137,73,23
116,T116,T116,John Elliott,58,29.27,1639,56,24
117,T118,T118,Lucas Glover,88,29.28,2518,86,23
118,T118,T118,Jonathan Kaye,77,29.28,2167,74,25
119,T118,T118,Tim Petrovic,97,29.28,2723,93,22
120,T121,T121,Jonathan Byrd,103,29.29,2900,99,24
121,T121,T121,John Daly,78,29.29,2226,76,22
122,T121,T121,Kevin Sutherland,89,29.29,2548,87,24
123,124,124,Arron Oberholser,65,29.3,1846,63,25
124,T125,T125,Luke Donald,67,29.32,1759,60,23
125,T125,T125,J.L. Lewis,98,29.32,2873,98,23
126,T125,T125,Hunter Mahan,103,29.32,2961,101,23
127,T125,T125,Rocco Mediate,73,29.32,2140,73,24
128,T129,T129,Carlos Franco,78,29.33,2229,76,23
129,T129,T129,Tom Gillis,77,29.33,2200,75,23
130,T129,T129,Bill Glasson,54,29.33,1525,52,23
131,T129,T129,Scott Gutschewski,86,29.33,2405,82,23
132,T129,T129,Duffy Waldorf,86,29.33,2405,82,22
133,134,134,Mark Hensby,70,29.34,1995,68,23
134,135,135,Heath Slocum,103,29.35,2906,99,23
135,136,136,Ian Poulter,62,29.36,1644,56,25
136,T137,T137,Peter Lonard,85,29.37,2467,84,24
137,T137,T137,Omar Uresti,84,29.37,2467,84,24
138,139,139,Brian Bateman,98,29.39,2763,94,23
139,140,140,Dan Forsman,52,29.42,1471,50,26
140,T141,T141,Steve Allan,102,29.43,2884,98,24
141,T141,T141,Matt Davidson,53,29.43,1560,53,24
142,T141,T141,Frank Lickliter II,100,29.43,2825,96,23
143,T141,T141,Adam Scott,72,29.43,2001,68,23
144,T145,T145,Stuart Appleby,84,29.44,2355,80,22
145,T145,T145,Steve Flesch,90,29.44,2502,85,24
146,T145,T145,Charles Howell III,95,29.44,2650,90,25
147,T145,T145,Stephen Leaney,89,29.44,2532,86,24
148,T145,T145,Joey Sindelar,104,29.44,3062,104,25
149,150,150,Steve Elkington,67,29.45,1973,67,24
150,151,151,Brendan Jones,81,29.46,2327,79,21
151,T152,T152,Tom Byrum,83,29.47,2446,83,24
152,T152,T152,Fred Funk,102,29.47,2976,101,25
153,T154,T154,Retief Goosen,71,29.48,1798,61,24
154,T154,T154,Sean O'Hair,103,29.48,2919,99,23
155,T156,T156,Billy Mayfair,114,29.49,3244,110,24
156,T156,T156,John Rollins,97,29.49,2802,95,22
157,T158,T158,Ben Curtis,65,29.51,1918,65,22
158,T158,T158,Jeff Maggert,79,29.51,2184,74,24
159,160,160,Paul Claxton,79,29.52,2332,79,23
160,T161,T161,Bart Bryant,91,29.53,2687,91,24
161,T161,T161,D.A. Points,94,29.53,2658,90,23
162,T163,T163,Tjaart van der Walt,56,29.54,1654,56,25
163,T163,T163,Bo Van Pelt,112,29.54,3308,112,21
164,165,165,John Senden,101,29.55,2925,99,22
165,166,166,Jeff Brehaut,71,29.61,1984,67,24
166,167,167,Craig Barlow,81,29.62,2281,77,23
167,T168,T168,Jim Carter,62,29.63,1778,60,24
168,T168,T168,Michael Long,72,29.63,2074,70,23
169,T168,T168,Will MacKenzie,75,29.63,2163,73,22
170,171,171,Chad Campbell,95,29.65,2728,92,24
171,T172,T172,Steve Jones,56,29.69,1603,54,24
172,T172,T172,Tom Lehman,69,29.69,1989,67,24
173,174,174,Ted Purdy,122,29.7,3624,122,24
174,175,175,Greg Owen,84,29.71,2377,80,24
175,T176,T176,Danny Briggs,70,29.72,2021,68,25
176,T176,T176,Alex Cejka,84,29.72,2407,81,23
177,178,178,D.J. Trahan,81,29.73,2289,77,25
178,179,179,Charles Warren,89,29.74,2587,87,25
179,T180,T180,Scott Hend,75,29.75,2172,73,23
180,T180,T180,Dennis Paulson,63,29.75,1874,63,23
181,T180,T180,Lee Westwood,50,29.75,1428,48,23
182,T183,T183,Tommy Armour III,103,29.77,3066,103,20
183,T183,T183,Shaun Micheel,81,29.77,2352,79,24
184,185,185,Rich Beem,66,29.79,1847,62,22
185,186,186,Briny Baird,98,29.8,2861,96,23
186,T187,T187,Fred Couples,72,29.81,2027,68,24
187,T187,T187,Kenny Perry,82,29.81,2385,80,24
188,T187,T187,Joey Snyder III,102,29.81,2921,98,25
189,190,190,Brett Wetterich,76,29.84,2208,74,25
190,191,191,Glen Hnatiuk,59,29.85,1642,55,23
191,192,192,Robert Allenby,95,29.99,2669,89,25
192,193,193,Craig Perks,67,30.02,1951,65,25
193,194,194,J.J. Henry,102,30.09,3009,100,25
194,195,195,D.J. Brigman,76,30.1,2167,72,24
195,196,196,Roland Thatcher,75,30.11,2198,73,24
196,197,197,Sergio Garcia,73,30.16,2051,68,24
197,198,198,Bradley Hughes,52,30.17,1569,52,23
198,199,199,Chris Smith,93,30.18,2807,93,23
199,200,200,Thomas Levet,54,30.19,1600,53,22
200,201,201,David Hearn,68,30.22,2055,68,24
201,202,202,Joe Durant,81,30.41,2463,81,24
