,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
86,87,87,Todd Hamilton,94,5.71,280,16
87,88,88,José María Olazábal,55,5.7,158,9
88,89,89,Heath Slocum,103,5.69,369,21
89,90,90,Richard Johnson,50,5.67,194,11
90,91,91,Mark Wilson,74,5.65,248,14
91,92,92,Frank Lickliter II,100,5.62,356,20
92,93,93,Stephen Leaney,89,5.6,339,19
93,94,94,K.J. Choi,78,5.58,215,12
94,T95,T95,Craig Barlow,81,5.56,252,14
95,T95,T95,Rory Sabbatini,81,5.56,234,13
96,T95,T95,Adam Scott,72,5.56,216,12
97,98,98,Ryan Palmer,101,5.54,289,16
98,T99,T99,Davis Love III,80,5.53,235,13
99,T99,T99,Arron Oberholser,65,5.53,217,12
100,T99,T99,Craig Perks,67,5.53,235,13
101,102,102,Larry Mize,54,5.49,182,10
102,103,103,John Elliott,58,5.47,201,11
103,104,104,Ben Crane,78,5.45,257,14
104,105,105,Bob Estes,92,5.43,313,17
105,T106,T106,Cameron Beckman,96,5.41,314,17
106,T106,T106,Joey Sindelar,104,5.41,370,20
107,108,108,Hank Kuehne,84,5.38,279,15
108,109,109,John Cook,72,5.33,225,12
109,110,110,Tim Petrovic,97,5.31,320,17
110,111,111,Dudley Hart,84,5.3,283,15
111,112,112,Mark Hensby,70,5.29,189,10
112,113,113,Ryuji Imada,78,5.26,247,13
113,114,114,Dean Wilson,86,5.25,343,18
114,115,115,Skip Kendall,80,5.24,267,14
115,116,116,Len Mattiace,86,5.23,325,17
116,117,117,Brett Quigley,96,5.16,349,18
117,118,118,Zach Johnson,96,5.15,330,17
118,T119,T119,Steve Allan,102,5.14,370,19
119,T119,T119,Shigeki Maruyama,99,5.14,331,17
120,T119,T119,Rocco Mediate,73,5.14,253,13
121,122,122,Alex Cejka,84,5.13,234,12
122,123,123,Scott Hend,75,5.12,254,13
123,124,124,Fred Funk,102,5.07,355,18
124,T125,T125,Jonathan Byrd,103,5.04,377,19
125,T125,T125,Jeff Maggert,79,5.04,238,12
126,127,127,John Senden,101,5.01,419,21
127,128,128,Mario Tiziani,67,5.0,260,13
128,129,129,Will MacKenzie,75,4.98,281,14
129,130,130,Brendan Jones,81,4.97,302,15
130,131,131,Jay Haas,54,4.96,141,7
131,132,132,Robert Damron,89,4.95,283,14
132,133,133,Brandt Jobe,96,4.91,326,16
133,134,134,Scott Gutschewski,86,4.89,266,13
134,135,135,José Coceres,56,4.84,186,9
135,136,136,Chris DiMarco,83,4.83,207,10
136,T137,T137,Tag Ridings,93,4.81,312,15
137,T137,T137,Duffy Waldorf,86,4.81,291,14
138,139,139,Hidemichi Tanaka,106,4.79,376,18
139,140,140,Vaughn Taylor,99,4.78,314,15
140,T141,T141,J.J. Henry,102,4.76,399,19
141,T141,T141,Tom Lehman,69,4.76,210,10
142,143,143,Aaron Baddeley,84,4.68,278,13
143,T144,T144,Billy Andrade,83,4.67,257,12
144,T144,T144,Ian Poulter,62,4.67,150,7
145,146,146,Jerry Kelly,101,4.65,301,14
146,T147,T147,Brent Geiberger,61,4.62,238,11
147,T147,T147,Padraig Harrington,50,4.62,173,8
148,149,149,Tom Byrum,83,4.59,305,14
149,150,150,Billy Mayfair,114,4.54,463,21
150,T151,T151,Steve Jones,56,4.52,199,9
151,T151,T151,Chris Smith,93,4.52,420,19
152,T153,T153,Jason Allred,75,4.46,269,12
153,T153,T153,Ted Purdy,122,4.46,426,19
154,T155,T155,Olin Browne,99,4.44,315,14
155,T155,T155,Carl Pettersson,109,4.44,383,17
156,T155,T155,Omar Uresti,84,4.44,270,12
157,158,158,Kirk Triplett,55,4.42,181,8
158,159,159,Tiger Woods,76,4.39,205,9
159,160,160,Vijay Singh,111,4.38,320,14
160,T161,T161,Mathias Grönberg,60,4.37,229,10
161,T161,T161,Scott Verplank,87,4.37,229,10
162,T163,T163,Mark Calcavecchia,92,4.36,298,13
163,T163,T163,Lucas Glover,88,4.36,321,14
164,165,165,Jim Furyk,94,4.26,282,12
165,166,166,Tommy Armour III,103,4.25,353,15
166,167,167,Hideto Tanihara,50,4.22,166,7
167,168,168,D.J. Brigman,76,4.21,261,11
168,169,169,Carlos Franco,78,4.2,286,12
169,170,170,Daniel Chopra,108,4.19,358,15
170,171,171,Franklin Langham,91,4.17,288,12
171,172,172,Paul Azinger,66,4.07,221,9
172,T173,T173,Jonathan Kaye,77,4.05,247,10
173,T173,T173,Chris Riley,67,4.05,148,6
174,175,175,Neal Lancaster,95,4.02,348,14
175,176,176,Roland Thatcher,75,4.01,274,11
176,T177,T177,John Daly,78,3.98,201,8
177,T177,T177,Corey Pavin,77,3.98,226,9
178,T179,T179,Ben Curtis,65,3.89,180,7
179,T179,T179,Loren Roberts,54,3.89,180,7
180,181,181,Mark Brooks,72,3.81,236,9
181,182,182,Robert Allenby,95,3.74,294,11
182,T183,T183,Pat Perez,89,3.7,270,10
183,T183,T183,Tjaart van der Walt,56,3.7,243,9
184,185,185,Justin Bolli,65,3.63,193,7
185,186,186,Kevin Sutherland,89,3.61,360,13
186,187,187,Bill Glasson,54,3.49,172,6
187,188,188,Fred Couples,72,3.45,174,6
188,189,189,John Rollins,97,3.36,357,12
189,190,190,Brett Wetterich,76,3.31,242,8
190,191,191,Jason Bohn,91,3.3,333,11
191,192,192,Luke Donald,67,3.26,184,6
192,193,193,Doug Barron,70,2.98,235,7
193,194,194,Todd Fischer,99,2.83,318,9
194,T195,T195,Joe Durant,81,2.76,290,8
195,T195,T195,Bradley Hughes,52,2.76,217,6
196,197,197,Jeff Hart,63,2.73,220,6
197,198,198,Andrew Magee,82,2.67,262,7
198,199,199,Sergio Garcia,73,2.65,226,6
199,200,200,Jim Carter,62,2.34,214,5
200,201,201,Matt Davidson,53,1.98,202,4
201,202,202,Retief Goosen,71,1.08,185,2
