,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
38,39,39,Matt Jones,89,63.5,87,137
39,40,40,Brendon Todd,96,63.46,99,156
40,41,41,Steve Wheatcroft,87,63.06,99,157
41,42,42,Tim Wilkinson,73,62.96,85,135
42,43,43,Zac Blair,108,62.86,110,175
43,44,44,Ryan Moore,81,62.83,71,113
44,45,45,Russell Henley,87,62.73,69,110
45,T46,T46,David Hearn,97,62.66,99,158
46,T46,T46,Camilo Villegas,83,62.66,99,158
47,48,48,Jim Furyk,71,62.63,62,99
48,49,49,Steven Bowditch,103,62.57,117,187
49,T50,T50,Russell Knox,96,62.35,101,162
50,T50,T50,Cameron Tringale,96,62.35,106,170
51,52,52,Bubba Watson,71,62.24,61,98
52,53,53,John Merrick,78,62.16,92,148
53,54,54,Brendon de Jonge,106,62.09,113,182
54,55,55,Justin Rose,69,62.03,49,79
55,56,56,Kevin Chappell,86,61.97,88,142
56,57,57,Aaron Baddeley,76,61.94,96,155
57,T58,T58,Brian Davis,86,61.78,97,157
58,T58,T58,Max Homa,78,61.78,97,157
59,60,60,Troy Merritt,91,61.73,100,162
60,61,61,Justin Thomas,106,61.65,127,206
61,62,62,Justin Leonard,61,61.64,98,159
62,63,63,Jhonattan Vegas,90,61.63,106,172
63,64,64,Boo Weekley,79,61.59,85,138
64,65,65,Matt Kuchar,97,61.43,86,140
65,66,66,Ken Duke,93,61.19,123,201
66,67,67,Chris Stroud,84,61.18,93,152
67,T68,T68,Bryce Molder,91,61.14,107,175
68,T68,T68,Carl Pettersson,106,61.14,129,211
69,70,70,Jimmy Walker,89,61.05,58,95
70,71,71,David Lingmerth,90,60.96,89,146
71,72,72,Keegan Bradley,87,60.74,82,135
72,73,73,Patrick Reed,103,60.59,103,170
73,74,74,Daniel Berger,97,60.33,111,184
74,T75,T75,Stewart Cink,77,60.19,62,103
75,T75,T75,Zach Johnson,90,60.19,62,103
76,77,77,Derek Ernst,75,60.15,80,133
77,78,78,Erik Compton,86,60.14,89,148
78,T79,T79,Sangmoon Bae,98,60.0,105,175
79,T79,T79,Graham DeLaet,65,60.0,69,115
80,T79,T79,Oscar Fraustro,58,60.0,57,95
81,T79,T79,Fabián Gómez,83,60.0,114,190
82,83,83,Danny Lee,120,59.9,115,192
83,84,84,Robert Streb,110,59.78,110,184
84,85,85,Morgan Hoffmann,85,59.76,98,164
85,86,86,Gonzalo Fernandez-Castaño,81,59.72,86,144
86,87,87,Spencer Levin,99,59.68,111,186
87,88,88,Chad Campbell,97,59.43,104,175
88,89,89,D.A. Points,72,59.42,82,138
89,90,90,Paul Casey,87,59.38,57,96
90,91,91,Brian Stuard,97,59.32,105,177
91,92,92,Mark Wilson,89,59.17,100,169
92,93,93,Scott Pinckney,88,59.15,97,164
93,94,94,Ricky Barnes,82,59.12,107,181
94,95,95,J.B. Holmes,89,59.09,78,132
95,96,96,Rickie Fowler,76,59.05,62,105
96,97,97,Brian Harman,90,58.96,102,173
97,98,98,Jonas Blixt,78,58.87,73,124
98,99,99,Andrew Putnam,68,58.82,90,153
99,100,100,Scott Piercy,90,58.75,94,160
100,101,101,Luke Donald,71,58.65,61,104
101,102,102,Davis Love III,51,58.51,55,94
102,103,103,Jason Bohn,95,58.5,86,147
103,104,104,Tom Hoge,83,58.38,101,173
104,T105,T105,Greg Owen,58,58.33,56,96
105,T105,T105,Jonathan Randolph,72,58.33,77,132
106,107,107,Rory Sabbatini,81,58.22,85,146
107,108,108,Eric Axley,57,58.21,78,134
108,109,109,Whee Kim,71,58.16,82,141
109,110,110,Sean O'Hair,86,58.02,94,162
110,111,111,Daniel Summerhays,101,58.01,105,181
111,T112,T112,Sergio Garcia,59,57.81,37,64
112,T112,T112,Andres Romero,69,57.81,74,128
113,T114,T114,Blayne Barber,76,57.5,69,120
114,T114,T114,Roberto Castro,54,57.5,46,80
115,T114,T114,Jeff Overton,94,57.5,92,160
116,117,117,Charley Hoffman,97,57.42,89,155
117,118,118,Kyle Reifers,96,57.38,105,183
118,119,119,Charl Schwartzel,67,57.33,43,75
119,120,120,Roger Sloan,56,57.27,63,110
120,121,121,Billy Horschel,99,57.24,87,152
121,122,122,Retief Goosen,81,57.14,80,140
122,123,123,Byron Smith,59,57.0,57,100
123,124,124,Chris Kirk,76,56.78,67,118
124,125,125,Martin Flores,95,56.77,88,155
125,126,126,Gary Woodland,81,56.41,66,117
126,127,127,Colt Knost,90,56.29,85,151
127,128,128,Lucas Glover,79,56.25,72,128
128,129,129,Matt Every,73,56.0,70,125
129,130,130,Michael Thompson,83,55.95,94,168
130,131,131,George McNeill,93,55.8,101,181
131,132,132,Charles Howell III,105,55.68,98,176
132,133,133,Francesco Molinari,56,55.56,35,63
133,T134,T134,J.J. Henry,94,55.49,91,164
134,T134,T134,Scott Langley,94,55.49,96,173
135,136,136,Marc Leishman,74,55.43,51,92
136,137,137,Brice Garnett,81,55.41,82,148
137,138,138,Jim Renner,68,55.19,85,154
138,139,139,Chesson Hadley,101,55.03,104,189
139,140,140,Bo Van Pelt,81,54.97,83,151
140,141,141,Hudson Swafford,97,54.95,100,182
141,142,142,Heath Slocum,57,54.87,62,113
142,143,143,Brooks Koepka,84,54.55,60,110
143,144,144,Tyrone Van Aswegen,58,54.26,70,129
144,145,145,Jim Herman,88,54.07,73,135
145,146,146,Ben Martin,93,54.0,81,150
146,147,147,Luke Guthrie,84,53.89,90,167
147,148,148,John Senden,80,53.85,42,78
148,149,149,Chez Reavie,56,53.76,50,93
149,150,150,James Hahn,94,53.69,80,149
150,151,151,Carlos Ortiz,100,53.55,83,155
151,152,152,Martin Laird,77,53.49,92,172
152,153,153,Nick Watney,91,53.42,86,161
153,154,154,Padraig Harrington,60,53.39,63,118
154,T155,T155,Michael Putnam,87,53.33,64,120
155,T155,T155,Shawn Stefani,94,53.33,80,150
156,157,157,Ernie Els,57,52.81,47,89
157,158,158,Nick Taylor,91,52.78,95,180
158,159,159,Andrew Svoboda,80,52.76,86,163
159,160,160,Kevin Streelman,95,52.63,60,114
160,161,161,Andres Gonzales,90,52.6,81,154
161,162,162,Brendan Steele,88,52.48,74,141
162,163,163,Adam Hadwin,95,52.33,90,172
163,164,164,Derek Fathauer,81,52.3,91,174
164,165,165,Sam Saunders,83,52.27,69,132
165,166,166,Nicholas Thompson,90,52.03,64,123
166,T167,T167,Geoff Ogilvy,50,51.85,42,81
167,T167,T167,Scott Stallings,60,51.85,56,108
168,169,169,Robert Allenby,63,51.64,63,122
169,170,170,Cameron Percy,72,51.61,64,124
170,171,171,Seung-Yul Noh,65,51.38,56,109
171,172,172,Greg Chalmers,58,51.22,42,82
172,173,173,Ryo Ishikawa,90,51.16,88,172
173,174,174,Bill Lunde,50,51.09,47,92
174,175,175,Jason Kokrak,88,50.94,81,159
175,176,176,Alex Prugh,84,50.81,63,124
176,177,177,Tony Finau,106,50.55,92,182
177,178,178,Jason Gore,76,50.38,66,131
178,179,179,Louis Oosthuizen,68,49.3,35,71
179,180,180,Robert Garrigus,70,48.85,64,131
180,181,181,Charlie Beljan,76,45.9,56,122
181,182,182,Adam Scott,51,45.1,23,51
182,183,183,Ángel Cabrera,53,40.3,27,67
183,184,184,Lee Westwood,56,40.0,18,45
