,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
36,T37,T37,Zac Blair,108,"8' 8""",1046.167,121,6
37,T37,T37,Chad Collins,79,"8' 8""",773.75,89,1
38,T37,T37,Jamie Donaldson,50,"8' 8""",467.75,54,81
39,T37,T37,Lucas Glover,79,"8' 8""",781.5,90,164
40,T37,T37,J.B. Holmes,89,"8' 8""",843.9169999999999,97,85
41,T37,T37,Brandt Snedeker,98,"8' 8""",1090.917,126,15
42,43,43,Ryo Ishikawa,90,"8' 9""",734.1669999999999,84,159
43,T44,T44,K.J. Choi,66,"8' 10""",699.8330000000001,79,16
44,T44,T44,Luke Guthrie,84,"8' 10""",787.9169999999999,89,127
45,T44,T44,Carl Pettersson,106,"8' 10""",1205.167,137,26
46,T47,T47,Kevin Chappell,86,"8' 11""",917.6669999999999,103,87
47,T47,T47,Geoff Ogilvy,50,"8' 11""",517.3330000000001,58,181
48,T47,T47,Cameron Percy,72,"8' 11""",641.0,72,148
49,T47,T47,Michael Putnam,87,"8' 11""",775.4169999999999,87,95
50,T51,T51,Rickie Fowler,76,"9' 0""",782.9169999999999,87,47
51,T51,T51,James Hahn,94,"9' 0""",853.3330000000001,95,108
52,T51,T51,Ian Poulter,68,"9' 0""",730.3330000000001,81,54
53,T51,T51,John Senden,80,"9' 0""",829.4169999999999,92,163
54,T51,T51,Robert Streb,110,"9' 0""",1221.417,136,79
55,T56,T56,Jason Day,75,"9' 1""",734.75,81,2
56,T56,T56,Robert Garrigus,70,"9' 1""",601.1669999999999,66,176
57,T56,T56,David Lingmerth,90,"9' 1""",932.8330000000001,103,42
58,T56,T56,Brendan Steele,88,"9' 1""",873.5830000000001,96,68
59,T56,T56,Henrik Stenson,63,"9' 1""",510.25,56,25
60,T56,T56,Justin Thomas,106,"9' 1""",1002.0830000000001,110,37
61,T56,T56,Nicholas Thompson,90,"9' 1""",888.3330000000001,98,179
62,T63,T63,Marc Leishman,74,"9' 2""",739.5,81,141
63,T63,T63,Seung-Yul Noh,65,"9' 2""",649.6669999999999,71,166
64,T63,T63,Roger Sloan,56,"9' 2""",377.333,41,175
65,T63,T63,Tyrone Van Aswegen,58,"9' 2""",440.75,48,116
66,T63,T63,Bubba Watson,71,"9' 2""",662.0,72,32
67,T68,T68,Eric Axley,57,"9' 3""",659.3330000000001,71,56
68,T68,T68,Scott Brown,97,"9' 3""",840.9169999999999,91,55
69,T68,T68,Chad Campbell,97,"9' 3""",942.1669999999999,102,88
70,T68,T68,Matt Every,73,"9' 3""",798.75,86,153
71,T68,T68,Cameron Tringale,96,"9' 3""",999.6669999999999,108,27
72,T73,T73,Daniel Berger,97,"9' 4""",991.4169999999999,106,59
73,T73,T73,Matt Jones,89,"9' 4""",1125.333,121,42
74,T73,T73,Chris Stroud,84,"9' 4""",830.5,89,71
75,T76,T76,Sangmoon Bae,98,"9' 5""",1274.917,135,45
76,T76,T76,Jason Gore,76,"9' 5""",668.0,71,167
77,T76,T76,Andrew Putnam,68,"9' 5""",778.9169999999999,83,139
78,T76,T76,Patrick Reed,103,"9' 5""",975.25,104,28
79,T76,T76,Andres Romero,69,"9' 5""",621.9169999999999,66,140
80,T76,T76,Nick Taylor,91,"9' 5""",1101.75,117,113
81,T76,T76,David Toms,62,"9' 5""",790.8330000000001,84,12
82,T83,T83,Charlie Beljan,76,"9' 6""",739.4169999999999,78,184
83,T83,T83,Greg Chalmers,58,"9' 6""",491.833,52,132
84,T83,T83,Erik Compton,86,"9' 6""",929.3330000000001,98,61
85,T83,T83,Jason Dufner,76,"9' 6""",693.5830000000001,73,162
86,T83,T83,Derek Fathauer,81,"9' 6""",944.4169999999999,99,129
87,T83,T83,Jason Kokrak,88,"9' 6""",1151.667,121,114
88,T83,T83,Martin Laird,77,"9' 6""",900.3330000000001,95,67
89,T83,T83,Bill Lunde,50,"9' 6""",350.75,37,128
90,T83,T83,Sean O'Hair,86,"9' 6""",1111.667,117,83
91,T83,T83,Jordan Spieth,91,"9' 6""",895.5830000000001,94,4
92,T93,T93,Aaron Baddeley,76,"9' 7""",947.8330000000001,99,48
93,T93,T93,Jon Curran,83,"9' 7""",920.0830000000001,96,35
94,T93,T93,Ben Martin,93,"9' 7""",920.75,96,174
95,T93,T93,William McGirt,103,"9' 7""",1250.25,130,11
96,T97,T97,Mark Hubbard,79,"9' 8""",799.3330000000001,83,38
97,T97,T97,Jerry Kelly,79,"9' 8""",744.1669999999999,77,7
98,T97,T97,Camilo Villegas,83,"9' 8""",1060.083,110,96
99,T100,T100,Max Homa,78,"9' 9""",838.3330000000001,86,90
100,T100,T100,Carlos Ortiz,100,"9' 9""",1214.5,125,158
101,T100,T100,Jonathan Randolph,72,"9' 9""",781.8330000000001,80,53
102,T103,T103,Alex Cejka,94,"9' 10""",901.25,92,62
103,T103,T103,Ernie Els,57,"9' 10""",582.5830000000001,59,144
104,T103,T103,Billy Hurley III,83,"9' 10""",793.5,81,10
105,T103,T103,Pat Perez,96,"9' 10""",998.8330000000001,102,69
106,T103,T103,Jhonattan Vegas,90,"9' 10""",814.4169999999999,83,89
107,T103,T103,Johnson Wagner,68,"9' 10""",591.0,60,82
108,T103,T103,Boo Weekley,79,"9' 10""",818.6669999999999,83,73
109,T110,T110,Robert Allenby,63,"9' 11""",667.0,67,180
110,T110,T110,Ricky Barnes,82,"9' 11""",925.75,93,69
111,T110,T110,Bill Haas,89,"9' 11""",810.0,82,31
112,T113,T113,John Huh,102,"10' 0""",1570.0,157,23
113,T113,T113,Justin Leonard,61,"10' 0""",692.75,69,34
114,T113,T113,Greg Owen,58,"10' 0""",481.833,48,74
115,T113,T113,Jim Renner,68,"10' 0""",717.8330000000001,72,165
116,T113,T113,Byron Smith,59,"10' 0""",420.0,42,172
117,T113,T113,Brian Stuard,97,"10' 0""",1153.333,115,66
118,T113,T113,Steve Wheatcroft,87,"10' 0""",1132.417,113,56
119,T120,T120,Graham DeLaet,65,"10' 1""",786.3330000000001,78,133
120,T120,T120,Jim Furyk,71,"10' 1""",563.5,56,18
121,T120,T120,Russell Knox,96,"10' 1""",939.5,93,71
122,T120,T120,Ryan Palmer,80,"10' 1""",785.8330000000001,78,60
123,T120,T120,Daniel Summerhays,101,"10' 1""",1185.5,118,122
124,T120,T120,Michael Thompson,83,"10' 1""",1196.167,119,161
125,T126,T126,Brendon de Jonge,106,"10' 2""",1223.5,120,91
126,T126,T126,Oscar Fraustro,58,"10' 2""",547.0830000000001,54,147
127,T126,T126,Retief Goosen,81,"10' 2""",794.1669999999999,78,85
128,T126,T126,Adam Hadwin,95,"10' 2""",1335.8329999999999,131,110
129,T126,T126,Jim Herman,88,"10' 2""",942.1669999999999,93,118
130,T126,T126,Brooks Koepka,84,"10' 2""",1050.917,103,143
131,T132,T132,David Hearn,97,"10' 3""",1067.5,104,131
132,T132,T132,Kevin Kisner,104,"10' 3""",1209.75,118,21
133,T132,T132,Hunter Mahan,88,"10' 3""",1182.917,115,78
134,T135,T135,Gonzalo Fernandez-Castaño,81,"10' 4""",1045.833,101,120
135,T135,T135,Shawn Stefani,94,"10' 4""",1261.833,122,146
136,137,137,Charl Schwartzel,67,"10' 5""",625.4169999999999,60,168
137,T138,T138,Paul Casey,87,"10' 6""",735.0830000000001,70,150
138,T138,T138,Troy Merritt,91,"10' 6""",1202.917,115,33
139,T140,T140,Derek Ernst,75,"10' 7""",835.9169999999999,79,135
140,T140,T140,Russell Henley,87,"10' 7""",1065.0,101,130
141,T140,T140,Charles Howell III,105,"10' 7""",1209.833,114,151
142,T140,T140,Davis Love III,51,"10' 7""",666.3330000000001,63,136
143,T140,T140,Adam Scott,51,"10' 7""",487.0,46,173
144,T140,T140,Nick Watney,91,"10' 7""",1081.0,102,103
145,146,146,Bo Van Pelt,81,"10' 8""",853.0,80,154
146,T147,T147,Martin Flores,95,"10' 9""",1217.333,113,99
147,T147,T147,Chez Reavie,56,"10' 9""",536.9169999999999,50,152
148,T149,T149,Stewart Cink,77,"10' 10""",867.0830000000001,80,117
149,T149,T149,J.J. Henry,94,"10' 10""",868.75,80,170
150,T149,T149,Charley Hoffman,97,"10' 10""",1352.3329999999999,125,100
151,T149,T149,Jeff Overton,94,"10' 10""",1195.0,110,98
152,T149,T149,Kevin Streelman,95,"10' 10""",1083.75,100,104
153,T154,T154,Sergio Garcia,59,"10' 11""",547.3330000000001,50,109
154,T154,T154,Tom Hoge,83,"10' 11""",862.0,79,106
155,T154,T154,Alex Prugh,84,"10' 11""",997.0830000000001,91,177
156,T154,T154,Patrick Rodgers,57,"10' 11""",689.5,63,145
157,T158,T158,Ken Duke,93,"11' 1""",1137.333,103,102
158,T158,T158,Harris English,105,"11' 1""",1286.5,116,36
159,T158,T158,Whee Kim,71,"11' 1""",731.1669999999999,66,123
160,T158,T158,John Peterson,84,"11' 1""",1050.333,95,14
161,T158,T158,Lee Westwood,56,"11' 1""",564.9169999999999,51,178
162,T163,T163,Chesson Hadley,101,"11' 2""",1501.25,134,125
163,T163,T163,Billy Horschel,99,"11' 2""",1083.25,97,126
164,T165,T165,Blayne Barber,76,"11' 3""",888.75,79,80
165,T165,T165,Keegan Bradley,87,"11' 3""",1038.583,92,115
166,167,167,Dustin Johnson,75,"11' 4""",801.8330000000001,71,119
167,T168,T168,Andres Gonzales,90,"11' 5""",1039.583,91,157
168,T168,T168,Ryan Moore,81,"11' 5""",910.4169999999999,80,65
169,170,170,Scott Stallings,60,"11' 6""",758.25,66,171
170,T171,T171,Ángel Cabrera,53,"11' 8""",852.8330000000001,73,183
171,T171,T171,Morgan Hoffmann,85,"11' 8""",1169.083,100,92
172,T171,T171,Scott Piercy,90,"11' 8""",1274.0,109,105
173,T174,T174,Jason Bohn,95,"11' 9""",1218.917,104,51
174,T174,T174,Francesco Molinari,56,"11' 9""",658.25,56,111
175,176,176,Brice Garnett,81,"11' 10""",961.5830000000001,81,156
176,177,177,Tony Finau,106,"11' 11""",1354.5,114,149
177,178,178,Scott Pinckney,88,"12' 0""",1092.667,91,155
178,179,179,Hudson Swafford,97,"12' 1""",1281.25,106,160
179,180,180,Spencer Levin,99,"12' 2""",1225.667,101,76
180,T181,T181,Fabián Gómez,83,"12' 3""",1201.667,98,101
181,T181,T181,John Merrick,78,"12' 3""",884.3330000000001,72,134
182,183,183,Gary Woodland,81,"12' 4""",913.75,74,142
183,184,184,Andrew Svoboda,80,"13' 0""",1198.5,92,182
