,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
123,T124,T124,Derek Fathauer,81,88.52,54,61
124,T124,T124,Sung Joon Park,79,88.52,54,61
125,126,126,Jonas Blixt,78,88.46,46,52
126,T127,T127,Brian Davis,86,88.33,53,60
127,T127,T127,Matt Kuchar,97,88.33,53,60
128,T129,T129,Graham DeLaet,65,88.24,30,34
129,T129,T129,Ian Poulter,68,88.24,30,34
130,131,131,William McGirt,103,88.1,74,84
131,132,132,Robert Garrigus,70,88.0,44,50
132,133,133,George McNeill,93,87.91,80,91
133,T134,T134,Alex Cejka,94,87.84,65,74
134,T134,T134,Jason Kokrak,88,87.84,65,74
135,136,136,Matt Every,73,87.8,36,41
136,137,137,Alex Prugh,84,87.76,43,49
137,138,138,Jimmy Walker,89,87.72,50,57
138,139,139,Sam Saunders,83,87.32,62,71
139,140,140,Nicholas Thompson,90,87.04,47,54
140,T141,T141,Aaron Baddeley,76,86.67,52,60
141,T141,T141,Ken Duke,93,86.67,52,60
142,143,143,D.A. Points,72,86.44,51,59
143,144,144,David Toms,62,86.36,57,66
144,T145,T145,Brice Garnett,81,86.21,50,58
145,T145,T145,Ryo Ishikawa,90,86.21,50,58
146,147,147,Ernie Els,57,86.11,31,36
147,148,148,Kevin Chappell,86,85.94,55,64
148,T149,T149,Derek Ernst,75,85.71,54,63
149,T149,T149,Sean O'Hair,86,85.71,66,77
150,151,151,Chad Collins,79,85.51,59,69
151,T152,T152,Chad Campbell,97,85.29,58,68
152,T152,T152,Francesco Molinari,56,85.29,29,34
153,154,154,Pat Perez,96,85.14,63,74
154,155,155,Keegan Bradley,87,84.44,38,45
155,T156,T156,Padraig Harrington,60,84.21,48,57
156,T156,T156,Ben Martin,93,84.21,48,57
157,158,158,Scott Stallings,60,83.87,26,31
158,159,159,Chris Stroud,84,83.54,66,79
159,T160,T160,Andrew Putnam,68,83.33,50,60
160,T160,T160,Jonathan Randolph,72,83.33,60,72
161,T160,T160,Brendon Todd,96,83.33,45,54
162,163,163,Camilo Villegas,83,83.08,54,65
163,T164,T164,Charlie Beljan,76,82.98,39,47
164,T164,T164,Roger Sloan,56,82.98,39,47
165,166,166,Tyrone Van Aswegen,58,82.76,24,29
166,167,167,Michael Thompson,83,82.69,43,52
167,168,168,Greg Owen,58,82.61,38,46
168,169,169,Scott Pinckney,88,82.35,42,51
169,170,170,Matt Jones,89,82.09,55,67
170,171,171,Byron Smith,59,82.05,32,39
171,172,172,Martin Flores,95,81.71,67,82
172,173,173,Ryan Moore,81,81.48,44,54
173,174,174,Jason Dufner,76,80.95,34,42
174,175,175,Robert Allenby,63,80.85,38,47
175,176,176,Lee Westwood,56,80.77,21,26
176,177,177,Scott Langley,94,80.68,71,88
177,178,178,John Huh,102,80.41,78,97
178,179,179,Robert Streb,110,80.39,41,51
179,180,180,Lucas Glover,79,79.63,43,54
180,181,181,Tim Wilkinson,73,79.49,31,39
181,182,182,Andres Gonzales,90,77.78,42,54
182,183,183,Geoff Ogilvy,50,76.47,26,34
183,184,184,Marc Leishman,74,75.68,28,37
