,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
123,124,124,Danny Lee,120,-0.062,-6.249,100
124,125,125,Kevin Kisner,104,-0.068,-6.349,94
125,126,126,George McNeill,93,-0.071,-6.362,89
126,127,127,Ryan Palmer,80,-0.07200000000000001,-3.889,54
127,128,128,Andres Romero,69,-0.073,-3.963,54
128,129,129,Tom Hoge,83,-0.08,-5.229,65
129,130,130,Steve Wheatcroft,87,-0.08199999999999999,-5.894,72
130,131,131,Colt Knost,90,-0.085,-6.273,74
131,132,132,Patrick Rodgers,57,-0.09,-4.162,46
132,133,133,Carl Pettersson,106,-0.09699999999999999,-9.286,96
133,134,134,Ben Martin,93,-0.1,-7.676,77
134,135,135,Lee Westwood,56,-0.102,-3.2760000000000002,32
135,T136,T136,Scott Brown,97,-0.111,-8.955,81
136,T136,T136,Lucas Glover,79,-0.111,-7.994,72
137,138,138,Fabián Gómez,83,-0.113,-7.827999999999999,69
138,139,139,Bo Van Pelt,81,-0.126,-8.211,65
139,140,140,Scott Pinckney,88,-0.14,-10.36,74
140,T141,T141,Derek Ernst,75,-0.14400000000000002,-9.052,63
141,T141,T141,Jason Kokrak,88,-0.14400000000000002,-11.515999999999998,80
142,143,143,Brendon de Jonge,106,-0.152,-13.982000000000001,92
143,144,144,Blayne Barber,76,-0.154,-9.704,63
144,145,145,Carlos Ortiz,100,-0.166,-13.762,83
145,146,146,Scott Piercy,90,-0.172,-14.277999999999999,83
146,147,147,John Peterson,84,-0.175,-13.474,77
147,148,148,Sangmoon Bae,98,-0.17600000000000002,-15.454,88
148,149,149,Paul Casey,87,-0.182,-11.448,63
149,150,150,Alex Prugh,84,-0.183,-13.152999999999999,72
150,151,151,Nick Taylor,91,-0.185,-15.368,83
151,152,152,Daniel Summerhays,101,-0.18600000000000003,-16.569000000000003,89
152,153,153,Eric Axley,57,-0.18899999999999997,-8.116,43
153,154,154,Roger Sloan,56,-0.19,-7.581,40
154,155,155,Russell Henley,87,-0.191,-12.777999999999999,67
155,156,156,Shawn Stefani,94,-0.192,-16.938,88
156,157,157,Adam Scott,51,-0.195,-6.2379999999999995,32
157,158,158,Johnson Wagner,68,-0.201,-11.477,57
158,159,159,Jonathan Randolph,72,-0.20800000000000002,-11.655,56
159,T160,T160,Dustin Johnson,75,-0.212,-11.466,54
160,T160,T160,Jhonattan Vegas,90,-0.212,-15.23,72
161,162,162,Robert Allenby,63,-0.213,-10.841,51
162,163,163,Kevin Streelman,95,-0.21600000000000003,-15.76,73
163,T164,T164,Daniel Berger,97,-0.217,-17.979,83
164,T164,T164,Robert Garrigus,70,-0.217,-11.944,55
165,166,166,Max Homa,78,-0.218,-13.512,62
166,167,167,Chesson Hadley,101,-0.22699999999999998,-20.230999999999998,89
167,168,168,Bill Lunde,50,-0.242,-8.697000000000001,36
168,169,169,Ken Duke,93,-0.248,-19.32,78
169,170,170,Spencer Levin,99,-0.25,-20.752,83
170,171,171,Stewart Cink,77,-0.282,-18.602,66
171,172,172,Gary Woodland,81,-0.284,-15.345999999999998,54
172,173,173,Billy Horschel,99,-0.301,-21.980999999999998,73
173,174,174,Charley Hoffman,97,-0.33799999999999997,-25.665,76
174,175,175,Chez Reavie,56,-0.34,-17.004,50
175,176,176,Jim Herman,88,-0.345,-26.579,77
176,177,177,Sam Saunders,83,-0.37200000000000005,-23.465,63
177,178,178,Jason Gore,76,-0.39299999999999996,-22.776999999999997,58
178,179,179,Hudson Swafford,97,-0.40399999999999997,-33.52,83
179,180,180,Charlie Beljan,76,-0.424,-24.16,57
180,181,181,Ángel Cabrera,53,-0.428,-17.984,42
181,182,182,Nicholas Thompson,90,-0.45,-31.513,70
182,183,183,Andrew Svoboda,80,-0.46,-32.202,70
183,184,184,Oscar Fraustro,58,-0.655,-26.201999999999998,40
