,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
113,T114,T114,Ken Duke,93.0,48.82,62.0,127.0,49.0
114,T114,T114,Hideki Matsuyama,95.0,48.82,62.0,127.0,36.0
115,116,116,Morgan Hoffmann,85.0,48.67,73.0,150.0,55.0
116,T117,T117,J.B. Holmes,89.0,48.65,72.0,148.0,51.0
117,T117,T117,Jerry Kelly,79.0,48.65,54.0,111.0,35.0
118,119,119,Francesco Molinari,56.0,48.61,35.0,72.0,28.0
119,120,120,Scott Stallings,60.0,48.39,45.0,93.0,35.0
120,121,121,Justin Leonard,61.0,48.15,39.0,81.0,43.0
121,122,122,Jeff Overton,94.0,48.05,74.0,154.0,63.0
122,123,123,Jason Kokrak,88.0,48.0,72.0,150.0,40.0
123,124,124,Billy Hurley III,83.0,47.93,58.0,121.0,43.0
124,125,125,Harris English,105.0,47.89,68.0,142.0,47.0
125,126,126,Kevin Streelman,95.0,47.1,65.0,138.0,41.0
126,T127,T127,Blayne Barber,76.0,47.06,48.0,102.0,40.0
127,T127,T127,Billy Horschel,99.0,47.06,64.0,136.0,34.0
128,129,129,Ricky Barnes,82.0,46.92,61.0,130.0,54.0
129,130,130,Bubba Watson,71.0,46.88,45.0,96.0,33.0
130,131,131,Andres Gonzales,90.0,46.85,52.0,111.0,45.0
131,132,132,Greg Owen,58.0,46.75,36.0,77.0,26.0
132,133,133,Alex Cejka,94.0,46.67,56.0,120.0,40.0
133,134,134,Boo Weekley,79.0,46.61,55.0,118.0,46.0
134,135,135,Daniel Summerhays,101.0,46.58,75.0,161.0,52.0
135,136,136,Nicholas Thompson,90.0,46.28,56.0,121.0,47.0
136,137,137,Jason Bohn,95.0,46.15,60.0,130.0,47.0
137,138,138,Roger Sloan,56.0,46.03,29.0,63.0,30.0
138,139,139,Kevin Chappell,86.0,45.93,62.0,135.0,55.0
139,140,140,Troy Merritt,91.0,45.89,67.0,146.0,63.0
140,141,141,Andres Romero,69.0,45.87,50.0,109.0,47.0
141,142,142,Jhonattan Vegas,90.0,45.79,49.0,107.0,34.0
142,143,143,Shawn Stefani,94.0,45.65,63.0,138.0,43.0
143,144,144,Sergio Garcia,59.0,45.56,41.0,90.0,29.0
144,145,145,Gonzalo Fernandez-Castaño,81.0,45.45,60.0,132.0,45.0
145,146,146,Brendon de Jonge,106.0,45.28,72.0,159.0,54.0
146,147,147,Russell Henley,87.0,45.19,61.0,135.0,53.0
147,148,148,Tony Finau,106.0,45.1,69.0,153.0,57.0
148,149,149,Camilo Villegas,83.0,45.03,68.0,151.0,67.0
149,150,150,Byron Smith,59.0,45.0,27.0,60.0,22.0
150,151,151,Keegan Bradley,87.0,44.88,57.0,127.0,52.0
151,152,152,Jim Furyk,71.0,44.59,33.0,74.0,23.0
152,153,153,Whee Kim,71.0,44.57,41.0,92.0,38.0
153,154,154,Retief Goosen,81.0,44.55,49.0,110.0,43.0
154,155,155,Johnson Wagner,68.0,44.44,36.0,81.0,30.0
155,156,156,Oscar Fraustro,58.0,43.53,37.0,85.0,35.0
156,157,157,Gary Woodland,81.0,43.27,45.0,104.0,40.0
157,158,158,Russell Knox,96.0,43.12,47.0,109.0,37.0
158,159,159,Tom Hoge,83.0,42.86,45.0,105.0,39.0
159,160,160,Robert Garrigus,70.0,42.7,38.0,89.0,36.0
160,161,161,Charles Howell III,105.0,42.42,56.0,132.0,40.0
161,162,162,Robert Allenby,63.0,42.35,36.0,85.0,32.0
162,163,163,Bo Van Pelt,81.0,42.34,47.0,111.0,48.0
163,164,164,Ángel Cabrera,53.0,42.06,45.0,107.0,48.0
164,T165,T165,Jason Dufner,76.0,41.73,53.0,127.0,58.0
165,T165,T165,Hudson Swafford,97.0,41.73,53.0,127.0,46.0
166,167,167,Alex Prugh,84.0,41.51,44.0,106.0,40.0
167,168,168,Geoff Ogilvy,50.0,41.33,31.0,75.0,26.0
168,169,169,Jim Renner,68.0,41.11,37.0,90.0,46.0
169,170,170,Charlie Beljan,76.0,40.94,52.0,127.0,54.0
170,171,171,John Merrick,78.0,40.78,42.0,103.0,37.0
171,172,172,Derek Ernst,75.0,40.57,43.0,106.0,46.0
172,173,173,J.J. Henry,94.0,40.19,43.0,107.0,38.0
173,174,174,Fabián Gómez,83.0,39.84,49.0,123.0,53.0
174,175,175,Patrick Rodgers,57.0,39.56,36.0,91.0,40.0
175,176,176,Spencer Levin,99.0,39.2,49.0,125.0,46.0
176,177,177,David Hearn,97.0,38.97,53.0,136.0,69.0
177,178,178,Dustin Johnson,75.0,38.6,44.0,114.0,51.0
178,179,179,Paul Casey,87.0,38.46,45.0,117.0,49.0
179,180,180,Max Homa,78.0,38.4,48.0,125.0,59.0
180,T181,T181,Scott Piercy,90.0,37.5,48.0,128.0,47.0
181,T181,T181,Chez Reavie,56.0,37.5,27.0,72.0,30.0
182,183,183,Davis Love III,51.0,37.35,31.0,83.0,32.0
183,184,184,Andrew Svoboda,80.0,37.17,42.0,113.0,54.0
