,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
83,T82,T82,Sean O'Hair,86,36.36,4.0,11
84,T82,T82,Webb Simpson,81,36.36,4.0,11
85,T82,T82,Scott Stallings,60,36.36,4.0,11
86,T82,T82,Kevin Streelman,95,36.36,8.0,22
87,T82,T82,Nicholas Thompson,90,36.36,4.0,11
88,T89,T89,Kyle Reifers,96,35.71,5.0,14
89,T89,T89,Vijay Singh,78,35.71,5.0,14
90,91,91,Brandt Snedeker,98,35.29,6.0,17
91,92,92,Nick Taylor,91,35.0,7.0,20
92,T93,T93,Ricky Barnes,82,33.33,3.0,9
93,T93,T93,K.J. Choi,66,33.33,4.0,12
94,T93,T93,Chad Collins,79,33.33,5.0,15
95,T93,T93,Jason Day,75,33.33,3.0,9
96,T93,T93,Harris English,105,33.33,6.0,18
97,T93,T93,Oscar Fraustro,58,33.33,2.0,6
98,T93,T93,Adam Hadwin,95,33.33,7.0,21
99,T93,T93,Padraig Harrington,60,33.33,4.0,12
100,T93,T93,Justin Leonard,61,33.33,3.0,9
101,T93,T93,Spencer Levin,99,33.33,3.0,9
102,T93,T93,Phil Mickelson,70,33.33,4.0,12
103,T93,T93,Louis Oosthuizen,68,33.33,4.0,12
104,T93,T93,Jeff Overton,94,33.33,6.0,18
105,T93,T93,Roger Sloan,56,33.33,3.0,9
106,T93,T93,Byron Smith,59,33.33,1.0,3
107,T93,T93,Chris Stroud,84,33.33,2.0,6
108,109,109,Carl Pettersson,106,32.0,8.0,25
109,T110,T110,Matt Kuchar,97,31.25,5.0,16
110,T110,T110,Andrew Svoboda,80,31.25,5.0,16
111,T110,T110,Steve Wheatcroft,87,31.25,5.0,16
112,T113,T113,Robert Allenby,63,30.77,4.0,13
113,T113,T113,Erik Compton,86,30.77,4.0,13
114,T113,T113,Gonzalo Fernandez-Castaño,81,30.77,4.0,13
115,T113,T113,Scott Pinckney,88,30.77,4.0,13
116,T113,T113,Brian Stuard,97,30.77,4.0,13
117,T118,T118,Sangmoon Bae,98,30.0,6.0,20
118,T118,T118,Luke Donald,71,30.0,3.0,10
119,T118,T118,Hunter Mahan,88,30.0,6.0,20
120,T121,T121,John Huh,102,29.41,10.0,34
121,T121,T121,Brooks Koepka,84,29.41,5.0,17
122,T121,T121,Pat Perez,96,29.41,5.0,17
123,T124,T124,Graham DeLaet,65,28.57,2.0,7
124,T124,T124,Colt Knost,90,28.57,2.0,7
125,T124,T124,Troy Merritt,91,28.57,4.0,14
126,T124,T124,Geoff Ogilvy,50,28.57,2.0,7
127,T124,T124,Robert Streb,110,28.57,4.0,14
128,T129,T129,Robert Garrigus,70,27.27,3.0,11
129,T129,T129,Retief Goosen,81,27.27,3.0,11
130,T129,T129,Matt Jones,89,27.27,6.0,22
131,T129,T129,Brendan Steele,88,27.27,3.0,11
132,133,133,Chesson Hadley,101,26.32,5.0,19
133,134,134,Shawn Stefani,94,26.09,6.0,23
134,T135,T135,Chad Campbell,97,25.0,3.0,12
135,T135,T135,Ben Crane,62,25.0,3.0,12
136,T135,T135,Brian Davis,86,25.0,3.0,12
137,T135,T135,Jason Dufner,76,25.0,1.0,4
138,T135,T135,Derek Ernst,75,25.0,3.0,12
139,T135,T135,Jason Gore,76,25.0,2.0,8
140,T135,T135,Billy Horschel,99,25.0,4.0,16
141,T135,T135,Mark Hubbard,79,25.0,3.0,12
142,T135,T135,Ryo Ishikawa,90,25.0,2.0,8
143,T135,T135,Bill Lunde,50,25.0,1.0,4
144,T135,T135,George McNeill,93,25.0,4.0,16
145,T135,T135,Andres Romero,69,25.0,2.0,8
146,T135,T135,Justin Rose,69,25.0,2.0,8
147,T135,T135,Mark Wilson,89,25.0,2.0,8
148,149,149,Derek Fathauer,81,23.53,4.0,17
149,T150,T150,Brice Garnett,81,23.08,3.0,13
150,T150,T150,Andres Gonzales,90,23.08,3.0,13
151,T150,T150,Michael Putnam,87,23.08,3.0,13
152,T153,T153,Kevin Chappell,86,22.22,2.0,9
153,T153,T153,Whee Kim,71,22.22,2.0,9
154,T153,T153,Greg Owen,58,22.22,2.0,9
155,156,156,Martin Flores,95,21.74,5.0,23
156,T157,T157,Ken Duke,93,21.43,3.0,14
157,T157,T157,Danny Lee,120,21.43,3.0,14
158,T159,T159,Jim Furyk,71,20.0,1.0,5
159,T159,T159,Sergio Garcia,59,20.0,2.0,10
160,T159,T159,Jerry Kelly,79,20.0,3.0,15
161,T159,T159,John Merrick,78,20.0,2.0,10
162,T159,T159,Scott Piercy,90,20.0,3.0,15
163,T159,T159,Charl Schwartzel,67,20.0,1.0,5
164,165,165,Alex Prugh,84,18.75,3.0,16
165,166,166,Paul Casey,87,18.18,2.0,11
166,167,167,Nick Watney,91,17.65,3.0,17
167,T168,T168,Bryce Molder,91,16.67,1.0,6
168,T168,T168,Bo Van Pelt,81,16.67,2.0,12
169,170,170,Tony Finau,106,16.0,4.0,25
170,171,171,Max Homa,78,15.38,2.0,13
171,T172,T172,Steven Alker,62,14.29,1.0,7
172,T172,T172,Fabián Gómez,83,14.29,2.0,14
173,T172,T172,J.J. Henry,94,14.29,2.0,14
174,T172,T172,Jhonattan Vegas,90,14.29,2.0,14
175,176,176,Patrick Reed,103,12.5,1.0,8
176,177,177,Francesco Molinari,56,11.11,1.0,9
177,T178,T178,Keegan Bradley,87,9.09,1.0,11
178,T178,T178,Bill Haas,89,9.09,1.0,11
179,T180,T180,Eric Axley,57,0.0,,5
180,T180,T180,Jonathan Byrd,69,0.0,,5
181,T180,T180,Russell Knox,96,0.0,,6
182,T180,T180,Davis Love III,51,0.0,,5
183,T180,T180,Jim Renner,68,0.0,,7
