,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
115,T110,T110,Daniel Summerhays,101,"8' 4""",1875.5829999999999,224,122
116,T110,T110,Michael Thompson,83,"8' 4""",1356.6670000000001,162,161
117,T118,T118,Martin Flores,95,"8' 5""",1562.0829999999999,185,99
118,T118,T118,Charley Hoffman,97,"8' 5""",1955.25,233,100
119,T118,T118,John Huh,102,"8' 5""",1545.0,183,23
120,T118,T118,Colt Knost,90,"8' 5""",1495.5,177,97
121,T118,T118,Ben Martin,93,"8' 5""",1411.6670000000001,167,174
122,T118,T118,Scott Stallings,60,"8' 5""",1231.25,146,171
123,T118,T118,Kevin Streelman,95,"8' 5""",1443.0,172,104
124,T125,T125,Sangmoon Bae,98,"8' 6""",2188.417,257,45
125,T125,T125,Jason Day,75,"8' 6""",1211.417,142,2
126,T125,T125,Tom Hoge,83,"8' 6""",1302.75,154,106
127,T125,T125,Brooks Koepka,84,"8' 6""",1536.8329999999999,181,143
128,T125,T125,Spencer Levin,99,"8' 6""",1506.4170000000001,177,76
129,T125,T125,William McGirt,103,"8' 6""",1889.0,223,11
130,T125,T125,Cameron Percy,72,"8' 6""",1182.667,139,148
131,T125,T125,Alex Prugh,84,"8' 6""",1344.4170000000001,158,177
132,T125,T125,Hudson Swafford,97,"8' 6""",1466.25,173,160
133,T134,T134,Chesson Hadley,101,"8' 7""",2088.167,244,125
134,T134,T134,Max Homa,78,"8' 7""",1529.5,179,90
135,T134,T134,Brendan Steele,88,"8' 7""",1748.4170000000001,204,68
136,T137,T137,Blayne Barber,76,"8' 8""",1279.333,147,80
137,T137,T137,Brice Garnett,81,"8' 8""",1225.75,141,156
138,T137,T137,Jim Herman,88,"8' 8""",1416.5,163,118
139,T137,T137,Martin Laird,77,"8' 8""",1536.9170000000001,178,67
140,T137,T137,Johnson Wagner,68,"8' 8""",850.5,98,82
141,T142,T142,Keegan Bradley,87,"8' 9""",1392.0,159,115
142,T142,T142,Chad Campbell,97,"8' 9""",1903.5829999999999,218,88
143,T142,T142,Charles Howell III,105,"8' 9""",2246.75,258,151
144,T142,T142,Jhonattan Vegas,90,"8' 9""",1716.1670000000001,197,89
145,T142,T142,Lee Westwood,56,"8' 9""",820.75,94,178
146,T142,T142,Gary Woodland,81,"8' 9""",1280.167,147,142
147,T148,T148,Robert Allenby,63,"8' 10""",1022.3330000000001,116,180
148,T148,T148,Ángel Cabrera,53,"8' 10""",1023.75,116,183
149,T148,T148,Adam Hadwin,95,"8' 10""",1615.8329999999999,183,110
150,T148,T148,Davis Love III,51,"8' 10""",736.25,83,136
151,T148,T148,Sean O'Hair,86,"8' 10""",1998.0829999999999,227,83
152,T148,T148,Shawn Stefani,94,"8' 10""",1899.9170000000001,216,146
153,T154,T154,Eric Axley,57,"8' 11""",813.5,91,56
154,T154,T154,Charlie Beljan,76,"8' 11""",1399.0829999999999,157,184
155,T154,T154,Stewart Cink,77,"8' 11""",1059.75,119,117
156,T154,T154,Bubba Watson,71,"8' 11""",1304.417,146,32
157,T158,T158,Brendon de Jonge,106,"9' 0""",2176.167,241,91
158,T158,T158,Brian Harman,90,"9' 0""",1770.5829999999999,196,77
159,T158,T158,John Peterson,84,"9' 0""",1662.3329999999999,184,14
160,T158,T158,Nicholas Thompson,90,"9' 0""",1606.3329999999999,179,179
161,T162,T162,Daniel Berger,97,"9' 1""",1817.9170000000001,200,59
162,T162,T162,Jason Gore,76,"9' 1""",1228.417,135,167
163,T162,T162,Willy Wilcox,58,"9' 1""",887.3330000000001,98,24
164,T165,T165,Dustin Johnson,75,"9' 2""",1445.0829999999999,157,119
165,T165,T165,Troy Merritt,91,"9' 2""",2102.75,230,33
166,T165,T165,Scott Pinckney,88,"9' 2""",1775.75,193,155
167,T165,T165,Michael Putnam,87,"9' 2""",1619.4170000000001,176,95
168,T169,T169,Billy Horschel,99,"9' 3""",1542.5,167,126
169,T169,T169,Mark Hubbard,79,"9' 3""",1303.417,141,38
170,171,171,Lucas Glover,79,"9' 4""",1402.75,150,164
171,T172,T172,J.J. Henry,94,"9' 5""",1522.0829999999999,161,170
172,T172,T172,Hunter Mahan,88,"9' 5""",1473.75,157,78
173,T172,T172,Geoff Ogilvy,50,"9' 5""",879.3330000000001,93,181
174,T172,T172,John Senden,80,"9' 5""",1285.0,136,163
175,T172,T172,Andrew Svoboda,80,"9' 5""",1675.0,178,182
176,T172,T172,Steve Wheatcroft,87,"9' 5""",1760.9170000000001,187,56
177,T178,T178,Graham DeLaet,65,"9' 6""",1245.25,131,133
178,T178,T178,Carlos Ortiz,100,"9' 6""",2249.083,237,158
179,T178,T178,Andres Romero,69,"9' 6""",1641.0829999999999,172,140
180,181,181,Oscar Fraustro,58,"9' 8""",1127.917,117,147
181,182,182,Bill Lunde,50,"9' 9""",752.9169999999999,77,128
182,183,183,Paul Casey,87,"10' 1""",1358.4170000000001,135,150
183,184,184,Russell Henley,87,"10' 3""",1602.75,157,130
