,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
73,74,74,Greg Owen,58,59.81,192,321
74,75,75,D.A. Points,72,59.78,269,450
75,76,76,Spencer Levin,99,59.75,331,554
76,77,77,Brian Harman,90,59.63,322,540
77,78,78,Hunter Mahan,88,59.6,301,505
78,79,79,Robert Streb,110,59.57,364,611
79,80,80,Blayne Barber,76,59.51,266,447
80,81,81,Jamie Donaldson,50,59.48,182,306
81,82,82,Johnson Wagner,68,59.47,226,380
82,83,83,Sean O'Hair,86,59.42,328,552
83,84,84,Phil Mickelson,70,59.38,288,485
84,T85,T85,Retief Goosen,81,59.35,311,524
85,T85,T85,J.B. Holmes,89,59.35,330,556
86,87,87,Kevin Chappell,86,59.32,312,526
87,88,88,Chad Campbell,97,59.31,325,548
88,89,89,Jhonattan Vegas,90,59.25,317,535
89,90,90,Max Homa,78,59.23,292,493
90,91,91,Brendon de Jonge,106,59.19,367,620
91,92,92,Morgan Hoffmann,85,59.16,352,595
92,93,93,Scott Langley,94,59.15,346,585
93,94,94,Justin Rose,69,59.14,207,350
94,95,95,Michael Putnam,87,59.08,270,457
95,96,96,Camilo Villegas,83,59.06,326,552
96,97,97,Colt Knost,90,58.93,297,504
97,98,98,Jeff Overton,94,58.8,334,568
98,99,99,Martin Flores,95,58.77,305,519
99,100,100,Charley Hoffman,97,58.74,336,572
100,101,101,Fabián Gómez,83,58.72,320,545
101,102,102,Ken Duke,93,58.71,337,574
102,103,103,Nick Watney,91,58.69,314,535
103,104,104,Kevin Streelman,95,58.66,298,508
104,105,105,Scott Piercy,90,58.63,316,539
105,106,106,Tom Hoge,83,58.59,283,483
106,107,107,Jonas Blixt,78,58.57,287,490
107,108,108,James Hahn,94,58.46,335,573
108,109,109,Sergio Garcia,59,58.41,191,327
109,110,110,Adam Hadwin,95,58.39,327,560
110,T111,T111,Francesco Molinari,56,58.33,161,276
111,T111,T111,Tim Wilkinson,73,58.33,280,480
112,113,113,Nick Taylor,91,58.32,340,583
113,114,114,Jason Kokrak,88,58.3,302,518
114,115,115,Keegan Bradley,87,58.25,286,491
115,116,116,Tyrone Van Aswegen,58,58.2,188,323
116,117,117,Stewart Cink,77,58.13,218,375
117,118,118,Jim Herman,88,58.02,246,424
118,119,119,Dustin Johnson,75,57.85,247,427
119,120,120,Gonzalo Fernandez-Castaño,81,57.8,289,500
120,121,121,Sam Saunders,83,57.79,293,507
121,122,122,Daniel Summerhays,101,57.76,361,625
122,123,123,Whee Kim,71,57.72,228,395
123,124,124,Jimmy Walker,89,57.71,303,525
124,125,125,Chesson Hadley,101,57.7,382,662
125,126,126,Billy Horschel,99,57.61,299,519
126,127,127,Luke Guthrie,84,57.57,308,535
127,128,128,Bill Lunde,50,57.53,149,259
128,129,129,Derek Fathauer,81,57.46,308,536
129,130,130,Russell Henley,87,57.43,286,498
130,131,131,David Hearn,97,57.42,321,559
131,132,132,Greg Chalmers,58,57.39,202,352
132,133,133,Graham DeLaet,65,57.34,207,361
133,134,134,John Merrick,78,57.31,247,431
134,135,135,Derek Ernst,75,57.24,245,428
135,136,136,Davis Love III,51,57.19,171,299
136,137,137,Padraig Harrington,60,57.01,240,421
137,138,138,Heath Slocum,57,56.9,202,355
138,139,139,Andrew Putnam,68,56.71,262,462
139,140,140,Andres Romero,69,56.7,258,455
140,141,141,Marc Leishman,74,56.67,242,427
141,142,142,Gary Woodland,81,56.66,251,443
142,143,143,Brooks Koepka,84,56.63,252,445
143,144,144,Ernie Els,57,56.59,206,364
144,145,145,Patrick Rodgers,57,56.47,179,317
145,146,146,Shawn Stefani,94,56.44,298,528
146,147,147,Oscar Fraustro,58,56.42,202,358
147,148,148,Cameron Percy,72,56.16,228,406
148,149,149,Tony Finau,106,56.15,347,618
149,150,150,Paul Casey,87,56.13,229,408
150,151,151,Charles Howell III,105,56.06,333,594
151,152,152,Chez Reavie,56,55.88,171,306
152,153,153,Matt Every,73,55.87,295,528
153,154,154,Bo Van Pelt,81,55.84,263,471
154,155,155,Scott Pinckney,88,55.75,286,513
155,156,156,Brice Garnett,81,55.65,251,451
156,157,157,Andres Gonzales,90,55.62,287,516
157,158,158,Carlos Ortiz,100,55.5,318,573
158,159,159,Ryo Ishikawa,90,55.45,295,532
159,160,160,Hudson Swafford,97,55.39,298,538
160,161,161,Michael Thompson,83,55.36,279,504
161,162,162,Jason Dufner,76,55.28,225,407
162,163,163,John Senden,80,55.2,244,442
163,164,164,Lucas Glover,79,55.0,231,420
164,165,165,Jim Renner,68,54.96,227,413
165,166,166,Seung-Yul Noh,65,54.89,219,399
166,167,167,Jason Gore,76,54.87,231,421
167,168,168,Charl Schwartzel,67,54.66,217,397
168,169,169,Roberto Castro,54,54.43,166,305
169,170,170,J.J. Henry,94,54.3,265,488
170,171,171,Scott Stallings,60,54.23,205,378
171,172,172,Byron Smith,59,54.22,167,308
172,173,173,Adam Scott,51,54.09,139,257
173,174,174,Ben Martin,93,54.04,274,507
174,175,175,Roger Sloan,56,53.62,185,345
175,176,176,Robert Garrigus,70,53.04,227,428
176,177,177,Alex Prugh,84,53.02,228,430
177,178,178,Lee Westwood,56,52.23,164,314
178,179,179,Nicholas Thompson,90,52.06,253,486
179,180,180,Robert Allenby,63,51.69,183,354
180,181,181,Geoff Ogilvy,50,51.56,149,289
181,182,182,Andrew Svoboda,80,51.08,261,511
182,183,183,Ángel Cabrera,53,50.45,169,335
183,184,184,Charlie Beljan,76,48.77,218,447
