,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
75,T76,T76,Ben Crane,62,"6' 9""",8.798,109,29
76,T76,T76,Martin Flores,95,"6' 9""",11.432,141,99
77,T76,T76,Padraig Harrington,60,"6' 9""",9.038,111,137
78,T76,T76,Carl Pettersson,106,"6' 9""",14.734000000000002,182,26
79,T76,T76,Chez Reavie,56,"6' 9""",6.7010000000000005,83,152
80,T76,T76,Michael Thompson,83,"6' 9""",12.495999999999999,155,161
81,T76,T76,Gary Woodland,81,"6' 9""",10.023,123,142
82,T83,T83,Matt Every,73,"6' 10""",9.447000000000001,115,153
83,T83,T83,Derek Fathauer,81,"6' 10""",11.052,135,129
84,T83,T83,Gonzalo Fernandez-Castaño,81,"6' 10""",10.639000000000001,130,120
85,T83,T83,Rickie Fowler,76,"6' 10""",8.575,105,47
86,T83,T83,Andres Gonzales,90,"6' 10""",11.383,138,157
87,T83,T83,Colt Knost,90,"6' 10""",11.044,134,97
88,T83,T83,Bryce Molder,91,"6' 10""",11.948,146,20
89,T83,T83,Sean O'Hair,86,"6' 10""",14.772,180,83
90,T83,T83,Jeff Overton,94,"6' 10""",11.712,142,98
91,T83,T83,Jim Renner,68,"6' 10""",12.056,147,165
92,T83,T83,Justin Rose,69,"6' 10""",7.266,89,94
93,T83,T83,Johnson Wagner,68,"6' 10""",9.972000000000001,122,82
94,T83,T83,Lee Westwood,56,"6' 10""",3.532,43,178
95,T83,T83,Mark Wilson,89,"6' 10""",12.7,155,63
96,T97,T97,Aaron Baddeley,76,"6' 11""",11.662,141,48
97,T97,T97,Alex Cejka,94,"6' 11""",12.289000000000001,148,62
98,T97,T97,Brendon de Jonge,106,"6' 11""",14.114,170,91
99,T97,T97,Brice Garnett,81,"6' 11""",10.433,126,156
100,T97,T97,Lucas Glover,79,"6' 11""",11.158,134,164
101,T97,T97,Bill Haas,89,"6' 11""",12.2,147,31
102,T97,T97,Rory Sabbatini,81,"6' 11""",11.129000000000001,134,17
103,T97,T97,Brian Stuard,97,"6' 11""",12.946,156,66
104,T105,T105,Stewart Cink,77,"7' 0""",8.786,104,117
105,T105,T105,Retief Goosen,81,"7' 0""",11.107000000000001,132,85
106,T105,T105,Ryo Ishikawa,90,"7' 0""",12.84,153,159
107,T105,T105,Whee Kim,71,"7' 0""",9.472000000000001,113,123
108,T105,T105,Spencer Levin,99,"7' 0""",13.995999999999999,167,76
109,T105,T105,Louis Oosthuizen,68,"7' 0""",6.059,72,41
110,T105,T105,Scott Piercy,90,"7' 0""",12.192,146,105
111,T105,T105,Heath Slocum,57,"7' 0""",8.203,98,138
112,T105,T105,Nick Taylor,91,"7' 0""",15.437999999999999,183,113
113,T105,T105,Boo Weekley,79,"7' 0""",11.77,140,73
114,T115,T115,Blayne Barber,76,"7' 1""",9.213,108,80
115,T115,T115,Charlie Beljan,76,"7' 1""",9.905,117,184
116,T115,T115,Ernie Els,57,"7' 1""",6.186,73,144
117,T115,T115,Danny Lee,120,"7' 1""",15.708,185,52
118,T115,T115,Andres Romero,69,"7' 1""",9.445,111,140
119,T115,T115,Daniel Summerhays,101,"7' 1""",15.58,183,122
120,T121,T121,Sangmoon Bae,98,"7' 2""",15.863,184,45
121,T121,T121,Zac Blair,108,"7' 2""",12.700999999999999,148,6
122,T121,T121,Fabián Gómez,83,"7' 2""",13.015999999999998,152,101
123,T121,T121,David Hearn,97,"7' 2""",13.056,152,131
124,T121,T121,Dustin Johnson,75,"7' 2""",9.189,107,119
125,T121,T121,Brooks Koepka,84,"7' 2""",8.892999999999999,103,143
126,T121,T121,Adam Scott,51,"7' 2""",4.035,47,173
127,T121,T121,Vijay Singh,78,"7' 2""",11.517999999999999,134,50
128,T121,T121,Shawn Stefani,94,"7' 2""",13.585,158,146
129,T121,T121,Robert Streb,110,"7' 2""",16.433,191,79
130,T131,T131,James Hahn,94,"7' 3""",11.398,131,108
131,T131,T131,David Lingmerth,90,"7' 3""",13.464,154,42
132,T131,T131,Ben Martin,93,"7' 3""",12.855,147,174
133,T131,T131,D.A. Points,72,"7' 3""",10.754000000000001,124,75
134,T131,T131,Jonathan Randolph,72,"7' 3""",9.516,110,53
135,T136,T136,Sergio Garcia,59,"7' 4""",7.382999999999999,84,109
136,T136,T136,Robert Garrigus,70,"7' 4""",9.777999999999999,111,176
137,T136,T136,Roger Sloan,56,"7' 4""",7.736000000000001,88,175
138,T136,T136,Steve Wheatcroft,87,"7' 4""",12.300999999999998,139,56
139,T140,T140,Ken Duke,93,"7' 5""",15.744000000000002,177,102
140,T140,T140,Luke Guthrie,84,"7' 5""",11.965,135,127
141,T140,T140,Tom Hoge,83,"7' 5""",12.664000000000001,143,106
142,T140,T140,John Peterson,84,"7' 5""",13.389000000000001,151,14
143,T140,T140,Charl Schwartzel,67,"7' 5""",6.059,68,168
144,T140,T140,Willy Wilcox,58,"7' 5""",5.718999999999999,64,24
145,T146,T146,Tony Finau,106,"7' 6""",16.533,183,149
146,T146,T146,John Huh,102,"7' 6""",18.247,203,23
147,T146,T146,Kyle Reifers,96,"7' 6""",14.825,164,40
148,T149,T149,Brian Davis,86,"7' 7""",13.925999999999998,153,56
149,T149,T149,Adam Hadwin,95,"7' 7""",11.774000000000001,130,110
150,T149,T149,Billy Horschel,99,"7' 7""",14.03,154,126
151,T149,T149,Charles Howell III,105,"7' 7""",17.732,195,151
152,T149,T149,Seung-Yul Noh,65,"7' 7""",8.79,97,166
153,T149,T149,John Senden,80,"7' 7""",7.8229999999999995,86,163
154,T155,T155,Chesson Hadley,101,"7' 8""",16.116,176,125
155,T155,T155,Russell Henley,87,"7' 8""",9.96,108,130
156,T155,T155,Zach Johnson,90,"7' 8""",10.537,115,49
157,T155,T155,Hunter Mahan,88,"7' 8""",11.06,120,78
158,T155,T155,Andrew Svoboda,80,"7' 8""",12.535,136,182
159,T160,T160,Greg Chalmers,58,"7' 9""",5.557,60,132
160,T160,T160,Jim Herman,88,"7' 9""",10.591,114,118
161,T160,T160,Michael Putnam,87,"7' 9""",11.287,122,95
162,T160,T160,Brendan Steele,88,"7' 9""",12.600999999999999,135,68
163,T160,T160,Nick Watney,91,"7' 9""",12.333,133,103
164,T165,T165,Eric Axley,57,"7' 10""",9.224,98,56
165,T165,T165,Hudson Swafford,97,"7' 10""",14.594000000000001,156,160
166,167,167,Jimmy Walker,89,"7' 11""",7.909,83,124
167,T168,T168,Jason Kokrak,88,"8' 0""",16.279,170,114
168,T168,T168,Carlos Ortiz,100,"8' 0""",14.748,154,158
169,T168,T168,Kevin Streelman,95,"8' 0""",11.977,125,104
170,T171,T171,George McNeill,93,"8' 1""",17.512999999999998,181,44
171,T171,T171,Cameron Percy,72,"8' 1""",11.502,118,148
172,T171,T171,Scott Pinckney,88,"8' 1""",13.339,137,155
173,T171,T171,Henrik Stenson,63,"8' 1""",7.871,81,25
174,175,175,Byron Smith,59,"8' 3""",9.282,94,172
175,176,176,Nicholas Thompson,90,"8' 5""",11.864,117,179
176,177,177,Oscar Fraustro,58,"8' 6""",8.146,80,147
177,T178,T178,Ángel Cabrera,53,"8' 7""",7.545,73,183
178,T178,T178,Bill Lunde,50,"8' 7""",8.437000000000001,82,128
179,180,180,Geoff Ogilvy,50,"9' 0""",9.681000000000001,90,181
180,T181,T181,Jason Gore,76,"9' 1""",11.86,109,167
181,T181,T181,Francesco Molinari,56,"9' 1""",7.506,69,111
182,183,183,Alex Prugh,84,"9' 3""",13.812999999999999,125,177
183,184,184,Sam Saunders,83,"9' 6""",13.964,123,121
