,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
115,T116,T116,Jason Dufner,76,0.9129999999999999,46,42.0
116,T116,T116,Matt Every,73,0.9129999999999999,103,94.0
117,T116,T116,Jim Herman,88,0.9129999999999999,69,63.0
118,T116,T116,Justin Thomas,106,0.9129999999999999,104,95.0
119,120,120,Michael Thompson,83,0.914,93,85.0
120,121,121,Billy Hurley III,83,0.915,59,54.0
121,122,122,Andrew Svoboda,80,0.919,99,91.0
122,123,123,Steve Wheatcroft,87,0.92,75,69.0
123,124,124,Hudson Swafford,97,0.9209999999999999,76,70.0
124,125,125,Charley Hoffman,97,0.9229999999999999,78,72.0
125,126,126,John Merrick,78,0.925,53,49.0
126,127,127,Stewart Cink,77,0.929,70,65.0
127,128,128,Derek Fathauer,81,0.93,86,80.0
128,T129,T129,Ryo Ishikawa,90,0.9309999999999999,102,95.0
129,T129,T129,Carlos Ortiz,100,0.9309999999999999,101,94.0
130,T129,T129,Jonathan Randolph,72,0.9309999999999999,58,54.0
131,132,132,Michael Putnam,87,0.9329999999999999,60,56.0
132,133,133,Phil Mickelson,70,0.934,61,57.0
133,T134,T134,Adam Hadwin,95,0.935,107,100.0
134,T134,T134,Scott Stallings,60,0.935,77,72.0
135,T134,T134,Brendan Steele,88,0.935,77,72.0
136,T137,T137,Erik Compton,86,0.9359999999999999,78,73.0
137,T137,T137,Nick Taylor,91,0.9359999999999999,94,88.0
138,T139,T139,Chris Kirk,76,0.938,65,61.0
139,T139,T139,Ryan Moore,81,0.938,64,60.0
140,T141,T141,Billy Horschel,99,0.9390000000000001,82,77.0
141,T141,T141,Sam Saunders,83,0.9390000000000001,49,46.0
142,143,143,Jason Day,75,0.941,51,48.0
143,144,144,Chez Reavie,56,0.946,37,35.0
144,145,145,Shawn Stefani,94,0.9470000000000001,94,89.0
145,146,146,Aaron Baddeley,76,0.948,97,92.0
146,147,147,Greg Owen,58,0.95,40,38.0
147,148,148,Kevin Chappell,86,0.951,81,77.0
148,149,149,Justin Rose,69,0.9570000000000001,47,45.0
149,T150,T150,Chesson Hadley,101,0.966,119,115.0
150,T150,T150,Hideki Matsuyama,95,0.966,58,56.0
151,152,152,Lucas Glover,79,0.968,63,61.0
152,T153,T153,Padraig Harrington,60,0.971,69,67.0
153,T153,T153,Bill Lunde,50,0.971,34,33.0
154,155,155,Ben Martin,93,0.972,72,70.0
155,T156,T156,Brice Garnett,81,0.976,83,81.0
156,T156,T156,Dustin Johnson,75,0.976,41,40.0
157,T156,T156,Jeff Overton,94,0.976,85,83.0
158,159,159,Lee Westwood,56,0.9790000000000001,48,47.0
159,160,160,Charlie Beljan,76,0.982,56,55.0
160,T161,T161,Rickie Fowler,76,0.985,65,64.0
161,T161,T161,Whee Kim,71,0.985,66,65.0
162,T163,T163,Tony Finau,106,0.991,113,112.0
163,T163,T163,Andres Gonzales,90,0.991,114,113.0
164,T165,T165,Roberto Castro,54,1.0,32,32.0
165,T165,T165,Cameron Percy,72,1.0,67,67.0
166,T165,T165,Jim Renner,68,1.0,66,66.0
167,T165,T165,Nicholas Thompson,90,1.0,67,67.0
168,169,169,Andrew Putnam,68,1.011,95,96.0
169,170,170,Jason Kokrak,88,1.013,78,79.0
170,171,171,Tyrone Van Aswegen,58,1.033,61,63.0
171,172,172,Ricky Barnes,82,1.047,86,90.0
172,173,173,Robert Garrigus,70,1.061,66,70.0
173,174,174,Max Homa,78,1.062,65,69.0
174,175,175,Graham DeLaet,65,1.065,62,66.0
175,176,176,Andres Romero,69,1.0659999999999998,76,81.0
176,177,177,Ernie Els,57,1.085,59,64.0
177,178,178,Roger Sloan,56,1.1,60,66.0
178,179,179,Retief Goosen,81,1.101,79,87.0
179,180,180,Robert Allenby,63,1.105,57,63.0
180,181,181,Eric Axley,57,1.117,60,67.0
181,182,182,Byron Smith,59,1.1320000000000001,38,43.0
182,183,183,Steven Alker,62,1.139,36,41.0
183,184,184,Gary Woodland,81,1.15,60,69.0
