,Distance_from_Edge_of_Fairway_RANK THIS WEEK,Distance_from_Edge_of_Fairway_RANK LAST WEEK,Distance_from_Edge_of_Fairway_PLAYER NAME,Distance_from_Edge_of_Fairway_EVENTS,Distance_from_Edge_of_Fairway_AVG,Distance_from_Edge_of_Fairway_TOTAL DISTANCE (FEET),Distance_from_Edge_of_Fairway_TOTAL STROKES
76,T76,T76,Henrik Stenson,18,"25' 8""",4188.0,163
77,78,78,Stephen Ames,19,"25' 9""",6254.6669999999995,243
78,T79,T79,Tommy Gainey,28,"25' 10""",11296.833,438
79,T79,T79,Cameron Tringale,24,"25' 10""",9555.5,370
80,81,81,Bo Van Pelt,22,"25' 11""",6628.8330000000005,256
81,82,82,Lee Williams,22,"26' 0""",7186.1669999999995,276
82,83,83,Stuart Appleby,25,"26' 1""",10276.5,394
83,T84,T84,David Mathis,24,"26' 2""",8006.3330000000005,306
84,T84,T84,William McGirt,24,"26' 2""",9105.417,348
85,86,86,David Toms,16,"26' 3""",3932.25,150
86,T87,T87,Luke Guthrie,27,"26' 4""",8941.083,340
87,T87,T87,Russell Henley,24,"26' 4""",7947.25,302
88,89,89,Daniel Summerhays,26,"26' 5""",10714.417,405
89,T90,T90,Bud Cauley,24,"26' 6""",7885.5,298
90,T90,T90,Kevin Chappell,24,"26' 6""",8803.25,332
91,T90,T90,Josh Teater,24,"26' 6""",8152.9169999999995,308
92,T93,T93,Bill Haas,25,"26' 8""",9201.333,345
93,T93,T93,Martin Laird,21,"26' 8""",7301.75,274
94,95,95,Ben Curtis,20,"26' 9""",6423.8330000000005,240
95,96,96,Jeff Overton,24,"26' 10""",11353.583,423
96,T97,T97,Rickie Fowler,22,"27' 0""",8021.0830000000005,297
97,T97,T97,Greg Owen,24,"27' 0""",9509.0,352
98,T97,T97,Aaron Watkins,19,"27' 0""",4672.917,173
99,T100,T100,Jim Herman,19,"27' 1""",6101.9169999999995,225
100,T100,T100,Michael Thompson,22,"27' 1""",7176.8330000000005,265
101,T100,T100,Charlie Wi,23,"27' 1""",8920.417,329
102,103,103,David Hearn,26,"27' 2""",10438.5,384
103,104,104,Nick Watney,26,"27' 3""",9934.0,364
104,105,105,Chris Stroud,26,"27' 4""",10372.333,379
105,T106,T106,Martin Kaymer,17,"27' 5""",5844.4169999999995,213
106,T106,T106,Bubba Watson,21,"27' 5""",8614.417,314
107,108,108,Carl Pettersson,24,"27' 7""",9236.417,335
108,109,109,Ryo Ishikawa,23,"27' 8""",8959.5,324
109,T110,T110,Justin Bolli,23,"27' 9""",6820.5830000000005,246
110,T110,T110,Robert Karlsson,18,"27' 9""",5551.3330000000005,200
111,T110,T110,D.A. Points,28,"27' 9""",9168.417,330
112,T113,T113,Ricky Barnes,26,"27' 10""",9721.75,349
113,T113,T113,Mike Weir,22,"27' 10""",7948.5830000000005,286
114,T115,T115,Scott Gardiner,23,"27' 11""",8043.6669999999995,288
115,T115,T115,Charl Schwartzel,19,"27' 11""",7904.0830000000005,283
116,T115,T115,Kyle Stanley,24,"27' 11""",8488.167,304
117,T118,T118,Erik Compton,24,"28' 0""",10439.333,373
118,T118,T118,Scott Piercy,24,"28' 0""",9830.25,351
119,T118,T118,D.J. Trahan,16,"28' 0""",5177.583,185
120,T121,T121,Brad Fritsch,24,"28' 1""",10675.917,380
121,T121,T121,Charley Hoffman,23,"28' 1""",10607.667,378
122,T121,T121,Matt Jones,24,"28' 1""",9310.417,332
123,T121,T121,John Rollins,24,"28' 1""",10280.833,366
124,T121,T121,Johnson Wagner,24,"28' 1""",8235.75,293
125,126,126,Morgan Hoffmann,20,"28' 2""",8473.417,301
126,T127,T127,Harris English,26,"28' 3""",12178.167,431
127,T127,T127,Pat Perez,22,"28' 3""",8933.0,316
128,129,129,Henrik Norlander,22,"28' 4""",9019.083,318
129,130,130,Steve LeBrun,21,"28' 5""",8159.3330000000005,287
130,131,131,Vaughn Taylor,16,"28' 6""",5356.0,188
131,132,132,Cameron Percy,21,"28' 7""",8802.5,308
132,T133,T133,Charles Howell III,26,"28' 9""",13784.417,479
133,T133,T133,Chris Kirk,24,"28' 9""",12465.167,433
134,135,135,Martin Flores,25,"28' 10""",13613.667,472
135,136,136,Scott Stallings,27,"28' 11""",9811.75,339
136,137,137,Brandt Jobe,19,"29' 1""",7147.3330000000005,246
137,T138,T138,Marc Leishman,23,"29' 2""",9849.5,338
138,T138,T138,Geoff Ogilvy,19,"29' 2""",6529.9169999999995,224
139,T140,T140,Greg Chalmers,25,"29' 3""",9988.083,341
140,T140,T140,Robert Garrigus,22,"29' 3""",8055.0,275
141,T140,T140,Jason Kokrak,25,"29' 3""",12515.5,428
142,T143,T143,Stewart Cink,22,"29' 4""",8676.583,296
143,T143,T143,Graham DeLaet,26,"29' 4""",10414.583,355
144,T143,T143,James Hahn,26,"29' 4""",10839.25,370
145,T143,T143,George McNeill,21,"29' 4""",8629.25,294
146,T147,T147,Andres Romero,21,"29' 6""",8412.0,285
147,T147,T147,Robert Streb,25,"29' 6""",9757.917,331
148,149,149,Ryan Palmer,22,"29' 7""",11286.417,382
149,T150,T150,Rory McIlroy,16,"29' 8""",6564.3330000000005,221
150,T150,T150,Phil Mickelson,21,"29' 8""",9552.833,322
151,152,152,Ernie Els,19,"29' 11""",8014.75,268
152,153,153,Patrick Reed,26,"30' 0""",12990.167,433
153,154,154,Alistair Presnell,23,"30' 1""",7874.75,262
154,155,155,Tiger Woods,16,"30' 2""",6277.75,208
155,156,156,Dustin Johnson,22,"30' 4""",9446.25,311
156,157,157,Padraig Harrington,17,"31' 0""",5572.9169999999995,180
157,158,158,Tim Herron,15,"31' 1""",8698.917,280
158,159,159,Ángel Cabrera,21,"31' 2""",10133.75,325
159,160,160,Casey Wittenberg,27,"31' 3""",11588.667,371
160,161,161,Eric Meierdierks,19,"31' 4""",6895.5,220
161,162,162,James Driscoll,23,"31' 5""",12184.917,388
162,T163,T163,Robert Allenby,24,"31' 9""",9528.583,300
163,T163,T163,Nicolas Colsaerts,17,"31' 9""",7055.5,222
164,T165,T165,Sergio Garcia,17,"31' 11""",7861.5,246
165,T165,T165,Peter Hanson,15,"31' 11""",6439.0,202
166,T165,T165,Tag Ridings,24,"31' 11""",11309.0,354
167,168,168,Gary Woodland,26,"32' 1""",14605.083,455
168,169,169,Charlie Beljan,24,"32' 2""",9261.25,288
169,170,170,Shawn Stefani,21,"32' 4""",10229.333,316
170,T171,T171,Sean O'Hair,22,"32' 10""",9989.083,304
171,T171,T171,Jimmy Walker,24,"32' 10""",15296.25,466
172,173,173,Jason Day,21,"33' 2""",11175.083,337
173,174,174,Steven Bowditch,22,"33' 5""",11416.583,342
174,175,175,Troy Matteson,24,"33' 11""",11521.5,340
175,176,176,Michael Bradley,21,"34' 3""",8728.5,255
176,177,177,Aaron Baddeley,24,"35' 2""",13334.167,379
177,178,178,Bobby Gates,20,"35' 8""",8814.667,247
178,179,179,Seung-Yul Noh,25,"36' 0""",13671.417,380
179,180,180,Luke List,24,"39' 1""",14134.75,362
