,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
127,128,128,Ryo Ishikawa,72,3.96,30,758,0.77
128,T129,T129,Stuart Appleby,88,3.97,43,1083,0.86
129,T129,T129,Kevin Stadler,83,3.97,38,958,0.55
130,131,131,Alistair Presnell,59,3.99,25,627,0.76
131,132,132,Michael Thompson,66,4.11,30,730,0.5
132,133,133,Patrick Reed,83,4.13,42,1017,0.81
133,134,134,Peter Hanson,45,4.15,19,458,1.0
134,135,135,Geoff Ogilvy,57,4.19,24,573,0.79
135,136,136,Gary Woodland,94,4.2,48,1144,0.88
136,137,137,Jonas Blixt,76,4.21,39,926,0.59
137,138,138,Brad Fritsch,81,4.27,40,937,0.95
138,139,139,John Rollins,77,4.3,40,931,0.65
139,T140,T140,Johnson Wagner,64,4.31,31,720,0.81
140,T140,T140,Casey Wittenberg,72,4.31,36,836,0.83
141,142,142,Bubba Watson,76,4.37,36,823,0.39
142,143,143,Lee Westwood,70,4.38,31,708,0.61
143,T144,T144,Kevin Chappell,80,4.42,41,928,0.54
144,T144,T144,Dustin Johnson,71,4.42,31,701,0.48
145,146,146,James Hahn,78,4.43,41,925,0.68
146,147,147,Chris Stroud,88,4.46,48,1076,0.73
147,T148,T148,Scott Brown,65,4.47,34,761,0.62
148,T148,T148,Charl Schwartzel,69,4.47,33,738,0.33
149,150,150,Robert Allenby,58,4.51,32,710,0.88
150,151,151,Charles Howell III,87,4.53,50,1104,0.58
151,152,152,Nicolas Colsaerts,50,4.65,23,495,0.35
152,153,153,Sergio Garcia,65,4.66,30,644,0.17
153,154,154,Charley Hoffman,84,4.68,47,1005,0.7
154,155,155,Harris English,95,4.78,54,1129,0.59
155,T156,T156,Ángel Cabrera,73,4.87,38,781,0.45
156,T156,T156,Luke Donald,60,4.87,31,636,0.58
157,158,158,Scott Piercy,78,4.9,42,857,0.69
158,159,159,Tag Ridings,69,4.92,39,793,0.82
159,160,160,Jason Kokrak,78,4.97,49,985,0.55
160,161,161,Pat Perez,69,5.1,45,883,0.76
161,162,162,Scott Stallings,79,5.15,47,912,0.62
162,163,163,Andres Romero,63,5.2,37,712,0.7
163,164,164,Ryan Palmer,79,5.26,50,951,0.58
164,165,165,Michael Bradley,56,5.28,31,587,0.71
165,166,166,Tim Herron,45,5.32,32,601,0.34
166,T167,T167,Jason Day,86,5.35,45,841,0.2
167,T167,T167,James Driscoll,76,5.35,46,860,0.52
168,T167,T167,Martin Flores,83,5.35,56,1046,0.41
169,170,170,Seung-Yul Noh,71,5.44,46,845,0.78
170,171,171,Padraig Harrington,52,5.59,27,483,0.44
171,172,172,Stewart Cink,71,5.6,43,768,0.7
172,173,173,Marc Leishman,77,5.64,50,887,0.7
173,174,174,Jimmy Walker,84,5.66,58,1025,0.26
174,175,175,Troy Matteson,68,5.86,47,802,0.47
175,176,176,Robert Garrigus,69,5.95,40,672,0.55
176,177,177,Rory McIlroy,56,6.41,36,562,0.42
177,178,178,Luke List,65,7.65,53,693,0.62
178,179,179,Aaron Baddeley,68,7.74,62,801,0.5
179,180,180,Steven Bowditch,67,8.35,66,790,0.41
