,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
66,67,67,Brandt Snedeker,79,62.57,692,1106
67,68,68,Stuart Appleby,88,62.53,731,1169
68,69,69,Tiger Woods,61,62.5,525,840
69,70,70,Scott Langley,79,62.45,652,1044
70,T71,T71,David Mathis,71,62.42,583,934
71,T71,T71,Ian Poulter,59,62.42,465,745
72,T73,T73,Chris Stroud,88,62.4,765,1226
73,T73,T73,Nick Watney,88,62.4,750,1202
74,75,75,Rod Pampling,46,62.35,366,587
75,76,76,Scott Brown,65,62.32,564,905
76,T77,T77,Bill Haas,85,62.31,734,1178
77,T77,T77,Vijay Singh,61,62.31,529,849
78,79,79,William McGirt,75,62.3,651,1045
79,80,80,Rickie Fowler,75,62.27,647,1039
80,T81,T81,David Hearn,88,62.08,763,1229
81,T81,T81,Daniel Summerhays,83,62.08,717,1155
82,83,83,Fabián Gómez,65,61.88,560,905
83,84,84,Adam Scott,61,61.84,517,836
84,85,85,Lucas Glover,65,61.62,557,904
85,86,86,Brendan Steele,86,61.56,703,1142
86,87,87,Kevin Chappell,80,61.52,686,1115
87,88,88,Michael Thompson,66,61.39,566,922
88,T89,T89,Justin Bolli,59,61.36,470,766
89,T89,T89,Martin Kaymer,61,61.36,497,810
90,91,91,Pat Perez,69,61.35,589,960
91,92,92,Sergio Garcia,65,61.28,538,878
92,93,93,Luke Guthrie,82,61.24,700,1143
93,94,94,Trevor Immelman,73,61.19,588,961
94,T95,T95,Ben Crane,62,60.94,493,809
95,T95,T95,Geoff Ogilvy,57,60.94,482,791
96,97,97,Andrew Svoboda,46,60.91,374,614
97,98,98,Martin Laird,68,60.78,575,946
98,99,99,Josh Teater,86,60.77,694,1142
99,100,100,Chad Campbell,78,60.7,644,1061
100,101,101,Brian Harman,89,60.64,718,1184
101,102,102,John Senden,79,60.57,659,1088
102,103,103,Ben Curtis,59,60.55,485,801
103,104,104,John Merrick,79,60.51,668,1104
104,105,105,Derek Ernst,58,60.49,490,810
105,106,106,Ricky Barnes,74,60.31,588,975
106,107,107,Robert Karlsson,56,60.19,437,726
107,108,108,Steve LeBrun,66,60.16,521,866
108,109,109,Henrik Norlander,70,60.13,570,948
109,110,110,Charl Schwartzel,69,59.87,570,952
110,111,111,Charlie Beljan,62,59.86,519,867
111,T112,T112,Greg Owen,73,59.76,591,989
112,T112,T112,Lee Williams,62,59.76,499,835
113,114,114,Rory Sabbatini,86,59.72,682,1142
114,115,115,Chris Kirk,89,59.65,742,1244
115,T116,T116,Charley Hoffman,84,59.57,697,1170
116,T116,T116,Robert Streb,75,59.57,588,987
117,118,118,Kyle Stanley,71,59.54,593,996
118,119,119,Carl Pettersson,82,59.43,665,1119
119,120,120,Cameron Percy,68,59.28,546,921
120,121,121,David Lynn,70,59.27,572,965
121,122,122,Bud Cauley,67,59.16,520,879
122,123,123,Matt Every,89,58.94,732,1242
123,124,124,Matt Kuchar,93,58.93,716,1215
124,125,125,Marc Leishman,77,58.77,633,1077
125,T126,T126,Scott Stallings,79,58.73,649,1105
126,T126,T126,Bubba Watson,76,58.73,602,1025
127,128,128,Johnson Wagner,64,58.69,493,840
128,129,129,Harris English,95,58.65,776,1323
129,130,130,James Hahn,78,58.58,604,1031
130,T131,T131,John Rollins,77,58.56,595,1016
131,T131,T131,Camilo Villegas,79,58.56,612,1045
132,133,133,Stephen Ames,49,58.53,398,680
133,134,134,Scott Gardiner,61,58.52,481,822
134,T135,T135,Sangmoon Bae,83,58.39,675,1156
135,T135,T135,Padraig Harrington,52,58.39,400,685
136,137,137,Brad Fritsch,81,58.06,623,1073
137,138,138,Jason Day,86,58.03,647,1115
138,139,139,Alistair Presnell,59,58.01,460,793
139,140,140,Rory McIlroy,56,57.92,446,770
140,141,141,Robert Allenby,58,57.87,452,781
141,142,142,Jeff Overton,78,57.83,628,1086
142,T143,T143,Ernie Els,63,57.72,501,868
143,T143,T143,Morgan Hoffmann,64,57.72,516,894
144,145,145,Ryan Palmer,79,57.69,634,1099
145,146,146,Gary Woodland,94,57.6,724,1257
146,147,147,Eric Meierdierks,48,57.5,368,640
147,148,148,Andres Romero,63,57.35,472,823
148,149,149,Phil Mickelson,78,57.3,624,1089
149,150,150,Stewart Cink,71,57.19,565,988
150,151,151,Erik Compton,74,56.89,586,1030
151,152,152,Jonas Blixt,76,56.54,601,1063
152,153,153,Tommy Gainey,84,56.34,662,1175
153,154,154,Peter Hanson,45,56.31,339,602
154,155,155,Freddie Jacobson,63,56.26,472,839
155,156,156,Ángel Cabrera,73,56.19,572,1018
156,157,157,Patrick Reed,83,56.13,650,1158
157,158,158,Sean O'Hair,56,55.66,433,778
158,159,159,Ryo Ishikawa,72,55.48,542,977
159,160,160,Michael Bradley,56,55.46,401,723
160,161,161,Troy Matteson,68,55.39,509,919
161,162,162,Robert Garrigus,69,55.37,500,903
162,163,163,Mike Weir,60,55.07,445,808
163,164,164,Shawn Stefani,63,54.97,481,875
164,165,165,Casey Wittenberg,72,54.61,533,976
165,166,166,James Driscoll,76,53.89,540,1002
166,167,167,Nicolas Colsaerts,50,53.8,354,658
167,168,168,Martin Flores,83,53.67,621,1157
168,169,169,Scott Piercy,78,53.57,563,1051
169,170,170,Tag Ridings,69,53.38,482,903
170,171,171,Dustin Johnson,71,53.36,524,982
171,172,172,Jason Kokrak,78,53.17,578,1087
172,173,173,Charles Howell III,87,53.11,631,1188
173,174,174,Steven Bowditch,67,53.04,480,905
174,175,175,Tim Herron,45,52.24,327,626
175,176,176,Jimmy Walker,84,52.18,610,1169
176,177,177,Bobby Gates,49,51.59,324,628
177,178,178,Seung-Yul Noh,71,51.5,481,934
178,179,179,Aaron Baddeley,68,50.71,465,917
179,180,180,Luke List,65,45.58,387,849
