,Percentage_of_Yardage_covered_by_Tee_Shots_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL DISTANCE
43,T44,T44,Graham DeLaet,94,62.35,321268.7,515263
44,T44,T44,Charley Hoffman,84,62.35,290065.2,465200
45,46,46,Tommy Gainey,84,62.32,298052.9,478242
46,T47,T47,Greg Owen,73,62.29,260867.0,418784
47,T47,T47,Nick Watney,88,62.29,292525.9,469615
48,49,49,Jason Dufner,78,62.26,240523.5,386336
49,T50,T50,Padraig Harrington,52,62.25,138222.0,222041
50,T50,T50,Lee Westwood,70,62.25,202525.0,325343
51,T52,T52,Freddie Jacobson,63,62.23,181373.9,291477
52,T52,T52,Jeff Overton,78,62.23,293164.2,471068
53,54,54,Brian Harman,89,62.21,300581.6,483140
54,55,55,Phil Mickelson,78,62.2,227641.9,365991
55,T56,T56,Jordan Spieth,82,62.19,264913.7,426006
56,T56,T56,Nicholas Thompson,99,62.19,339789.3,546370
57,58,58,Andrew Svoboda,46,62.18,137799.1,221617
58,59,59,Ryo Ishikawa,72,62.17,217652.2,350100
59,60,60,Troy Matteson,68,62.16,233596.6,375812
60,T61,T61,Russell Henley,80,62.14,261891.1,421428
61,T61,T61,Martin Kaymer,61,62.14,164936.3,265437
62,63,63,Webb Simpson,92,62.12,275669.9,443776
63,64,64,Peter Hanson,45,62.11,130719.7,210451
64,T65,T65,Kevin Chappell,80,62.05,265524.9,427953
65,T65,T65,Josh Teater,86,62.05,241540.9,389261
66,67,67,Ian Poulter,59,62.04,154504.0,249058
67,68,68,Billy Horschel,96,62.02,329051.3,530579
68,69,69,Lucas Glover,65,62.01,205879.2,332032
69,70,70,Marc Leishman,77,62.0,251372.8,405433
70,71,71,Bill Haas,85,61.96,274897.1,443655
71,72,72,Brad Fritsch,81,61.94,267677.0,432157
72,73,73,Bobby Gates,49,61.92,149803.2,241937
73,74,74,D.J. Trahan,48,61.87,147746.6,238815
74,75,75,Chris Kirk,89,61.85,318122.6,514351
75,76,76,Martin Laird,68,61.83,210585.5,340566
76,77,77,Matt Jones,83,61.81,274829.4,444602
77,T78,T78,Ernie Els,63,61.8,189210.4,306180
78,T78,T78,Scott Gardiner,61,61.8,203940.4,330026
79,T80,T80,Steve LeBrun,66,61.77,209257.7,338779
80,T80,T80,Vijay Singh,61,61.77,188556.8,305256
81,T80,T80,Henrik Stenson,65,61.77,174170.9,281973
82,T83,T83,Scott Brown,65,61.74,216953.9,351416
83,T83,T83,Henrik Norlander,70,61.74,231294.8,374650
84,85,85,Matt Kuchar,93,61.73,271063.8,439116
85,86,86,Erik Compton,74,61.68,254274.7,412233
86,87,87,Vaughn Taylor,50,61.6,156485.8,254052
87,88,88,Camilo Villegas,79,61.51,249279.0,405284
88,89,89,Steve Stricker,51,61.47,138286.5,224972
89,90,90,Sergio Garcia,65,61.46,184138.8,299609
90,91,91,James Hahn,78,61.45,263216.5,428336
91,92,92,Sangmoon Bae,83,61.42,280633.4,456904
92,93,93,Kevin Streelman,86,61.38,264453.6,430825
93,94,94,Brendan Steele,86,61.36,301154.8,490814
94,95,95,Y.E. Yang,56,61.29,159943.0,260965
95,96,96,Bo Van Pelt,72,61.27,211876.4,345835
96,97,97,Brendon de Jonge,110,61.25,376964.6,615453
97,98,98,Pat Perez,69,61.24,250719.9,409436
98,99,99,Aaron Baddeley,68,61.23,230381.9,376283
99,100,100,Bud Cauley,67,61.21,219212.3,358122
100,101,101,Fabián Gómez,65,61.2,218049.7,356309
101,102,102,Will Claxton,67,61.18,217975.1,356273
102,103,103,Jonas Blixt,76,61.17,261180.7,426960
103,104,104,Rickie Fowler,75,61.15,231505.1,378606
104,105,105,Stewart Cink,71,61.14,217349.5,355498
105,106,106,Tim Herron,45,61.13,170591.7,279047
106,107,107,Tiger Woods,61,61.12,168714.4,276040
107,108,108,Ryan Moore,72,61.11,222616.8,364296
108,109,109,Rod Pampling,46,61.1,136142.1,222830
109,T110,T110,Tom Gillis,69,61.07,232535.2,380777
110,T110,T110,John Senden,79,61.07,238507.4,390536
111,T112,T112,George McNeill,68,61.06,249140.5,408011
112,T112,T112,Alistair Presnell,59,61.06,177736.1,291087
113,T112,T112,Brandt Snedeker,79,61.06,227332.0,372313
114,115,115,Robert Karlsson,56,61.03,144184.4,236240
115,116,116,David Lingmerth,68,61.01,221657.3,363320
116,117,117,John Merrick,79,61.0,265328.4,434942
117,118,118,Chad Campbell,78,60.97,279461.3,458369
118,119,119,Roberto Castro,97,60.96,326653.0,535821
119,T120,T120,Ricky Barnes,74,60.95,251149.3,412060
120,T120,T120,James Driscoll,76,60.95,245028.5,402001
121,T120,T120,J.J. Henry,83,60.95,288068.7,472618
122,123,123,Brandt Jobe,62,60.94,206594.9,338997
123,T124,T124,Stuart Appleby,88,60.91,304969.6,500659
124,T124,T124,William McGirt,75,60.91,274062.2,449934
125,126,126,Geoff Ogilvy,57,60.86,162334.5,266713
126,127,127,Cameron Tringale,80,60.82,291511.3,479303
127,T128,T128,Ben Crane,62,60.81,211848.1,348364
128,T128,T128,Daniel Summerhays,83,60.81,301670.1,496109
129,130,130,Zach Johnson,84,60.57,257372.6,424941
130,T131,T131,Tim Clark,64,60.53,163470.3,270048
131,T131,T131,Jeff Maggert,63,60.53,218327.7,360700
132,T133,T133,Luke Guthrie,82,60.52,251798.5,416025
133,T133,T133,Chez Reavie,72,60.52,257414.1,425331
134,135,135,"Ted Potter, Jr.",65,60.51,212013.8,350369
135,136,136,John Huh,88,60.44,289267.1,478575
136,137,137,Mark Wilson,56,60.43,191880.3,317504
137,138,138,Graeme McDowell,53,60.39,142238.7,235540
138,139,139,David Mathis,71,60.29,237206.7,393475
139,140,140,Johnson Wagner,64,60.25,199772.9,331549
140,T141,T141,David Hearn,88,60.19,281090.7,467012
141,T141,T141,Casey Wittenberg,72,60.19,233829.4,388479
142,143,143,K.J. Choi,85,60.17,241291.8,401010
143,144,144,Michael Thompson,66,60.1,202793.2,337442
144,145,145,Justin Hicks,79,60.07,251425.7,418521
145,146,146,Charlie Wi,75,60.06,251775.2,419233
146,147,147,Justin Bolli,59,60.05,175730.1,292647
147,148,148,Stephen Ames,49,60.04,166580.5,277445
148,T149,T149,Brian Davis,91,60.03,316843.2,527815
149,T149,T149,Brian Stuard,78,60.03,240096.8,399932
150,151,151,D.H. Lee,65,60.02,221647.9,369268
151,152,152,D.A. Points,87,59.98,260562.0,434442
152,153,153,Ben Curtis,59,59.88,177416.6,296286
153,154,154,Michael Bradley,56,59.86,162607.4,271635
154,155,155,Robert Allenby,58,59.83,198845.6,332346
155,156,156,Bob Estes,66,59.82,235685.4,394014
156,157,157,Ben Kohles,75,59.8,235265.0,393414
157,158,158,Trevor Immelman,73,59.78,236067.3,394898
158,T159,T159,Jason Bohn,70,59.68,249915.9,418739
159,T159,T159,Scott Langley,79,59.68,242252.8,405899
160,T159,T159,David Lynn,70,59.68,214511.6,359413
161,162,162,Lee Williams,62,59.67,192569.1,322708
162,163,163,Doug LaBelle II,72,59.63,223671.2,375070
163,164,164,Darron Stiles,51,59.62,157830.6,264707
164,165,165,Ken Duke,87,59.57,284348.2,477330
165,T166,T166,Brian Gay,79,59.56,267769.2,449564
166,T166,T166,Aaron Watkins,46,59.56,132363.9,222218
167,168,168,Chris Stroud,88,59.54,294459.0,494592
168,T169,T169,Greg Chalmers,77,59.53,264836.4,444888
169,T169,T169,Richard Lee,81,59.53,272839.0,458304
170,171,171,David Toms,49,59.47,120355.7,202369
171,172,172,Justin Leonard,86,59.45,283843.7,477443
172,173,173,Luke Donald,60,59.39,174192.4,293290
173,174,174,Dicky Pride,71,59.32,221421.5,373273
174,175,175,Jerry Kelly,75,59.22,239689.3,404763
175,176,176,Jim Furyk,80,59.04,241637.5,409289
176,177,177,Bryce Molder,82,58.89,265013.7,450032
177,178,178,Jin Park,52,58.81,160341.6,272657
178,179,179,Colt Knost,69,58.74,216060.1,367808
179,180,180,Mike Weir,60,58.4,174905.3,299506
