,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
27,28,28,Ángel Cabrera,73,4.03,5.0,124,-0.20
28,29,29,Jin Park,52,4.0,4.0,100,+0.75
29,30,30,Kevin Stadler,83,3.9,6.0,154,E
30,31,31,Mark Wilson,56,3.85,4.0,104,-0.25
31,T32,T32,Sangmoon Bae,83,3.8,6.0,158,+0.17
32,T32,T32,Ken Duke,87,3.8,6.0,158,E
33,34,34,Matt Kuchar,93,3.52,5.0,142,-0.20
34,35,35,Webb Simpson,92,3.38,5.0,148,-0.20
35,36,36,Nick Watney,88,3.29,5.0,152,E
36,37,37,Phil Mickelson,78,3.23,4.0,124,-0.25
37,38,38,Tim Clark,64,3.19,3.0,94,-0.33
38,39,39,David Hearn,88,3.13,5.0,160,E
39,40,40,Colt Knost,69,3.08,4.0,130,+0.75
40,T41,T41,Stephen Ames,49,3.06,3.0,98,+0.67
41,T41,T41,Darron Stiles,51,3.06,3.0,98,-0.33
42,T43,T43,David Mathis,71,2.99,4.0,134,+1.00
43,T43,T43,Dicky Pride,71,2.99,4.0,134,+0.75
44,T45,T45,Russell Henley,80,2.94,4.0,136,E
45,T45,T45,Chris Kirk,89,2.94,5.0,170,-0.20
46,T45,T45,George McNeill,68,2.94,4.0,136,+0.25
47,48,48,Scott Stallings,79,2.9,4.0,138,+0.50
48,49,49,Lee Westwood,70,2.83,3.0,106,E
49,50,50,Chez Reavie,72,2.78,4.0,144,+0.75
50,T51,T51,Greg Chalmers,77,2.74,4.0,146,+0.50
51,T51,T51,Justin Hicks,79,2.74,4.0,146,+0.25
52,53,53,Justin Bolli,59,2.73,3.0,110,+1.00
53,54,54,Kevin Streelman,86,2.7,4.0,148,-0.25
54,55,55,Charley Hoffman,84,2.63,4.0,152,-0.25
55,56,56,J.J. Henry,83,2.6,4.0,154,-0.25
56,57,57,Ben Crane,62,2.59,3.0,116,+0.33
57,58,58,Matt Jones,83,2.53,4.0,158,-0.25
58,T59,T59,Rory Sabbatini,86,2.5,4.0,160,+0.50
59,T59,T59,Jimmy Walker,84,2.5,4.0,160,-0.25
60,T61,T61,Stuart Appleby,88,2.38,4.0,168,+0.25
61,T61,T61,Jeff Maggert,63,2.38,3.0,126,+1.00
62,T61,T61,Rod Pampling,46,2.38,2.0,84,+0.50
63,T61,T61,Kyle Stanley,71,2.38,3.0,126,+1.00
64,65,65,Brendon de Jonge,110,2.36,5.0,212,-0.40
65,66,66,Aaron Baddeley,68,2.34,3.0,128,+0.33
66,67,67,Chris Stroud,88,2.33,4.0,172,+1.00
67,68,68,Steven Bowditch,67,2.31,3.0,130,+0.67
68,69,69,Tim Herron,45,2.22,2.0,90,E
69,T70,T70,Robert Karlsson,56,2.17,2.0,92,-0.50
70,T70,T70,Justin Rose,62,2.17,2.0,92,-1.00
71,T72,T72,Jerry Kelly,75,2.11,3.0,142,+0.33
72,T72,T72,Scott Langley,79,2.11,3.0,142,+0.67
73,T72,T72,Greg Owen,73,2.11,3.0,142,E
74,75,75,Jordan Spieth,82,2.03,3.0,148,+0.33
75,76,76,Vijay Singh,61,1.96,2.0,102,-0.50
76,T77,T77,Michael Bradley,56,1.92,2.0,104,E
77,T77,T77,Jeff Overton,78,1.92,3.0,156,+0.67
78,79,79,Justin Leonard,86,1.83,3.0,164,+0.67
79,80,80,Daniel Summerhays,83,1.81,3.0,166,+0.33
80,T81,T81,Brandt Jobe,62,1.79,2.0,112,-0.50
81,T81,T81,Martin Laird,68,1.79,2.0,112,+0.50
82,T81,T81,Johnson Wagner,64,1.79,2.0,112,+0.50
83,84,84,Brian Harman,89,1.76,3.0,170,+0.33
84,85,85,"Ted Potter, Jr.",65,1.75,2.0,114,+0.50
85,86,86,Gary Woodland,94,1.74,3.0,172,E
86,T87,T87,Harris English,95,1.72,3.0,174,E
87,T87,T87,Matt Every,89,1.72,3.0,174,+0.67
88,89,89,Graham DeLaet,94,1.7,3.0,176,E
89,T90,T90,Brian Davis,91,1.69,3.0,178,-0.33
90,T90,T90,Bubba Watson,76,1.69,2.0,118,E
91,92,92,Charlie Beljan,62,1.67,2.0,120,+0.50
92,93,93,Roberto Castro,97,1.61,3.0,186,E
93,94,94,Scott Piercy,78,1.59,2.0,126,-1.00
94,95,95,John Senden,79,1.56,2.0,128,+0.50
95,96,96,Tom Gillis,69,1.54,2.0,130,+1.00
96,97,97,Bob Estes,66,1.52,2.0,132,+0.50
97,T98,T98,K.J. Choi,85,1.47,2.0,136,E
98,T98,T98,Doug LaBelle II,72,1.47,2.0,136,E
99,T98,T98,Casey Wittenberg,72,1.47,2.0,136,+0.50
100,101,101,Jason Bohn,70,1.43,2.0,140,+0.50
101,102,102,Keegan Bradley,88,1.37,2.0,146,E
102,T103,T103,Kevin Chappell,80,1.35,2.0,148,+1.00
103,T103,T103,Luke Guthrie,82,1.35,2.0,148,+0.50
104,T103,T103,Padraig Harrington,52,1.35,1.0,74,-1.00
105,106,106,William McGirt,75,1.33,2.0,150,+0.50
106,T107,T107,Chad Campbell,78,1.32,2.0,152,-0.50
107,T107,T107,Jason Kokrak,78,1.32,2.0,152,+2.00
108,109,109,Brendan Steele,86,1.25,2.0,160,E
109,T110,T110,Adam Scott,61,1.14,1.0,88,E
110,T110,T110,Aaron Watkins,46,1.14,1.0,88,E
111,T110,T110,Tiger Woods,61,1.14,1.0,88,E
112,T113,T113,Eric Meierdierks,48,1.09,1.0,92,+1.00
113,T113,T113,Vaughn Taylor,50,1.09,1.0,92,E
114,T115,T115,Sergio Garcia,65,1.06,1.0,94,+1.00
115,T115,T115,Geoff Ogilvy,57,1.06,1.0,94,E
116,T117,T117,Ernie Els,63,1.04,1.0,96,E
117,T117,T117,Freddie Jacobson,63,1.04,1.0,96,+1.00
118,T117,T117,Henrik Stenson,65,1.04,1.0,96,+1.00
119,120,120,Jim Herman,59,0.98,1.0,102,-2.00
120,121,121,Alistair Presnell,59,0.94,1.0,106,+1.00
121,122,122,Robert Garrigus,69,0.93,1.0,108,+3.00
122,123,123,Lucas Glover,65,0.91,1.0,110,E
123,T124,T124,Stewart Cink,71,0.85,1.0,118,E
124,T124,T124,Scott Gardiner,61,0.85,1.0,118,+2.00
125,T124,T124,Andres Romero,63,0.85,1.0,118,+1.00
126,T124,T124,Shawn Stefani,63,0.85,1.0,118,+1.00
127,128,128,Scott Brown,65,0.82,1.0,122,+1.00
128,129,129,David Lingmerth,68,0.81,1.0,124,E
129,130,130,Will Claxton,67,0.79,1.0,126,+1.00
130,T131,T131,Trevor Immelman,73,0.77,1.0,130,E
131,T131,T131,Tag Ridings,69,0.77,1.0,130,+2.00
132,133,133,Seung-Yul Noh,71,0.75,1.0,134,-1.00
133,134,134,Ricky Barnes,74,0.71,1.0,140,+1.00
134,135,135,James Driscoll,76,0.69,1.0,144,+2.00
135,136,136,Camilo Villegas,79,0.68,1.0,146,-1.00
136,137,137,Richard Lee,81,0.65,1.0,154,+1.00
137,T138,T138,Tommy Gainey,84,0.63,1.0,160,E
138,T138,T138,Cameron Tringale,80,0.63,1.0,160,-1.00
139,140,140,Charles Howell III,87,0.6,1.0,166,E
140,141,141,Billy Horschel,96,0.57,1.0,176,+1.00
141,142,142,Boo Weekley,100,0.56,1.0,180,E
142,143,143,Nicholas Thompson,99,0.53,1.0,190,+2.00
143,T144,T144,Robert Allenby,58,0.0,,112,E
144,T144,T144,Bud Cauley,67,0.0,,118,E
145,T144,T144,Nicolas Colsaerts,50,0.0,,74,E
146,T144,T144,Erik Compton,74,0.0,,148,E
147,T144,T144,Jason Day,86,0.0,,128,E
148,T144,T144,Derek Ernst,58,0.0,,112,E
149,T144,T144,Martin Flores,83,0.0,,166,E
150,T144,T144,Brad Fritsch,81,0.0,,154,E
151,T144,T144,Bobby Gates,49,0.0,,90,E
152,T144,T144,Fabián Gómez,65,0.0,,130,E
153,T144,T144,James Hahn,78,0.0,,148,E
154,T144,T144,Peter Hanson,45,0.0,,66,E
155,T144,T144,Morgan Hoffmann,64,0.0,,124,E
156,T144,T144,Ryo Ishikawa,72,0.0,,124,E
157,T144,T144,Dustin Johnson,71,0.0,,108,E
158,T144,T144,Martin Kaymer,61,0.0,,84,E
159,T144,T144,Ben Kohles,75,0.0,,142,E
160,T144,T144,Steve LeBrun,66,0.0,,124,E
161,T144,T144,Luke List,65,0.0,,122,E
162,T144,T144,Troy Matteson,68,0.0,,132,E
163,T144,T144,Rory McIlroy,56,0.0,,82,E
164,T144,T144,Henrik Norlander,70,0.0,,136,E
165,T144,T144,Sean O'Hair,56,0.0,,112,E
166,T144,T144,Ryan Palmer,79,0.0,,146,E
167,T144,T144,Cameron Percy,68,0.0,,132,E
168,T144,T144,Pat Perez,69,0.0,,138,E
169,T144,T144,Carl Pettersson,82,0.0,,132,E
170,T144,T144,John Rollins,77,0.0,,146,E
171,T144,T144,Charl Schwartzel,69,0.0,,108,E
172,T144,T144,Robert Streb,75,0.0,,142,E
173,T144,T144,Brian Stuard,78,0.0,,144,E
174,T144,T144,Andrew Svoboda,46,0.0,,84,E
175,T144,T144,Josh Teater,86,0.0,,140,E
176,T144,T144,D.J. Trahan,48,0.0,,92,E
177,T144,T144,Bo Van Pelt,72,0.0,,114,E
178,T144,T144,Charlie Wi,75,0.0,,142,E
179,T144,T144,Y.E. Yang,56,0.0,,92,E
