,Launch_Angle_RANK THIS WEEK,Launch_Angle_RANK LAST WEEK,Launch_Angle_PLAYER NAME,Launch_Angle_ROUNDS,Launch_Angle_AVG.,Launch_Angle_TOTAL VERT. LAUNCH ANGLE,Launch_Angle_TOTAL ATTEMPTS,Launch_Angle_LOWEST LAUNCH ANGLE,Launch_Angle_STEEPEST LAUNCH ANGLE
87,88,88,Henrik Norlander,70,10.83,595.76,55,3.01,15.51
88,T89,T89,Ryo Ishikawa,72,10.82,573.72,53,3.56,16.62
89,T89,T89,Dustin Johnson,71,10.82,432.71,40,8.18,13.62
90,T89,T89,Pat Perez,69,10.82,703.32,65,5.55,14.89
91,92,92,D.H. Lee,65,10.81,637.81,59,2.26,16.9
92,93,93,Ian Poulter,59,10.79,388.58,36,7.25,17.91
93,94,94,Luke Guthrie,82,10.78,743.65,69,7.01,13.64
94,95,95,Justin Leonard,86,10.77,840.18,78,8.24,14.83
95,96,96,Kevin Chappell,80,10.74,612.33,57,8.71,17.78
96,T97,T97,Will Claxton,67,10.73,611.8,57,6.85,14.27
97,T97,T97,Brendan Steele,86,10.73,805.1,75,7.8,19.57
98,T97,T97,Charlie Wi,75,10.73,686.96,64,7.93,13.54
99,100,100,Jeff Overton,78,10.69,780.69,73,2.34,14.83
100,101,101,Henrik Stenson,65,10.67,245.37,23,6.95,13.3
101,102,102,Jordan Spieth,82,10.63,755.08,71,6.94,13.09
102,T103,T103,Steven Bowditch,67,10.62,626.58,59,8.34,13.92
103,T103,T103,Ben Kohles,75,10.62,658.19,62,6.72,13.87
104,105,105,Marc Leishman,77,10.6,678.48,64,5.38,15.78
105,106,106,Graeme McDowell,53,10.59,412.87,39,3.48,13.4
106,T107,T107,Phil Mickelson,78,10.54,263.38,25,7.0,13.29
107,T107,T107,Charl Schwartzel,69,10.54,516.4,49,7.83,14.4
108,109,109,Dicky Pride,71,10.53,653.11,62,6.74,14.42
109,110,110,Jim Furyk,80,10.52,694.21,66,1.83,17.4
110,T111,T111,Harris English,95,10.5,745.78,71,6.54,13.26
111,T111,T111,Jim Herman,59,10.5,398.94,38,8.57,12.33
112,113,113,Daniel Summerhays,83,10.47,858.17,82,7.08,13.35
113,114,114,Richard Lee,81,10.46,763.48,73,7.63,13.8
114,115,115,Webb Simpson,92,10.44,678.35,65,5.21,14.27
115,116,116,Lee Westwood,70,10.37,570.2,55,7.85,13.0
116,117,117,Fabián Gómez,65,10.36,579.9,56,8.07,13.76
117,118,118,Stewart Cink,71,10.33,423.47,41,7.97,14.21
118,T119,T119,Greg Chalmers,77,10.29,761.7,74,6.83,14.15
119,T119,T119,Bob Estes,66,10.29,514.47,50,6.41,13.23
120,121,121,Seung-Yul Noh,71,10.28,596.33,58,6.22,13.57
121,T122,T122,Scott Stallings,79,10.27,636.63,62,3.09,13.73
122,T122,T122,Jimmy Walker,84,10.27,760.16,74,4.03,15.45
123,124,124,Robert Karlsson,56,10.26,389.74,38,2.75,14.7
124,125,125,Mike Weir,60,10.23,460.51,45,4.44,13.42
125,T126,T126,Kevin Streelman,86,10.19,713.21,70,3.52,14.3
126,T126,T126,Gary Woodland,94,10.19,550.36,54,5.19,14.95
127,128,128,Jason Dufner,78,10.18,671.78,66,4.83,16.29
128,129,129,Nicolas Colsaerts,50,10.15,355.23,35,1.88,14.55
129,T130,T130,Stephen Ames,49,10.14,405.67,40,4.01,13.32
130,T130,T130,Erik Compton,74,10.14,628.88,62,6.57,13.4
131,T130,T130,William McGirt,75,10.14,729.93,72,7.58,13.87
132,T130,T130,Bryce Molder,82,10.14,720.08,71,6.96,14.04
133,134,134,Martin Kaymer,61,10.09,453.96,45,2.63,12.71
134,135,135,Brad Fritsch,81,10.08,715.81,71,6.97,12.48
135,136,136,Luke List,65,10.05,502.48,50,5.15,13.23
136,137,137,Bill Haas,85,10.03,672.14,67,6.78,13.68
137,138,138,K.J. Choi,85,10.01,600.64,60,4.61,12.6
138,139,139,Jason Bohn,70,10.0,700.21,70,6.05,12.62
139,140,140,Stuart Appleby,88,9.96,747.17,75,3.68,14.8
140,141,141,Cameron Tringale,80,9.95,666.66,67,6.41,17.71
141,142,142,Chad Campbell,78,9.91,673.92,68,4.26,14.22
142,T143,T143,Sangmoon Bae,83,9.89,712.39,72,1.05,13.76
143,T143,T143,Roberto Castro,97,9.89,771.68,78,6.3,13.91
144,145,145,Tag Ridings,69,9.78,469.54,48,6.81,14.38
145,146,146,Boo Weekley,100,9.72,845.75,87,6.47,13.7
146,147,147,Y.E. Yang,56,9.7,397.88,41,0.28,15.43
147,148,148,Ángel Cabrera,73,9.6,518.39,54,0.8,15.75
148,149,149,Rod Pampling,46,9.51,342.31,36,5.33,16.74
149,T150,T150,Steve LeBrun,66,9.5,484.3,51,4.76,13.22
150,T150,T150,Greg Owen,73,9.5,617.39,65,6.26,13.02
151,152,152,Lucas Glover,65,9.49,455.75,48,4.52,13.07
152,T153,T153,Michael Bradley,56,9.43,339.38,36,1.59,12.45
153,T153,T153,Bubba Watson,76,9.43,443.36,47,0.22,15.75
154,T155,T155,Scott Langley,79,9.36,589.57,63,1.39,11.98
155,T155,T155,"Ted Potter, Jr.",65,9.36,524.07,56,3.86,12.35
156,157,157,Jason Kokrak,78,9.32,577.74,62,4.04,12.36
157,158,158,James Driscoll,76,9.29,566.59,61,3.81,13.91
158,159,159,John Merrick,79,9.25,610.71,66,3.94,11.5
159,160,160,Ken Duke,87,9.23,664.65,72,3.42,12.68
160,161,161,Charlie Beljan,62,9.19,413.39,45,6.93,12.62
161,162,162,John Senden,79,9.18,551.02,60,5.51,12.26
162,163,163,Martin Flores,83,9.12,693.43,76,3.22,13.47
163,164,164,Bobby Gates,49,9.11,364.42,40,3.28,14.84
164,165,165,Charles Howell III,87,9.1,737.48,81,5.74,12.35
165,T166,T166,Aaron Baddeley,68,9.08,435.74,48,3.66,13.16
166,T166,T166,George McNeill,68,9.08,535.73,59,3.98,12.94
167,168,168,Robert Streb,75,9.04,524.24,58,3.21,11.85
168,169,169,Nick Watney,88,8.98,628.37,70,5.53,11.08
169,170,170,Matt Jones,83,8.92,624.67,70,1.24,12.28
170,171,171,Adam Scott,61,8.82,326.19,37,6.28,11.4
171,172,172,Brendon de Jonge,110,8.72,776.05,89,3.51,14.61
172,173,173,Derek Ernst,58,8.69,469.52,54,3.57,11.19
173,174,174,Eric Meierdierks,48,8.68,321.0,37,3.05,12.81
174,175,175,Tom Gillis,69,8.65,527.38,61,2.31,12.89
175,176,176,Freddie Jacobson,63,8.25,379.56,46,2.32,11.52
176,177,177,Camilo Villegas,79,8.07,484.22,60,0.54,18.95
177,178,178,Sergio Garcia,65,7.73,270.53,35,0.22,12.74
178,179,179,Ricky Barnes,74,7.27,406.91,56,1.95,12.28
179,180,180,Trevor Immelman,73,6.56,367.14,56,1.55,10.42
