,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
42,43,43,Zach Johnson,84,11.86,111,936,+0.10
43,44,44,Derek Ernst,58,11.89,81,681,+0.16
44,45,45,Scott Piercy,78,11.9,102,857,+0.03
45,46,46,Marc Leishman,77,11.95,106,887,+0.07
46,47,47,"Ted Potter, Jr.",65,11.98,92,768,-0.05
47,48,48,Steve LeBrun,66,11.99,88,734,+0.13
48,49,49,Chez Reavie,72,12.02,112,932,+0.09
49,50,50,Justin Rose,62,12.03,77,640,-0.09
50,51,51,Stuart Appleby,88,12.1,131,1083,-0.04
51,52,52,Y.E. Yang,56,12.11,69,570,+0.20
52,53,53,Brian Stuard,78,12.14,106,873,+0.05
53,T54,T54,Fabián Gómez,65,12.16,94,773,+0.11
54,T54,T54,David Toms,49,12.16,54,444,+0.15
55,56,56,David Lingmerth,68,12.2,96,787,+0.06
56,57,57,Jin Park,52,12.23,73,597,+0.12
57,58,58,Kyle Stanley,71,12.26,102,832,+0.21
58,59,59,Kevin Streelman,86,12.3,116,943,+0.05
59,60,60,John Rollins,77,12.35,115,931,+0.03
60,61,61,Graham DeLaet,94,12.54,140,1116,-0.02
61,62,62,Lee Westwood,70,12.57,89,708,+0.03
62,63,63,Richard Lee,81,12.61,126,999,+0.14
63,64,64,Martin Laird,68,12.62,92,729,E
64,65,65,Trevor Immelman,73,12.66,108,853,+0.14
65,66,66,Chris Kirk,89,12.72,142,1116,-0.06
66,67,67,Michael Thompson,66,12.74,93,730,+0.18
67,68,68,Ricky Barnes,74,12.76,115,901,+0.06
68,69,69,Charlie Beljan,62,12.77,96,752,+0.14
69,70,70,Rory McIlroy,56,12.81,72,562,-0.21
70,71,71,Keegan Bradley,88,12.85,128,996,+0.04
71,T72,T72,Justin Bolli,59,12.89,82,636,+0.20
72,T72,T72,Freddie Jacobson,63,12.89,82,636,-0.02
73,74,74,Pat Perez,69,12.91,114,883,-0.01
74,75,75,Jason Bohn,70,12.92,118,913,+0.20
75,76,76,William McGirt,75,12.93,127,982,+0.07
76,77,77,Brian Davis,91,13.01,150,1153,+0.07
77,78,78,Jason Dufner,78,13.03,111,852,-0.05
78,79,79,Scott Stallings,79,13.05,119,912,+0.03
79,T80,T80,Ernie Els,63,13.12,87,663,-0.02
80,T80,T80,Brian Gay,79,13.12,129,983,+0.04
81,T80,T80,Daniel Summerhays,83,13.12,141,1075,+0.10
82,T83,T83,Scott Gardiner,61,13.13,94,716,+0.21
83,T83,T83,Webb Simpson,92,13.13,128,975,+0.02
84,85,85,Chris Stroud,88,13.2,142,1076,-0.01
85,T86,T86,Stephen Ames,49,13.25,80,604,+0.23
86,T86,T86,Billy Horschel,96,13.25,152,1147,+0.01
87,88,88,Cameron Tringale,80,13.31,138,1037,+0.07
88,89,89,John Merrick,79,13.4,127,948,+0.06
89,90,90,Stewart Cink,71,13.41,103,768,+0.07
90,91,91,Charley Hoffman,84,13.43,135,1005,-0.02
91,92,92,Jeff Maggert,63,13.44,107,796,+0.21
92,93,93,John Senden,79,13.49,114,845,+0.09
93,94,94,James Hahn,78,13.51,125,925,+0.14
94,95,95,Vaughn Taylor,50,13.56,75,553,+0.31
95,96,96,Justin Leonard,86,13.58,141,1038,+0.13
96,97,97,Tom Gillis,69,13.7,114,832,+0.15
97,98,98,Robert Karlsson,56,13.73,70,510,+0.07
98,99,99,Ian Poulter,59,13.79,75,544,+0.03
99,100,100,Bud Cauley,67,13.86,107,772,+0.06
100,101,101,Kevin Chappell,80,13.9,129,928,+0.03
101,102,102,Jason Day,86,13.91,117,841,+0.01
102,T103,T103,Luke Guthrie,82,13.98,126,901,+0.11
103,T103,T103,Lee Williams,62,13.98,99,708,+0.15
104,105,105,Rickie Fowler,75,14.02,115,820,+0.05
105,106,106,Brendan Steele,86,14.07,150,1066,+0.13
106,107,107,Brandt Snedeker,79,14.09,114,809,-0.05
107,108,108,Ben Crane,62,14.15,108,763,-0.03
108,109,109,Vijay Singh,61,14.18,94,663,+0.13
109,110,110,Rory Sabbatini,86,14.19,141,994,+0.01
110,T111,T111,Brian Harman,89,14.23,150,1054,+0.08
111,T111,T111,Charl Schwartzel,69,14.23,105,738,-0.02
112,113,113,Jim Herman,59,14.26,87,610,-0.02
113,114,114,Nicholas Thompson,99,14.27,170,1191,+0.11
114,115,115,Sangmoon Bae,83,14.33,143,998,+0.03
115,116,116,Ángel Cabrera,73,14.34,112,781,+0.01
116,117,117,Alistair Presnell,59,14.35,90,627,+0.17
117,118,118,Andrew Svoboda,46,14.4,70,486,+0.20
118,119,119,Ben Curtis,59,14.42,92,638,+0.20
119,120,120,Will Claxton,67,14.45,112,775,+0.14
120,121,121,Martin Kaymer,61,14.46,83,574,+0.01
121,122,122,Geoff Ogilvy,57,14.49,83,573,+0.14
122,123,123,Gary Woodland,94,14.51,166,1144,+0.01
123,124,124,Mike Weir,60,14.57,94,645,+0.13
124,125,125,Erik Compton,74,14.61,130,890,+0.08
125,126,126,Steven Bowditch,67,14.68,116,790,+0.08
126,127,127,Bill Haas,85,14.69,141,960,+0.01
127,128,128,David Lynn,70,14.71,114,775,+0.13
128,129,129,Matt Kuchar,93,14.82,142,958,E
129,T130,T130,Troy Matteson,68,14.84,119,802,+0.14
130,T130,T130,Carl Pettersson,82,14.84,131,883,+0.18
131,T132,T132,D.A. Points,87,14.86,140,942,+0.08
132,T132,T132,Camilo Villegas,79,14.86,132,888,+0.08
133,134,134,Cameron Percy,68,14.89,117,786,+0.05
134,T135,T135,Luke Donald,60,15.09,96,636,E
135,T135,T135,Sean O'Hair,56,15.09,105,696,+0.24
136,T137,T137,Tim Herron,45,15.14,91,601,+0.14
137,T137,T137,Ryan Palmer,79,15.14,144,951,+0.05
138,139,139,Morgan Hoffmann,64,15.18,111,731,+0.09
139,140,140,Bubba Watson,76,15.19,125,823,-0.06
140,141,141,Chad Campbell,78,15.22,152,999,+0.11
141,142,142,Matt Every,89,15.23,169,1110,+0.06
142,143,143,J.J. Henry,83,15.27,157,1028,+0.15
143,144,144,Jeff Overton,78,15.29,156,1020,+0.15
144,145,145,Adam Scott,61,15.3,93,608,-0.01
145,146,146,Andres Romero,63,15.31,109,712,+0.05
146,147,147,Jonas Blixt,76,15.33,142,926,+0.09
147,148,148,Henrik Norlander,70,15.38,125,813,+0.09
148,149,149,Brad Fritsch,81,15.47,145,937,+0.17
149,150,150,Jimmy Walker,84,15.61,160,1025,-0.05
150,151,151,Bobby Gates,49,15.73,81,515,+0.09
151,152,152,Kevin Stadler,83,15.76,151,958,-0.01
152,153,153,Russell Henley,80,15.85,145,915,+0.07
153,154,154,Padraig Harrington,52,15.94,77,483,+0.09
154,155,155,Patrick Reed,83,16.03,163,1017,-0.07
155,156,156,Lucas Glover,65,16.04,115,717,+0.16
156,157,157,D.J. Trahan,48,16.09,84,522,E
157,158,158,Tag Ridings,69,16.14,128,793,+0.05
158,159,159,Greg Owen,73,16.43,150,913,+0.17
159,160,160,Nicolas Colsaerts,50,16.57,82,495,+0.09
160,161,161,Tommy Gainey,84,16.76,174,1038,+0.11
161,162,162,Sergio Garcia,65,16.93,109,644,-0.02
162,163,163,Robert Garrigus,69,16.96,114,672,-0.03
163,164,164,Dustin Johnson,71,17.26,121,701,+0.01
164,165,165,Robert Streb,75,17.3,146,844,+0.10
165,166,166,Jason Kokrak,78,17.56,173,985,+0.01
166,167,167,Aaron Baddeley,68,17.6,141,801,-0.06
167,T168,T168,Robert Allenby,58,17.89,127,710,+0.15
168,T168,T168,Phil Mickelson,78,17.89,139,777,-0.02
169,170,170,Eric Meierdierks,48,17.91,91,508,+0.18
170,171,171,Ryo Ishikawa,72,17.94,136,758,+0.11
171,172,172,Peter Hanson,45,18.12,83,458,+0.06
172,173,173,Johnson Wagner,64,18.19,131,720,+0.18
173,174,174,Martin Flores,83,18.36,192,1046,+0.08
174,175,175,James Driscoll,76,18.49,159,860,+0.05
175,176,176,Seung-Yul Noh,71,18.58,157,845,+0.06
176,177,177,Casey Wittenberg,72,19.26,161,836,+0.14
177,178,178,Michael Bradley,56,19.42,114,587,+0.15
178,179,179,Shawn Stefani,63,19.71,134,680,+0.11
179,180,180,Luke List,65,22.66,157,693,+0.03
