,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
73,T73,T49,Brandt Snedeker,79,382,Hyundai Tournament of Champions,3,17,656
74,T73,2,Kyle Stanley,71,382,Hyundai Tournament of Champions,1,7,656
75,T73,T44,Keegan Bradley,88,382,Hyundai Tournament of Champions,3,12,656
76,T77,T77,Ángel Cabrera,73,381,HP Byron Nelson Championship,4,1,19
77,T77,43,Nicolas Colsaerts,50,381,World Golf Championships-Cadillac Championship,2,16,8
78,T77,T24,Bubba Watson,76,381,Hyundai Tournament of Champions,3,12,656
79,T77,T24,Bubba Watson,76,381,Travelers Championship,3,7,503
80,T77,23,Tommy Gainey,84,381,Hyundai Tournament of Champions,2,18,656
81,T77,9,Dustin Johnson,71,381,Sony Open in Hawaii,1,1,6
82,T83,T83,Tiger Woods,61,379,World Golf Championships-Bridgestone Invitational,2,16,36
83,T83,T34,Mark Wilson,56,379,Hyundai Tournament of Champions,1,7,656
84,T83,3,Ian Poulter,59,379,Hyundai Tournament of Champions,3,12,656
85,T83,8,Gary Woodland,94,379,Waste Management Phoenix Open,4,8,510
86,T87,T87,Henrik Stenson,65,378,World Golf Championships-Bridgestone Invitational,2,16,36
87,T87,T87,Justin Harding,2,378,The Open Championship,1,1,542
88,T87,T44,Keegan Bradley,88,378,HP Byron Nelson Championship,3,3,19
89,T90,T90,Steve Stricker,51,377,Hyundai Tournament of Champions,1,12,656
90,T90,T90,Rory Sabbatini,86,377,HP Byron Nelson Championship,3,1,19
91,T90,6,Carl Pettersson,82,377,Hyundai Tournament of Champions,1,12,656
92,T90,T90,John Huh,88,377,Hyundai Tournament of Champions,2,12,656
93,T90,T90,John Hurley,2,377,Waste Management Phoenix Open,2,5,510
94,T95,T95,Ryan Palmer,79,376,HP Byron Nelson Championship,3,1,19
95,T95,10,Scott Piercy,78,376,Hyundai Tournament of Champions,1,12,656
96,T95,10,Scott Piercy,78,376,Hyundai Tournament of Champions,1,18,656
97,T95,T95,Michael Letzig,44,376,Zurich Classic of New Orleans,2,2,714
98,T95,16,Marc Leishman,77,376,the Memorial Tournament presented by Nationwide Insurance,2,1,23
99,T95,22,Webb Simpson,92,376,Hyundai Tournament of Champions,1,12,656
100,T95,9,Dustin Johnson,71,376,RBC Canadian Open,2,17,32
101,T95,T95,Harris English,95,376,BMW Championship,2,8,789
102,T95,T90,John Hurley,2,376,Waste Management Phoenix Open,2,15,510
103,T104,T11,Ben Curtis,59,375,Hyundai Tournament of Champions,1,6,656
104,T104,T104,Zach Johnson,84,375,Hyundai Tournament of Champions,2,12,656
105,T104,T24,Bubba Watson,76,375,Waste Management Phoenix Open,2,10,510
106,T104,10,Scott Piercy,78,375,Hyundai Tournament of Champions,2,17,656
107,T104,2,Kyle Stanley,71,375,Hyundai Tournament of Champions,3,12,656
108,T104,9,Dustin Johnson,71,375,Hyundai Tournament of Champions,1,18,656
109,T104,9,Dustin Johnson,71,375,Hyundai Tournament of Champions,2,17,656
110,T104,9,Dustin Johnson,71,375,World Golf Championships-Bridgestone Invitational,2,16,36
111,T112,T90,Steve Stricker,51,374,Hyundai Tournament of Champions,1,7,656
112,T112,T11,Ben Curtis,59,374,Hyundai Tournament of Champions,1,18,656
113,T112,T112,Tag Ridings,69,374,John Deere Classic,1,2,669
114,T112,T37,Hunter Mahan,91,374,Hyundai Tournament of Champions,3,18,656
115,T112,T31,Bill Haas,85,374,Hyundai Tournament of Champions,1,12,656
116,T112,T13,Jason Dufner,78,374,Hyundai Tournament of Champions,2,12,656
117,T112,16,Marc Leishman,77,374,Hyundai Tournament of Champions,3,17,656
118,T112,T112,Nick Watney,88,374,Hyundai Tournament of Champions,2,18,656
119,T112,T112,Ryo Ishikawa,72,374,HP Byron Nelson Championship,4,3,19
120,T112,T112,Eric Meierdierks,48,374,HP Byron Nelson Championship,2,11,19
121,T122,T122,Charles Howell III,87,373,HP Byron Nelson Championship,4,3,19
122,T122,16,Marc Leishman,77,373,Hyundai Tournament of Champions,2,17,656
123,T122,T122,Sangmoon Bae,83,373,Waste Management Phoenix Open,3,15,510
124,T122,5,Charlie Beljan,62,373,Hyundai Tournament of Champions,1,1,656
125,T126,T126,Padraig Harrington,52,372,Travelers Championship,4,18,503
126,T126,43,Nicolas Colsaerts,50,372,World Golf Championships-Bridgestone Invitational,2,8,36
127,T126,T13,Jason Dufner,78,372,The Barclays,2,5,762
128,T126,16,Marc Leishman,77,372,Travelers Championship,4,18,503
129,T126,T60,Jonas Blixt,76,372,Hyundai Tournament of Champions,1,12,656
130,T126,23,Tommy Gainey,84,372,Hyundai Tournament of Champions,2,12,656
131,T126,T126,Morgan Hoffmann,64,372,HP Byron Nelson Championship,3,1,19
132,T126,T126,Patrick Reed,83,372,BMW Championship,2,8,789
133,T134,T134,John Rollins,77,371,HP Byron Nelson Championship,4,3,19
134,T134,T24,Bubba Watson,76,371,Travelers Championship,4,18,503
135,T134,T134,Luke List,65,371,Valero Texas Open,2,8,770
136,T134,T134,Luke List,65,371,John Deere Classic,1,17,669
137,T134,22,Webb Simpson,92,371,Hyundai Tournament of Champions,3,18,656
138,T134,T134,Randy Lowry,2,371,Shell Houston Open,1,13,729
139,T134,23,Tommy Gainey,84,371,Hyundai Tournament of Champions,2,6,656
140,T134,9,Dustin Johnson,71,371,Hyundai Tournament of Champions,3,17,656
141,T134,9,Dustin Johnson,71,371,Shell Houston Open,3,8,729
142,T134,T134,Kiradech Aphibarnrat,10,371,World Golf Championships-Bridgestone Invitational,2,16,36
143,T134,8,Gary Woodland,94,371,HP Byron Nelson Championship,4,1,19
144,T145,T145,John Daly,31,370,HP Byron Nelson Championship,2,1,19
145,T145,T11,Ben Curtis,59,370,Hyundai Tournament of Champions,2,12,656
146,T145,T145,Kevin Na,22,370,Waste Management Phoenix Open,4,15,510
147,T145,T24,Bubba Watson,76,370,Hyundai Tournament of Champions,2,18,656
148,T145,T145,Lucas Glover,65,370,Waste Management Phoenix Open,4,15,510
149,T145,T134,Luke List,65,370,RBC Canadian Open,4,18,32
150,T145,T145,Jim Herman,59,370,Travelers Championship,3,18,503
151,T145,5,Charlie Beljan,62,370,HP Byron Nelson Championship,3,1,19
152,T153,T112,Tag Ridings,69,369,HP Byron Nelson Championship,1,1,19
153,T153,T153,Robert Garrigus,69,369,Arnold Palmer Invitational presented by MasterCard,1,5,9
154,T153,T24,George McNeill,68,369,Hyundai Tournament of Champions,2,17,656
155,T153,T37,Hunter Mahan,91,369,Hyundai Tournament of Champions,2,7,656
156,T153,T153,Andres Romero,63,369,John Deere Classic,1,2,669
157,T153,10,Scott Piercy,78,369,RBC Canadian Open,4,18,32
158,T153,2,Kyle Stanley,71,369,The Barclays,4,12,762
159,T153,T153,Jason Kokrak,78,369,Wyndham Championship,1,18,752
160,T153,T44,Keegan Bradley,88,369,Hyundai Tournament of Champions,2,7,656
161,T153,T153,Shawn Stefani,63,369,John Deere Classic,1,2,669
162,T163,T163,Stephen Gallacher,17,368,World Golf Championships-Bridgestone Invitational,2,16,36
163,T163,T24,Bubba Watson,76,368,Hyundai Tournament of Champions,2,17,656
164,T163,T24,Bubba Watson,76,368,RBC Canadian Open,2,2,32
165,T163,10,Scott Piercy,78,368,The Open Championship,2,2,542
166,T163,T17,"Ted Potter, Jr.",65,368,Hyundai Tournament of Champions,2,1,656
167,T163,22,Webb Simpson,92,368,Hyundai Tournament of Champions,3,12,656
168,T163,T163,Steve Dartnall,2,368,The Open Championship,1,1,542
169,T163,T20,Scott Stallings,79,368,Hyundai Tournament of Champions,1,7,656
170,T163,9,Dustin Johnson,71,368,Hyundai Tournament of Champions,1,17,656
171,T163,9,Dustin Johnson,71,368,TOUR Championship by Coca-Cola,4,9,688
172,T173,T145,John Daly,31,367,HP Byron Nelson Championship,4,3,19
173,T173,T173,Charley Hoffman,84,367,Shell Houston Open,4,18,729
174,T173,T173,Greg Owen,73,367,Wyndham Championship,1,18,752
175,T173,T95,Ryan Palmer,79,367,HP Byron Nelson Championship,4,3,19
176,T173,43,Nicolas Colsaerts,50,367,The Honda Classic,4,13,734
177,T173,T173,Scott Gardiner,61,367,Farmers Insurance Open,3,14,4
178,T173,T173,Adam Scott,61,367,World Golf Championships-Bridgestone Invitational,2,9,36
179,T173,6,Carl Pettersson,82,367,Hyundai Tournament of Champions,2,12,656
180,T173,T24,Bubba Watson,76,367,The Greenbrier Classic,4,10,771
181,T173,10,Scott Piercy,78,367,Waste Management Phoenix Open,2,10,510
182,T173,T112,Nick Watney,88,367,Hyundai Tournament of Champions,2,7,656
183,T173,4,Graham DeLaet,94,367,Shell Houston Open,4,17,729
184,T173,T173,Troy Kelly,26,367,Waste Management Phoenix Open,2,15,510
185,T173,22,Webb Simpson,92,367,Hyundai Tournament of Champions,2,1,656
186,T173,T173,Seung-Yul Noh,71,367,HP Byron Nelson Championship,2,1,19
187,T173,T44,Keegan Bradley,88,367,Hyundai Tournament of Champions,3,7,656
188,T173,T44,Keegan Bradley,88,367,World Golf Championships-Bridgestone Invitational,2,8,36
189,T173,T112,Eric Meierdierks,48,367,Sony Open in Hawaii,2,8,6
190,T191,T145,John Daly,31,366,Sony Open in Hawaii,1,1,6
191,T191,T191,Davis Love III,43,366,John Deere Classic,4,10,669
192,T191,T11,Ben Curtis,59,366,Hyundai Tournament of Champions,1,12,656
193,T191,T31,Bill Haas,85,366,Northern Trust Open,3,3,500
194,T191,6,Carl Pettersson,82,366,Hyundai Tournament of Champions,2,7,656
195,T191,T13,Jason Dufner,78,366,Hyundai Tournament of Champions,1,7,656
196,T191,T24,Bubba Watson,76,366,BMW Championship,2,14,789
197,T191,16,Marc Leishman,77,366,Hyundai Tournament of Champions,2,12,656
198,T191,T191,Jason Day,86,366,HP Byron Nelson Championship,4,1,19
199,T191,T191,Rory McIlroy,56,366,The Barclays,3,12,762
