,Apex_Height_RANK THIS WEEK,Apex_Height_RANK LAST WEEK,Apex_Height_PLAYER NAME,Apex_Height_ROUNDS,Apex_Height_AVG.,Apex_Height_TOTAL APEX HEIGHT,Apex_Height_TOTAL ATTEMPTS,Apex_Height_HIGHEST APEX POINT,Apex_Height_LOWEST APEX POINT
95,96,96,Tag Ridings,69,"95' 2""","4283' 4""",45,"128' 10""","52' 2"""
96,97,97,Kevin Streelman,86,"95' 1""","6563' 2""",69,"142' 6""","53' 3"""
97,98,98,Matt Jones,83,"94' 11""",6356',67,"130' 6""","59' 3"""
98,99,99,Luke List,65,"94' 10""","4079' 1""",43,"127' 6""","58' 8"""
99,100,100,Tommy Gainey,84,"94' 9""","6726' 2""",71,"135' 1""","44' 5"""
100,101,101,Eric Meierdierks,48,"94' 7""","3027' 0""",32,"118' 2""","67' 0"""
101,T102,T102,Ben Kohles,75,"94' 5""","5757' 5""",61,"120' 3""","68' 0"""
102,T102,T102,Phil Mickelson,78,"94' 5""","2266' 7""",24,"114' 4""","62' 8"""
103,104,104,Jerry Kelly,75,"94' 4""","6035' 1""",64,"127' 4""","67' 8"""
104,T105,T105,Roberto Castro,97,"94' 2""","7060' 5""",75,"134' 0""","70' 4"""
105,T105,T105,Rory Sabbatini,86,"94' 2""","6212' 7""",66,"132' 11""","65' 10"""
106,107,107,Bobby Gates,49,"94' 0""","3477' 6""",37,"140' 5""","54' 8"""
107,108,108,Scott Brown,65,"93' 11""","5166' 8""",55,"134' 7""","63' 8"""
108,T109,T109,Chez Reavie,72,"93' 10""","6756' 3""",72,"112' 8""","58' 7"""
109,T109,T109,Casey Wittenberg,72,"93' 10""","5535' 8""",59,"131' 3""","57' 5"""
110,111,111,Brian Harman,89,"93' 5""","7284' 6""",78,"125' 4""","65' 9"""
111,112,112,Jimmy Walker,84,"93' 4""",6532',70,"135' 7""","53' 2"""
112,113,113,Stewart Cink,71,"93' 0""","3442' 1""",37,"133' 6""","63' 1"""
113,114,114,Richard Lee,81,"92' 11""","6316' 2""",68,"118' 3""","52' 1"""
114,115,115,Michael Bradley,56,"92' 9""","2781' 5""",30,"121' 4""","67' 8"""
115,116,116,Ian Poulter,59,"92' 8""","3150' 5""",34,"118' 0""","54' 9"""
116,T117,T117,Ben Curtis,59,"92' 6""","4160' 9""",45,"122' 2""","60' 9"""
117,T117,T117,Lee Williams,62,"92' 6""","4718' 2""",51,"129' 10""","54' 10"""
118,119,119,Justin Bolli,59,"92' 3""","3965' 6""",43,"115' 4""","70' 1"""
119,120,120,Charles Howell III,87,"92' 2""","7191' 0""",78,"127' 1""","53' 6"""
120,121,121,Aaron Baddeley,68,"92' 1""","4328' 5""",47,"127' 7""","51' 3"""
121,122,122,Brad Fritsch,81,"91' 7""",6224',68,"128' 11""","61' 11"""
122,123,123,Matt Kuchar,93,"91' 5""","6214' 0""",68,"128' 3""","67' 11"""
123,124,124,Ryo Ishikawa,72,"91' 3""",4927',54,"127' 8""","44' 0"""
124,125,125,Darron Stiles,51,"91' 2""",3372',37,"110' 6""","65' 8"""
125,126,126,Greg Owen,73,"91' 1""","5558' 3""",61,"132' 4""","56' 11"""
126,127,127,D.H. Lee,65,"91' 0""",5187',57,"122' 0""","45' 5"""
127,128,128,Carl Pettersson,82,"90' 11""",5362',59,"122' 6""","50' 7"""
128,129,129,Ryan Moore,72,"90' 8""","4988' 5""",55,"139' 1""","55' 11"""
129,130,130,David Mathis,71,"90' 7""","5346' 4""",59,"116' 8""","68' 0"""
130,131,131,Colt Knost,69,"90' 4""","5422' 4""",60,"138' 3""","59' 1"""
131,132,132,Vijay Singh,61,"90' 1""","4143' 6""",46,"121' 9""","53' 2"""
132,T133,T133,Martin Flores,83,"90' 0""","6657' 7""",74,"146' 0""","52' 6"""
133,T133,T133,D.J. Trahan,48,"90' 0""","2969' 0""",33,"117' 0""","64' 2"""
134,135,135,John Senden,79,"89' 9""",5114',57,"120' 6""","61' 10"""
135,136,136,Jim Herman,59,"89' 7""","3136' 2""",35,"108' 3""","63' 1"""
136,T137,T137,Erik Compton,74,"89' 3""","5085' 5""",57,"123' 9""","58' 9"""
137,T137,T137,Jeff Overton,78,"89' 3""",6335',71,"125' 9""","17' 7"""
138,139,139,Sangmoon Bae,83,"88' 10""","6219' 3""",70,"122' 7""","48' 8"""
139,T140,T140,Brendon de Jonge,110,"88' 9""","7454' 5""",84,"121' 0""","61' 10"""
140,T140,T140,Y.E. Yang,56,"88' 9""",3460',39,"127' 5""","39' 5"""
141,142,142,Greg Chalmers,77,"88' 8""",6203',70,"117' 8""","63' 9"""
142,T143,T143,Jim Furyk,80,"88' 7""","5581' 9""",63,"220' 7""","51' 0"""
143,T143,T143,Adam Scott,61,"88' 7""","3189' 1""",36,"122' 0""","57' 6"""
144,145,145,William McGirt,75,"88' 4""","5918' 5""",67,"118' 9""","60' 0"""
145,146,146,Jordan Spieth,82,"87' 11""","6065' 3""",69,"122' 3""","62' 7"""
146,147,147,Daniel Summerhays,83,"87' 7""","7095' 4""",81,"128' 8""","54' 7"""
147,T148,T148,Jason Kokrak,78,"87' 1""","5399' 7""",62,"129' 4""","55' 1"""
148,T148,T148,Charlie Wi,75,"87' 1""","5397' 2""",62,"194' 11""","60' 10"""
149,150,150,Fabián Gómez,65,"86' 9""","4596' 3""",53,"122' 10""","50' 10"""
150,T151,T151,Bryce Molder,82,"86' 8""","5981' 1""",69,"119' 0""","57' 2"""
151,T151,T151,Robert Streb,75,"86' 8""","4852' 8""",56,"119' 11""","51' 6"""
152,153,153,Tim Clark,64,"86' 5""","3630' 1""",42,"117' 10""","66' 0"""
153,T154,T154,Stuart Appleby,88,"85' 10""","6263' 3""",73,"128' 1""","45' 7"""
154,T154,T154,Lucas Glover,65,"85' 10""","3863' 9""",45,"118' 11""","49' 2"""
155,156,156,Jason Bohn,70,"85' 9""","5486' 0""",64,"116' 1""","60' 5"""
156,157,157,Will Claxton,67,"85' 7""","4623' 8""",54,"133' 6""","44' 8"""
157,158,158,Bob Estes,66,"85' 6""","4018' 0""",47,"108' 5""","50' 7"""
158,159,159,Justin Hicks,79,"85' 0""","4589' 4""",54,"107' 1""","57' 4"""
159,160,160,Boo Weekley,100,"84' 9""",7285',86,"120' 4""","55' 8"""
160,161,161,Jason Dufner,78,"84' 8""","5163' 6""",61,"120' 0""","44' 11"""
161,162,162,David Lynn,70,"84' 4""","4300' 3""",51,"109' 10""","63' 11"""
162,163,163,Stephen Ames,49,"83' 10""",3185',38,"106' 0""","62' 3"""
163,164,164,Mike Weir,60,"83' 6""","3591' 5""",43,"121' 8""","57' 8"""
164,165,165,Graeme McDowell,53,"83' 3""",3079',37,"113' 1""","64' 7"""
165,166,166,D.A. Points,87,"83' 1""","5318' 6""",64,"116' 4""","45' 6"""
166,167,167,Dicky Pride,71,"81' 11""","5076' 3""",62,"117' 5""","51' 3"""
167,168,168,Chad Campbell,78,"81' 1""","5433' 7""",67,"119' 11""","33' 10"""
168,169,169,Justin Leonard,86,"80' 11""","5986' 2""",74,"116' 8""","54' 0"""
169,170,170,Tom Gillis,69,"79' 8""","4461' 3""",56,"115' 1""","53' 10"""
170,T171,T171,K.J. Choi,85,"78' 4""","4465' 3""",57,"114' 6""","47' 9"""
171,T171,T171,"Ted Potter, Jr.",65,"78' 4""","4232' 2""",54,"103' 11""","52' 1"""
172,173,173,Trevor Immelman,73,"77' 7""","4112' 2""",53,"98' 4""","46' 5"""
173,174,174,Rod Pampling,46,"77' 1""","2696' 9""",35,"108' 5""","50' 0"""
174,175,175,John Merrick,79,"76' 1""","4870' 9""",64,"107' 0""","49' 2"""
175,176,176,Camilo Villegas,79,"75' 0""",4572',61,"120' 5""","20' 9"""
176,177,177,Ricky Barnes,74,"74' 11""","4343' 1""",58,"112' 2""","35' 1"""
177,178,178,Ken Duke,87,"71' 5""","4858' 3""",68,"104' 5""","29' 8"""
178,179,179,Freddie Jacobson,63,"71' 1""",3199',45,"100' 6""","45' 5"""
179,180,180,Scott Langley,79,"67' 6""","3849' 4""",57,"98' 8""","29' 9"""
