,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
38,39,39,Billy Horschel,96,25.28,290,1147,+0.24
39,40,40,George McNeill,68,25.31,225,889,+1.78
40,41,41,Graham DeLaet,94,25.36,283,1116,+0.21
41,42,42,Y.E. Yang,56,25.44,145,570,+2.07
42,43,43,Chris Stroud,88,25.56,275,1076,-0.11
43,44,44,Nicholas Thompson,99,25.78,307,1191,+0.85
44,T45,T45,Luke Donald,60,25.79,164,636,+0.24
45,T45,T45,Russell Henley,80,25.79,236,915,+0.25
46,47,47,Greg Chalmers,77,25.89,248,958,+1.05
47,48,48,Justin Rose,62,25.94,166,640,-0.48
48,49,49,Tiger Woods,61,25.97,154,593,+0.06
49,50,50,Dicky Pride,71,26.13,214,819,+0.79
50,51,51,Brian Gay,79,26.14,257,983,+1.21
51,52,52,Tom Gillis,69,26.2,218,832,+1.83
52,T53,T53,Stuart Appleby,88,26.22,284,1083,+0.35
53,T53,T53,Vaughn Taylor,50,26.22,145,553,+1.66
54,55,55,Webb Simpson,92,26.26,256,975,-0.47
55,56,56,Justin Leonard,86,26.49,275,1038,+0.87
56,57,57,David Lingmerth,68,26.56,209,787,+0.77
57,58,58,J.J. Henry,83,26.65,274,1028,+1.46
58,59,59,Kevin Stadler,83,26.72,256,958,+0.31
59,60,60,Scott Langley,79,26.74,238,890,+1.13
60,61,61,Nick Watney,88,26.81,271,1011,+0.96
61,62,62,Rickie Fowler,75,26.83,220,820,+0.41
62,63,63,Carl Pettersson,82,26.84,237,883,+1.31
63,64,64,Charley Hoffman,84,26.87,270,1005,-0.22
64,65,65,Jason Dufner,78,27.0,230,852,+0.52
65,66,66,Ian Poulter,59,27.02,147,544,+0.27
66,67,67,Kevin Chappell,80,27.05,251,928,+0.92
67,68,68,D.A. Points,87,27.07,255,942,+0.59
68,69,69,Bryce Molder,82,27.09,266,982,+1.05
69,70,70,Scott Brown,65,27.2,207,761,+1.21
70,71,71,Keegan Bradley,88,27.21,271,996,+0.11
71,72,72,David Hearn,88,27.25,276,1013,+1.52
72,73,73,Bill Haas,85,27.4,263,960,+0.04
73,74,74,Bob Estes,66,27.51,236,858,+1.53
74,T75,T75,Martin Kaymer,61,27.53,158,574,+1.08
75,T75,T75,Michael Thompson,66,27.53,201,730,+1.49
76,77,77,Chad Campbell,78,27.63,276,999,+1.63
77,78,78,Kyle Stanley,71,27.76,231,832,+1.08
78,79,79,Cameron Tringale,80,27.77,288,1037,+0.73
79,80,80,Pat Perez,69,27.86,246,883,+0.65
80,81,81,Ernie Els,63,27.9,185,663,-0.05
81,82,82,Daniel Summerhays,83,27.91,300,1075,+0.97
82,83,83,Scott Stallings,79,27.96,255,912,+0.82
83,84,84,Aaron Watkins,46,27.98,136,486,+1.25
84,85,85,Will Claxton,67,28.0,217,775,+1.75
85,86,86,Josh Teater,86,28.02,234,835,+0.73
86,87,87,Harris English,95,28.08,317,1129,+0.22
87,88,88,David Mathis,71,28.12,241,857,+1.74
88,89,89,Fabián Gómez,65,28.2,218,773,+1.24
89,T90,T90,Sergio Garcia,65,28.26,182,644,+0.05
90,T90,T90,Martin Laird,68,28.26,206,729,+1.07
91,92,92,Rory McIlroy,56,28.29,159,562,-0.19
92,93,93,Derek Ernst,58,28.34,193,681,+1.61
93,94,94,Stewart Cink,71,28.39,218,768,+0.83
94,95,95,John Merrick,79,28.48,270,948,+0.81
95,96,96,Vijay Singh,61,28.51,189,663,+1.48
96,T97,T97,Lucas Glover,65,28.59,205,717,+1.32
97,T97,T97,Charl Schwartzel,69,28.59,211,738,+0.14
98,99,99,Adam Scott,61,28.62,174,608,+0.17
99,100,100,Chris Kirk,89,28.67,320,1116,+0.22
100,101,101,Rod Pampling,46,28.69,140,488,+2.00
101,102,102,Charlie Beljan,62,28.72,216,752,+1.11
102,103,103,Justin Bolli,59,28.77,183,636,+2.68
103,T104,T104,Geoff Ogilvy,57,28.8,165,573,+1.21
104,T104,T104,Brandt Snedeker,79,28.8,233,809,+0.17
105,106,106,Charlie Wi,75,28.82,264,916,+1.29
106,107,107,Ben Crane,62,28.83,220,763,+0.95
107,108,108,Luke Guthrie,82,28.86,260,901,+0.42
108,109,109,Andres Romero,63,28.93,206,712,+0.49
109,110,110,Andrew Svoboda,46,29.01,141,486,+1.49
110,111,111,Brendan Steele,86,29.17,311,1066,+1.41
111,112,112,Trevor Immelman,73,29.19,249,853,+1.41
112,113,113,Robert Karlsson,56,29.22,149,510,+1.34
113,114,114,Ricky Barnes,74,29.3,264,901,+1.59
114,115,115,D.J. Trahan,48,29.31,153,522,+0.52
115,116,116,Ryan Palmer,79,29.34,279,951,+0.39
116,117,117,Jason Day,86,29.37,247,841,+0.04
117,118,118,Bud Cauley,67,29.53,228,772,+1.14
118,119,119,Marc Leishman,77,29.65,263,887,+0.15
119,120,120,Jim Herman,59,29.67,181,610,+0.61
120,121,121,Cameron Percy,68,29.77,234,786,+0.13
121,T122,T122,Erik Compton,74,29.78,265,890,+0.83
122,T122,T122,Ben Curtis,59,29.78,190,638,+1.84
123,124,124,Lee Williams,62,29.8,211,708,+1.47
124,125,125,John Rollins,77,29.86,278,931,+0.90
125,126,126,Steven Bowditch,67,29.87,236,790,+0.64
126,127,127,Rory Sabbatini,86,29.88,297,994,+0.20
127,128,128,Robert Allenby,58,30.0,213,710,+2.07
128,129,129,Jonas Blixt,76,30.02,278,926,+1.01
129,130,130,Troy Matteson,68,30.05,241,802,+1.00
130,131,131,Steve LeBrun,66,30.11,221,734,+1.04
131,132,132,James Hahn,78,30.16,279,925,+1.15
132,133,133,Padraig Harrington,52,30.23,146,483,+1.16
133,134,134,Matt Every,89,30.27,336,1110,+0.83
134,135,135,Gary Woodland,94,30.33,347,1144,+0.58
135,136,136,Matt Kuchar,93,30.38,291,958,+0.27
136,137,137,Camilo Villegas,79,30.41,270,888,+0.70
137,138,138,Robert Streb,75,30.57,258,844,+1.55
138,139,139,Freddie Jacobson,63,30.66,195,636,+0.10
139,140,140,Stephen Ames,49,30.79,186,604,+1.34
140,141,141,Brian Harman,89,30.83,325,1054,+1.20
141,142,142,Alistair Presnell,59,30.94,194,627,+0.72
142,143,143,Johnson Wagner,64,30.97,223,720,+1.26
143,144,144,Bubba Watson,76,30.98,255,823,E
144,145,145,Henrik Norlander,70,31.0,252,813,+1.11
145,146,146,Sangmoon Bae,83,31.06,310,998,+0.74
146,147,147,Greg Owen,73,31.11,284,913,+2.15
147,148,148,John Senden,79,31.12,263,845,+0.72
148,149,149,Ryo Ishikawa,72,31.13,236,758,+1.14
149,150,150,Charles Howell III,87,31.16,344,1104,-0.58
150,T151,T151,Michael Bradley,56,31.18,183,587,+1.04
151,T151,T151,Jeff Overton,78,31.18,318,1020,+1.19
152,153,153,David Lynn,70,31.35,243,775,+1.15
153,154,154,Phil Mickelson,78,31.4,244,777,-0.33
154,155,155,Scott Gardiner,61,31.56,226,716,+1.15
155,156,156,Patrick Reed,83,31.66,322,1017,-0.06
156,157,157,Ángel Cabrera,73,31.88,249,781,+0.52
157,158,158,Brad Fritsch,81,31.91,299,937,+1.00
158,159,159,Scott Piercy,78,31.97,274,857,+0.51
159,160,160,Sean O'Hair,56,32.18,224,696,+1.83
160,161,161,Tim Herron,45,32.45,195,601,+1.03
161,162,162,Tommy Gainey,84,32.56,338,1038,+1.36
162,163,163,Jimmy Walker,84,32.78,336,1025,-0.48
163,164,164,Robert Garrigus,69,33.04,222,672,+0.36
164,165,165,Jason Kokrak,78,33.1,326,985,+0.15
165,166,166,Morgan Hoffmann,64,33.52,245,731,+0.57
166,167,167,James Driscoll,76,33.6,289,860,+0.76
167,168,168,Martin Flores,83,34.03,356,1046,+0.45
168,169,169,Shawn Stefani,63,34.26,233,680,+0.52
169,170,170,Aaron Baddeley,68,34.33,275,801,+0.04
170,171,171,Seung-Yul Noh,71,34.44,291,845,+0.82
171,172,172,Tag Ridings,69,34.68,275,793,+1.13
172,173,173,Nicolas Colsaerts,50,34.75,172,495,+0.87
173,174,174,Casey Wittenberg,72,35.05,293,836,+1.60
174,175,175,Dustin Johnson,71,35.38,248,701,+0.16
175,176,176,Mike Weir,60,35.5,229,645,+1.00
176,177,177,Peter Hanson,45,35.59,163,458,+1.04
177,178,178,Eric Meierdierks,48,35.83,182,508,+1.76
178,179,179,Bobby Gates,49,37.09,191,515,+1.31
179,180,180,Luke List,65,37.66,261,693,+0.04
