,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
131,132,132,Ian Poulter,16,207,136,71
132,T133,T133,Bryce Molder,24,209,176,33
133,T133,T133,Geoff Ogilvy,19,209,114,95
134,135,135,Charles Howell III,26,210,37,173
135,T136,T136,Brian Gay,24,212,170,42
136,T136,T136,Dicky Pride,23,212,174,38
137,T138,T138,David Mathis,24,213,142,71
138,T138,T138,William McGirt,24,213,134,79
139,T140,T140,Matt Every,28,214,91,123
140,T140,T140,Justin Leonard,24,214,166,48
141,142,142,Patrick Reed,26,215,58,157
142,143,143,Bud Cauley,24,216,94,122
143,T144,T144,Luke Donald,17,217,157,60
144,T144,T144,Tommy Gainey,28,217,64,153
145,146,146,Trevor Immelman,24,218,124,94
146,T147,T147,Ernie Els,19,220,77,143
147,T147,T147,Luke Guthrie,27,220,127,93
148,T147,T147,Aaron Watkins,19,220,163,57
149,T150,T150,Scott Gardiner,23,221,87,134
150,T150,T150,Ryo Ishikawa,23,221,62,159
151,152,152,Scott Langley,27,222,152,70
152,153,153,Stewart Cink,22,223,73,150
153,154,154,Padraig Harrington,17,224,89,135
154,155,155,John Merrick,23,226,122,104
155,T156,T156,Greg Chalmers,25,227,165,62
156,T156,T156,Marc Leishman,23,227,102,125
157,158,158,David Hearn,26,228,147,81
158,159,159,Ben Crane,21,234,139,95
159,160,160,Michael Thompson,22,236,148,88
160,161,161,Chris Stroud,26,237,164,73
161,162,162,Justin Bolli,23,238,149,89
162,163,163,Matt Kuchar,23,240,116,124
163,164,164,Phil Mickelson,21,242,93,149
164,165,165,Sangmoon Bae,26,247,112,135
165,166,166,Freddie Jacobson,19,252,97,155
166,167,167,Robert Allenby,24,257,116,141
167,168,168,Alistair Presnell,23,260,121,139
168,169,169,Aaron Baddeley,24,265,86,179
169,170,170,James Driscoll,23,266,100,166
170,171,171,Michael Bradley,21,272,112,160
171,172,172,Stephen Ames,19,274,141,133
172,173,173,Jonas Blixt,24,275,123,152
173,174,174,Ben Curtis,20,276,173,103
174,T175,T175,David Lynn,22,280,159,121
175,T175,T175,Lee Williams,22,280,168,112
176,177,177,Johnson Wagner,24,283,155,128
177,178,178,Tim Herron,15,299,124,175
178,179,179,Casey Wittenberg,27,308,143,165
179,180,180,Mike Weir,22,343,180,163
